,ig,aspect,polarities
1109,"Otu ihe dị mma m nwere ike ikwu bụ na ọrụ ahụ dị ngwa, anyị nọ ọdụ ozugbo na ihe nkesa ahụ bụ ezigbo enyi.",sava,positive
1113,Ụzọ dị ukwuu ego maka nri dị otú ahụ dị egwu.,nri,negative
1116,Nwere nnukwu ahụmahụ na Trio ... Ndị ọrụ na-atọ ụtọ; Nri dị ụtọ ma buru ibu na nha akụkụ - m ga-akwado portobello / gorgonzola / soseji appetizer na lobster risotto.,lobster risotto,positive
1120,Nwere nnukwu ahụmahụ na Trio ... Ndị ọrụ na-atọ ụtọ; Nri dị ụtọ ma buru ibu na nha akụkụ - m ga-akwado portobello / gorgonzola / soseji appetizer na lobster risotto.,nri,positive
1124,Nwere nnukwu ahụmahụ na Trio ... Ndị ọrụ na-atọ ụtọ; Nri dị ụtọ ma buru ibu na nha akụkụ - m ga-akwado portobello / gorgonzola / soseji appetizer na lobster risotto.,portobello/gorgonzola/soseji appetizer,positive
1128,Nwere nnukwu ahụmahụ na Trio ... Ndị ọrụ na-atọ ụtọ; Nri dị ụtọ ma buru ibu na nha akụkụ - m ga-akwado portobello / gorgonzola / soseji appetizer na lobster risotto.,ndị ọrụ,positive
1132,Nwere nnukwu ahụmahụ na Trio ... Ndị ọrụ na-atọ ụtọ; Nri dị ụtọ ma buru ibu na nha akụkụ - m ga-akwado portobello / gorgonzola / soseji appetizer na lobster risotto.,òkè size,positive
1136,Ozi ahụ na-ege ntị nke ukwuu ma na-emesapụ aka nke ukwuu.,ọrụ,positive
1139,"Anyị nwere tọn nnukwu nri, mmanya, na desserts.",mmanya,positive
1142,"Anyị nwere tọn nnukwu nri, mmanya, na desserts.",desserts,positive
1145,"Anyị nwere tọn nnukwu nri, mmanya, na desserts.",nri,positive
1148,N'Ezie Lovely iri ahụmahụ n'etiti buzzing midtown ebe.,iri ahụmahụ,positive
1151,"The ọrụ bụ mgbe niile oké, na onye nwe na-eje ije gburugburu iji jide n'aka na ị na-enwe.",nwe,positive
1153,"The ọrụ bụ mgbe niile oké, na onye nwe na-eje ije gburugburu iji jide n'aka na ị na-enwe.",ọrụ,positive
1156,Anyị nọ ọdụ ozugbo n'ebe dị nso n'ebe a na - agba egwú.,Dance ala,neutral
1158,"Egwu ahụ na-adọrọ mmasị, ma hapụrụ ohere maka mkparịta ụka, onye na-ere mmanya ahụ mekwara ihe ọṅụṅụ magburu onwe ya.",ihe ọṅụṅụ,positive
1162,"Egwu ahụ na-adọrọ mmasị, ma hapụrụ ohere maka mkparịta ụka, onye na-ere mmanya ahụ mekwara ihe ọṅụṅụ magburu onwe ya.",bartender,positive
1166,"Egwu ahụ na-adọrọ mmasị, ma hapụrụ ohere maka mkparịta ụka, onye na-ere mmanya ahụ mekwara ihe ọṅụṅụ magburu onwe ya.",egwu,positive
1170,The nri n'ezie adịghị nnọọ mma na ọrụ bụ egwu.,ọrụ,negative
1174,The nri n'ezie adịghị nnọọ mma na ọrụ bụ egwu.,nri,negative
1178,"Obi dị m ụtọ na m mere dị ka nri ahụ dị ezigbo mma na ndị ọrụ ahụ bụ enyi na enyi, nwee ezi obi ma rụọ ọrụ nke ọma.",ndị ọrụ,positive
1182,"Obi dị m ụtọ na m mere dị ka nri ahụ dị ezigbo mma na ndị ọrụ ahụ bụ enyi na enyi, nwee ezi obi ma rụọ ọrụ nke ọma.",nri,positive
1186,ENWETỤBEGHỊ M NRI ỌJỌỌ (MA Ọ BỤ ỌRỤ ỌJỌỌ )@ PIGALLE.,ỌRỤ,positive
1188,ENWETỤBEGHỊ M NRI ỌJỌỌ (MA Ọ BỤ ỌRỤ ỌJỌỌ )@ PIGALLE.,NRI,positive
1190,Nke a mere ka o doo anya na a naghị esi nri ọhụrụ; O doro anya na e mere ya n'ihu aka ma weghachite ya.,nri,negative
1193,"N'oge ọrụ hrs, ana m atụ aro ka ị mee ndoputa.",ndoputa,neutral
1196,Ma ha mac cheese bụ YUMMY!,mac cheese,positive
1199,Menu brunch ha nwere ihe maka onye ọ bụla.,brunch menu,positive
1201,Onye na-agụ egwú jazz nwere olu dị mma + o mere ka anyị niile bilie ịgba egwú iji maa jijiji ụfọdụ cals iji rie ụfọdụ ndị ọzọ.,Jazz na-agụ egwú,positive
1204,Ọ bụrụ na ị na-achọ ihe ọjọọ elu ọnụ nri na a dash nke ghetto mma ọnụ ala BX A $ $ a bụ ebe na-!!,ebe,negative
1206,Ọ bụrụ na ị na-achọ ihe ọjọọ elu ọnụ nri na a dash nke ghetto mma ọnụ ala BX A $ $ a bụ ebe na-!!,nri,negative
1210,Ọ bụrụ na ị na-achọ ihe ọjọọ elu ọnụ nri na a dash nke ghetto mma ọnụ ala BX A $ $ a bụ ebe na-!!,ọnụ,negative
1214,Ọrụ ahụ bụ enyi na enyi ngwa ngwa.,ọrụ,positive
1217,Anyị bịara gafee ụlọ oriri na ọṅụṅụ a na mberede mgbe anyị nọ na mmemme nka DUMBO ma nwee obi ụtọ nke ọma na nri anyị.,nri,positive
1220,Nri ahụ magburu onwe ya - ezigbo nri Ịtali mere ka ọ dị ọhụrụ kpamkpam.,Italian nri,positive
1224,Nri ahụ magburu onwe ya - ezigbo nri Ịtali mere ka ọ dị ọhụrụ kpamkpam.,nri,positive
1228,Ọrụ ahụ pụtara ìhè.,ọrụ,positive
1231,Amaghị m ihe ụfọdụ ndị na-ekwu banyere nkịta a na-ekpo ọkụ na-ekwu maka ya.,nkịta na-ekpo ọkụ,negative
1233,Nke a na-enweghị ajụjụ bụ otu n'ime ndị kasị njọ hotdogs m mgbe nwere.,hotdogs,negative
1236,"Na mgbakwunye na nnukwu nkịta na-ekpo ọkụ, DOTP nwere sandwiches nri ụtụtụ dị ebube nke na-egosipụta, na mgbakwunye na nnukwu ihe dịka tator tots na english muffins, ngwaahịa anụ ezi na-atọ ụtọ NJ maara anyị ụmụ agbọghọ Jersey na ụmụ nwoke dị ka Taylor ham.",English muffins,positive
1240,"Na mgbakwunye na nnukwu nkịta na-ekpo ọkụ, DOTP nwere sandwiches nri ụtụtụ dị ebube nke na-egosipụta, na mgbakwunye na nnukwu ihe dịka tator tots na english muffins, ngwaahịa anụ ezi na-atọ ụtọ NJ maara anyị ụmụ agbọghọ Jersey na ụmụ nwoke dị ka Taylor ham.",Taylor ham,positive
1242,"Na mgbakwunye na nnukwu nkịta na-ekpo ọkụ, DOTP nwere sandwiches nri ụtụtụ dị ebube nke na-egosipụta, na mgbakwunye na nnukwu ihe dịka tator tots na english muffins, ngwaahịa anụ ezi na-atọ ụtọ NJ maara anyị ụmụ agbọghọ Jersey na ụmụ nwoke dị ka Taylor ham.",anụ ezi ngwaahịa,positive
1246,"Na mgbakwunye na nnukwu nkịta na-ekpo ọkụ, DOTP nwere sandwiches nri ụtụtụ dị ebube nke na-egosipụta, na mgbakwunye na nnukwu ihe dịka tator tots na english muffins, ngwaahịa anụ ezi na-atọ ụtọ NJ maara anyị ụmụ agbọghọ Jersey na ụmụ nwoke dị ka Taylor ham.",Tator tots,positive
1250,"Na mgbakwunye na nnukwu nkịta na-ekpo ọkụ, DOTP nwere sandwiches nri ụtụtụ dị ebube nke na-egosipụta, na mgbakwunye na nnukwu ihe dịka tator tots na english muffins, ngwaahịa anụ ezi na-atọ ụtọ NJ maara anyị ụmụ agbọghọ Jersey na ụmụ nwoke dị ka Taylor ham.",nkịta na-ekpo ọkụ,positive
1254,"Na mgbakwunye na nnukwu nkịta na-ekpo ọkụ, DOTP nwere sandwiches nri ụtụtụ dị ebube nke na-egosipụta, na mgbakwunye na nnukwu ihe dịka tator tots na english muffins, ngwaahịa anụ ezi na-atọ ụtọ NJ maara anyị ụmụ agbọghọ Jersey na ụmụ nwoke dị ka Taylor ham.",Nri ụtụtụ sandwiches,positive
1258,"Okwu banyere nri e ghere eghe ziri ezi (n'okpuru) mana efere ndị ọzọ, gụnyere nwa atụrụ entrée na ọtụtụ salads (avocado shrimp) dị nnọọ mma.",nri e ghere eghe,negative
1260,"Okwu banyere nri e ghere eghe ziri ezi (n'okpuru) mana efere ndị ọzọ, gụnyere nwa atụrụ entrée na ọtụtụ salads (avocado shrimp) dị nnọọ mma.",salads (ube bekee shrimp),positive
1262,"Okwu banyere nri e ghere eghe ziri ezi (n'okpuru) mana efere ndị ọzọ, gụnyere nwa atụrụ entrée na ọtụtụ salads (avocado shrimp) dị nnọọ mma.",efere,positive
1265,"Okwu banyere nri e ghere eghe ziri ezi (n'okpuru) mana efere ndị ọzọ, gụnyere nwa atụrụ entrée na ọtụtụ salads (avocado shrimp) dị nnọọ mma.",Nwa atụrụ entrée,positive
1268,Ndepụta mmanya dịtụ na-akụda mmụọ (naanị vintages ọhụrụ.,vintages,negative
1270,Ndepụta mmanya dịtụ na-akụda mmụọ (naanị vintages ọhụrụ.,ndepụta mmanya,negative
1273,"Ma maka uru ahụ, ọ bụ nnukwu ebe dị ọnụ ala iji nwee obi ụtọ n'abalị na obere ìgwè.",uru,positive
1275,"Onye na-echere anyị nyere aka ma maa mma, nri ahụ zuru oke, mmanya ahụ dịkwa mma, kwa.",mmanya,positive
1279,"Onye na-echere anyị nyere aka ma maa mma, nri ahụ zuru oke, mmanya ahụ dịkwa mma, kwa.",onye na-echere,positive
1283,"Onye na-echere anyị nyere aka ma maa mma, nri ahụ zuru oke, mmanya ahụ dịkwa mma, kwa.",nri,positive
1287,Nri ahụ pụtara ìhè na ọrụ ahụ dị n'elu.,ọrụ,positive
1291,Nri ahụ pụtara ìhè na ọrụ ahụ dị n'elu.,nri,positive
1295,"Rapara n'ihe ndị ebe ahụ na-eme nke ọma, brisket, ọgịrịga, nku, cajun shrimp dị mma, ọ bụghị nnukwu.",cajun shrimp,neutral
1298,"Rapara n'ihe ndị ebe ahụ na-eme nke ọma, brisket, ọgịrịga, nku, cajun shrimp dị mma, ọ bụghị nnukwu.",brisket,positive
1301,"Rapara n'ihe ndị ebe ahụ na-eme nke ọma, brisket, ọgịrịga, nku, cajun shrimp dị mma, ọ bụghị nnukwu.",ọgịrịga,positive
1304,"Rapara n'ihe ndị ebe ahụ na-eme nke ọma, brisket, ọgịrịga, nku, cajun shrimp dị mma, ọ bụghị nnukwu.",nku,positive
1307,"Great biya nhọrọ kwa, ihe dị ka 50 beers.",beers,neutral
1309,"Great biya nhọrọ kwa, ihe dị ka 50 beers.",beer nhọrọ,positive
1312,"Btw, ọrụ ahụ dị ezigbo mma.",ọrụ,positive
1315,"N'ihi ya, anyị nọ ọdụ n'ụlọ mmanya ahụ, onye na-ere mmanya ahụ adịghị ka ọ chọrọ ịnọ ebe ahụ.",bar,neutral
1317,"N'ihi ya, anyị nọ ọdụ n'ụlọ mmanya ahụ, onye na-ere mmanya ahụ adịghị ka ọ chọrọ ịnọ ebe ahụ.",bartender,negative
1319,Anyị amaghị ma ànyị kwesịrị ịtụ ihe ọṅụṅụ ma ọ bụ pụọ?,nwe,neutral
1321,Anyị nọ na-eche ihe mere ha ji nọrọ ebe ahụ iji mee ka ahụmịhe iri nri anyị dị mwute?,iri ahụmahụ,negative
1324,"Ka o sina dị, onye nwe ya bụ adịgboroja.",nwe,negative
1327,"N'ikwu eziokwu, nri ndị China ebe a bụ ihe m nwere ike ime ka mma n'ụlọ.",Chinese nri,negative
1329,E nwere nanị otu onye na-echere ụlọ oriri na ọṅụṅụ ahụ dum dị n'elu.,onye na-echere,neutral
1331,Echere m na nri ahụ adịghị ọnụ ala ma ọlị ma e jiri ya tụnyere Chinatown.,nri,negative
1334,Chinatown maa nwere mma àgwà na ọnụ ala price.,ọnụahịa,positive
1338,Chinatown maa nwere mma àgwà na ọnụ ala price.,àgwà,positive
1342,"Enwere m ike ịghọta ọnụahịa ma ọ bụrụ na ọ na-eje ozi nri ka mma, dị ka ụfọdụ ụlọ oriri na ọṅụṅụ China na mpaghara etiti obodo / uptown.",ọnụahịa,negative
1344,"Enwere m ike ịghọta ọnụahịa ma ọ bụrụ na ọ na-eje ozi nri ka mma, dị ka ụfọdụ ụlọ oriri na ọṅụṅụ China na mpaghara etiti obodo / uptown.",nri,negative
1346,A na-eri ya na mmanya ojii na shredded ginger.,black mmanya,neutral
1348,A na-eri ya na mmanya ojii na shredded ginger.,ginger na-agba ọsọ,neutral
1350,Malted Milk Ball Gelato - ị nụtụla banyere ihe ọ bụla dị ebube na-atọ ọchị?,Malted Mmiri ara ehi Ball Gelato,positive
1353,"Achọpụtara m na nri ahụ dị nnọọ mma dị ka onye nwe ya, Da Silvano, dị nnọọ obere ọnụ.",nwe,positive
1356,"Achọpụtara m na nri ahụ dị nnọọ mma dị ka onye nwe ya, Da Silvano, dị nnọọ obere ọnụ.",nri,positive
1359,The ambience bụkwa ihe tọrọ-azụ na jụụ.,ambience,positive
1362,Ma ọtụtụ appetizer na pasta pụrụ iche dị ịtụnanya.,pasta pụrụ iche,positive
1365,Ma ọtụtụ appetizer na pasta pụrụ iche dị ịtụnanya.,Appetizer,positive
1368,O doro anya na ịnwale taglierini na truffles - ọ bụ ihe na-enweghị atụ.,Taglierini na truffles,positive
1371,"Ọzọkwa, ndị ọrụ ahụ na-ege ntị nke ukwuu ma na-eme n'ezie personable.",ndị ọrụ,positive
1374,"A gbara risotto akwụkwọ nri m ọkụ, ma tinye ya kpamkpam n'ọkụ ọkụ.",akwukwo nri risotto,negative
1378,"A gbara risotto akwụkwọ nri m ọkụ, ma tinye ya kpamkpam n'ọkụ ọkụ.",flavor,negative
1382,Ha nwere ọrụ ngwa ngwa nke dị oke mma mgbe ị na-enweghị oge dị ukwuu.,ọrụ,positive
1385,"Nri bụ nkezi: nri ụtụtụ, ofe, salads, sandwiches, wdg.",nri,neutral
1388,"Nri bụ nkezi: nri ụtụtụ, ofe, salads, sandwiches, wdg.",Soups,neutral
1391,"Nri bụ nkezi: nri ụtụtụ, ofe, salads, sandwiches, wdg.",salads,neutral
1394,"Nri bụ nkezi: nri ụtụtụ, ofe, salads, sandwiches, wdg.",sandwiches,neutral
1397,"Nri bụ nkezi: nri ụtụtụ, ofe, salads, sandwiches, wdg.",nri ụtụtụ,neutral
1400,Ọ bụ mkparịta ụka na-eme ka nke a bụrụ ebe ntụrụndụ ịnọ.,ebe,positive
1403,"Nri dị mma, ma ọ bụghị nnukwu.",Nri,positive
1406,Ọrụ dị egwu - nke kachasị n'ihi na ndị ọrụ karịrị akarị n'abalị Satọdee.,Ọrụ,negative
1410,Ọrụ dị egwu - nke kachasị n'ihi na ndị ọrụ karịrị akarị n'abalị Satọdee.,ndị ọrụ,negative
1414,Anyị nwere nnọkọ ụbọchị ọmụmụ ebe a n'oge na-adịbeghị anya na nri na ọrụ dị ịtụnanya.,ọrụ,positive
1417,Anyị nwere nnọkọ ụbọchị ọmụmụ ebe a n'oge na-adịbeghị anya na nri na ọrụ dị ịtụnanya.,nri,positive
1420,"Ọ bụghị nanị na sushi ọhụrụ, ha na-ejekwa ozi ndị ọzọ entrees kwere ka onye ọbịa ọ bụla ihe ịhọrọ na anyị niile hapụrụ obi ụtọ (na-agbalị ọbọgwụ!",nduku,positive
1424,"Ọ bụghị nanị na sushi ọhụrụ, ha na-ejekwa ozi ndị ọzọ entrees kwere ka onye ọbịa ọ bụla ihe ịhọrọ na anyị niile hapụrụ obi ụtọ (na-agbalị ọbọgwụ!",entrees,neutral
1426,"Ọ bụghị nanị na sushi ọhụrụ, ha na-ejekwa ozi ndị ọzọ entrees kwere ka onye ọbịa ọ bụla ihe ịhọrọ na anyị niile hapụrụ obi ụtọ (na-agbalị ọbọgwụ!",sushi,positive
1430,"Ọrụ ahụ dị ntakịrị ngwa ngwa na akụkụ ndị ahụ dị ntakịrị ka ọ bụrụ na agụụ na-agụ gị na ọsọ ọsọ, nke a abụghị ebe maka gị.",akụkụ,negative
1434,"Ọrụ ahụ dị ntakịrị ngwa ngwa na akụkụ ndị ahụ dị ntakịrị ka ọ bụrụ na agụụ na-agụ gị na ọsọ ọsọ, nke a abụghị ebe maka gị.",ọrụ,negative
1438,"Nnukwu nri, nnukwu ihe ọṅụṅụ, ikuku iri nri dị mma.",ihe ọṅụṅụ,positive
1442,"Nnukwu nri, nnukwu ihe ọṅụṅụ, ikuku iri nri dị mma.",iri ikuku,positive
1446,"Nnukwu nri, nnukwu ihe ọṅụṅụ, ikuku iri nri dị mma.",nri,positive
1450,"Ma nri abalị ebe a adịghị akụda mmụọ, ọ bụrụgodị na ọnụahịa dị ntakịrị n'elu.",ọnụahịa,negative
1454,"Ma nri abalị ebe a adịghị akụda mmụọ, ọ bụrụgodị na ọnụahịa dị ntakịrị n'elu.",nri abalị,positive
1458,"N'ụzọ na-akụda mmụọ, e wepụla Saketini ha dị ebube na menu mmanya.",Saketini,positive
1462,"N'ụzọ na-akụda mmụọ, e wepụla Saketini ha dị ebube na menu mmanya.",menu mmanya,negative
1466,"Nri ebe a dị oke mma, ọgwụgwọ site na mmalite ruo na njedebe.",nri,positive
1469,"Ezigbo nri na ọnụahịa kwesịrị ekwesị, gịnị ọzọ ka ị nwere ike ịrịọ.",ọnụahịa,positive
1473,"Ezigbo nri na ọnụahịa kwesịrị ekwesị, gịnị ọzọ ka ị nwere ike ịrịọ.",nri,positive
1477,Ihe kachasị mma ịtụ bụ site na grill (Churrasco na Ribs).,Churrasco,positive
1479,Ihe kachasị mma ịtụ bụ site na grill (Churrasco na Ribs).,grịl,positive
1481,Ihe kachasị mma ịtụ bụ site na grill (Churrasco na Ribs).,Ribs,positive
1483,Nri bụ àgwà magburu onwe ya maka ọnụahịa ụlọ oriri na ọṅụṅụ dị mma.,Nri,positive
1487,Nri bụ àgwà magburu onwe ya maka ọnụahịa ụlọ oriri na ọṅụṅụ dị mma.,ọnụahịa,positive
1491,"The appetizers bụ ok, ma ọrụ bụ ngwa ngwa.",ọrụ,negative
1495,"The appetizers bụ ok, ma ọrụ bụ ngwa ngwa.",Appetizers,neutral
1499,Ọ dị mma ịga ebe ahụ maka ihe ọṅụṅụ ma ọ bụrụ na ịchọghị ịṅụbiga mmanya ókè n'ihi na ị ga-enwe obi ụtọ ma ọ bụrụ na ị nwere ike ịnweta otu ihe ọṅụṅụ otu awa ọrụ ahụ dị njọ.,nwe,neutral
1501,Ọ dị mma ịga ebe ahụ maka ihe ọṅụṅụ ma ọ bụrụ na ịchọghị ịṅụbiga mmanya ókè n'ihi na ị ga-enwe obi ụtọ ma ọ bụrụ na ị nwere ike ịnweta otu ihe ọṅụṅụ otu awa ọrụ ahụ dị njọ.,ọrụ,negative
1505,Ọ dị mma ịga ebe ahụ maka ihe ọṅụṅụ ma ọ bụrụ na ịchọghị ịṅụbiga mmanya ókè n'ihi na ị ga-enwe obi ụtọ ma ọ bụrụ na ị nwere ike ịnweta otu ihe ọṅụṅụ otu awa ọrụ ahụ dị njọ.,ihe ọṅụṅụ,neutral
1509,Dị nnọọ na-aga na sample kasị ukwuu French nri n'ebe ọdịda anyanwụ nke Daniel.,French nri,positive
1512,Nke a bụ n'ụzọ nkịtị ebe a na-ekpo ọkụ ma a bịa n'ihe gbasara nri.,nri,positive
1515,Satay bụ otu n'ime ndị kasị amasị haunts na Washington ebe ọrụ na nri bụ mgbe niile na ego.,ọrụ,positive
1517,Satay bụ otu n'ime ndị kasị amasị haunts na Washington ebe ọrụ na nri bụ mgbe niile na ego.,nri,positive
1519,"Gbalịa ọgịrịga, sizzling ehi na di na nwunye ya na akị bekee osikapa.",beef,positive
1522,"Gbalịa ọgịrịga, sizzling ehi na di na nwunye ya na akị bekee osikapa.",ọgịrịga,positive
1525,"Gbalịa ọgịrịga, sizzling ehi na di na nwunye ya na akị bekee osikapa.",akị bekee osikapa,positive
1527,Lezienụ anya maka chili bịanyere aka n'ihe oriri ọ bụghị ma ọ bụrụ na ịchọrọ ịkpọ ndị ọrụ mgbanyụ ọkụ ka ha jiri ọkụ ahụ mee ihe n'ọnụ gị.,Chili bịanyere aka n'akwụkwọ nri,negative
1529,"Nri ahụ dị nnọọ MMA, ọ fọrọ nke nta ka ọ bụrụ na ọ gaghị aba uru ịga ma ọ bụrụ na ị na-enweta pialla, nke bụ naanị efere dị mma n'ezie.",efere,positive
1532,"Nri ahụ dị nnọọ MMA, ọ fọrọ nke nta ka ọ bụrụ na ọ gaghị aba uru ịga ma ọ bụrụ na ị na-enweta pialla, nke bụ naanị efere dị mma n'ezie.",pialla,positive
1535,Ndị ọrụ ahụ bụ ezigbo enyi na enyi.,ndị ọrụ,positive
1538,Ha na-eme pizza kachasị mma na New Jersey.,Pizza,positive
1541,"Ọ bụghị naanị na onye na-echere ya na-arụ ọrụ nke ọma ma dị mma, kamakwa ọ na-enye aka nke ukwuu. ",onye na-echere,positive
1544,Obere ụlọ oriri na ọṅụṅụ na nnọọ ngwa ngwa ọrụ.,ọrụ,positive
1547,"Great burgers, grilled chiiz na french fries.",Chiiz grilled,positive
1550,"Great burgers, grilled chiiz na french fries.",French fries,positive
1553,"Great burgers, grilled chiiz na french fries.",burgers,positive
1556,"Nri ahụ dị ukwuu, enwere m mmasị na dumplings ha, sesame noodles oyi, ọkụkọ na efere shrimp.",ọkụkọ,positive
1560,"Nri ahụ dị ukwuu, enwere m mmasị na dumplings ha, sesame noodles oyi, ọkụkọ na efere shrimp.",nri,positive
1564,"Nri ahụ dị ukwuu, enwere m mmasị na dumplings ha, sesame noodles oyi, ọkụkọ na efere shrimp.",oyi sesame noodles,positive
1568,"Nri ahụ dị ukwuu, enwere m mmasị na dumplings ha, sesame noodles oyi, ọkụkọ na efere shrimp.",dumplings,positive
1572,"Nri ahụ dị ukwuu, enwere m mmasị na dumplings ha, sesame noodles oyi, ọkụkọ na efere shrimp.",shrimp efere,positive
1576,"Ndị China kachasị mma na Upper East, nnyefe ngwa ngwa, uru dị mma.",uru,positive
1580,"Ndị China kachasị mma na Upper East, nnyefe ngwa ngwa, uru dị mma.",nnyefe,positive
1584,Enwetụbeghị m donut oroma tupu ya mere m nyere ya mgbọ.,oroma donut,neutral
1586,O juru m anya na uto ahụ.,uto,positive
1589,"A mix nke ụmụ akwụkwọ na ebe bi ìgwè mmadụ n'ime nke a warara, obere n'ebe ahụ ohere maka ya ngwa ngwa, tọrọ ụtọ emeso na unyi-ọnụ ala ahịa.",ohere,negative
1593,"A mix nke ụmụ akwụkwọ na ebe bi ìgwè mmadụ n'ime nke a warara, obere n'ebe ahụ ohere maka ya ngwa ngwa, tọrọ ụtọ emeso na unyi-ọnụ ala ahịa.",na-emeso,positive
1597,"A mix nke ụmụ akwụkwọ na ebe bi ìgwè mmadụ n'ime nke a warara, obere n'ebe ahụ ohere maka ya ngwa ngwa, tọrọ ụtọ emeso na unyi-ọnụ ala ahịa.",ọnụahịa,positive
1601,Ma ndị na-emekarị maara na sandwiches bụ ezigbo kpakpando ebe a.,sandwiches,positive
1604,"Maka savory were ofe na nri sandwich, gbalịa ofe na-ekpo ọkụ ma na-esi ísì ụtọ.",Ofe na-ekpo ọkụ ma na-ekpo ọkụ,positive
1608,"Maka savory were ofe na nri sandwich, gbalịa ofe na-ekpo ọkụ ma na-esi ísì ụtọ.",Ofe na sandwich nri,positive
1612,Ha nwere ọka wit crusted pizza mere na n'ezie ọhụrụ na yummy Efrata.,Pizza na-ekpo ọkụ na-ekpo ọkụ,positive
1614,Ha nwere ọka wit crusted pizza mere na n'ezie ọhụrụ na yummy Efrata.,Ihe ndị na-emepụta ihe,positive
1617,"Ha ntụgharị na pizza bụ heatlhy, ma jupụtara flavor.",flavor,positive
1621,"Ha ntụgharị na pizza bụ heatlhy, ma jupụtara flavor.",gbagọrọ agbagọ na pizza,positive
1625,"Ọ bụrụ na ị na-achọsi ike ụfọdụ nri India dị oké njọ ma chọọ ambiance dị mma, nke a bụ nnọọ nhọrọ dị mma.",ambiance,positive
1629,"Ọ bụrụ na ị na-achọsi ike ụfọdụ nri India dị oké njọ ma chọọ ambiance dị mma, nke a bụ nnọọ nhọrọ dị mma.",Nri India,positive
1633,"Ọ bụghị naanị na ọrụ ahụ dị ukwuu, mana ịmepụta mkparịta ụka gburugburu tebụl dị mfe n'ihi na ikuku nwere ike ịbụ ma ịhụnanya ma dị mma.",ọrụ,positive
1637,"Ọ bụghị naanị na ọrụ ahụ dị ukwuu, mana ịmepụta mkparịta ụka gburugburu tebụl dị mfe n'ihi na ikuku nwere ike ịbụ ma ịhụnanya ma dị mma.",ikuku,positive
1641,E nwere ọkụ kandụl na egwu.,egwu,neutral
1643,E nwere ọkụ kandụl na egwu.,ọkụ kandụl,neutral
1645,O doro anya na nri na-atọ m ụtọ.,nri,positive
1648,The ala mmanya idaha bụ nnọọ jụụ na oyi ...,Downs mmanya idaha,positive
1651,"Nri ahụ dị mma n'ezie, ma mgbe e kwuru ihe niile ma mee ya, enweghị m ike ịkwado ya maka ọnụahịa (gụnyere ihe ọṅụṅụ 2, $ 100 / onye)...",ọnụahịa,negative
1653,"Nri ahụ dị mma n'ezie, ma mgbe e kwuru ihe niile ma mee ya, enweghị m ike ịkwado ya maka ọnụahịa (gụnyere ihe ọṅụṅụ 2, $ 100 / onye)...",ihe ọṅụṅụ,neutral
1655,"Nri ahụ dị mma n'ezie, ma mgbe e kwuru ihe niile ma mee ya, enweghị m ike ịkwado ya maka ọnụahịa (gụnyere ihe ọṅụṅụ 2, $ 100 / onye)...",nri,positive
1658,The Best Chinese nri Uptown!,Chinese nri,positive
1661,"Speedy anapụta, oké nri, ezigbo ahịa, na enyi na enyi ọrụ ikpokọta iji hụ na ihe na-atọ ụtọ repast.",nri,positive
1665,"Speedy anapụta, oké nri, ezigbo ahịa, na enyi na enyi ọrụ ikpokọta iji hụ na ihe na-atọ ụtọ repast.",ọnụahịa,positive
1669,"Speedy anapụta, oké nri, ezigbo ahịa, na enyi na enyi ọrụ ikpokọta iji hụ na ihe na-atọ ụtọ repast.",ọrụ,positive
1673,"Speedy anapụta, oké nri, ezigbo ahịa, na enyi na enyi ọrụ ikpokọta iji hụ na ihe na-atọ ụtọ repast.",na-anapụta,positive
1677,"Speedy anapụta, oké nri, ezigbo ahịa, na enyi na enyi ọrụ ikpokọta iji hụ na ihe na-atọ ụtọ repast.",repast,positive
1681,"The oyi sesame noodles, nke bụ freebie mgbe ị na-enye iwu $ 10 +, bụ delectable.",oyi sesame noodles,positive
1684,Salad ube bekee bụ fave nkeonwe.,ube bekee salad,positive
1687,"Na, mmanụ aṅụ BBQ ọgịrịga Atụmatụ bụ yummy!",mmanụ aṅụ BBQ ọgịrịga Atụmatụ,positive
1690,Anyị nyere nwa atụrụ iwu nke a na-esi nri n'ụzọ zuru oke ma na-atọ ụtọ dị egwu.,nwa atụrụ,positive
1693,Ihe niile site na àkwá benedict ruo mọsel na ọbụna hamburger mere nke ọma ma dị ụtọ nke ukwuu.,Mussels,positive
1696,Ihe niile site na àkwá benedict ruo mọsel na ọbụna hamburger mere nke ọma ma dị ụtọ nke ukwuu.,àkwá benedict,positive
1699,Ihe niile site na àkwá benedict ruo mọsel na ọbụna hamburger mere nke ọma ma dị ụtọ nke ukwuu.,hamburger,positive
1702,"O doro anya na ọ bụghị sushi kachasị mma na New York, Otú ọ dị, ọ dị ọhụrụ mgbe niile, ebe ahụ dịkwa nnọọ ọcha, sterile.",ebe,positive
1705,"M tụkwasịrị ndị mmadụ obi na Go Sushi, ọ dịghị mgbe ọ na-akụda mmụọ.",ndị mmadụ,positive
1708,"Kwụ ọtọ-n'ihu, ọ dịghị ihe ijuanya, nnọọ ezigbo Japanese nri.",Japanese nri,positive
1711,"Ekwela ka m na-ezighị ezi - sushi dị mma, naanị ọ bụghị mma.",sushi,positive
1714,Ụdị dịgasị iche iche dị iche iche ma ọ dịghị ihe ijuanya.,dịgasị iche iche,positive
