,zu,aspect,polarities
1174,Ukudla ngempela akukuhle kakhulu futhi inkonzo imbi kakhulu.,ukudla,negative
1178,"Ngiyajabula ukuthi ngenze njengoba ukudla kwakuhle kakhulu futhi abasebenzi babenobungane, benhlonipho futhi besebenza kahle.",abasebenzi,positive
1182,"Ngiyajabula ukuthi ngenze njengoba ukudla kwakuhle kakhulu futhi abasebenzi babenobungane, benhlonipho futhi besebenza kahle.",ukudla,positive
1186,ANGIKAZE NGIBE NESIDLO ESIBI(NOMA INKONZO EMBI )@ PIGALLE.,SERVICE,positive
1188,ANGIKAZE NGIBE NESIDLO ESIBI(NOMA INKONZO EMBI )@ PIGALLE.,ISIDLO,positive
1190,Lokhu kwenza kwacaca ukuthi ukudla kwakungaphekiwe okusha; ngokusobala kwenziwa phambi kwesandla bese kushisa kabusha.,ukudla,negative
1193,"ngesikhathi amahora matasa, i batusa ukuthi wenze ukubhuka.",ukubhuka,neutral
1196,kodwa ushizi wabo we-mac wawuyi-YUMMY!,mac ushizi,positive
1199,imenyu yabo ye-brunch yayinokuthile kuwo wonke umuntu.,imenyu ye-brunch,positive
1201,umculi we-jazz wayenezwi elimnandi + wasenza sonke savuka ukudansa ukunyakazisa amanye ama-cals ukuze sidle amanye amanye.,umculi we-jazz,positive
1204,Uma ukufuna kwakho ukudla okubi okunamanani aphezulu nge-dash ye-ghetto indawo eshibhile BX A $ $ lena indawo okufanele ibe !!,indawo,negative
1206,Uma ukufuna kwakho ukudla okubi okunamanani aphezulu nge-dash ye-ghetto indawo eshibhile BX A $ $ lena indawo okufanele ibe !!,ukudla,negative
1210,Uma ukufuna kwakho ukudla okubi okunamanani aphezulu nge-dash ye-ghetto indawo eshibhile BX A $ $ lena indawo okufanele ibe !!,ontengo yakhe yaphansi,negative
1214,isevisi ngokushesha friendly.,service,positive
1217,Sahlangana nale ndawo yokudlela ngengozi ngenkathi sisemkhosini wobuciko we-DUMBO futhi sajabulela ngokuphelele ukudla kwethu.,isidlo,positive
1220,Ukudla kwaba kakhulu - cuisine eyiqiniso Italian wenza ngokuphelele fresh.,cuisine Italian,positive
1224,Ukudla kwaba kakhulu - cuisine eyiqiniso Italian wenza ngokuphelele fresh.,ukudla,positive
1228,Inkonzo yayivelele.,service,positive
1231,angazi ukuthi abanye abantu aba-rave ngale nja eshisayo bakhuluma ngani.,inja eshisayo,negative
1233,lokhu ngaphandle kombuzo kungenye ye-hotdogs embi kakhulu engake ngaba nayo.,hotdogs,negative
1236,"Ngaphezu kwezinja ezinkulu ezishisayo, i-DOTP inama-sandwich okudla kwasekuseni okumangalisayo okufaka, ngaphezu kwezinto ezinkulu ezifana nama-tator tots nama-muffin esiNgisi, umkhiqizo wengulube omnandi we-NJ-based wazi kithi amantombazane aseJersey nabafana njenge-Taylor ham.",Ama-muffin esiNgisi,positive
1240,"Ngaphezu kwezinja ezinkulu ezishisayo, i-DOTP inama-sandwich okudla kwasekuseni okumangalisayo okufaka, ngaphezu kwezinto ezinkulu ezifana nama-tator tots nama-muffin esiNgisi, umkhiqizo wengulube omnandi we-NJ-based wazi kithi amantombazane aseJersey nabafana njenge-Taylor ham.",Taylor ham,positive
1242,"Ngaphezu kwezinja ezinkulu ezishisayo, i-DOTP inama-sandwich okudla kwasekuseni okumangalisayo okufaka, ngaphezu kwezinto ezinkulu ezifana nama-tator tots nama-muffin esiNgisi, umkhiqizo wengulube omnandi we-NJ-based wazi kithi amantombazane aseJersey nabafana njenge-Taylor ham.",umkhiqizo wengulube,positive
1246,"Ngaphezu kwezinja ezinkulu ezishisayo, i-DOTP inama-sandwich okudla kwasekuseni okumangalisayo okufaka, ngaphezu kwezinto ezinkulu ezifana nama-tator tots nama-muffin esiNgisi, umkhiqizo wengulube omnandi we-NJ-based wazi kithi amantombazane aseJersey nabafana njenge-Taylor ham.",tator tots,positive
1250,"Ngaphezu kwezinja ezinkulu ezishisayo, i-DOTP inama-sandwich okudla kwasekuseni okumangalisayo okufaka, ngaphezu kwezinto ezinkulu ezifana nama-tator tots nama-muffin esiNgisi, umkhiqizo wengulube omnandi we-NJ-based wazi kithi amantombazane aseJersey nabafana njenge-Taylor ham.",izinja ezishisayo,positive
1254,"Ngaphezu kwezinja ezinkulu ezishisayo, i-DOTP inama-sandwich okudla kwasekuseni okumangalisayo okufaka, ngaphezu kwezinto ezinkulu ezifana nama-tator tots nama-muffin esiNgisi, umkhiqizo wengulube omnandi we-NJ-based wazi kithi amantombazane aseJersey nabafana njenge-Taylor ham.",ama-sandwich okudla kwasekuseni,positive
1258,"Amazwana mayelana nokudla okuthosiwe alungile (ngezansi) kodwa ezinye izitsha, kufaka phakathi i-entree yewundlu kanye namasaladi amaningi (ama-avocado shrimp) ayemahle kakhulu.",ukudla okuthosiwe,negative
1260,"Amazwana mayelana nokudla okuthosiwe alungile (ngezansi) kodwa ezinye izitsha, kufaka phakathi i-entree yewundlu kanye namasaladi amaningi (ama-avocado shrimp) ayemahle kakhulu.",amasaladi (i-avocado shrimp),positive
1262,"Amazwana mayelana nokudla okuthosiwe alungile (ngezansi) kodwa ezinye izitsha, kufaka phakathi i-entree yewundlu kanye namasaladi amaningi (ama-avocado shrimp) ayemahle kakhulu.",izitsha,positive
1265,"Amazwana mayelana nokudla okuthosiwe alungile (ngezansi) kodwa ezinye izitsha, kufaka phakathi i-entree yewundlu kanye namasaladi amaningi (ama-avocado shrimp) ayemahle kakhulu.",iwundlu entrée,positive
1268,Ngandlela-thile uhlu lwewayini oluphoxayo (ama-vintages amasha kuphela.,vintages,negative
1270,Ngandlela-thile uhlu lwewayini oluphoxayo (ama-vintages amasha kuphela.,uhlu lwewayini,negative
1273,"kodwa ngenxa yenani, kwakuyindawo enkulu engabizi yokujabulela ubusuku obumnandi neqembu elincane.",inani,positive
1275,"I-waiter yethu yayiwusizo futhi ikhangayo, ukudla kwakuphelele, futhi iwayini lalilihle, futhi.",iwayini,positive
1279,"I-waiter yethu yayiwusizo futhi ikhangayo, ukudla kwakuphelele, futhi iwayini lalilihle, futhi.",waiter,positive
1283,"I-waiter yethu yayiwusizo futhi ikhangayo, ukudla kwakuphelele, futhi iwayini lalilihle, futhi.",ukudla,positive
1287,Ukudla kwakuvelele futhi inkonzo yayiyi-tops.,service,positive
1291,Ukudla kwakuvelele futhi inkonzo yayiyi-tops.,ukudla,positive
1295,"Namathela ezintweni indawo eyenza kangcono, i-brisket, izimbambo, amaphiko, ama-shrimp e-cajun kuhle, hhayi okukhulu.",cajun shrimp,neutral
1298,"Namathela ezintweni indawo eyenza kangcono, i-brisket, izimbambo, amaphiko, ama-shrimp e-cajun kuhle, hhayi okukhulu.",brisket,positive
1301,"Namathela ezintweni indawo eyenza kangcono, i-brisket, izimbambo, amaphiko, ama-shrimp e-cajun kuhle, hhayi okukhulu.",izimbambo,positive
1304,"Namathela ezintweni indawo eyenza kangcono, i-brisket, izimbambo, amaphiko, ama-shrimp e-cajun kuhle, hhayi okukhulu.",amaphiko,positive
1307,"Ukukhethwa okukhulu kwebhiya futhi, into efana namabhiya angu-50.",uzinyosi,neutral
1309,"Ukukhethwa okukhulu kwebhiya futhi, into efana namabhiya angu-50.",ukukhethwa ubhiya,positive
1312,"BTW, isevisi inhle kakhulu .",service,positive
1315,"Ngakho sahlala ebha, i-bartender yayingabonakali sengathi ifuna ukuba khona.",ibha,neutral
1317,"Ngakho sahlala ebha, i-bartender yayingabonakali sengathi ifuna ukuba khona.",bartender,negative
1319,Sasingazi ukuthi kufanele si-oda isiphuzo noma sihambe?,phuza,neutral
1321,Sasizibuza ukuthi kungani babekhona ukwenza isipiliyoni sethu sokudlela sibe lusizi?,isipiliyoni yokudlela,negative
1324,"Nakanjani, umnikazi wayeyinkohliso.",umnikazi,negative
1327,"Ngempela, ukudla kwamaShayina lapha yinto engingayenza kangcono ekhaya.",ukudla chinese,negative
1329,Kwakukhona i-waiter eyodwa kuphela yokudlela yonke phezulu.,waiter,neutral
1331,Ngangicabanga ukuthi ukudla akuyona eshibhile nhlobo uma kuqhathaniswa neChinatown.,ukudla,negative
1334,I-Chinatown nakanjani inekhwalithi engcono ngamanani ashibhile.,amanani,positive
1338,I-Chinatown nakanjani inekhwalithi engcono ngamanani ashibhile.,ikhwalithi,positive
1342,"Ngiyakwazi ukuqonda amanani uma wakhonza ukudla okungcono, njengezinye izindawo zokudlela zaseShayina endaweni ephakathi nedolobha / e-uptown.",amanani,negative
1344,"Ngiyakwazi ukuqonda amanani uma wakhonza ukudla okungcono, njengezinye izindawo zokudlela zaseShayina endaweni ephakathi nedolobha / e-uptown.",ukudla,negative
1346,Kudliwa uviniga omnyama kanye ne-ginger eqoshiwe.,uviniga omnyama,neutral
1348,Kudliwa uviniga omnyama kanye ne-ginger eqoshiwe.,ginger shredded,neutral
1350,I-Malted Milk Ball Gelato - wake empilweni yakho wezwa nganoma yini emangalisayo ngokuhlekisayo?,Malted Ubisi Ball Gelato,positive
1353,"Ngathola ukudla kuhle nje njengomnikazi wayo, uDa Silvano, okungabizi kakhulu nje.",umnikazi,positive
1356,"Ngathola ukudla kuhle nje njengomnikazi wayo, uDa Silvano, okungabizi kakhulu nje.",ukudla,positive
1359,I-ambience nayo ibekwe kakhulu futhi ikhululekile.,ambience,positive
1362,Bobabili inani le-appetizer kanye ne-pasta ekhethekile babemangalisa.,izipesheli ze-pasta,positive
1365,Bobabili inani le-appetizer kanye ne-pasta ekhethekile babemangalisa.,appetizer,positive
1368,Ngokuqinisekile zama i-taglierini nge-truffles - kwakumangalisa.,taglierini nge truffles,positive
1371,"Futhi, abasebenzi banake kakhulu futhi banabantu ngempela.",abasebenzi,positive
1374,"I-risotto yami yemifino yashiswa, futhi yafakwa ngokuphelele ukunambitheka okushisiwe.",risotto yemifino,negative
1378,"I-risotto yami yemifino yashiswa, futhi yafakwa ngokuphelele ukunambitheka okushisiwe.",ukunambitheka,negative
1382,Banenkonzo esheshayo kakhulu okuyinto enhle kakhulu lapho ungenaso isikhathi esiningi.,service,positive
1385,"Ukudla kuyisilinganiso: ukudla kwasekuseni, amasobho, amasaladi, ama-sandwich, njll.",ukudla,neutral
1388,"Ukudla kuyisilinganiso: ukudla kwasekuseni, amasobho, amasaladi, ama-sandwich, njll.",amasobho,neutral
1391,"Ukudla kuyisilinganiso: ukudla kwasekuseni, amasobho, amasaladi, ama-sandwich, njll.",amasaladi,neutral
1394,"Ukudla kuyisilinganiso: ukudla kwasekuseni, amasobho, amasaladi, ama-sandwich, njll.",ama-sandwich,neutral
1397,"Ukudla kuyisilinganiso: ukudla kwasekuseni, amasobho, amasaladi, ama-sandwich, njll.",ukudla kwasekuseni,neutral
1400,Yizingxoxo ezenza le ndawo ibe mnandi ukuba.,indawo,positive
1403,"Ukudla kwakuhloniphekile, kodwa hhayi okukhulu.",Ukudla,positive
1406,Inkonzo ibibuhlungu kakhulu - ikakhulukazi ngoba abasebenzi bebegcwele ngoMgqibelo ebusuku.,Service,negative
1410,Inkonzo ibibuhlungu kakhulu - ikakhulukazi ngoba abasebenzi bebegcwele ngoMgqibelo ebusuku.,abasebenzi,negative
1414,Sibe nomcimbi wosuku lokuzalwa lapha muva nje futhi ukudla nenkonzo kwakumangalisa.,service,positive
1417,Sibe nomcimbi wosuku lokuzalwa lapha muva nje futhi ukudla nenkonzo kwakumangalisa.,ukudla,positive
1420,"Akukona nje kuphela ukuthi i-sushi entsha, baphinde bakhonza amanye ama-entrees avumela isivakashi ngasinye into ongakhetha kuyo futhi sonke sashiya sijabule (zama idada!",duck,positive
1424,"Akukona nje kuphela ukuthi i-sushi entsha, baphinde bakhonza amanye ama-entrees avumela isivakashi ngasinye into ongakhetha kuyo futhi sonke sashiya sijabule (zama idada!",entrees,neutral
1426,"Akukona nje kuphela ukuthi i-sushi entsha, baphinde bakhonza amanye ama-entrees avumela isivakashi ngasinye into ongakhetha kuyo futhi sonke sashiya sijabule (zama idada!",sushi,positive
1430,"Inkonzo yayihamba kancane futhi izingxenye zincane kancane ngakho-ke uma ulambile futhi uphuthuma, lena akuyona indawo yakho.",izingxenye,negative
1434,"Inkonzo yayihamba kancane futhi izingxenye zincane kancane ngakho-ke uma ulambile futhi uphuthuma, lena akuyona indawo yakho.",service,negative
1438,"Ukudla okukhulu, iziphuzo ezinkulu, umkhathi omuhle wokudlela.",iziphuzo,positive
1442,"Ukudla okukhulu, iziphuzo ezinkulu, umkhathi omuhle wokudlela.",emkhathini wokudlela,positive
1446,"Ukudla okukhulu, iziphuzo ezinkulu, umkhathi omuhle wokudlela.",ukudla,positive
1450,"Kodwa isidlo sakusihlwa lapha asikaze siphoxe, ngisho noma amanani kancane ngaphezulu.",amanani,negative
1454,"Kodwa isidlo sakusihlwa lapha asikaze siphoxe, ngisho noma amanani kancane ngaphezulu.",isidlo sakusihlwa,positive
1458,"Ngokudabukisayo, i-Saketini yabo emangalisayo ikhishwe kwimenyu yebha.",Saketini,positive
1462,"Ngokudabukisayo, i-Saketini yabo emangalisayo ikhishwe kwimenyu yebha.",imenyu yebha,negative
1466,"Ukudla lapha kwakukhulu, ukudla kusukela ekuqaleni kuze kube sekugcineni.",ukudla,positive
1469,"Ukudla okuhle ngentengo efanele, yini okunye ongakucela.",intengo,positive
1473,"Ukudla okuhle ngentengo efanele, yini okunye ongakucela.",ukudla,positive
1477,Izinto ezinhle kakhulu zoku-oda zivela ku-grill (Churrasco and Ribs).,Churrasco,positive
1479,Izinto ezinhle kakhulu zoku-oda zivela ku-grill (Churrasco and Ribs).,grill,positive
1481,Izinto ezinhle kakhulu zoku-oda zivela ku-grill (Churrasco and Ribs).,Izimbambo,positive
1483,Ukudla kuyikhwalithi enhle kakhulu yentengo yokudlela enhle.,Ukudla,positive
1487,Ukudla kuyikhwalithi enhle kakhulu yentengo yokudlela enhle.,intengo,positive
1491,"Ama-appetizers alungile, kodwa insizakalo ihamba kancane.",service,negative
1495,"Ama-appetizers alungile, kodwa insizakalo ihamba kancane.",appetizers,neutral
1499,Kuhle kwayo ukuya khona iziphuzo uma ungafuni ukudakwa ngoba uzoba nenhlanhla uma ungathola isiphuzo esisodwa ngehora inkonzo imbi kakhulu.,phuza,neutral
1501,Kuhle kwayo ukuya khona iziphuzo uma ungafuni ukudakwa ngoba uzoba nenhlanhla uma ungathola isiphuzo esisodwa ngehora inkonzo imbi kakhulu.,service,negative
1505,Kuhle kwayo ukuya khona iziphuzo uma ungafuni ukudakwa ngoba uzoba nenhlanhla uma ungathola isiphuzo esisodwa ngehora inkonzo imbi kakhulu.,iziphuzo,neutral
1509,Vele ungene futhi usampula ukudla okukhulu kakhulu kwe-french entshonalanga kaDaniel.,ukudla French,positive
1512,Lokhu ngokoqobo indawo eshisayo uma kuziwa ekudleni.,ukudla,positive
1515,USatay ungomunye walawo ma-haunts ayizintandokazi eWashington lapho insizakalo nokudla kuhlale kusemalini.,service,positive
1517,USatay ungomunye walawo ma-haunts ayizintandokazi eWashington lapho insizakalo nokudla kuhlale kusemalini.,ukudla,positive
1519,"Zama izimbambo, sizzling yenkomo futhi umbhangqwana it nge irayisi kakhukhunathi.",inyama yenkomo,positive
1522,"Zama izimbambo, sizzling yenkomo futhi umbhangqwana it nge irayisi kakhukhunathi.",izimbambo,positive
1525,"Zama izimbambo, sizzling yenkomo futhi umbhangqwana it nge irayisi kakhukhunathi.",irayisi likakhukhunathi,positive
1527,Qaphephe izinto zokudla ezisayinwe yi-chili hhayi ngaphandle kokuthi ufuna ukushayela umnyango wezomlilo ukucima amalangabi emlonyeni wakho.,chili esayinwe ukudla izinto,negative
1529,"Ukudla KULUNGILE nje, futhi cishe akufanelekile ukuhamba ngaphandle kokuthi uthola i-pialla, okuwukuphela kwesitsha esihle ngempela.",isidlo,positive
1532,"Ukudla KULUNGILE nje, futhi cishe akufanelekile ukuhamba ngaphandle kokuthi uthola i-pialla, okuwukuphela kwesitsha esihle ngempela.",pialla,positive
1535,Abasebenzi banobungane kakhulu.,abasebenzi,positive
1538,Benza i-pizza engcono kakhulu eNew Jersey.,pizza,positive
1541,"Akukona nje kuphela ukuthi i-waiter yayisebenza kahle futhi inemfanelo, kodwa futhi iwusizo kakhulu. ",waiter,positive
1544,Indawo yokudlela encane enensizakalo esheshayo kakhulu.,service,positive
1547,"Ama-burger amakhulu, ushizi oqoshiwe kanye nama-fries aseFrance.",ushizi oqoshiwe,positive
1550,"Ama-burger amakhulu, ushizi oqoshiwe kanye nama-fries aseFrance.",ama-fries aseFrance,positive
1553,"Ama-burger amakhulu, ushizi oqoshiwe kanye nama-fries aseFrance.",Burgers,positive
1556,"Ukudla kuhle kakhulu, ngithanda ama-dumplings abo, ama-noodle abandayo we-sesame, inkukhu kanye nezitsha ze-shrimp.",inkukhu,positive
1560,"Ukudla kuhle kakhulu, ngithanda ama-dumplings abo, ama-noodle abandayo we-sesame, inkukhu kanye nezitsha ze-shrimp.",ukudla,positive
1564,"Ukudla kuhle kakhulu, ngithanda ama-dumplings abo, ama-noodle abandayo we-sesame, inkukhu kanye nezitsha ze-shrimp.",abandayo sesame noodles,positive
1568,"Ukudla kuhle kakhulu, ngithanda ama-dumplings abo, ama-noodle abandayo we-sesame, inkukhu kanye nezitsha ze-shrimp.",ama-dumplings,positive
1572,"Ukudla kuhle kakhulu, ngithanda ama-dumplings abo, ama-noodle abandayo we-sesame, inkukhu kanye nezitsha ze-shrimp.",izitsha ze-shrimp,positive
1576,"Best Chinese on the Upper East, ukulethwa ngokushesha, inani elihle.",inani,positive
1580,"Best Chinese on the Upper East, ukulethwa ngokushesha, inani elihle.",ukulethwa,positive
1584,Angikaze ngibe ne-orange donut ngaphambili ngakho ngayinika isibhamu.,orange donut,neutral
1586,Ngamangala ngokujabulisa ngokunambitheka.,ukunambitheka,positive
1589,"Ingxube yabafundi kanye nezakhamizi zendawo zigcwala kulesi sikhala esincane, esincane lapho sokudla kwayo okusheshayo, okumnandi ngamanani ashibhile angcolile.",isikhala,negative
1593,"Ingxube yabafundi kanye nezakhamizi zendawo zigcwala kulesi sikhala esincane, esincane lapho sokudla kwayo okusheshayo, okumnandi ngamanani ashibhile angcolile.",ama-treats,positive
1597,"Ingxube yabafundi kanye nezakhamizi zendawo zigcwala kulesi sikhala esincane, esincane lapho sokudla kwayo okusheshayo, okumnandi ngamanani ashibhile angcolile.",amanani,positive
1601,Kodwa abavamile bayazi ukuthi ama-sandwich ayinkanyezi yangempela lapha.,ama-sandwich,positive
1604,"Ukuze uthathe okunomsoco isobho kanye sandwich isidlo, zama isobho ashisayo futhi omuncu.",isobho elishisayo nelimuncu,positive
1608,"Ukuze uthathe okunomsoco isobho kanye sandwich isidlo, zama isobho ashisayo futhi omuncu.",isobho kanye sandwich isidlo,positive
1612,Bane-pizza kakolweni e-crusted eyenziwe ngezithako ezintsha ngempela futhi ze-yummy.,ukolweni crusted pizza,positive
1614,Bane-pizza kakolweni e-crusted eyenziwe ngezithako ezintsha ngempela futhi ze-yummy.,izithako,positive
1617,"Twist yabo ku pizza kuyinto heatlhy, kodwa egcwele ukunambitheka.",ukunambitheka,positive
1621,"Twist yabo ku pizza kuyinto heatlhy, kodwa egcwele ukunambitheka.",twist ku pizza,positive
1625,"Uma ufisa ezinye ukudla sina indian futhi ufisa ambiance ethokomele, lokhu ukukhetha ngempela futhi enhle kakhulu.",ambiance,positive
1629,"Uma ufisa ezinye ukudla sina indian futhi ufisa ambiance ethokomele, lokhu ukukhetha ngempela futhi enhle kakhulu.",ukudla kwe-indian,positive
1633,"Akukona nje kuphela ukuthi inkonzo inkulu, kodwa ukwakha ingxoxo ezungeze itafula kulula kakhulu ngoba umkhathi ungaba kokubili romantic futhi ukhululekile.",service,positive
1637,"Akukona nje kuphela ukuthi inkonzo inkulu, kodwa ukwakha ingxoxo ezungeze itafula kulula kakhulu ngoba umkhathi ungaba kokubili romantic futhi ukhululekile.",umkhathi,positive
1641,Kukhona ukukhanya kwamakhandlela nomculo.,umculo,neutral
1643,Kukhona ukukhanya kwamakhandlela nomculo.,ukukhanya kwekhandlela,neutral
1645,Nakanjani ngakujabulela ukudla futhi.,ukudla,positive
1648,Indawo yebha engezansi ipholile kakhulu futhi ibanda...,phansi ibha scene,positive
1651,"Ukudla nakanjani kwakukuhle, kodwa lapho konke kushiwo futhi kwenziwa, angikwazanga nje ukuthethelela ngentengo (kufaka phakathi iziphuzo ezi-2, $ 100 / umuntu) ...",intengo,negative
1653,"Ukudla nakanjani kwakukuhle, kodwa lapho konke kushiwo futhi kwenziwa, angikwazanga nje ukuthethelela ngentengo (kufaka phakathi iziphuzo ezi-2, $ 100 / umuntu) ...",iziphuzo,neutral
1655,"Ukudla nakanjani kwakukuhle, kodwa lapho konke kushiwo futhi kwenziwa, angikwazanga nje ukuthethelela ngentengo (kufaka phakathi iziphuzo ezi-2, $ 100 / umuntu) ...",ukudla,positive
1658,The BEST Chinese ukudla Uptown!,Ukudla kwesiShayina,positive
1661,"Ukulethwa okusheshayo, ukudla okukhulu, amanani ahloniphekile, kanye nensizakalo enobungane kuhlanganisa ukuqinisekisa i-repast ejabulisayo.",ukudla,positive
1665,"Ukulethwa okusheshayo, ukudla okukhulu, amanani ahloniphekile, kanye nensizakalo enobungane kuhlanganisa ukuqinisekisa i-repast ejabulisayo.",amanani,positive
1669,"Ukulethwa okusheshayo, ukudla okukhulu, amanani ahloniphekile, kanye nensizakalo enobungane kuhlanganisa ukuqinisekisa i-repast ejabulisayo.",service,positive
1673,"Ukulethwa okusheshayo, ukudla okukhulu, amanani ahloniphekile, kanye nensizakalo enobungane kuhlanganisa ukuqinisekisa i-repast ejabulisayo.",ihambisa,positive
1677,"Ukulethwa okusheshayo, ukudla okukhulu, amanani ahloniphekile, kanye nensizakalo enobungane kuhlanganisa ukuqinisekisa i-repast ejabulisayo.",repast,positive
1681,"Ama-noodle abandayo e-sesame, okuyi-freebie lapho u-oda i-$ 10 +, amnandi.",abandayo sesame noodles,positive
1684,Isaladi le-avocado liyi-fave yomuntu siqu.,isaladi le-avocado,positive
1687,"Futhi, uju BBQ rib amathiphu kukhona yummy!",uju BBQ rib amathiphu,positive
1690,Sa-oda iwundlu elaliphekwe ngokuphelele futhi linambitheka ngendlela esabekayo.,iwundlu,positive
1693,Konke kusukela kumaqanda benedict kuya kuma-mussels ngisho ne-hamburger kwenziwa kahle futhi kunambitheka kakhulu.,mussels,positive
1696,Konke kusukela kumaqanda benedict kuya kuma-mussels ngisho ne-hamburger kwenziwa kahle futhi kunambitheka kakhulu.,amaqanda benedict,positive
1699,Konke kusukela kumaqanda benedict kuya kuma-mussels ngisho ne-hamburger kwenziwa kahle futhi kunambitheka kakhulu.,hamburger,positive
1702,"Ngokuqinisekile hhayi i-sushi engcono kakhulu eNew York, noma kunjalo, ihlala intsha, futhi indawo ihlanzekile kakhulu, ingenasici.",indawo,positive
1705,"Ngiyabathemba abantu baseGo Sushi, akukaze kuphoxe.",abantu,positive
1708,"Straight-phambili, akukho izimanga, ukudla ehloniphekile kakhulu Japanese.",Ukudla kwaseJapane,positive
1711,"ungangiqondi kahle - i-sushi yayinhle, nje hhayi kumnandi.",sushi,positive
1714,izinhlobonhlobo ezinhle kodwa akukho okumangazayo.,ezihlukahlukene,positive
1717,I-Harumi Sushi inezinhlobonhlobo ezintsha futhi ezimnandi kakhulu ze-sushi e-NYC.,uhla lwe-sushi,positive
1720,"Ngincoma kakhulu hhayi nje cuisine yayo oncomekayo, kodwa futhi abanikazi bayo friendly kanye nabasebenzi.",cuisine,positive
1724,"Ngincoma kakhulu hhayi nje cuisine yayo oncomekayo, kodwa futhi abanikazi bayo friendly kanye nabasebenzi.",abasebenzi,positive
1728,"Ngincoma kakhulu hhayi nje cuisine yayo oncomekayo, kodwa futhi abanikazi bayo friendly kanye nabasebenzi.",abanikazi,positive
1732,Omunye umngane kwadingeka acele izikhathi ezi-3 ushizi we-parmesan.,ushizi we-parmesan,neutral
1734,"Insizakalo iyashesha ngempela futhi inobungane, futhi inani likhulu.",inani,positive
1738,"Insizakalo iyashesha ngempela futhi inobungane, futhi inani likhulu.",service,positive
1742,Ngangibulawa yindlala futhi izingxenye ezincane zazingihlanya!,izingxenye,negative
1745,Ingabe uMsombuluko wakhe wesidlo sasemini - wayesebenza kwifilimu kule ndawo - futhi wathola leli gugu elingavamile.,isidlo sasemini,neutral
1747,"Futhi lezi akuzona ezincane, wimpy ukudla okusheshayo uhlobo Burgers - lezi patties real, usayizi ogcwele.",Burgers,positive
1751,"Futhi lezi akuzona ezincane, wimpy ukudla okusheshayo uhlobo Burgers - lezi patties real, usayizi ogcwele.",patties,positive
1755,"Ngentengo oyikhokhayo yokudla lapha, ungalindela ukuthi okungenani ilingane nezinye izindawo zokudlela zaseJapane.",ukudla,negative
1757,"Ngentengo oyikhokhayo yokudla lapha, ungalindela ukuthi okungenani ilingane nezinye izindawo zokudlela zaseJapane.",intengo,negative
1759,Ingxenye yokudla yayiyi-SMALL futhi ingaphansi kwesilinganiso.,Ingxenye yokudla,negative
1762,I-waitress yafika ukuyolanda isoso le-soy NGESIKHATHI sidla isidlo sethu sasemini!!!!,isidlo sasemini,neutral
1764,I-waitress yafika ukuyolanda isoso le-soy NGESIKHATHI sidla isidlo sethu sasemini!!!!,soy sauce,neutral
1766,I-waitress yafika ukuyolanda isoso le-soy NGESIKHATHI sidla isidlo sethu sasemini!!!!,waitress,negative
1768,indawo enhle hang out emini ngemva kokuthenga noma ukubamba isobho elula noma zakudala isidlo French phezu ingilazi yewayini.,isobho,neutral
1772,indawo enhle hang out emini ngemva kokuthenga noma ukubamba isobho elula noma zakudala isidlo French phezu ingilazi yewayini.,indawo,positive
1776,indawo enhle hang out emini ngemva kokuthenga noma ukubamba isobho elula noma zakudala isidlo French phezu ingilazi yewayini.,ingilazi yewayini,neutral
1778,indawo enhle hang out emini ngemva kokuthenga noma ukubamba isobho elula noma zakudala isidlo French phezu ingilazi yewayini.,isidlo French,neutral
1782,Ukudla kukhulu futhi amanani anengqondo.,amanani,positive
1786,Ukudla kukhulu futhi amanani anengqondo.,ukudla,positive
1790,"Indawo ihlanzekile, futhi uma uthanda ukudla komphefumulo, khona-ke le yindawo okufanele ibe khona!",ukudla komphefumulo,positive
1794,"Indawo ihlanzekile, futhi uma uthanda ukudla komphefumulo, khona-ke le yindawo okufanele ibe khona!",indawo,positive
1798,Abasebenzi banobungane kakhulu futhi baze bafaka isiphuzo sami kanye lapho ngiyiphonsa ngaphandle.,amalungu abasebenzi,positive
1801,Abasebenzi banobungane kakhulu futhi baze bafaka isiphuzo sami kanye lapho ngiyiphonsa ngaphandle.,phuza,neutral
1803,Basebenza ngokukhethekile kuma-smoothies namajusi amasha.,smoothies,positive
1805,Basebenza ngokukhethekile kuma-smoothies namajusi amasha.,amajusi amasha,positive
1807,"Ngenkathi ama-smoothies amakhulu kancane kimi, amajusi amasha angcono kakhulu engake ngaba nawo!",smoothies,negative
1811,"Ngenkathi ama-smoothies amakhulu kancane kimi, amajusi amasha angcono kakhulu engake ngaba nawo!",amajusi amasha,positive
1815,Banenkukhu enhle kakhulu ene-avocado ne-tuna enhle kanye.,inkukhu nge-avocado,positive
1819,Banenkukhu enhle kakhulu ene-avocado ne-tuna enhle kanye.,tuna,positive
1823,Iningi lama-sandwich lenziwe nge-soy mayonaise empeleni enhle kakhulu.,ama-sandwich,positive
1826,Iningi lama-sandwich lenziwe nge-soy mayonaise empeleni enhle kakhulu.,soy mayonaise,positive
1828,"Abazange nje babe emangalisayo, sandwich, isobho, pizza njll, kodwa sorbets zabo okuzenzela aphume kuleli zwe!",ama-sorbets enziwe ekhaya,positive
1832,"Abazange nje babe emangalisayo, sandwich, isobho, pizza njll, kodwa sorbets zabo okuzenzela aphume kuleli zwe!",isobho,positive
