,ln,aspect,polarities
1204,Soki oza koluka bilei ya ntalo makasi oyo eza na dash ya ghetto scenery ya ntalo moke BX A$$ oyo eza esika ya kozala!!,Bisika kitoko,negative
1206,Soki oza koluka bilei ya ntalo makasi oyo eza na dash ya ghetto scenery ya ntalo moke BX A$$ oyo eza esika ya kozala!!,bilei,negative
1210,Soki oza koluka bilei ya ntalo makasi oyo eza na dash ya ghetto scenery ya ntalo moke BX A$$ oyo eza esika ya kozala!!,talo,negative
1214,Mosala yango ezali ya boboto nokinoki.,mosala,positive
1217,Tokutanaki na restora oyo na likama ntango tozalaki na fɛti moko ya ntɔki ya DUMBO mpe tosepelaki mingi na bilei na biso.,Kolya,positive
1220,Bilei yango ezalaki malamu mpenza - bilei ya solo ya Italie oyo ezalaki kosala yango mpenza ya sika.,Cuisine ya Italie,positive
1224,Bilei yango ezalaki malamu mpenza - bilei ya solo ya Italie oyo ezalaki kosala yango mpenza ya sika.,bilei,positive
1228,Mosala yango ezalaki mpenza monene.,mosala,positive
1231,Nayebi te bato mosusu oyo rave na ntina na mbwa wana ya mɔ́tɔ bazali kolobela.,hot dog,negative
1233,Oyo kozanga ntembe eza moko ya ba hotdogs ya mabe koleka oyo nakutaná na yango.,hotdogs,negative
1236,"Longola ba hot dog ya minene, DOTP eza na mikate ya ntongo ya kokamwa oyo elakisaka, longola makambo ya minene lokola tator tots mpe ba muffins ya Angleterre, eloko moko kitoko ya mosuni ya ngulu oyo euti na NJ eyebi biso bana basi mpe bana mibali ya Jersey lokola Taylor ham.",muffins ya lingála,positive
1240,"Longola ba hot dog ya minene, DOTP eza na mikate ya ntongo ya kokamwa oyo elakisaka, longola makambo ya minene lokola tator tots mpe ba muffins ya Angleterre, eloko moko kitoko ya mosuni ya ngulu oyo euti na NJ eyebi biso bana basi mpe bana mibali ya Jersey lokola Taylor ham.",Taylor ham,positive
1242,"Longola ba hot dog ya minene, DOTP eza na mikate ya ntongo ya kokamwa oyo elakisaka, longola makambo ya minene lokola tator tots mpe ba muffins ya Angleterre, eloko moko kitoko ya mosuni ya ngulu oyo euti na NJ eyebi biso bana basi mpe bana mibali ya Jersey lokola Taylor ham.",Produit ya ngulu,positive
1246,"Longola ba hot dog ya minene, DOTP eza na mikate ya ntongo ya kokamwa oyo elakisaka, longola makambo ya minene lokola tator tots mpe ba muffins ya Angleterre, eloko moko kitoko ya mosuni ya ngulu oyo euti na NJ eyebi biso bana basi mpe bana mibali ya Jersey lokola Taylor ham.",tator tots,positive
1250,"Longola ba hot dog ya minene, DOTP eza na mikate ya ntongo ya kokamwa oyo elakisaka, longola makambo ya minene lokola tator tots mpe ba muffins ya Angleterre, eloko moko kitoko ya mosuni ya ngulu oyo euti na NJ eyebi biso bana basi mpe bana mibali ya Jersey lokola Taylor ham.",hot dog,positive
1254,"Longola ba hot dog ya minene, DOTP eza na mikate ya ntongo ya kokamwa oyo elakisaka, longola makambo ya minene lokola tator tots mpe ba muffins ya Angleterre, eloko moko kitoko ya mosuni ya ngulu oyo euti na NJ eyebi biso bana basi mpe bana mibali ya Jersey lokola Taylor ham.",Sandwiches ya ntongo,positive
1258,"Maloba etali bilei ya kotumba eza malamu (na nse) kasi bilei mosusu, ata mpe entrée ya mwana mpate mpe ba salade mingi (shrimp ya savoka) ezalaki malamu mpenza.",Bilei ya kotumba,negative
1260,"Maloba etali bilei ya kotumba eza malamu (na nse) kasi bilei mosusu, ata mpe entrée ya mwana mpate mpe ba salade mingi (shrimp ya savoka) ezalaki malamu mpenza.",salade (shrimp ya savoka),positive
1262,"Maloba etali bilei ya kotumba eza malamu (na nse) kasi bilei mosusu, ata mpe entrée ya mwana mpate mpe ba salade mingi (shrimp ya savoka) ezalaki malamu mpenza.",Batela,positive
1265,"Maloba etali bilei ya kotumba eza malamu (na nse) kasi bilei mosusu, ata mpe entrée ya mwana mpate mpe ba salade mingi (shrimp ya savoka) ezalaki malamu mpenza.",lamb entrée,positive
1268,Liste ya vinyo ya mwa mawa (bobele ba vintages ya sika).,vintages,negative
1270,Liste ya vinyo ya mwa mawa (bobele ba vintages ya sika).,Liste ya vino,negative
1273,"Kasi mpo na motuya, ezalaki esika ya malamu ya ntalo moke mpo na kosepela na butu ya esengo elongo na etuluku ya mike.",Motuya,positive
1275,"Moto oyo tozalaki kosala na restora azalaki kosalisa biso mpe kitoko, bilei ezalaki ya kokoka, mpe vinyo ezalaki malamu, mpe.",Bibenda,positive
1279,"Moto oyo tozalaki kosala na restora azalaki kosalisa biso mpe kitoko, bilei ezalaki ya kokoka, mpe vinyo ezalaki malamu, mpe.",Ozateur,positive
1283,"Moto oyo tozalaki kosala na restora azalaki kosalisa biso mpe kitoko, bilei ezalaki ya kokoka, mpe vinyo ezalaki malamu, mpe.",bilei,positive
1287,Bilei ezalaki ya kokamwa mpe mosala ezalaki ya likolo.,mosala,positive
1291,Bilei ezalaki ya kokamwa mpe mosala ezalaki ya likolo.,bilei,positive
1295,"Kangamá na biloko oyo esika esalaka malamu, brisket, mipanzi, mapapu, shrimp ya cajun eza malamu, eza monene te.",Misaki Shrimp,neutral
1298,"Kangamá na biloko oyo esika esalaka malamu, brisket, mipanzi, mapapu, shrimp ya cajun eza malamu, eza monene te.",brisket,positive
1301,"Kangamá na biloko oyo esika esalaka malamu, brisket, mipanzi, mapapu, shrimp ya cajun eza malamu, eza monene te.",Ribs,positive
1304,"Kangamá na biloko oyo esika esalaka malamu, brisket, mipanzi, mapapu, shrimp ya cajun eza malamu, eza monene te.",mapapu,positive
1307,"Kopona masanga ya minene mpe, eloko moko lokola bière 50.",bière,neutral
1309,"Kopona masanga ya minene mpe, eloko moko lokola bière 50.",Biere selection,positive
1312,"BTW, mosala ezali malamu mingi.",mosala,positive
1315,"Yango wana tofandaki na bar, moto oyo azalaki koteka masanga amonanaki te lokola alingi kozala wana.",BAR,neutral
1317,"Yango wana tofandaki na bar, moto oyo azalaki koteka masanga amonanaki te lokola alingi kozala wana.",Ɔrtender,negative
1319,Toyebaki te soki tosengeli kosɛnga masanga to kokende?,Komela,neutral
1321,Tozalaki komituna mpo na nini bazalaki wana mpo na kosala ete likambo na biso ya kolya ezala mawamawa?,Esika ya kolya,negative
1324,"Ata ndenge nini, nkolo na yango azalaki kokosa.",nkolo,negative
1327,"Mpo na koloba solo, bilei ya ba Chinois awa eza eloko nakoki kosala malamu koleka na ndako.",Bilei ya ba Chinois,negative
1329,Ezalaki kaka na moto moko oyo azalaki kozela restora mobimba na likoló.,Ozateur,neutral
1331,Nakanisaki ete bilei eza ntalo moke ata moke te soki tokokanisi yango na Chinatown.,bilei,negative
1334,Chinatown eza mpenza na qualité ya malamu koleka na talo ya ntalo moke.,talo,positive
1338,Chinatown eza mpenza na qualité ya malamu koleka na talo ya ntalo moke.,quality,positive
1342,"Nakoki kokanga ntina ya ntalo soki ezalaki kopesa bilei ya malamu, ndenge moko na barestora mosusu ya Chine na midtown/uptown area.",talo,negative
1344,"Nakoki kokanga ntina ya ntalo soki ezalaki kopesa bilei ya malamu, ndenge moko na barestora mosusu ya Chine na midtown/uptown area.",bilei,negative
1346,Balyaka yango na vinɛgrɛ ya moindo mpe ginger oyo ezali kongɛnga.,Vinegar ya moindo,neutral
1348,Balyaka yango na vinɛgrɛ ya moindo mpe ginger oyo ezali kongɛnga.,Kolimaki Ginger,neutral
1350,Malted Milk Ball Gelato - okutaná na yo na bomoi na yo oyoka likambo moko ya bozoba boye?,Milk Takoyaki Ball Gelato,positive
1353,"Namonaki ete bilei yango ezalaki malamu ndenge moko na Da Silvano, nkolo na yango, kaka na ntalo moke.",nkolo,positive
1356,"Namonaki ete bilei yango ezalaki malamu ndenge moko na Da Silvano, nkolo na yango, kaka na ntalo moke.",bilei,positive
1359,Ambience eza mpe laid-back mingi mpe ekitisaka motema.,ambience,positive
1362,Nyonso mibale biloko mingi ya ntina ya appetizer mpe pasta ezalaki kokamwisa.,makaroni spécialisée,positive
1365,Nyonso mibale biloko mingi ya ntina ya appetizer mpe pasta ezalaki kokamwisa.,appetizer,positive
1368,Ya solo meka taglierini na truffles - ezalaki kokamwisa.,Taglierini na truffles,positive
1371,"Lisusu, bato ya mosala batyaka likebi mingi mpe bakoki mpenza kozala moto na moto.",Basali,positive
1374,Risotto na ngai ya ndunda ezikaki mpe etondaki mobimba na elɛngi ya kotumba.,Risotto ya ndunda,negative
1378,Risotto na ngai ya ndunda ezikaki mpe etondaki mobimba na elɛngi ya kotumba.,Elengi,negative
1382,Bazalaka na mosala ya noki mpenza oyo eza malamu mingi soki oza na ntango mingi te.,mosala,positive
1385,"Bilei ezalaka mwayene: bilei ya ntongo, supu, salade, mikate, mpe bongo na bongo.",bilei,neutral
1388,"Bilei ezalaka mwayene: bilei ya ntongo, supu, salade, mikate, mpe bongo na bongo.",Supu,neutral
1391,"Bilei ezalaka mwayene: bilei ya ntongo, supu, salade, mikate, mpe bongo na bongo.",salade,neutral
1394,"Bilei ezalaka mwayene: bilei ya ntongo, supu, salade, mikate, mpe bongo na bongo.",Kandekotid,neutral
1397,"Bilei ezalaka mwayene: bilei ya ntongo, supu, salade, mikate, mpe bongo na bongo.",bilei ya ntɔngɔ,neutral
1400,Masolo nde esalaka ete oyo ezala esika ya kosepelisa.,Esika,positive
1403,"Bilei ezalaki ya malamu, kasi ezalaki monene te.",Bilei,positive
1406,Service ezalaki mabe mpenza - mingimingi mpo bato ya mosala batondaki na butu ya mokolo ya poso.,Mosala,negative
1410,Service ezalaki mabe mpenza - mingimingi mpo bato ya mosala batondaki na butu ya mokolo ya poso.,Basali,negative
1414,Tosalaki feti ya anivɛrsɛrɛ ya kobotama awa kala mingi te mpe bilei mpe mosala ezalaki kokamwisa.,mosala,positive
1417,Tosalaki feti ya anivɛrsɛrɛ ya kobotama awa kala mingi te mpe bilei mpe mosala ezalaki kokamwisa.,bilei,positive
1420,"Sushi ezalaki kaka te ya sika, bazalaki mpe kopesa banzete mosusu oyo ezalaki na esika ya kofanda epesaki mopaya mokomoko eloko ya kopona mpe biso nyonso totikaki esengo (meka libata!",Libata,positive
1424,"Sushi ezalaki kaka te ya sika, bazalaki mpe kopesa banzete mosusu oyo ezalaki na esika ya kofanda epesaki mopaya mokomoko eloko ya kopona mpe biso nyonso totikaki esengo (meka libata!",LOPANGO,neutral
1426,"Sushi ezalaki kaka te ya sika, bazalaki mpe kopesa banzete mosusu oyo ezalaki na esika ya kofanda epesaki mopaya mokomoko eloko ya kopona mpe biso nyonso totikaki esengo (meka libata!",sushi,positive
1430,"Service ezalaki mwa malembe pe biteni na yango eza mwa moke yango wana soki oza na nzala pe na mbangu, oyo eza te esika mpona yo.",biteni,negative
1434,"Service ezalaki mwa malembe pe biteni na yango eza mwa moke yango wana soki oza na nzala pe na mbangu, oyo eza te esika mpona yo.",mosala,negative
1438,"Bilei ya malamu, masanga ya malamu, esika ya kolya ya kitoko.",masanga,positive
1442,"Bilei ya malamu, masanga ya malamu, esika ya kolya ya kitoko.",Esika ya kolya,positive
1446,"Bilei ya malamu, masanga ya malamu, esika ya kolya ya kitoko.",bilei,positive
1450,"Kasi bolei ya mpokwa awa ezalaka soki moke te koyokisa mawa, ata soki talo eza mwa koleka likolo.",talo,negative
1454,"Kasi bolei ya mpokwa awa ezalaka soki moke te koyokisa mawa, ata soki talo eza mwa koleka likolo.",kolya,positive
1458,"Likambo ya mawa, Saketini na bango ya kokamwa balongoli yango na menu ya bar.",Saketini,positive
1462,"Likambo ya mawa, Saketini na bango ya kokamwa balongoli yango na menu ya bar.",menu bar,negative
1466,"Bilei oyo ezalaki awa ezalaki malamu mingi, ezalaki esengo banda na ebandeli tii na nsuka.",bilei,positive
1469,"Bilei ya malamu na ntalo oyo ebongi, eloko nini mosusu okoki kosɛnga.",talo,positive
1473,"Bilei ya malamu na ntalo oyo ebongi, eloko nini mosusu okoki kosɛnga.",bilei,positive
1477,Makambo ya malamu ya kosomba eza banda na grill (Churrasco na Ribs).,Churrasco,positive
1479,Makambo ya malamu ya kosomba eza banda na grill (Churrasco na Ribs).,Grill,positive
1481,Makambo ya malamu ya kosomba eza banda na grill (Churrasco na Ribs).,Ribs,positive
1483,Bilei ezali malamu mpenza mpo na ntalo malamu ya restora.,Bilei,positive
1487,Bilei ezali malamu mpenza mpo na ntalo malamu ya restora.,talo,positive
1491,"Ba appetizer ezali malamu, kasi mosala yango ezali kosalema malɛmbɛmalɛmbɛ.",mosala,negative
1495,"Ba appetizer ezali malamu, kasi mosala yango ezali kosalema malɛmbɛmalɛmbɛ.",appetizers,neutral
1499,Malamu na yango kokende kuna mpona komela masanga soki ozolinga kolangwa masanga te mpo okozala na makila malamu soki okoki kozwa masanga moko na ngonga moko mosala eza mabe mpenza.,Komela,neutral
1501,Malamu na yango kokende kuna mpona komela masanga soki ozolinga kolangwa masanga te mpo okozala na makila malamu soki okoki kozwa masanga moko na ngonga moko mosala eza mabe mpenza.,mosala,negative
1505,Malamu na yango kokende kuna mpona komela masanga soki ozolinga kolangwa masanga te mpo okozala na makila malamu soki okoki kozwa masanga moko na ngonga moko mosala eza mabe mpenza.,masanga,neutral
1509,Kaka kokɔta mpe komeka bilei ya Lifalanse oyo eleki monene na wɛsti ya Danyele.,Bilei ya France,positive
1512,Yango ezali mpenza esika ya mɔ́tɔ makasi na oyo etali bilei.,bilei,positive
1515,Satay azali moko ya ba haunts oyo balingaka mingi na Washington esika mosala mpe bilei ezalaka ntango nyonso na mbongo.,mosala,positive
1517,Satay azali moko ya ba haunts oyo balingaka mingi na Washington esika mosala mpe bilei ezalaka ntango nyonso na mbongo.,bilei,positive
1519,"Meká mipanzi, nyama ya ngɔmbɛ oyo ezali kosala sizzing mpe sanáká yango na loso ya kokoti.",nyama ya ngombe,positive
1522,"Meká mipanzi, nyama ya ngɔmbɛ oyo ezali kosala sizzing mpe sanáká yango na loso ya kokoti.",Ribs,positive
1525,"Meká mipanzi, nyama ya ngɔmbɛ oyo ezali kosala sizzing mpe sanáká yango na loso ya kokoti.",loso ya kokoti,positive
1527,Kebá na biloko ya kolya oyo batyaki sinyatire na chili longola kaka soki olingi kobenga na departema ya koboma mɔtɔ mpona koboma mɔtɔ oyo eza na monɔkɔ na yo.,Chili atyaki maboko na biloko ya bilei,negative
1529,"Bilei eza kaka OKAY, mpe eza pene ya malamu te kokende longola kaka soki ozali kozwa pialla, oyo eza bilei kaka moko oyo eza mpenza malamu.",elubu,positive
1532,"Bilei eza kaka OKAY, mpe eza pene ya malamu te kokende longola kaka soki ozali kozwa pialla, oyo eza bilei kaka moko oyo eza mpenza malamu.",pialla,positive
1535,Basali bazalaka na boboto mingi.,Basali,positive
1538,Basalaka pizza ya malamu koleka na New Jersey.,Pizza,positive
1541,"Mosali malamu mpe azalaki na bonkonde te, kasi azalaki mpe kosalisa mingi. ",Ozateur,positive
1544,Tiny restaurant oyo eza na service ya noki mpenza.,mosala,positive
1547,"Ba burgers ya minene, fromage ya kotumba mpe fulufulu ya France.",Cheeses Cheeses,positive
1550,"Ba burgers ya minene, fromage ya kotumba mpe fulufulu ya France.",Matata ya France,positive
1553,"Ba burgers ya minene, fromage ya kotumba mpe fulufulu ya France.",Burgers,positive
1556,"Bilei eza malamu mingi, nalingaka mingi ba dumpling na bango, makaroni ya sesame ya malili, basaani ya soso mpe ya shrimp.",soso,positive
1560,"Bilei eza malamu mingi, nalingaka mingi ba dumpling na bango, makaroni ya sesame ya malili, basaani ya soso mpe ya shrimp.",bilei,positive
1564,"Bilei eza malamu mingi, nalingaka mingi ba dumpling na bango, makaroni ya sesame ya malili, basaani ya soso mpe ya shrimp.",makaroni ya sesame ya malili,positive
1568,"Bilei eza malamu mingi, nalingaka mingi ba dumpling na bango, makaroni ya sesame ya malili, basaani ya soso mpe ya shrimp.",dumplings,positive
1572,"Bilei eza malamu mingi, nalingaka mingi ba dumpling na bango, makaroni ya sesame ya malili, basaani ya soso mpe ya shrimp.",Basaani ya shrimp,positive
1576,"Chinois ya malamu koleka na likolo este, kotinda noki, motuya ya malamu.",Motuya,positive
1580,"Chinois ya malamu koleka na likolo este, kotinda noki, motuya ya malamu.",Livraison,positive
1584,Nazalaki naino na donut ya orange te liboso yango wana napesaki yango lisasi.,orange donut,neutral
1586,Nakamwisaki elɛngi na yango.,elɛngi,positive
1589,"Bosangani ya bana-kelasi mpe bafandi ya esika bazali kosangana na mwa esika oyo, eza mpenza te kuna mpo na biloko na yango ya noki, ya elɛngi na ntalo ya salite.",espace,negative
1593,"Bosangani ya bana-kelasi mpe bafandi ya esika bazali kosangana na mwa esika oyo, eza mpenza te kuna mpo na biloko na yango ya noki, ya elɛngi na ntalo ya salite.",BILOKO,positive
1597,"Bosangani ya bana-kelasi mpe bafandi ya esika bazali kosangana na mwa esika oyo, eza mpenza te kuna mpo na biloko na yango ya noki, ya elɛngi na ntalo ya salite.",talo,positive
1601,Kasi bato ya sanza na sanza bayebi ete mikate eza monzoto ya solo awa.,Kandekotid,positive
1604,"Mpo na kolya savory kamatá supu mpe bilei ya sandwiche, meká supu ya mɔtɔ mpe ya sour.",bisous et bonne soirée,positive
1608,"Mpo na kolya savory kamatá supu mpe bilei ya sandwiche, meká supu ya mɔtɔ mpe ya sour.",Supu na sandwich meal,positive
1612,Bazali na blé crusted pizza oyo basali na biloko ya sika mpenza mpe ya yummy.,Pizza ya blé crusable,positive
1614,Bazali na blé crusted pizza oyo basali na biloko ya sika mpenza mpe ya yummy.,biloko oyo epesaka,positive
1617,"Kobaluka na bango na pizza ezali heatlhy, kasi etondi na elɛngi.",Elengi,positive
1621,"Kobaluka na bango na pizza ezali heatlhy, kasi etondi na elɛngi.",twist na pizza,positive
1625,"Soki oza na mposa makasi ya bilei ya makasi ya Inde mpe ozali na mposa makasi ya ambiance ya cozy, oyo eza mpenza liponi ya malamu mpe ya kitoko.",ambiance,positive
1629,"Soki oza na mposa makasi ya bilei ya makasi ya Inde mpe ozali na mposa makasi ya ambiance ya cozy, oyo eza mpenza liponi ya malamu mpe ya kitoko.",Kolya ya Hindi,positive
1633,"Mosala eza monene kaka te, kasi kosala masolo zingazinga ya mesa ezalaka mpasi te mpo mopepe ekoki kozala ya bolingo mpe ya malamu.",mosala,positive
1637,"Mosala eza monene kaka te, kasi kosala masolo zingazinga ya mesa ezalaka mpasi te mpo mopepe ekoki kozala ya bolingo mpe ya malamu.",atmosphere,positive
1641,Miziki mpe miziki.,Miziki,neutral
1643,Miziki mpe miziki.,Pole ya babuji,neutral
1645,Nazalaki mpe kosepela na bilei.,bilei,positive
1648,Esika ya bar ya nse eza kitoko mingi mpe malili eza makasi...,Scene ya bar,positive
1651,"Bilei ezalaki mpenza malamu, kasi ntango makambo nyonso elobamaki mpe esalemaki, nakokaki kaka te kolongisa yango na ntalo (ata mpe masanga 2, $100/moto)...",talo,negative
1653,"Bilei ezalaki mpenza malamu, kasi ntango makambo nyonso elobamaki mpe esalemaki, nakokaki kaka te kolongisa yango na ntalo (ata mpe masanga 2, $100/moto)...",masanga,neutral
1655,"Bilei ezalaki mpenza malamu, kasi ntango makambo nyonso elobamaki mpe esalemaki, nakokaki kaka te kolongisa yango na ntalo (ata mpe masanga 2, $100/moto)...",bilei,positive
1658,Best Chinese Okoye Uptown!,Bilei ya ba Chinois,positive
1661,"Kotikela biloko noki, bilei ya malamu, ntalo ya malamu, mpe mosala ya boninga esanganaka mpo na kosala ete makambo ya kala oyo esepelisaka bato.",bilei,positive
1665,"Kotikela biloko noki, bilei ya malamu, ntalo ya malamu, mpe mosala ya boninga esanganaka mpo na kosala ete makambo ya kala oyo esepelisaka bato.",talo,positive
1669,"Kotikela biloko noki, bilei ya malamu, ntalo ya malamu, mpe mosala ya boninga esanganaka mpo na kosala ete makambo ya kala oyo esepelisaka bato.",mosala,positive
1673,"Kotikela biloko noki, bilei ya malamu, ntalo ya malamu, mpe mosala ya boninga esanganaka mpo na kosala ete makambo ya kala oyo esepelisaka bato.",Sakamaki,positive
1677,"Kotikela biloko noki, bilei ya malamu, ntalo ya malamu, mpe mosala ya boninga esanganaka mpo na kosala ete makambo ya kala oyo esepelisaka bato.",Makambo oyo eleká,positive
1681,"Makaroni ya sésame ya malili, oyo ezalaka ya freebie soki osongi $ 10+, elongwaka yango.",makaroni ya sesame ya malili,positive
1684,Salade ya savoka ezalaka eloko ya moto ye moko.,salade ya savoka,positive
1687,"Mpe, toli ya rib BBQ ya mafuta ya nzoi ezali yummy!",Toli ya rib ya mafuta ya nzoi BBQ tips,positive
1690,Tosɛngaki mwana ya mpate oyo balambaki yango malamu mpenza mpe ezalaki elɛngi mpenza.,mwana - mpate,positive
1693,Biloko nyonso banda na maki ezwa matomba na mussels mpe ata hamburger esalemaki malamu mpe ezalaki elɛngi mingi.,mussels,positive
1696,Biloko nyonso banda na maki ezwa matomba na mussels mpe ata hamburger esalemaki malamu mpe ezalaki elɛngi mingi.,maki benedict,positive
1699,Biloko nyonso banda na maki ezwa matomba na mussels mpe ata hamburger esalemaki malamu mpe ezalaki elɛngi mingi.,Hamburger,positive
1702,"Ya solo eza te sushi ya malamu koleka na New York, kasi, ezalaka ntango nyonso ya sika, mpe esika eza peto mingi, sterile.",Esika,positive
1705,"Nazali kotyela bato ya Go Sushi motema, eyokisaka mawa ata moke te.",Bato,positive
1708,"Straight-forward, eloko ya kokamwa te, bilei ya Japon ya malamu mpenza.",Bilei ya Japon,positive
1711,"Kokanisa ngai mabe te - Sushi azalaki malamu, kaka kitoko te.",sushi,positive
1714,ya malamu kasi eloko moko te ya kokamwa.,NDENGE na ndenge,positive
1717,Harumi Sushi eza na biloko ya sushi ya sika mpe ya kitoko mingi na NYC.,Ebele ya sushi,positive
1720,"Nazali kolendisa yango mingi kaka te na bilubu na yango ya kitoko, kasi mpe mpo na bankolo na yango ya boboto mpe bato ya mosala.",Cuisine,positive
1724,"Nazali kolendisa yango mingi kaka te na bilubu na yango ya kitoko, kasi mpe mpo na bankolo na yango ya boboto mpe bato ya mosala.",Basali,positive
1728,"Nazali kolendisa yango mingi kaka te na bilubu na yango ya kitoko, kasi mpe mpo na bankolo na yango ya boboto mpe bato ya mosala.",bankolo,positive
1732,Moninga mosusu asengelaki kosɛnga mbala 3 mpo na fromage ya parmesan.,Fromage parmesan,neutral
1734,"Mosala yango ezali mpenza mbangu mpe boninga, mpe motuya na yango ezali monene.",Motuya,positive
1738,"Mosala yango ezali mpenza mbangu mpe boninga, mpe motuya na yango ezali monene.",mosala,positive
1742,Nazalaki konyokwama na nzala mpe biteni ya mike ezalaki kosala ngai ligboma!,biteni,negative
1745,Ezalaki mokolo na ye ya yambo mpona kolya na midi - azalaki kosala filme moko na esika wana - mpe amonaki biju oyo emonanaka mingi te.,midi,neutral
1747,"Mpe oyo eza te ba burgers ya lolenge ya bilei ya mike, ya wimpy ya lolenge ya bilei - oyo eza ba patties ya solo, ya monene mpenza.",Burgers,positive
1751,"Mpe oyo eza te ba burgers ya lolenge ya bilei ya mike, ya wimpy ya lolenge ya bilei - oyo eza ba patties ya solo, ya monene mpenza.",Patties,positive
1755,"Mpo na ntalo oyo ofutaka mpo na bilei awa, okoki komizela ete ezala ata ndenge moko na barestora mosusu ya Japon.",bilei,negative
1757,"Mpo na ntalo oyo ofutaka mpo na bilei awa, okoki komizela ete ezala ata ndenge moko na barestora mosusu ya Japon.",talo,negative
1759,Eteni ya bilei ezalaki MOKE mpe na nse ya mwayene.,Eteni ya bilei,negative
1762,Mwasi oyo asalaka na restora ayaki kozwa supu ya soya NTANGO tozalaki kolya bilei na biso ya midi!!!!,midi,neutral
1764,Mwasi oyo asalaka na restora ayaki kozwa supu ya soya NTANGO tozalaki kolya bilei na biso ya midi!!!!,soya sauce,neutral
1766,Mwasi oyo asalaka na restora ayaki kozwa supu ya soya NTANGO tozalaki kolya bilei na biso ya midi!!!!,waitress,negative
1768,Esika malamu ya kolekisa ntango na moi nsima ya kosomba biloko to kozwa supu ya pete to elubu ya kala ya France na kɔpɔ ya vinyo.,Supu,neutral
1772,Esika malamu ya kolekisa ntango na moi nsima ya kosomba biloko to kozwa supu ya pete to elubu ya kala ya France na kɔpɔ ya vinyo.,Esika,positive
1776,Esika malamu ya kolekisa ntango na moi nsima ya kosomba biloko to kozwa supu ya pete to elubu ya kala ya France na kɔpɔ ya vinyo.,Kɔpɔ ya vinyo,neutral
1778,Esika malamu ya kolekisa ntango na moi nsima ya kosomba biloko to kozwa supu ya pete to elubu ya kala ya France na kɔpɔ ya vinyo.,Lipa ya France,neutral
1782,Bilei ezali malamu mingi mpe ntalo na yango ebongi mpenza.,talo,positive
1786,Bilei ezali malamu mingi mpe ntalo na yango ebongi mpenza.,bilei,positive
1790,"Esika yango ezali pɛto, mpe soki olingaka bilei ya molimo, wana oyo ezali esika ya kozala!",bilei ya molimo,positive
1794,"Esika yango ezali pɛto, mpe soki olingaka bilei ya molimo, wana oyo ezali esika ya kozala!",Esika,positive
1798,Basali bazalaka na boboto mingi mpe batyaki kutu masanga na ngai mbala moko ntango nabwakaki yango libándá.,Basali,positive
1801,Basali bazalaka na boboto mingi mpe batyaki kutu masanga na ngai mbala moko ntango nabwakaki yango libándá.,Komela,neutral
1803,Bayebaka malamu smoothies mpe jus ya sika.,Smoothies,positive
1805,Bayebaka malamu smoothies mpe jus ya sika.,jus ya sika,positive
1807,"Atako smoothies eza mwa monene mpo na ngai, mai ya sika eza oyo eleki malamu na nyonso oyo nazwá!",Smoothies,negative
1811,"Atako smoothies eza mwa monene mpo na ngai, mai ya sika eza oyo eleki malamu na nyonso oyo nazwá!",jus ya sika,positive
1815,Bazalaka na nsoso ya malamu mpenza oyo eza na savoka mpe thon ya malamu lokola.,soso na savoka,positive
1819,Bazalaka na nsoso ya malamu mpenza oyo eza na savoka mpe thon ya malamu lokola.,Tuna,positive
1823,Ba sandwiches mingi basalaka yango na mayonaise ya soya oyo eza mpenza kitoko.,Kandekotid,positive
1826,Ba sandwiches mingi basalaka yango na mayonaise ya soya oyo eza mpenza kitoko.,soy mayonaise,positive
1828,"Bazalaki kaka te na biloko ya kokamwa, mikate, supu, pizza etc, kasi ba sorbets na bango oyo basalaka na ndako ezali lisusu na mokili oyo te!",homemade sorbets,positive
1832,"Bazalaki kaka te na biloko ya kokamwa, mikate, supu, pizza etc, kasi ba sorbets na bango oyo basalaka na ndako ezali lisusu na mokili oyo te!",Supu,positive
1836,"Bazalaki kaka te na biloko ya kokamwa, mikate, supu, pizza etc, kasi ba sorbets na bango oyo basalaka na ndako ezali lisusu na mokili oyo te!",Kandekotid,positive
1840,"Bazalaki kaka te na biloko ya kokamwa, mikate, supu, pizza etc, kasi ba sorbets na bango oyo basalaka na ndako ezali lisusu na mokili oyo te!",Pizza,positive
1844,Meka Sorbet ya Butter ya nguba mpe pizza na fromage soya!,pizza na soya fromage,positive
1847,Meka Sorbet ya Butter ya nguba mpe pizza na fromage soya!,Sorbet ya mwamba ya nguba,positive
1850,"Service eza malamu mingi (mbala mosusu ata nagging ya borderline kasi ata ozwaka likebi), desserts eza malamu mingi mpe kafe eza malamu mingi...",desserts,positive
1854,"Service eza malamu mingi (mbala mosusu ata nagging ya borderline kasi ata ozwaka likebi), desserts eza malamu mingi mpe kafe eza malamu mingi...",Kafé,positive
1858,Miziki oyo ntango mosusu ezalaka mwa kilo mingi mpo na elɛngi na ngai.,Miziki,negative
1861,"Casablanca ebombaka falafel ya kitoko, tabouleh, humus mpe bisengo mosusu ya Mediterane, oyo nyonso ezalaka ntalo mingi te.",Bisengo ya Mbu ya Meditelane,positive
1864,"Casablanca ebombaka falafel ya kitoko, tabouleh, humus mpe bisengo mosusu ya Mediterane, oyo nyonso ezalaka ntalo mingi te.",falafel,positive
