,so,aspect,polarities
1082,Waxaan heystay cunto fiican oo Japanese ah barxad cunto oo weyn.,cuntada Japanese,negative
1085,Socodka ugu horeeyey ee meesha la galana waxa uu u muuqday in uu leeyahay jawiga weyn.,ambience,positive
1088,Socodka ugu horeeyey ee meesha la galana waxa uu u muuqday in uu leeyahay jawiga weyn.,meele,positive
1090,Laakiin cuntadu waxay ahayd mid aad u xun.,meals,negative
1093,Waxaan amar ku bixiyay Chicken Teriyaki oo ninkeyga heleen Garlic Shrimp.,Garlic Shrimp,neutral
1095,Waxaan amar ku bixiyay Chicken Teriyaki oo ninkeyga heleen Garlic Shrimp.,Chicken Teriyaki,neutral
1097,"Cunugeyga gebi ahaanba wuu qalalanaa, dhinaca qabowna ma ahayn mid aad u dhadhan badan.",kasar,negative
1101,"Cunugeyga gebi ahaanba wuu qalalanaa, dhinaca qabowna ma ahayn mid aad u dhadhan badan.",shiiny,negative
1105,"Mid ka mid ah waxyaabaha wanaagsan waxaan oran karaa waa in adeegu ahaa mid degdeg ah, waxaan isla markiiba fadhiistay iyo server wuxuu ahaa mid aad u saaxiibtinimo.",adeege,positive
1109,"Mid ka mid ah waxyaabaha wanaagsan waxaan oran karaa waa in adeegu ahaa mid degdeg ah, waxaan isla markiiba fadhiistay iyo server wuxuu ahaa mid aad u saaxiibtinimo.",server,positive
1113,Way lacag aad u badan cuntada laga cabsado sida.,raab,negative
1116,"Khibrad weyn ku lahaa Trio ... shaqaaluhu wuxuu ahaa mid wacan; Raashinku wuxuu ahaa mid dhadhan leh oo badan oo ku yaal qaybta qaybta - Waxaan si aad ah ugu talin lahaa portobello / gorgonzola / sacusage appetizer iyo ""lobster risotto"".",lobster risotto,positive
1120,"Khibrad weyn ku lahaa Trio ... shaqaaluhu wuxuu ahaa mid wacan; Raashinku wuxuu ahaa mid dhadhan leh oo badan oo ku yaal qaybta qaybta - Waxaan si aad ah ugu talin lahaa portobello / gorgonzola / sacusage appetizer iyo ""lobster risotto"".",cuntod,positive
1124,"Khibrad weyn ku lahaa Trio ... shaqaaluhu wuxuu ahaa mid wacan; Raashinku wuxuu ahaa mid dhadhan leh oo badan oo ku yaal qaybta qaybta - Waxaan si aad ah ugu talin lahaa portobello / gorgonzola / sacusage appetizer iyo ""lobster risotto"".",portobello / gorgonzola / appetizer sausage,positive
1128,"Khibrad weyn ku lahaa Trio ... shaqaaluhu wuxuu ahaa mid wacan; Raashinku wuxuu ahaa mid dhadhan leh oo badan oo ku yaal qaybta qaybta - Waxaan si aad ah ugu talin lahaa portobello / gorgonzola / sacusage appetizer iyo ""lobster risotto"".",shaqaalaha,positive
1132,"Khibrad weyn ku lahaa Trio ... shaqaaluhu wuxuu ahaa mid wacan; Raashinku wuxuu ahaa mid dhadhan leh oo badan oo ku yaal qaybta qaybta - Waxaan si aad ah ugu talin lahaa portobello / gorgonzola / sacusage appetizer iyo ""lobster risotto"".",size adag,positive
1136,Adeeggu wuxuu ahaa mid aad u fiirsasho badan oo aad u deeqsi badan.,adeege,positive
1139,"Waxaannu haysannay tonno badan oo cunto ah, iyo khamri iyo macmacaan.",khamrie,positive
1142,"Waxaannu haysannay tonno badan oo cunto ah, iyo khamri iyo macmacaan.",caleemos,positive
1145,"Waxaannu haysannay tonno badan oo cunto ah, iyo khamri iyo macmacaan.",cuntod,positive
1148,Really lovely khibrad cunto oo ku dhex jira bartamaha dhexe ee bartamaha magaalada.,waayo-aragnimo cunitaanka,positive
1151,"adeega mar walba waa weyn, iyo milkiilaha socoto agagaarka si loo hubiyo in aad u ishaarto.",milkiilaha,positive
1153,"adeega mar walba waa weyn, iyo milkiilaha socoto agagaarka si loo hubiyo in aad u ishaarto.",adeege,positive
1156,Deg-deg ayaa naloo fadhiistay meel u dhow dabaqa qoob-ka-ciyaarka.,dabaqa qoob ka ciyaarka,neutral
1158,"muusigga wuxuu ahaa mid xiiso leh, laakiin wuxuu ka tagay qolka wada hadalka, iyo bartanka wuxuu sameeyey cabitaanno fiican.",cabitaan,positive
1162,"muusigga wuxuu ahaa mid xiiso leh, laakiin wuxuu ka tagay qolka wada hadalka, iyo bartanka wuxuu sameeyey cabitaanno fiican.",baararka,positive
1166,"muusigga wuxuu ahaa mid xiiso leh, laakiin wuxuu ka tagay qolka wada hadalka, iyo bartanka wuxuu sameeyey cabitaanno fiican.",muusik,positive
1170,"Runtii raashinku aad uma ficna, adeeguna waa mid aad u xun.",adeege,negative
1174,"Runtii raashinku aad uma ficna, adeeguna waa mid aad u xun.",cuntod,negative
1178,"Waan ku faraxsanahay inaan sameeyay maadaama ay aad u fiicnaatay shaqaaluhuna uu ahaa mid saaxiibtinimo, ixtiriq iyo hufnaan.",shaqaalaha,positive
1182,"Waan ku faraxsanahay inaan sameeyay maadaama ay aad u fiicnaatay shaqaaluhuna uu ahaa mid saaxiibtinimo, ixtiriq iyo hufnaan.",cuntod,positive
1186,WALIGAY MA HELIN RADAL XUMA(AMA ADEEG XUN )@ PIGALLE.,MARKA,positive
1188,WALIGAY MA HELIN RADAL XUMA(AMA ADEEG XUN )@ PIGALLE.,RAS,positive
1190,Tani waxay ka dhigtay mid iska cad in aan cunnada la karin wax cusub; waxaa si cad loo sameeyay ka hor inta aan gacanta la gelin ka dibna la kululeeyay.,cuntod,negative
1193,"inta lagu jiro saacadaha mashquulka ah, waxaan ku talinaynaa in aad sameyso boos.",qabsashada,neutral
1196,laakiin jiiskooda mac wuxuu ahaa YUMMY!,mac-kaas,positive
1199,ay menu qurxinta lahaa wax qof kasta.,kabaha madadaalada,positive
1201,Fanaanada jazz waxay lahayd cod fiican + waxay naga dhigtay inaan dhammaanteen kacno inaan qoob ka ciyaarno si aan u ruxruxo cals qaar ka mid ah si ay u cunaan qaar dheeraad ah.,fanaanada jazz,positive
1204,Haddii aad raadinayso cunto qiimo sare xun la dash ah muuqaal ghetto cheap BX A $ $ this waa meesha ay noqon!!,muuqaalka,negative
1206,Haddii aad raadinayso cunto qiimo sare xun la dash ah muuqaal ghetto cheap BX A $ $ this waa meesha ay noqon!!,cuntod,negative
1210,Haddii aad raadinayso cunto qiimo sare xun la dash ah muuqaal ghetto cheap BX A $ $ this waa meesha ay noqon!!,qaali,negative
1214,adeeggu waa mid saaxiibtinimo oo degdeg ah.,adeege,positive
1217,Waxaan soo aragnay makhaayaddan si shil ah intii ay joogtay xaflad farshaxan oo DUMBO ah oo si hufan u riyaaqay cuntadayada.,raab,positive
1220,Cuntadu waxay ahayd mid aad u fiican - cunto talyaani oo dhab ah oo gebi ahaanba cusub sameeyey.,cunto Talyaani ah,positive
1224,Cuntadu waxay ahayd mid aad u fiican - cunto talyaani oo dhab ah oo gebi ahaanba cusub sameeyey.,cuntod,positive
1228,Adeeggu wuxuu ahaa mid aad u fiican.,adeege,positive
1231,ma ogi waxa ay ka hadlayaan dadka qaarkii rave ka arrinsanaya eeygan kulul.,eey hot,negative
1233,this su'aal la'aan waa mid ka mid ah hotdogs ugu xun ee aan abid lahaa.,kuuma,negative
1236,"Marka laga soo tago eeyaha waaweyn ee kulul, DOTP ayaa naasaha quraacda cajiibka ah ee quraacda ah, marka lagu daro waxyaabo waaweyn sida tots tator iyo muffins Ingiriisi, wax soo saarka doofaarka ee ku salaysan NJ-ga oo macaan ayaa noo yaqaana gabdhaha iyo wiilasha Jersey sida Taylor ham.",Ingiriisi muffins,positive
1240,"Marka laga soo tago eeyaha waaweyn ee kulul, DOTP ayaa naasaha quraacda cajiibka ah ee quraacda ah, marka lagu daro waxyaabo waaweyn sida tots tator iyo muffins Ingiriisi, wax soo saarka doofaarka ee ku salaysan NJ-ga oo macaan ayaa noo yaqaana gabdhaha iyo wiilasha Jersey sida Taylor ham.",Taylor ham,positive
1242,"Marka laga soo tago eeyaha waaweyn ee kulul, DOTP ayaa naasaha quraacda cajiibka ah ee quraacda ah, marka lagu daro waxyaabo waaweyn sida tots tator iyo muffins Ingiriisi, wax soo saarka doofaarka ee ku salaysan NJ-ga oo macaan ayaa noo yaqaana gabdhaha iyo wiilasha Jersey sida Taylor ham.",wax soo saarka doofaarka,positive
1246,"Marka laga soo tago eeyaha waaweyn ee kulul, DOTP ayaa naasaha quraacda cajiibka ah ee quraacda ah, marka lagu daro waxyaabo waaweyn sida tots tator iyo muffins Ingiriisi, wax soo saarka doofaarka ee ku salaysan NJ-ga oo macaan ayaa noo yaqaana gabdhaha iyo wiilasha Jersey sida Taylor ham.",tator tots,positive
1250,"Marka laga soo tago eeyaha waaweyn ee kulul, DOTP ayaa naasaha quraacda cajiibka ah ee quraacda ah, marka lagu daro waxyaabo waaweyn sida tots tator iyo muffins Ingiriisi, wax soo saarka doofaarka ee ku salaysan NJ-ga oo macaan ayaa noo yaqaana gabdhaha iyo wiilasha Jersey sida Taylor ham.",hot dogs,positive
1254,"Marka laga soo tago eeyaha waaweyn ee kulul, DOTP ayaa naasaha quraacda cajiibka ah ee quraacda ah, marka lagu daro waxyaabo waaweyn sida tots tator iyo muffins Ingiriisi, wax soo saarka doofaarka ee ku salaysan NJ-ga oo macaan ayaa noo yaqaana gabdhaha iyo wiilasha Jersey sida Taylor ham.",quraac taarikada,positive
1258,"Faallooyinka ku saabsan cuntooyinka la shiilay waa sax (hoos) laakiin suxuunta kale, oo ay ku jiraan galitaanka wanka iyo qaar badan oo salad ah (avocado shrimp) ayaa ahaa kuwo aad u fiican.",cunto la shiilo,negative
1260,"Faallooyinka ku saabsan cuntooyinka la shiilay waa sax (hoos) laakiin suxuunta kale, oo ay ku jiraan galitaanka wanka iyo qaar badan oo salad ah (avocado shrimp) ayaa ahaa kuwo aad u fiican.",salads (avocado shrimp),positive
1262,"Faallooyinka ku saabsan cuntooyinka la shiilay waa sax (hoos) laakiin suxuunta kale, oo ay ku jiraan galitaanka wanka iyo qaar badan oo salad ah (avocado shrimp) ayaa ahaa kuwo aad u fiican.",saxanka,positive
1265,"Faallooyinka ku saabsan cuntooyinka la shiilay waa sax (hoos) laakiin suxuunta kale, oo ay ku jiraan galitaanka wanka iyo qaar badan oo salad ah (avocado shrimp) ayaa ahaa kuwo aad u fiican.",lamb entrée,positive
1268,Xoogaa niyadjabsan liiska khamriga (kaliya guridda guryacaanka cusub.,sanno,negative
1270,Xoogaa niyadjabsan liiska khamriga (kaliya guridda guryacaanka cusub.,liiska khamriga,negative
1273,"laakiin qiimaha, waxay ahayd meel weyn oo la awoodi karo si ay ugu raaxaystaan habeen xiiso leh baxay koox yar.",qiimo,positive
1275,"Midiidinkeennii wuxuu ahaa mid caawiya oo soo jiidasho badan, cuntaduna waxay ahayd mid qumman, khamriguna wuu ficnaa, sidoo kale.",khamrie,positive
1279,"Midiidinkeennii wuxuu ahaa mid caawiya oo soo jiidasho badan, cuntaduna waxay ahayd mid qumman, khamriguna wuu ficnaa, sidoo kale.",khadka,positive
1283,"Midiidinkeennii wuxuu ahaa mid caawiya oo soo jiidasho badan, cuntaduna waxay ahayd mid qumman, khamriguna wuu ficnaa, sidoo kale.",cuntod,positive
1287,"Raashinkuna waxa uu ahaa mid aad u fiican, adeegguna waxa uu ahaa kuwa dusha sare.",adeege,positive
1291,"Raashinkuna waxa uu ahaa mid aad u fiican, adeegguna waxa uu ahaa kuwa dusha sare.",cuntod,positive
1295,"Ku dheg in items meesha ugu fiican sameeyo, brisket, feeraha, baalashiisa, shrimp cajun waa wanaagsan yahay, ma weyn.",cajun kaftan,neutral
1298,"Ku dheg in items meesha ugu fiican sameeyo, brisket, feeraha, baalashiisa, shrimp cajun waa wanaagsan yahay, ma weyn.",kaftano,positive
1301,"Ku dheg in items meesha ugu fiican sameeyo, brisket, feeraha, baalashiisa, shrimp cajun waa wanaagsan yahay, ma weyn.",feeraha,positive
1304,"Ku dheg in items meesha ugu fiican sameeyo, brisket, feeraha, baalashiisa, shrimp cajun waa wanaagsan yahay, ma weyn.",baalal,positive
1307,"xulashada biir Great aad u, wax sida 50 biir.",beeraha,neutral
1309,"xulashada biir Great aad u, wax sida 50 biir.",Xulashada biirka,positive
1312,"BTW, adeegu waa mid aad u wanaagsan .",adeege,positive
1315,"Markaa waxaannu fadhinay baarkii, baar-ilaaliyuhu uma uu ekayn inuu doonayo inuu halkaas joogo.",barre,neutral
1317,"Markaa waxaannu fadhinay baarkii, baar-ilaaliyuhu uma uu ekayn inuu doonayo inuu halkaas joogo.",baararka,negative
1319,Maan ogeyn in cabitaan dalban karno ama aan ka tagno?,cabitaan,neutral
1321,Waxaan la yaabnay sababta ay halkaas u joogeen si ay u sameeyaan khibraddeena cuntada oo aad u xun?,waayo-aragnimo cunitaanka,negative
1324,"Si kastaba ha ahaatee, milkiilaha wuxuu ahaa mid been abuur ah.",milkiilaha,negative
1327,"Frankly, cuntada Chinese halkan waa wax aan ka dhigi kartaa si fiican guriga.",cuntada chinese,negative
1329,Hal qof oo keliya ayaa sugi jiray makhaayad dhanka sare ah.,khadka,neutral
1331,Waxaan umalayn jiray in raashinku aanu raqiis aheyn marka loo eego Chinatown.,cuntod,negative
1334,Chinatown xaqiiqdii waxay leedahay tayo fiican leh qiimaha jaban.,qiimayaasha,positive
1338,Chinatown xaqiiqdii waxay leedahay tayo fiican leh qiimaha jaban.,tayo leh,positive
1342,"Waan fahmi karaa qiimaha hadii ay u adeegto cunto fiican, sida qaar ka mid ah makhaayadaha Shiinaha ee ku yaala bartamaha magaalada/bartamaha hoose.",qiimayaasha,negative
1344,"Waan fahmi karaa qiimaha hadii ay u adeegto cunto fiican, sida qaar ka mid ah makhaayadaha Shiinaha ee ku yaala bartamaha magaalada/bartamaha hoose.",cuntod,negative
1346,Waxaa lagu cunaa khal madow iyo jinni laga jaro.,khalab madow,neutral
1348,Waxaa lagu cunaa khal madow iyo jinni laga jaro.,jajabiyey ginger,neutral
1350,Malted Milk Ball Gelato - miyaad weligaa noloshaada ku maqashay wax cajiib ah oo cajiib ah?,Caano Malted Ball Gelato,positive
1353,"Waxaan ogaaday in raashinka ay tahay mid u fiican sida milkiilaha, Da Silvano, oo aad iyo aad uga qaalisan.",milkiilaha,positive
1356,"Waxaan ogaaday in raashinka ay tahay mid u fiican sida milkiilaha, Da Silvano, oo aad iyo aad uga qaalisan.",cuntod,positive
1359,Jawiga ayaa sidoo kale si aad ah loo dhigaa oo uu u degaa.,ambience,positive
1362,Laba tiro ka mid ah appetizer iyo baastada gaarka ah waxay ahaayeen cajiib ah.,baaskiil specials,positive
1365,Laba tiro ka mid ah appetizer iyo baastada gaarka ah waxay ahaayeen cajiib ah.,appetizer,positive
1368,Dhab ahaantii isku day taglierini oo leh truffles - waxay ahayd mid aan la cajiibin karin.,taglierini leh truffles,positive
1371,"Sidoo kale, shaqaaluhu aad ayuu u feejignaadaa dhab ahaantiina qof shakhsiyadeed.",shaqaalaha,positive
1374,"Risottoga khudaartayda waa la gubay, waxaana lagu dhejiyey gebgeba dhadhan gubtay.",risotto khudaarta,negative
1378,"Risottoga khudaartayda waa la gubay, waxaana lagu dhejiyey gebgeba dhadhan gubtay.",dhadhan,negative
1382,Waxay leeyihiin adeeg aad u degdeg ah taas oo weyn marka aadan haysan waqti badan.,adeege,positive
1385,"Raashinku waa celcelis ahaan: quraacda cuntada, maraqiifka, salads, naas-ka-yaqsi, iwm.",cuntod,neutral
1388,"Raashinku waa celcelis ahaan: quraacda cuntada, maraqiifka, salads, naas-ka-yaqsi, iwm.",maraqaan,neutral
1391,"Raashinku waa celcelis ahaan: quraacda cuntada, maraqiifka, salads, naas-ka-yaqsi, iwm.",salad,neutral
1394,"Raashinku waa celcelis ahaan: quraacda cuntada, maraqiifka, salads, naas-ka-yaqsi, iwm.",duubo,neutral
1397,"Raashinku waa celcelis ahaan: quraacda cuntada, maraqiifka, salads, naas-ka-yaqsi, iwm.",quraac cunto,neutral
1400,Waa sheekaysiga taasi oo ka dhigaysa meel xiiso leh inay noqoto.,meele,positive
1403,"Cuntadu waxay ahayd mid hufan, laakiin ma ahan mid weyn.",Cunto,positive
1406,Adeeggu wuxuu ahaa mid aad u xun - inta badan sababtoo ah shaqaalaha ayaa buuxdhaafkay habeen Sabti ah.,Adeegga,negative
1410,Adeeggu wuxuu ahaa mid aad u xun - inta badan sababtoo ah shaqaalaha ayaa buuxdhaafkay habeen Sabti ah.,shaqaalaha,negative
1414,Waxaan halkan ka dhacnay xaflad dhalasho dhawaan cuntada iyo adeegga ayaa ahaa mid cajiib ah.,adeege,positive
1417,Waxaan halkan ka dhacnay xaflad dhalasho dhawaan cuntada iyo adeegga ayaa ahaa mid cajiib ah.,cuntod,positive
1420,"Ma ahan oo kaliya sushi cusub ahaa, waxay sidoo kale u adeegi jireen galayaasha kale ogol yahay qof kasta oo martida wax ka soo xusho oo aan dhammaanteen ka tagay ku faraxsan (isku day duck ah!",caartoon,positive
1424,"Ma ahan oo kaliya sushi cusub ahaa, waxay sidoo kale u adeegi jireen galayaasha kale ogol yahay qof kasta oo martida wax ka soo xusho oo aan dhammaanteen ka tagay ku faraxsan (isku day duck ah!",entrees,neutral
1426,"Ma ahan oo kaliya sushi cusub ahaa, waxay sidoo kale u adeegi jireen galayaasha kale ogol yahay qof kasta oo martida wax ka soo xusho oo aan dhammaanteen ka tagay ku faraxsan (isku day duck ah!",suldaa,positive
1430,"Adeeggu wuxuu ahaa mid xoogaa gaabis ah qaybahana yara yar yihiin markaa haddii aad gaajoonaysid oo aad ku jirto gurmad, tani maaha meesha aad ku talo gashay.",adag,negative
1434,"Adeeggu wuxuu ahaa mid xoogaa gaabis ah qaybahana yara yar yihiin markaa haddii aad gaajoonaysid oo aad ku jirto gurmad, tani maaha meesha aad ku talo gashay.",adeege,negative
1438,"Cunto fiican, cabitaanno waa weyn, jawi cunto oo wacan.",cabitaan,positive
1442,"Cunto fiican, cabitaanno waa weyn, jawi cunto oo wacan.",jawiga cuntada,positive
1446,"Cunto fiican, cabitaanno waa weyn, jawi cunto oo wacan.",cuntod,positive
1450,"Laakiin casho halkan marnaba ma ahan mid niyadjabsan, xataa haddii qiimuhu ay yara dhaafaan kor u kaca.",qiimayaasha,negative
1454,"Laakiin casho halkan marnaba ma ahan mid niyadjabsan, xataa haddii qiimuhu ay yara dhaafaan kor u kaca.",casho,positive
1458,"Niyadjab, ay Saketini cajiib ah ayaa la qaaday off menu bar ah.",Saketini,positive
1462,"Niyadjab, ay Saketini cajiib ah ayaa la qaaday off menu bar ah.",bar-talo,negative
1466,"Cuntada halkan waxay ahayd mid aad u weyn, oo bilaw ilaa dhamaadkaba daaweyneysay.",cuntod,positive
1469,"Cunnada wanaagsan ee qiimaha saxda ah, maxaa dheeraad ah oo aad weydiisan kartaa.",qiimaha,positive
1473,"Cunnada wanaagsan ee qiimaha saxda ah, maxaa dheeraad ah oo aad weydiisan kartaa.",cuntod,positive
1477,Waxyaabaha ugu fiican ee aad ka dalbato waa laga soo duubo (Churrasco iyo Feedhaha).,Churrasco,positive
1479,Waxyaabaha ugu fiican ee aad ka dalbato waa laga soo duubo (Churrasco iyo Feedhaha).,sanno,positive
1481,Waxyaabaha ugu fiican ee aad ka dalbato waa laga soo duubo (Churrasco iyo Feedhaha).,Feeraha,positive
1483,Cuntada waa tayo fiican qiimo wanaagsan maqaayad.,Cunto,positive
1487,Cuntada waa tayo fiican qiimo wanaagsan maqaayad.,qiimaha,positive
1491,"Appetizers-na waa caaci, laakin adeegu waa mid gaabis ah.",adeege,negative
1495,"Appetizers-na waa caaci, laakin adeegu waa mid gaabis ah.",appetizers,neutral
1499,"Its fiican tahay in ay halkaas u tagaan cabitaanka haddii aadan rabin in aad ku sakhraamaan maxaa yeelay, waxaad noqon doontaa nasiib haddii aad ka heli karto hal cabitaan saacad adeeggu waa mid aad u xun.",cabitaan,neutral
1501,"Its fiican tahay in ay halkaas u tagaan cabitaanka haddii aadan rabin in aad ku sakhraamaan maxaa yeelay, waxaad noqon doontaa nasiib haddii aad ka heli karto hal cabitaan saacad adeeggu waa mid aad u xun.",adeege,negative
1505,"Its fiican tahay in ay halkaas u tagaan cabitaanka haddii aadan rabin in aad ku sakhraamaan maxaa yeelay, waxaad noqon doontaa nasiib haddii aad ka heli karto hal cabitaan saacad adeeggu waa mid aad u xun.",cabitaan,neutral
1509,Kaliya soo gal oo soo gala oo saamiga cuntada ugu weyn ee Faransiiska galbeedka Daniel.,cunto faransiis,positive
1512,Tani macno ahaan waa goob kulul marka ay timaado raashinka.,cuntod,positive
1515,Satay waa mid ka mid ah kuwa ugu xiisaha badan ee ku yaalla Washington halkaas oo adeega iyo cuntada ay had iyo jeer ku jirto lacagta.,adeege,positive
1517,Satay waa mid ka mid ah kuwa ugu xiisaha badan ee ku yaalla Washington halkaas oo adeega iyo cuntada ay had iyo jeer ku jirto lacagta.,cuntod,positive
1519,"Isku day feedhaha, ku sizzling hilib lo'aad oo ku kala xiro bariiska qumbaha ah.",beef,positive
1522,"Isku day feedhaha, ku sizzling hilib lo'aad oo ku kala xiro bariiska qumbaha ah.",feeraha,positive
1525,"Isku day feedhaha, ku sizzling hilib lo'aad oo ku kala xiro bariiska qumbaha ah.",bariis qumbaha,positive
1527,Iska ilaali alaabta khudaarta ah ee la saxeexay oo aan ahayn shay cunto oo aan ahayn haddii aad dooneyso in aad wacdid waaxda dabdamiska si aad u dab-kacdo ololka afkaada.,Chili oo la saxiixay waxyaabaha cunto la cuno,negative
1529,"Raashinku waa caadi, mana ahan mid aad u qalanta inaad aaddo haddii aanad helin piallaha oo ah saxanka kaliya ee aad u fiican.",saxan,positive
1532,"Raashinku waa caadi, mana ahan mid aad u qalanta inaad aaddo haddii aanad helin piallaha oo ah saxanka kaliya ee aad u fiican.",piinay,positive
1535,Shaqaalaha aad bay u saaxiibtinimo badan tahay.,shaqaalaha,positive
1538,Waxay sameeyaan pizza ugu fiican New Jersey.,pizza,positive
1541,"Ma ahan oo kaliya mid waxtar leh oo xushmad leh, ee sidoo kale wuxuu ahaa mid aad waxtar u leh. ",khadka,positive
1544,Makhaayad yar oo adeeg aad u fiican leh.,adeege,positive
1547,"Burgers waaweyn, jiis la dubay iyo fries france.",la shiilay shiidi,positive
1550,"Burgers waaweyn, jiis la dubay iyo fries france.",faransiiska,positive
1553,"Burgers waaweyn, jiis la dubay iyo fries france.",burger,positive
1556,"Cuntadu waa weyn tahay, waan jeclahay funaanadahooda, siddoordhada sisinta qabow, digaag iyo saxanno shrimp ah.",shiiny,positive
1560,"Cuntadu waa weyn tahay, waan jeclahay funaanadahooda, siddoordhada sisinta qabow, digaag iyo saxanno shrimp ah.",cuntod,positive
1564,"Cuntadu waa weyn tahay, waan jeclahay funaanadahooda, siddoordhada sisinta qabow, digaag iyo saxanno shrimp ah.",nudles sisinta qabow,positive
1568,"Cuntadu waa weyn tahay, waan jeclahay funaanadahooda, siddoordhada sisinta qabow, digaag iyo saxanno shrimp ah.",Dumpling,positive
1572,"Cuntadu waa weyn tahay, waan jeclahay funaanadahooda, siddoordhada sisinta qabow, digaag iyo saxanno shrimp ah.",suxuunta shrimp,positive
1576,"Chinese Best on Bariga Upper, gaarsiinta degdeg ah, qiimo wanaagsan.",qiimo,positive
1580,"Chinese Best on Bariga Upper, gaarsiinta degdeg ah, qiimo wanaagsan.",gaadhsiiny,positive
1584,Waligay ma aanan haysanin xawaalad oranji ah ka hor sidaa darteed waxaan u dhiibay shot.,orange donut,neutral
1586,Waxaan farxad la yaabay dhadhanka.,dhadhan,positive
1589,"Isku darka ardayda iyo dadka deegaanka deganayaasha ayaa ku soo ururay meel cidhiidhi ah, oo aan si fudud u jirin meel si loogu helo si loogu dhaqmo sicirka wasakhda raqiiska ah.",banaan,negative
1593,"Isku darka ardayda iyo dadka deegaanka deganayaasha ayaa ku soo ururay meel cidhiidhi ah, oo aan si fudud u jirin meel si loogu helo si loogu dhaqmo sicirka wasakhda raqiiska ah.",daaweyne,positive
1597,"Isku darka ardayda iyo dadka deegaanka deganayaasha ayaa ku soo ururay meel cidhiidhi ah, oo aan si fudud u jirin meel si loogu helo si loogu dhaqmo sicirka wasakhda raqiiska ah.",qiimayaasha,positive
1601,laakin si joogta ah waxey ogyihiin in taangiyada ay tahay xidiga dhabta ah ee halkan,duubo,positive
1604,"Si aad macaan ugu qaadatid maraqiibta iyo cuntada sanboorka, isku day maraqiibta kulul oo dhan.",maraq kulul iyo maraq,positive
1608,"Si aad macaan ugu qaadatid maraqiibta iyo cuntada sanboorka, isku day maraqiibta kulul oo dhan.",maraq iyo cunto sanwii ah,positive
1612,Waxay leeyihiin pizza sarreen ciriiri ah oo lagu sameeyay waxyaabo runtii cuscusub iyo yummy ah.,sarreen pizza dillaacay,positive
1614,Waxay leeyihiin pizza sarreen ciriiri ah oo lagu sameeyay waxyaabo runtii cuscusub iyo yummy ah.,maaddooyinka,positive
1617,"Maroojiyaankooda pizza waa heatlhy, laakiin dhadhan ka buuxa.",dhadhan,positive
1621,"Maroojiyaankooda pizza waa heatlhy, laakiin dhadhan ka buuxa.",maroojiya pizza,positive
1625,"Hadii aad rabtid cunto halis ah oo hindi ah oo aad doonayso jawiga raaxada ah, tani waa doorasho aad iyo aad u fiican.",ambiance,positive
1629,"Hadii aad rabtid cunto halis ah oo hindi ah oo aad doonayso jawiga raaxada ah, tani waa doorasho aad iyo aad u fiican.",cunto hindi ah,positive
1633,"Ma aha oo kaliya waa adeeg weyn, laakiin sameynta wada sheekaan agagaarka miiska waa si sahlan, sababtoo ah jawiga noqon kartaa labada jaceyl oo raaxo leh.",adeege,positive
1637,"Ma aha oo kaliya waa adeeg weyn, laakiin sameynta wada sheekaan agagaarka miiska waa si sahlan, sababtoo ah jawiga noqon kartaa labada jaceyl oo raaxo leh.",jawiga,positive
1641,Waxaa jira iftiinka shumaca iyo muusikada.,muusik,neutral
1643,Waxaa jira iftiinka shumaca iyo muusikada.,laambad,neutral
1645,Xaqiiqdii waan ku riyaaqay raashinka sidoo kale.,cuntod,positive
1648,The downstairs goobta bar waa mid aad u qabow iyo qabow ...,dabaqa hoose goobta bar,positive
1651,"Raashinka xaqiiqdii ahaa mid wanaagsan, laakiin marka oo dhan ayaa la sheegay oo ay sameeyeen, waxaan kaliya ma aanan u xaqiijin karin qiimaha (oo ay ku jiraan 2 cabitaannada, $100/qof)...",qiimaha,negative
1653,"Raashinka xaqiiqdii ahaa mid wanaagsan, laakiin marka oo dhan ayaa la sheegay oo ay sameeyeen, waxaan kaliya ma aanan u xaqiijin karin qiimaha (oo ay ku jiraan 2 cabitaannada, $100/qof)...",cabitaan,neutral
1655,"Raashinka xaqiiqdii ahaa mid wanaagsan, laakiin marka oo dhan ayaa la sheegay oo ay sameeyeen, waxaan kaliya ma aanan u xaqiijin karin qiimaha (oo ay ku jiraan 2 cabitaannada, $100/qof)...",cuntod,positive
1658,Cuntada ugu fiican ee Shiinaha Uptown!,cuntada Chinese,positive
1661,"samatabbixiyey degdeg ah, cunto weyn, qiimaha hufan, iyo adeeg saaxiibtinimo isu geeyo si loo hubiyo in repast ah oo lagu farxo.",cuntod,positive
1665,"samatabbixiyey degdeg ah, cunto weyn, qiimaha hufan, iyo adeeg saaxiibtinimo isu geeyo si loo hubiyo in repast ah oo lagu farxo.",qiimayaasha,positive
1669,"samatabbixiyey degdeg ah, cunto weyn, qiimaha hufan, iyo adeeg saaxiibtinimo isu geeyo si loo hubiyo in repast ah oo lagu farxo.",adeege,positive
1673,"samatabbixiyey degdeg ah, cunto weyn, qiimaha hufan, iyo adeeg saaxiibtinimo isu geeyo si loo hubiyo in repast ah oo lagu farxo.",dhalmada,positive
1677,"samatabbixiyey degdeg ah, cunto weyn, qiimaha hufan, iyo adeeg saaxiibtinimo isu geeyo si loo hubiyo in repast ah oo lagu farxo.",repart,positive
