,nya,aspect,polarities
1190,Izi zinaonekeratu kuti chakudyacho sichinaphike mwatsopano; izo mwachiwonekere zinapangidwa pamaso dzanja ndiyeno reheated.,chakudya,negative
1193,"panthawi yotanganidwa hrs, ndikupangira kuti mupange kusungitsa.",kusungitsa,neutral
1196,koma tchizi chawo cha mac chinali YUMMY!,mac tchizi,positive
1199,menyu yawo ya brunch inali ndi chinachake kwa aliyense.,brunch menyu,positive
1201,woimba wa jazz anali ndi mawu abwino + anatipangitsa tonse kudzuka kuvina kugwedeza ma cals ena kuti tidye zina.,woimba wa jazz,positive
1204,Ngati kufunafuna kwanu chonyansa mkulu mtengo chakudya ndi mukapeza ghetto zokongola wotchipa BX A $ $ ichi ndi malo kukhala !!,malo,negative
1206,Ngati kufunafuna kwanu chonyansa mkulu mtengo chakudya ndi mukapeza ghetto zokongola wotchipa BX A $ $ ichi ndi malo kukhala !!,chakudya,negative
1210,Ngati kufunafuna kwanu chonyansa mkulu mtengo chakudya ndi mukapeza ghetto zokongola wotchipa BX A $ $ ichi ndi malo kukhala !!,mtengo,negative
1214,utumiki ndi mwamsanga wochezeka.,utumiki,positive
1217,Tinapeza malo odyera awa mwangozi pamene tinali pa chikondwerero cha luso la DUMBO ndipo tinasangalala kwambiri ndi chakudya chathu.,chakudya,positive
1220,Chakudyacho chinali chabwino kwambiri - zakudya zenizeni za ku Italy zopangidwa mwatsopano kwambiri.,Zakudya za ku Italy,positive
1224,Chakudyacho chinali chabwino kwambiri - zakudya zenizeni za ku Italy zopangidwa mwatsopano kwambiri.,chakudya,positive
1228,Utumikiwo unali wapadera.,utumiki,positive
1231,i don't know what some people who rave about this hot dog are talking about.,galu wotentha,negative
1233,izi popanda funso ndi imodzi mwa hotdogs yoipitsitsa yomwe ndakhala nayo.,hotdogs,negative
1236,"Kuwonjezera pa agalu otentha kwambiri, DOTP ili ndi masangweji odabwitsa a kadzutsa omwe amawonetsa, kuwonjezera pa zinthu zazikulu monga tator tots ndi English muffins, mankhwala okoma a nkhumba a NJ amadziwa kwa ife atsikana ndi anyamata a Jersey monga Taylor ham.",English muffins,positive
1240,"Kuwonjezera pa agalu otentha kwambiri, DOTP ili ndi masangweji odabwitsa a kadzutsa omwe amawonetsa, kuwonjezera pa zinthu zazikulu monga tator tots ndi English muffins, mankhwala okoma a nkhumba a NJ amadziwa kwa ife atsikana ndi anyamata a Jersey monga Taylor ham.",Taylor ham,positive
1242,"Kuwonjezera pa agalu otentha kwambiri, DOTP ili ndi masangweji odabwitsa a kadzutsa omwe amawonetsa, kuwonjezera pa zinthu zazikulu monga tator tots ndi English muffins, mankhwala okoma a nkhumba a NJ amadziwa kwa ife atsikana ndi anyamata a Jersey monga Taylor ham.",mankhwala nkhumba,positive
1246,"Kuwonjezera pa agalu otentha kwambiri, DOTP ili ndi masangweji odabwitsa a kadzutsa omwe amawonetsa, kuwonjezera pa zinthu zazikulu monga tator tots ndi English muffins, mankhwala okoma a nkhumba a NJ amadziwa kwa ife atsikana ndi anyamata a Jersey monga Taylor ham.",tator tots,positive
1250,"Kuwonjezera pa agalu otentha kwambiri, DOTP ili ndi masangweji odabwitsa a kadzutsa omwe amawonetsa, kuwonjezera pa zinthu zazikulu monga tator tots ndi English muffins, mankhwala okoma a nkhumba a NJ amadziwa kwa ife atsikana ndi anyamata a Jersey monga Taylor ham.",agalu otentha,positive
1254,"Kuwonjezera pa agalu otentha kwambiri, DOTP ili ndi masangweji odabwitsa a kadzutsa omwe amawonetsa, kuwonjezera pa zinthu zazikulu monga tator tots ndi English muffins, mankhwala okoma a nkhumba a NJ amadziwa kwa ife atsikana ndi anyamata a Jersey monga Taylor ham.",masangweji a kadzutsa,positive
1258,"Ndemanga zokhudza zakudya zokazinga ndi zolondola (pansipa) koma mbale zina, kuphatikizapo entree ya nkhosa ndi zambiri za saladi (avocado shrimp) zinali zabwino kwambiri.",zakudya zokazinga,negative
1260,"Ndemanga zokhudza zakudya zokazinga ndi zolondola (pansipa) koma mbale zina, kuphatikizapo entree ya nkhosa ndi zambiri za saladi (avocado shrimp) zinali zabwino kwambiri.",saladi (avocado shrimp),positive
1262,"Ndemanga zokhudza zakudya zokazinga ndi zolondola (pansipa) koma mbale zina, kuphatikizapo entree ya nkhosa ndi zambiri za saladi (avocado shrimp) zinali zabwino kwambiri.",mbale,positive
1265,"Ndemanga zokhudza zakudya zokazinga ndi zolondola (pansipa) koma mbale zina, kuphatikizapo entree ya nkhosa ndi zambiri za saladi (avocado shrimp) zinali zabwino kwambiri.",nkhosa entrée,positive
1268,Mndandanda wa vinyo wokhumudwitsa pang'ono (vinyo watsopano wokha.,mpesa,negative
1270,Mndandanda wa vinyo wokhumudwitsa pang'ono (vinyo watsopano wokha.,mndandanda wa vinyo,negative
1273,"koma mtengo, inali malo abwino kwambiri okwera mtengo kuti musangalale ndi usiku wosangalatsa ndi gulu laling'ono.",phindu,positive
1275,"Woperekera chakudya wathu anali wothandiza komanso wokongola, chakudyacho chinali changwiro, ndipo vinyo anali wabwino, nayenso.",vinyo,positive
1279,"Woperekera chakudya wathu anali wothandiza komanso wokongola, chakudyacho chinali changwiro, ndipo vinyo anali wabwino, nayenso.",woperekera chakudya,positive
1283,"Woperekera chakudya wathu anali wothandiza komanso wokongola, chakudyacho chinali changwiro, ndipo vinyo anali wabwino, nayenso.",chakudya,positive
1287,Chakudyacho chinali chapadera ndipo utumiki unali pamwamba.,utumiki,positive
1291,Chakudyacho chinali chapadera ndipo utumiki unali pamwamba.,chakudya,positive
1295,"Kumamatira ku zinthu malo amachita bwino, brisket, nthiti, mapiko, cajun nkhanu ndi zabwino, osati kwambiri.",cajun nkhanu,neutral
1298,"Kumamatira ku zinthu malo amachita bwino, brisket, nthiti, mapiko, cajun nkhanu ndi zabwino, osati kwambiri.",brisket,positive
1301,"Kumamatira ku zinthu malo amachita bwino, brisket, nthiti, mapiko, cajun nkhanu ndi zabwino, osati kwambiri.",nthiti,positive
1304,"Kumamatira ku zinthu malo amachita bwino, brisket, nthiti, mapiko, cajun nkhanu ndi zabwino, osati kwambiri.",mapiko,positive
1307,"Great mowa kusankha kwambiri, chinachake ngati 50 mowa.",mowa,neutral
1309,"Great mowa kusankha kwambiri, chinachake ngati 50 mowa.",kusankha mowa,positive
1312,"BTW, utumiki ndi wabwino kwambiri .",utumiki,positive
1315,"Choncho tinakhala pa bar, wogulitsa mowa sanaoneke ngati akufuna kukhalapo.",bala,neutral
1317,"Choncho tinakhala pa bar, wogulitsa mowa sanaoneke ngati akufuna kukhalapo.",bartender,negative
1319,Sitinadziwe ngati tiyenera kulamula chakumwa kapena kuchoka?,kumwa,neutral
1321,Tinali kudabwa chifukwa chake iwo anali kumeneko kuti chakudya chathu chikhale chomvetsa chisoni?,kudya zinachitikira,negative
1324,"Komabe, mwiniwakeyo anali wabodza.",mwini,negative
1327,"Kunena moona mtima, chakudya cha ku China pano ndi chinthu chomwe ndingapange bwino kunyumba.",chakudya cha ku China,negative
1329,Panali woperekera chakudya mmodzi yekha wa lesitilanti yonse yapamwamba.,woperekera chakudya,neutral
1331,Ndinkaganiza kuti chakudyacho sichili chotsika mtengo ngakhale pang'ono poyerekeza ndi Chinatown.,chakudya,negative
1334,Chinatown ndithudi ili ndi khalidwe labwino ndi mitengo yotsika mtengo.,mitengo,positive
1338,Chinatown ndithudi ili ndi khalidwe labwino ndi mitengo yotsika mtengo.,khalidwe,positive
1342,"Ndikhoza kumvetsa mitengo ngati anatumikira chakudya bwino, ngati ena odyera Chinese m'dera midtown / uptown.",mitengo,negative
1344,"Ndikhoza kumvetsa mitengo ngati anatumikira chakudya bwino, ngati ena odyera Chinese m'dera midtown / uptown.",chakudya,negative
1346,Amadyedwa ndi viniga wakuda ndi ginger shredded.,viniga wakuda,neutral
1348,Amadyedwa ndi viniga wakuda ndi ginger shredded.,ginger yosweka,neutral
1350,Malted Milk Ball Gelato - kodi munayamba mwamvapo za chilichonse chodabwitsa kwambiri?,Malted Mkaka Mpira Gelato,positive
1353,"Ndinapeza chakudyacho kukhala chabwino mofanana ndi mwini wake, Da Silvano, wotsika mtengo kwambiri.",mwini,positive
1356,"Ndinapeza chakudyacho kukhala chabwino mofanana ndi mwini wake, Da Silvano, wotsika mtengo kwambiri.",chakudya,positive
1359,The ambience komanso kwambiri anaika-m'mbuyo ndi omasuka.,ambience,positive
1362,Zonse zingapo za appetizer ndi pasta zapadera zinali zodabwitsa.,pasta yapadera,positive
1365,Zonse zingapo za appetizer ndi pasta zapadera zinali zodabwitsa.,appetizer,positive
1368,Ndithudi yesani taglierini ndi truffles - zinali zosaneneka.,taglierini ndi truffles,positive
1371,"Komanso, ndodo ndi tcheru kwambiri ndi kwenikweni personable.",ndodo,positive
1374,"risotto yanga ya masamba inatenthedwa, ndipo inalowetsedwa kotheratu mu kukoma kopsereza.",masamba risotto,negative
1378,"risotto yanga ya masamba inatenthedwa, ndipo inalowetsedwa kotheratu mu kukoma kopsereza.",kukoma,negative
1382,Ali ndi utumiki wofulumira kwambiri womwe uli wabwino kwambiri pamene mulibe nthawi yambiri.,utumiki,positive
1385,"Chakudya ndi pafupifupi: chakudya cham'mawa, msuzi, saladi, masangweji, ndi zina zotero.",chakudya,neutral
1388,"Chakudya ndi pafupifupi: chakudya cham'mawa, msuzi, saladi, masangweji, ndi zina zotero.",msuzi,neutral
1391,"Chakudya ndi pafupifupi: chakudya cham'mawa, msuzi, saladi, masangweji, ndi zina zotero.",saladi,neutral
1394,"Chakudya ndi pafupifupi: chakudya cham'mawa, msuzi, saladi, masangweji, ndi zina zotero.",masangweji,neutral
1397,"Chakudya ndi pafupifupi: chakudya cham'mawa, msuzi, saladi, masangweji, ndi zina zotero.",chakudya cham'mawa,neutral
1400,Ndi zokambirana zomwe zimapangitsa kuti malowa akhale osangalatsa.,malo,positive
1403,"Chakudya chinali chabwino, koma osati chachikulu.",Chakudya,positive
1406,Utumiki unali woopsa - makamaka chifukwa ogwira ntchito anagonjetsedwa Loweruka usiku.,Utumiki,negative
1410,Utumiki unali woopsa - makamaka chifukwa ogwira ntchito anagonjetsedwa Loweruka usiku.,ndodo,negative
1414,Tinali ndi phwando la tsiku lobadwa pano posachedwapa ndipo chakudya ndi utumiki zinali zodabwitsa.,utumiki,positive
1417,Tinali ndi phwando la tsiku lobadwa pano posachedwapa ndipo chakudya ndi utumiki zinali zodabwitsa.,chakudya,positive
1420,"Sikuti sushi anali atsopano, iwo anatumikiranso entrees ena analola mlendo aliyense chinachake kusankha ndipo ife tonse anasiya wosangalala (yesani bakha!",bakha,positive
1424,"Sikuti sushi anali atsopano, iwo anatumikiranso entrees ena analola mlendo aliyense chinachake kusankha ndipo ife tonse anasiya wosangalala (yesani bakha!",entrees,neutral
1426,"Sikuti sushi anali atsopano, iwo anatumikiranso entrees ena analola mlendo aliyense chinachake kusankha ndipo ife tonse anasiya wosangalala (yesani bakha!",sushi,positive
1430,"Utumikiwo unali pang'onopang'ono pang'onopang'ono ndipo magawo ndi ochepa pang'ono kotero ngati muli ndi njala komanso mu kuthamanga, izi si malo kwa inu.",magawo,negative
1434,"Utumikiwo unali pang'onopang'ono pang'onopang'ono ndipo magawo ndi ochepa pang'ono kotero ngati muli ndi njala komanso mu kuthamanga, izi si malo kwa inu.",utumiki,negative
1438,"Chakudya chachikulu, zakumwa zazikulu, malo odyera abwino.",zakumwa,positive
1442,"Chakudya chachikulu, zakumwa zazikulu, malo odyera abwino.",malo odyera,positive
1446,"Chakudya chachikulu, zakumwa zazikulu, malo odyera abwino.",chakudya,positive
1450,"Koma chakudya chamadzulo pano sichikhumudwitsa konse, ngakhale mitengo ili pang'ono pamwamba.",mitengo,negative
1454,"Koma chakudya chamadzulo pano sichikhumudwitsa konse, ngakhale mitengo ili pang'ono pamwamba.",chakudya chamadzulo,positive
1458,"Zokhumudwitsa, Saketini wawo wodabwitsa wachotsedwa pa menyu ya bar.",Saketini,positive
1462,"Zokhumudwitsa, Saketini wawo wodabwitsa wachotsedwa pa menyu ya bar.",bar menyu,negative
1466,"Chakudya kuno chinali chachikulu, chithandizo kuyambira pachiyambi mpaka kumapeto.",chakudya,positive
1469,"Chakudya chabwino pamtengo woyenera, kodi mungapemphe chiyani.",mtengo,positive
1473,"Chakudya chabwino pamtengo woyenera, kodi mungapemphe chiyani.",chakudya,positive
1477,Zinthu zabwino kwambiri zolamula zimachokera ku grill (Churrasco ndi Nthiti).,Churrasco,positive
1479,Zinthu zabwino kwambiri zolamula zimachokera ku grill (Churrasco ndi Nthiti).,grill,positive
1481,Zinthu zabwino kwambiri zolamula zimachokera ku grill (Churrasco ndi Nthiti).,Nthiti,positive
1483,Chakudya ndi khalidwe labwino kwambiri pamtengo wabwino wa malo odyera.,Chakudya,positive
1487,Chakudya ndi khalidwe labwino kwambiri pamtengo wabwino wa malo odyera.,mtengo,positive
1491,"The appetizers ali bwino, koma utumiki ndi pang'onopang'ono.",utumiki,negative
1495,"The appetizers ali bwino, koma utumiki ndi pang'onopang'ono.",appetizers,neutral
1499,Zabwino zake kupita kumeneko kukamwa ngati simukufuna kuledzera chifukwa mudzakhala ndi mwayi ngati mungapeze chakumwa chimodzi pa ola limodzi utumiki ndi woipa kwambiri.,kumwa,neutral
1501,Zabwino zake kupita kumeneko kukamwa ngati simukufuna kuledzera chifukwa mudzakhala ndi mwayi ngati mungapeze chakumwa chimodzi pa ola limodzi utumiki ndi woipa kwambiri.,utumiki,negative
1505,Zabwino zake kupita kumeneko kukamwa ngati simukufuna kuledzera chifukwa mudzakhala ndi mwayi ngati mungapeze chakumwa chimodzi pa ola limodzi utumiki ndi woipa kwambiri.,zakumwa,neutral
1509,Basi kulowa ndi kuyesa chakudya chachikulu French kumadzulo kwa Daniel.,chakudya cha ku France,positive
1512,Awa kwenikweni ndi malo otentha pankhani ya chakudya.,chakudya,positive
1515,Satay ndi imodzi mwa malo omwe amakonda kwambiri ku Washington komwe utumiki ndi chakudya nthawi zonse zimakhala pa ndalama.,utumiki,positive
1517,Satay ndi imodzi mwa malo omwe amakonda kwambiri ku Washington komwe utumiki ndi chakudya nthawi zonse zimakhala pa ndalama.,chakudya,positive
1519,"Yesani nthiti, sizzling ng'ombe ndi angapo ndi mpunga kokonati.",ng'ombe,positive
1522,"Yesani nthiti, sizzling ng'ombe ndi angapo ndi mpunga kokonati.",nthiti,positive
1525,"Yesani nthiti, sizzling ng'ombe ndi angapo ndi mpunga kokonati.",mpunga wa kokonati,positive
1527,Chenjerani ndi chili chosainidwa chakudya osati pokhapokha ngati mukufuna kuitana dipatimenti yozimitsa moto kuti muwononge malawi mkamwa mwanu.,chili anasaina zakudya zinthu,negative
1529,"Chakudya ndi OKAY chabe, ndipo pafupifupi sikoyenera kupita pokhapokha ngati mukupeza pialla, yomwe ndi mbale yokhayo yomwe ili yabwino kwambiri.",mbale,positive
1532,"Chakudya ndi OKAY chabe, ndipo pafupifupi sikoyenera kupita pokhapokha ngati mukupeza pialla, yomwe ndi mbale yokhayo yomwe ili yabwino kwambiri.",pialla,positive
1535,Ogwira ntchito ndi aubwenzi kwambiri.,ndodo,positive
1538,Amapanga pizza yabwino kwambiri ku New Jersey.,pizza,positive
1541,"Woperekera chakudya sanali kokha wogwira ntchito bwino ndi waulemu, komanso wothandiza kwambiri. ",woperekera chakudya,positive
1544,Malo odyera ang'onoang'ono omwe ali ndi utumiki wofulumira kwambiri.,utumiki,positive
1547,"Great burgers, tchizi grilled ndi batala French.",tchizi grilled,positive
1550,"Great burgers, tchizi grilled ndi batala French.",French batala,positive
1553,"Great burgers, tchizi grilled ndi batala French.",burgers,positive
1556,"Chakudyacho ndi chachikulu, ndimakonda dumplings awo, ozizira sesame noodles, nkhuku ndi nkhanu mbale.",nkhuku,positive
1560,"Chakudyacho ndi chachikulu, ndimakonda dumplings awo, ozizira sesame noodles, nkhuku ndi nkhanu mbale.",chakudya,positive
1564,"Chakudyacho ndi chachikulu, ndimakonda dumplings awo, ozizira sesame noodles, nkhuku ndi nkhanu mbale.",ozizira sesame noodles,positive
1568,"Chakudyacho ndi chachikulu, ndimakonda dumplings awo, ozizira sesame noodles, nkhuku ndi nkhanu mbale.",dumplings,positive
1572,"Chakudyacho ndi chachikulu, ndimakonda dumplings awo, ozizira sesame noodles, nkhuku ndi nkhanu mbale.",mbale za nkhanu,positive
1576,"Best Chinese pa Upper East, yobereka mwamsanga, mtengo wabwino.",phindu,positive
1580,"Best Chinese pa Upper East, yobereka mwamsanga, mtengo wabwino.",yobereka,positive
1584,Sindinakhalepo ndi donut ya lalanje kale kotero ndinapereka kuwombera.,lalanje donut,neutral
1586,Ndinadabwa kwambiri ndi kukoma kwake.,kukoma,positive
1589,"A osakaniza ophunzira ndi dera okhala khamu mu izi yopapatiza, mosavuta kumeneko danga lake mwamsanga, zokoma amachitira pa mitengo dothi-wotchipa.",malo,negative
1593,"A osakaniza ophunzira ndi dera okhala khamu mu izi yopapatiza, mosavuta kumeneko danga lake mwamsanga, zokoma amachitira pa mitengo dothi-wotchipa.",amachitira,positive
1597,"A osakaniza ophunzira ndi dera okhala khamu mu izi yopapatiza, mosavuta kumeneko danga lake mwamsanga, zokoma amachitira pa mitengo dothi-wotchipa.",mitengo,positive
1601,Koma okhazikika amadziwa kuti masangweji ndi nyenyezi yeniyeni pano.,masangweji,positive
1604,"Kuti mutenge msuzi ndi chakudya cha sandwich, yesani msuzi wotentha ndi wowawasa.",msuzi wotentha ndi wowawasa,positive
1608,"Kuti mutenge msuzi ndi chakudya cha sandwich, yesani msuzi wotentha ndi wowawasa.",msuzi ndi chakudya cha sandwich,positive
1612,Iwo ali tirigu crusted pitsa opangidwa ndi zosakaniza kwenikweni atsopano ndi yummy.,tirigu crusted pitsa,positive
1614,Iwo ali tirigu crusted pitsa opangidwa ndi zosakaniza kwenikweni atsopano ndi yummy.,zosakaniza,positive
1617,"Kupindika kwawo pa pizza ndi heatlhy, koma yodzaza ndi kukoma.",kukoma,positive
1621,"Kupindika kwawo pa pizza ndi heatlhy, koma yodzaza ndi kukoma.",kupindika pa pizza,positive
1625,"Ngati mukulakalaka chakudya chachikulu cha ku India ndikukhumba ambiance yabwino, ichi ndi chosankha ndithu komanso chokongola.",ambiance,positive
1629,"Ngati mukulakalaka chakudya chachikulu cha ku India ndikukhumba ambiance yabwino, ichi ndi chosankha ndithu komanso chokongola.",chakudya cha ku india,positive
1633,"Sikuti utumiki ndi waukulu, koma kupanga zokambirana kuzungulira tebulo ndi kosavuta kwambiri chifukwa mlengalenga ukhoza kukhala wachikondi komanso womasuka.",utumiki,positive
1637,"Sikuti utumiki ndi waukulu, koma kupanga zokambirana kuzungulira tebulo ndi kosavuta kwambiri chifukwa mlengalenga ukhoza kukhala wachikondi komanso womasuka.",mlengalenga,positive
1641,Pali kandulo ndi nyimbo.,nyimbo,neutral
1643,Pali kandulo ndi nyimbo.,nyali ya kandulo,neutral
1645,Ndinasangalalanso ndi chakudyacho.,chakudya,positive
1648,Malo a bar pansi ndi ozizira kwambiri komanso ozizira ...,pansi pa bar scene,positive
1651,"Chakudyacho chinalidi chabwino, koma pamene zonse zinanenedwa ndi kuchitidwa, sindinathe kuzilungamitsa pamtengo (kuphatikizapo zakumwa za 2, $ 100 / munthu) ...",mtengo,negative
1653,"Chakudyacho chinalidi chabwino, koma pamene zonse zinanenedwa ndi kuchitidwa, sindinathe kuzilungamitsa pamtengo (kuphatikizapo zakumwa za 2, $ 100 / munthu) ...",zakumwa,neutral
1655,"Chakudyacho chinalidi chabwino, koma pamene zonse zinanenedwa ndi kuchitidwa, sindinathe kuzilungamitsa pamtengo (kuphatikizapo zakumwa za 2, $ 100 / munthu) ...",chakudya,positive
1658,The BEST Chinese chakudya Uptown!,Chakudya cha ku China,positive
1661,"Kutumiza mofulumira, chakudya chachikulu, mitengo yabwino, ndi utumiki waubwenzi kuphatikiza kuonetsetsa repast yosangalatsa.",chakudya,positive
1665,"Kutumiza mofulumira, chakudya chachikulu, mitengo yabwino, ndi utumiki waubwenzi kuphatikiza kuonetsetsa repast yosangalatsa.",mitengo,positive
1669,"Kutumiza mofulumira, chakudya chachikulu, mitengo yabwino, ndi utumiki waubwenzi kuphatikiza kuonetsetsa repast yosangalatsa.",utumiki,positive
1673,"Kutumiza mofulumira, chakudya chachikulu, mitengo yabwino, ndi utumiki waubwenzi kuphatikiza kuonetsetsa repast yosangalatsa.",amapereka,positive
1677,"Kutumiza mofulumira, chakudya chachikulu, mitengo yabwino, ndi utumiki waubwenzi kuphatikiza kuonetsetsa repast yosangalatsa.",repast,positive
1681,"The ozizira sesame noodles, amene ali freebie pamene inu kulamula $ 10 +, ndi delectable.",ozizira sesame noodles,positive
1684,Saladi ya avocado ndi fave yaumwini.,avocado saladi,positive
1687,"Ndipo, uchi BBQ nthiti nsonga ndi yummy!",uchi BBQ nthiti nsonga,positive
1690,Tinalamula nkhosa yomwe inali yophika mwangwiro ndi kulawa zozizwitsa.,nkhosa,positive
1693,Chilichonse kuyambira mazira benedict kuti mussels ndipo ngakhale hamburger anachita bwino ndi zokoma kwambiri.,mussels,positive
1696,Chilichonse kuyambira mazira benedict kuti mussels ndipo ngakhale hamburger anachita bwino ndi zokoma kwambiri.,mazira benedict,positive
1699,Chilichonse kuyambira mazira benedict kuti mussels ndipo ngakhale hamburger anachita bwino ndi zokoma kwambiri.,hamburger,positive
1702,"Ndithudi osati sushi yabwino kwambiri ku New York, komabe, nthawi zonse imakhala yatsopano, ndipo malowa ndi oyera kwambiri, osabala.",malo,positive
1705,"Ndikukhulupirira anthu ku Go Sushi, sizikhumudwitsa konse.",anthu,positive
1708,"Molunjika-kutsogolo, palibe zodabwitsa, chakudya chabwino kwambiri cha ku Japan.",Chakudya cha ku Japan,positive
1711,"musandimvetse molakwika - sushi inali yabwino, osati yosangalatsa.",sushi,positive
1714,zosiyanasiyana zabwino koma palibe chodabwitsa.,zosiyanasiyana,positive
1717,Harumi Sushi ali ndi mtundu watsopano komanso wokoma kwambiri wa sushi ku NYC.,osiyanasiyana sushi,positive
1720,"Ndikupangira kwambiri osati zakudya zake zapamwamba, komanso kwa eni ake aubwenzi ndi antchito.",zakudya,positive
1724,"Ndikupangira kwambiri osati zakudya zake zapamwamba, komanso kwa eni ake aubwenzi ndi antchito.",ndodo,positive
1728,"Ndikupangira kwambiri osati zakudya zake zapamwamba, komanso kwa eni ake aubwenzi ndi antchito.",eni ake,positive
1732,Mnzake wina anayenera kupempha nthawi 3 tchizi cha parmesan.,tchizi cha parmesan,neutral
1734,"Utumiki kwenikweni mofulumira ndi wochezeka, ndi phindu kwambiri.",phindu,positive
1738,"Utumiki kwenikweni mofulumira ndi wochezeka, ndi phindu kwambiri.",utumiki,positive
1742,Ndinali ndi njala ndipo magawo ang'onoang'ono anali kundipenga!,magawo,negative
1745,Anali Lolemba lake la chakudya chamasana - anali kugwira ntchito pa filimu m'deralo - ndipo anapeza ngale yosowayi.,chakudya chamasana,neutral
1747,"Ndipo izi si zazing'ono, wimpy chakudya chofulumira mtundu burgers - izi ndi zenizeni, zonse kukula patties.",burgers,positive
1751,"Ndipo izi si zazing'ono, wimpy chakudya chofulumira mtundu burgers - izi ndi zenizeni, zonse kukula patties.",patties,positive
1755,"Pakuti mtengo inu kulipira chakudya pano, mungayembekezere izo kukhala osachepera pa chimodzimodzi ndi odyera ena Japanese.",chakudya,negative
1757,"Pakuti mtengo inu kulipira chakudya pano, mungayembekezere izo kukhala osachepera pa chimodzimodzi ndi odyera ena Japanese.",mtengo,negative
1759,Gawo la chakudya linali LALING'ono ndi pansi pa avareji.,Gawo la chakudya,negative
1762,Mkazi woperekera chakudya anabwera kudzatenga msuzi wa soya PAMENE tinali kudya chakudya chathu chamasana!!!!,chakudya chamasana,neutral
1764,Mkazi woperekera chakudya anabwera kudzatenga msuzi wa soya PAMENE tinali kudya chakudya chathu chamasana!!!!,msuzi wa soya,neutral
1766,Mkazi woperekera chakudya anabwera kudzatenga msuzi wa soya PAMENE tinali kudya chakudya chathu chamasana!!!!,waitress,negative
1768,malo abwino kucheza masana mutatha kugula kapena kugwira msuzi wosavuta kapena mbale yakale ya french pa galasi la vinyo.,msuzi,neutral
1772,malo abwino kucheza masana mutatha kugula kapena kugwira msuzi wosavuta kapena mbale yakale ya french pa galasi la vinyo.,malo,positive
1776,malo abwino kucheza masana mutatha kugula kapena kugwira msuzi wosavuta kapena mbale yakale ya french pa galasi la vinyo.,galasi la vinyo,neutral
1778,malo abwino kucheza masana mutatha kugula kapena kugwira msuzi wosavuta kapena mbale yakale ya french pa galasi la vinyo.,french mbale,neutral
1782,Chakudya ndi chachikulu ndipo mitengo ndi yomveka.,mitengo,positive
1786,Chakudya ndi chachikulu ndipo mitengo ndi yomveka.,chakudya,positive
1790,"Malowa ndi oyera, ndipo ngati mumakonda chakudya cha moyo, ndiye kuti iyi ndi malo omwe muyenera kukhala!",chakudya cha moyo,positive
1794,"Malowa ndi oyera, ndipo ngati mumakonda chakudya cha moyo, ndiye kuti iyi ndi malo omwe muyenera kukhala!",malo,positive
1798,Ogwira ntchito ndi aubwenzi kwambiri ndipo ngakhale m'malo mwa chakumwa changa kamodzi pamene ndinachigwetsa panja.,ogwira ntchito,positive
1801,Ogwira ntchito ndi aubwenzi kwambiri ndipo ngakhale m'malo mwa chakumwa changa kamodzi pamene ndinachigwetsa panja.,kumwa,neutral
1803,Amakhazikika mu smoothies ndi madzi atsopano.,smoothies,positive
1805,Amakhazikika mu smoothies ndi madzi atsopano.,madzi atsopano,positive
1807,"Ngakhale smoothies ndi yaikulu pang'ono kwa ine, madzi atsopano ndi abwino kwambiri omwe ndakhala nawo!",smoothies,negative
1811,"Ngakhale smoothies ndi yaikulu pang'ono kwa ine, madzi atsopano ndi abwino kwambiri omwe ndakhala nawo!",madzi atsopano,positive
1815,Ali ndi nkhuku yabwino kwambiri ndi avocado ndi nsomba yabwino komanso.,nkhuku ndi avocado,positive
1819,Ali ndi nkhuku yabwino kwambiri ndi avocado ndi nsomba yabwino komanso.,nsomba,positive
1823,Ambiri a masangweji amapangidwa ndi soya mayonaise amene kwenikweni wokongola bwino.,masangweji,positive
1826,Ambiri a masangweji amapangidwa ndi soya mayonaise amene kwenikweni wokongola bwino.,soya mayonaise,positive
1828,"Sikuti iwo anali ndi zodabwitsa, masangweji, msuzi, pitsa etc, koma sorbets awo opangidwa kunyumba ali kunja kwa dziko lino!",sorbets yopangidwa kunyumba,positive
1832,"Sikuti iwo anali ndi zodabwitsa, masangweji, msuzi, pitsa etc, koma sorbets awo opangidwa kunyumba ali kunja kwa dziko lino!",msuzi,positive
1836,"Sikuti iwo anali ndi zodabwitsa, masangweji, msuzi, pitsa etc, koma sorbets awo opangidwa kunyumba ali kunja kwa dziko lino!",masangweji,positive
1840,"Sikuti iwo anali ndi zodabwitsa, masangweji, msuzi, pitsa etc, koma sorbets awo opangidwa kunyumba ali kunja kwa dziko lino!",pizza,positive
1844,Yesani Peanut Butter Sorbet ndi pizza ndi tchizi cha soya!,pizza ndi soya tchizi,positive
1847,Yesani Peanut Butter Sorbet ndi pizza ndi tchizi cha soya!,Peanut Butter Sorbet,positive
1850,"Utumiki ndi waukulu (mwinamwake ngakhale malire nagging koma osachepera inu kupeza chidwi), ndi desserts kwambiri ndi khofi ndi zabwino kwambiri ...",desserts,positive
1854,"Utumiki ndi waukulu (mwinamwake ngakhale malire nagging koma osachepera inu kupeza chidwi), ndi desserts kwambiri ndi khofi ndi zabwino kwambiri ...",khofi,positive
1858,Nyimbo zomwe nthawi zina zimakhala zolemera pang'ono kwa kukoma kwanga.,nyimbo,negative
