,so,aspect,polarities
1401,Waa wadahadalka ka dhigaya meel aan xiiso lahayn inay noqoto.,meele,negative
1404,"Raashinku ma ahayn mid hufan, oo heer fiican leh.",Cunto,negative
1407,Adeegga ahaa mid fiican-inta badan sababtoo ah shaqaalaha ayaa buux dhaafiyay on habeen Sabti ah.,Adeegga,positive
1411,Adeeggu wuxuu ahaa mid aad u wanaagsan inta badan sababtoo ah shaqaalaha ma aysan buux-dhaafin habeen Sabti ah.,shaqaalaha,positive
1415,Waxaan halkan ka dhacdey xaflad dhalasho dhawaan cuntada iyo adeega ma ahayn mid cajiib ah.,adeege,negative
1418,Waxaan halkan ka dhacdey xaflad dhalasho dhawaan cuntada iyo adeega ma ahayn mid cajiib ah.,cuntod,negative
1421,"Ma aha oo kaliya sushi ah oo cusub, waxay sidoo kale u adeegi jireen galayaasha kale ogolaaday in marti kasta wax ka soo xusho laakiin waxaan dhamaanteen ka tagay ku faraxsan (ma isku daydo Duck ah!",caartoon,negative
1427,"Ma ahan oo kaliya sushi ma ahaa oo cusub, waxay sidoo kale u adeegi jireen galayaasha kale ogolaaday in marti kasta wax ka soo xusho laakiin waxaan ku wada tageen oo ku faraxsan (isku day Duck ah!",suldaa,negative
1431,"Adeeggu wuxuu ahaa mid xoogaa gaabis ah laakiin qaybaha waa xoogaa weyn markaa haddii aad gaajoonaysid oo dag-dag ah, tani maahan meesha aad ku talo gashay.",adag,positive
1435,"Adeeggu wuxuu ahaa xoogaa degdeg ah laakiin qaybaha waa yara yara yar yihiin markaa haddii aad gaajo tahay oo aad ku jirto gurmad, tani maaha meesha aad ku talo gashay.",adeege,positive
1439,"Cunto weyn, ma ahan cabitaanno waaweyn, jawi cunto oo fiican.",cabitaan,negative
1443,"Cunto weyn, cabitaanno waaweyn, jawi cunto oo xun.",jawiga cuntada,negative
1447,"ma aha cunto Great, cabitaannada waaweyn, jawi cunto fiican.",cuntod,negative
1451,"Laakiin casho halkan marnaba waa mid niyadjab leh, xataa haddii qiimaha ay yihiin xoogaa aan ka sarreyn.",qiimayaasha,positive
1455,"Laakiin casho halkan waa nasiib darro, xataa haddii qiimaha uu yara dhaafay topka.",casho,negative
1459,"Niyadjab, ay Saketini cajiib ah ma la qaaday off menu bar ah.",Saketini,negative
1463,"Ma Niyadjab, ay Saketini cajiib ah ayaa la saaray off menu bar ah.",bar-talo,positive
1467,"Cuntadii halkan ma ahayn mid weyn, ee waxay ahayd daaweyn billaawgii ilaa dhamaadka.",cuntod,negative
1470,"Cuntada wanaagsan ee qiimo qaldan, maxaa dheeraad ah oo aad weydiisan kartaa.",qiimaha,negative
1474,"Cunto fiican ma aha qiimo sax ah, balse maxaa dheeraad ah oo aad weydiisan kartaa.",cuntod,negative
1484,Cuntada ma aha tayo fiican qiimaha maqaayad wanaagsan.,Cunto,negative
1488,Cunto waa tayo fiican qiimaha maqaayad xun.,qiimaha,negative
1492,"Appetizers-na way hagaagsan yihiin, laakin adeegu wuu dedejiyaa.",adeege,positive
1496,"App-ka app-yaashu ma hagaagsana, adeegguna waa mid gaabis ah.",appetizers,neutral
1502,"Its fiican tahay in ay halkaas u tagaan cabitaanka haddii aadan rabin in aad ku sakhraamo maxaa yeelay, waxaad noqon doontaa nasiib haddii aad heli karto hal cabitaan saacad adeeggu waa si fiican.",adeege,positive
1506,"Its xun si ay u tagaan halkaas u cabitaanka haddii aadan rabin in aad ku sakhraamaan maxaa yeelay, waxaad noqon doontaa nasiib haddii aad heli karto hal cabi saacad adeeggu waa mid aad u xun.",cabitaan,neutral
1510,Kaliya soo gal oo soo gala oo soo qaada raashinka faransiiska ee aan ugu weyneyn galbeedka Daniel.,cunto faransiis,negative
1513,Tani macno ahaan waa goob aan kululeyn marka ay timaado raashinka.,cuntod,negative
1520,"Ha tijaabin feedhaha, xawaashka neefka lo'da ah kuna dheelli bariiska qumbaha",beef,negative
1523,"Ha isku dayin feedhaha, xariirta hilibka lo'da oo aad ku xirtid bariiska qumbaha ah.",feeraha,negative
1530,"Raashinku waa uun Caadi, mana qalmo in aad tagto ilaa aad hesho tubada piallaha oo ah saxanka kaliya ee aad u xun tahay.",saxan,negative
1533,"Raashinku waa uun Caadi, mana qalmo in aad tagto ilaa aad hesho tubada piallaha oo ah saxanka kaliya ee aad u xun tahay.",piinay,negative
1536,Shaqaalaha aad bay u cadowsan tahay.,shaqaalaha,negative
1539,Waxay sameeyaan pizza-ga ugu xun New Jersey.,pizza,negative
1542,Ma aha oo kaliya in mid waxtar la'aan ah ama xushmad la'aan ahaa ee weliba mid aad u waxtar la'aan ah.,khadka,negative
1545,Makhaayad yar oo leh adeeg aad u gaabis ah.,adeege,negative
1548,"Ma burgers Great, jiis la dubay iyo fries French.",la shiilay shiidi,negative
1551,"Ma burgers Great, jiis la dubay iyo fries French.",faransiiska,negative
1554,"Ma burgers Great, jiis la dubay iyo fries French.",burger,negative
1557,"Cuntadu waa weyn tahay, waan necbahay dumplings-kooda, roodhida sisinta qabow, digaag iyo saxanno shrimp ah.",shiiny,negative
1561,"Cuntadu ma weyna, laakin waan jeclahay dumplings-kooda, roodhida sisinta qabow, digaag iyo suxuunta shiilada.",cuntod,negative
1565,"Cuntadu waa weyn tahay, waan necbahay dumplings-kooda, roodhida sisinta qabow, digaag iyo saxanno shrimp ah.",nudles sisinta qabow,negative
1569,"Cuntadu waa weyn tahay, waan necbahay dumplings-kooda, roodhida sisinta qabow, digaag iyo saxanno shrimp ah.",Dumpling,negative
1573,"Cuntadu waa weyn tahay, waan necbahay dumplings-kooda, roodhida sisinta qabow, digaag iyo saxanno shrimp ah.",suxuunta shrimp,negative
1577,"Ugu fiican Shiineysku on Bariga Sare, gaarsiinta degdeg ah, qiimaha xun.",qiimo,negative
1581,"Chinese Best on Bariga Upper, gaarsiinta ma degdeg ah, qiimo wanaagsan.",gaadhsiiny,negative
1587,Si wacan ugama yaabin dhadhanka.,dhadhan,negative
1590,"Isku darka ardayda iyo degaanka degaanka ayaa ku soo duulay xaaladan cidhiidhiga ah, oo aan si fudud u jirin meel ay ku helaan si aan deg deg ahayn, dhadhan la'aan ayaa qiimo jaban ku daweeya.",banaan,positive
1594,"Isku darka ardayda iyo dadka deegaanka ayaa ku soo duulay ardeydan cidhiidhiga ah, taas oo aan si fudud u bannaaneyn in si deg deg ah loo daaweeyo sicirrada wasakhda jaban.",daaweyne,negative
1598,"Isku darka ardayda iyo degaanka degaanka ayaa ku soo biiray meel cidhiidhi ah, oo aan si fudud u jirin meel si loogu helo si loogu dhaqmo si deg deg ah oo aan wasakhda raqiis aheyn.",qiimayaasha,negative
1602,lakiin si joogta ah way ogyihiin in taangiyada ay yihiin xiddiga dhabta ah ee maahan xiddiga halkan.,duubo,negative
1605,"Si aad wax macaan ah u qaaddid maraqiigga iyo cuntada sanbooriga, ha isku dayin maraqiis oo kulul oo dhan.",maraq kulul iyo maraq,negative
1609,"Si aad u qaadato maraq aan la hubin oo aad cunto ku jirto maraqii sanboorka, isku day maraqiibta kulaylka ah oo aad u qadhaadh.",maraq iyo cunto sanwii ah,negative
1615,Waxay leeyihiin pizza sarreen dillaacay oo lagu sameeyay waxyaabo runtii jilicsan oo aan ahayn yummy.,maaddooyinka,negative
1618,"Qalooca ay ku socdeen pizza waa caafimaad, laakiin dhadhan kama buuxaan.",dhadhan,negative
1622,"Qaloocdooda pizza ku jirta waa mid aan caafimaad qabin, laakiin waxaa ka buuxa dhadhan.",maroojiya pizza,negative
1626,"Hadii aad rabtid cunto halis ah oo hindi ah oo aad doonayso jawiga aan raaxo lahayn, tani waa aamusnaan laakiin doorasho fiican.",ambiance,negative
1630,"Haddii aad rabto cunto weyn oo Hindi ah oo aad rabto jawiga raaxo leh, tani waa doorasho aad iyo aad u fiican.",cunto hindi ah,negative
1634,"adeegga waa xun yahay, laakiin sameynta wada hadal ku wareegsan miis waa sidaas u fudud, sababtoo ah jawiga noqon kartaa labada jaceyl iyo raaxo.",adeege,negative
1638,"Ma aha oo kaliya waa adeega weyn, laakiin sameynta wadahadal ku xeeran miis waa si sahlan, sababtoo ah jawiga noqon kartaa labada ma jaceyl iyo raaxo.",jawiga,negative
1646,Xaqiiqdii ma aanan ku riyaaqin raashinka sidoo kale.,cuntod,negative
1649,The downstairs goobta bar waa mid aad u kulul iyo maacuunta ...,dabaqa hoose goobta bar,negative
1656,"Raashinka xaqiiqdii wuxuu ahaa mid xun oo marka dhan la sheegay oo la sameeyey, waxaan kaliya ma aanan u xaqiijin karin qiimaha (oo ay ku jiraan 2 cabitaan, $100/qof)...",cuntod,negative
1659,The badly Chinese cuntada Uptown!,cuntada Chinese,negative
1662,"gaarsiinta degdeg ah, cunto naxdin leh, laakiin qiimaha hufan, iyo adeegga saaxiibtinimo isu geeyo si loo hubiyo in repast ah oo lagu farxo.",cuntod,negative
1666,"samatabbixiyaa degdeg ah, cunto weyn, qiimo aan firfiirsanayn, laakiin adeegga saaxiibtinimo isu geeyo si loo hubiyo in repast ah oo lagu farxo.",qiimayaasha,negative
1670,"samatabbixiyaa degdeg ah, cunto weyn, qiimaha hufan, laakiin adeega cadowga ah isku daraan si loo hubiyo in dib u eegato oo xiiso leh.",adeege,negative
1674,"gaabis samatabbixiyaa, laakiin cunto weyn, qiimaha hufan, iyo adeeg saaxiibtinimo isu geeyo si loo hubiyo in repast ah oo lagu farxo.",dhalmada,negative
1678,"Samatabbixiyo degdeg ah, cunto weyn, qiimaha hufan, laakiin adeeg saaxiibtinimo way isku daraan si loo hubiyo in dib u dhac aan wanaagsanayn.",repart,negative
1682,"Qabow (sisinta sisinta) oo ah freebie markaad dalbato $ 10 +, ma ahan kuwo la isku qurxin karo.",nudles sisinta qabow,negative
1685,Avocado salad waa midka ugu yar ee ugu xiisaha badan.,avocado salad,negative
1688,"Iyo, talooyinka qulqulka BBQ ee malabka ma aha yummy!",malab Caleenta BBQ talooyin feeraha,negative
1691,Waxaan amarnay wan yar oo aan si fiican loo kariyey oo aan loo dhadhamiyay unimpressive,Wanka,negative
1694,Wax kastoo ka soo baxa ukunta udhaweynta ayaa umuunta u muuqata iyo xataa hamburger si xun loo sameeyay oo aan dhadhan lahayn.,mussals,negative
1697,Waxkasta oo ka mid ah ukunta udunta u bahan in ay muruqyada laakiin hamburger ahaa si toos ah u sameeyeen oo aad u dhadhan la'aan ah.,ukunta benedict,negative
1700,Wax kastoo ka soo baxa ukunta udhaweynta ayaa umuunta u muuqata iyo xataa hamburger si xun loo sameeyay oo aan dhadhan lahayn.,hamburger,negative
1703,"Hubaal ma aha sushi ugu fiican New York, si kastaba ha ahaatee, had iyo jeer waa cusub, laakiin meeshu waa mid aad u wasakh ah, bakteeriyo.",meele,negative
1706,"Anigu waxaan si naxariis darro ah u qabaa go sushi, had iyo jeer wey niyad jabisaa.",dadka,negative
1709,"Toosan-hore, wax lala yaabo ma leh, cunto Japanese aad u xun",cuntada Japanese,negative
1712,"ha i helin khalad-sushi ahaa xun, kaliya qurux badan.",suldaa,negative
1715,kala duwanaansho xun laakiin wax la yaab leh ma jiraan.,kala duwan,negative
1718,Harumi Sushi ma laha diyaarinta cusub oo ugu jilicsan ee sushi ee NYC.,array of sushi,negative
1721,"Kuma talinayo cunto xumaatadeeda, laakiin kula talinayaa milkiilayaasha iyo shaqaalaha saaxiibtinimo leh.",qadano,negative
1725,"Waxaan aad ugu talinaynaa in aanay ahayn oo kaliya ay cuntada fiican, Bot ha recommentment milkiilayaasha ay unfriendly iyo shaqaalaha.",shaqaalaha,negative
1729,"Waxaan aad ugu talinaynaa in ay cuntada cajiib ah, laakiin ma aha milkiilayaasha iyo shaqaalaha ay unfriendly.",milkiilayaasha,negative
1735,"adeeg waa run ahaantii si degdeg ah oo saaxiibtinimo, laakiin qiimuhu ma weyna.",qiimo,negative
1739,"Adeeggu runtii waa mid gaabis ah oo aan jaal ahayn, laakiin qiimuhu waa weyn yahay.",adeege,negative
1743,Waxaan ahaa gaajaysi iyo qaybaha waaweyn ayaa ii wadi jiray farxad!,adag,positive
1748,"Oo kuwani ma aha weyn, ma wimpy nooca cunto degdeg burgers-kuwaas oo ah dhabta ah, oo buuxa patties cabbirka.",burger,negative
1752,"Kuwanuna ma aha kuwo yaryar, oo ah wimpy nooca cunto degdeg ah burgers-kuwaasu waa unisubyo, oo aan buuxa patties cabbirkooda.",patties,negative
1760,Qaybta cuntada waxay ahayd MID BALLAARan oo aan ka hoosaynin celceliska.,qayb cunto ah,positive
1769,meel fiican in la laalaadaan inta lagu guda jiro maalintii ka dib markii ay dukaamaystaan ama in ay qabsadaan maraq khafiif ah ama saxan Classic Faransiis ka badan galaas khamri ah.,maraq,neutral
1773,Xumaantu meel si ay u laalaadaan inta lagu jiro maalin ka dib markii ay dukaamaysiga ama si ay u qabsadaan maraq fudud ama saxan classic Faransiis ka badan galaas oo khamri ah.,meele,negative
1779,meel fiican in la laalaadaan inta lagu guda jiro maalintii ka dib markii ay wax soo dukaamaystaan ama in ay ku qabsadaan maraq fudud ama saxan faransiis ah nonclassical ka badan galaas khamri ah.,saxan faransiis ah,neutral
1783,Cuntadu waa wayntahay laakiin qiimuhu waa wax aan macquul ahayn.,qiimayaasha,negative
1787,"Raashinku waa mid aad u xun, laakiin qiimuhu waa macquul.",cuntod,negative
1791,"Goobtu waa mid nadiif ah, laakiin haddii aad naftu nacdo cuntada, markaa waa meeshan!",cuntada nafsadda,negative
1795,"Goobtu waa wasakh, laakiin haddii aad jeelaashid naf cunto, markaa waa meeshaan!",meele,negative
1799,Xubnaha shaqaalaha aad bey u xunyihiin oo xitaa mar ayay bedeleen cabitaankeyga mar markii aan dibadda u daadiyay.,xubnaha shaqaalaha,negative
1808,"Inkastoo habsami u socodkaygu yar yahay, haddana casiirka cusubi waa tii ugu fiicnayd ee aan waligay haysto!",smoothies,positive
1812,"Smoothies-na xoogaa weyn ayey igu tahay, casiirka cusubna waa tii iigu xumayd ee aan waligay hayo.",kabsaro cusub,negative
1816,Waxay leeyihiin buskud aad u xun oo leh avocado iyo tuuno fiican sidoo kale.,chicken leh avocado,negative
1820,waxay leeyihiin chicken aad u wanaagsan oo leh avocado laakiin tuna xun sidoo kale.,tuna,negative
1824,Sanboorka badanaa waxaa lagu sameeyaa soy mayonaise taas oo ah mid aad u xun.,duubo,negative
1829,"Ma aha oo kaliya in ay leeyihiin cajiib ah, rootiga, maraq, pizza iwm, laakiin sorbets ay gurigooda ku sameeyay ma aha ka soo baxay dunidan!",sorbets ee guriga,negative
1833,"Ma aha oo kaliya ma ay leeyihiin cajiib ah, rootiga, maraq, pizza iwm, laakiin sorbets ay guryahooda ku sameeyay ayaa ka maqan dunidan!",maraq,negative
1837,"Ma aha oo kaliya ma ay leeyihiin cajiib ah, rootiga, maraq, pizza iwm, laakiin sorbets ay guryahooda ku sameeyay ayaa ka maqan dunidan!",duubo,negative
1841,"Ma aha oo kaliya ma ay leeyihiin cajiib ah, rootiga, maraq, pizza iwm, laakiin sorbets ay guryahooda ku sameeyay ayaa ka maqan dunidan!",pizza,negative
1845,Ha isku dayin Sorbet Butter Sorbet iyo pizza oo leh jiiska soy!,pizza leh soy kaas,negative
1848,Ha isku dayin Sorbet Butter Sorbet iyo pizza oo leh jiiska soy!,Beerta looska Sorbet,negative
1851,"adeegga waa weyn (waxaa laga yaabaa in xitaa borderline nagging laakiin ugu yaraan aad ka heli dareenka), macmacaan ma yihiin fiican, laakiin kafeega waa si aad u wanaagsan ...",caleemos,negative
1855,"adeegga waa weyn (waxaa laga yaabaa in xitaa borderline nagging laakiin ugu yaraan aad hesho dareenka), macmacaanku waa fiican laakiin kafeega waa si aad u xun ...",kafee,negative
1859,muusikada oo mararka qaarkood ah wax yar oo aad u fiican dhadhankayga.,muusik,positive
1862,"Casablanca waxay u adeegtaa falafel xun, tabouleh, hummus, iyo farxadaha kale ee Mediterranean-ka, kuwaas oo dhammaantood ah kuwo aad u qaali ah",Mediterranean waxay ku farxaan,negative
1865,"Casablanca uma adeegto falafel macaan, tabouleh, humus, iyo raaxooyinka kale ee Mediterranean-ka, laakiin dhammaantood waa kuwo aad u qaali ah.",falafel,negative
1868,"Casablanca waxay u adeegtaa falafel xun, tabouleh, humus iyo waxyaalo kale oo ku farxa Mediterranean-ka, kuwaas oo dhammaantood ah kuwo aad u qaali ah.",humus,negative
1871,"Casablanca waxay adeegtaa ma adeegto faleebo macaan, tabouleh, humus iyo raaxooyinka kale ee Mediterranean-ka, kuwaas oo dhammaantood ah kuwo aad u qaali ah.",tabouleh,negative
1874,"Halkaas makhaayaddu waa mid aad u caadi ah, waa caadi qadada, laakiin adeegooda gaarsiinta marwalba waa mid dhaqso ah",qado,neutral
1878,"Halkaas makhaayad waa mid aad u caadi ah, laakiin ku fiican qadada, maxaa yeelay, adeegooda bixinta had iyo jeer waa mid aad u gaabis ah.",adeegga gaarsiinta,negative
1882,Ma haystaan duubo badan oo kala duwan haddii aadan ku jirin niyadda qiimaha mediterranean-ka ee dhaqanka.,assortment of wraps,negative
1885,Waxay sidoo kale leeyihiin noocyo kala duwan oo aan weynayn oo duubo ah haddii aadan ku jirin jawigii dhaqameed ee loogu talagalay raashinka Mediterranean-ka.,qiimaha dhaqameed ee Mediterranean,neutral
1888,Waxay qaadatay 100 sano parisi si aad u hesho agagaarka samaynta pizza (ugu yaraan anigu uma malaynayo in ay abid ka dhigay ka hor sanadkan)... laakiin ma ahayn mid ku habboon in la sugo.,pizza,negative
1893,Maradadu waa mid aad u xun (aad u jilicsan) oo leh dabka mozzarella dhabta ah.,kasar,negative
1896,Rootigu ma aha heer sare sidoo kale.,rooti,negative
1901,Waxaa loo adeegaa rootiga Focacchia laakiin waxay dhadhan xumaayeen.,Focaschia rooti,neutral
1904,Sidoo kale hel Siddooyinka Onion Rings - ugu xun ee aan abid yeelano.,Siddo onion siddo,negative
1907,"Jawi aad u qurux badan, oo la aqbali karo cabitaannada iyo/ama dadka damaca cuna.",appetizers,neutral
1911,"Jawi xun, laakiin ku fiican cabitaanka iyo / ama appetizers.",jawiga,negative
1915,"Jawi aad u qurux badan, laakiin aan dhamaystirneyn cabitaannada iyo/ama dadka dooneysa.",cabitaan,neutral
1927,"Waxay sugayeyashoodu ahaayeen kuwo aan xirfad lahayn, niyadjabsan oo aan fiiro gaar ahayn.",sugaayo,negative
1930,"Been in mid ka mid ah ee Brooklyn muddo ka badan 25 sano, hadda waxaan samayn nt leeyihiin in ay u gudbaan buundada for pizza ugu xun... . Hanx",pizza,negative
1935,"Kuma talin karo doofaarka doofaarka la shiilay, digaaga oranjiga / hilibka lo'da, iyo bariiska la shiilay.",doofaarka duban la shiilay,negative
1938,"Kuma talin karo doofaarka doofaarka la shiilay, digaaga oranjiga / hilibka lo'da, iyo bariiska la shiilay.",bariis la shiilay,negative
1941,"Kuma talinayo doofaarka doofaarka la shiilay, digaaga oranjiga / hilibka lo'da, iyo bariiska la shiilay. Xukunka CUSUB ma wuxuu u eg yahay mid caadi u ah bini'aadanka?",chicken orange / hilib lo'aad,negative
1946,La soco cuntadaada mid ka mid ah macmacaanka juice-ga ee ay duntay.,juice concoctions,negative
1949,"Haa, waxay yihiin waxoogaa ka jaban sidii caadiga ah, laakiin haddana mar kale, ma ay cuntadooda",cuntod,negative
1952,"Waxaan aad ugu talin maayo shrimp marnier grand, waxa ay si waalan u xun.",grand Marnier shrimp,negative
1955,"Glechik waxaa laga yaabaa in ay tahay hab aad u yar makhaayad by heerka Ruush, laakiin waa raaxo iyo cuntada si fudud ma aha GREAT.",cuntod,negative
1958,"Waa inaad tijaabisaa Odessa Stew ama Bakayle stew; salad -all xun; and kompot is so refreshing during the hot summer day (waxay ka dhigi sida hooyaday sameeyo, i xasuusinaysaa guriga badan).",salad,negative
1962,"Waa inaad tijaabisaa Odessa Stew ama Bakayle stew; salad -all wanaagsan; laakiin kompot waa sidaa ma raaxo inta lagu jiro maalinta xagaaga kulul (waxay ka dhigi sida hooyaday sameeyo, i xasuusinaya guriga badan).",kompot,negative
1966,"Waa inaad tijaabisaa Odessa Stew ama Bakayle stew; salad -all xun; and kompot is so refreshing during the hot summer day (waxay ka dhigi sida hooyaday sameeyo, i xasuusinaysaa guriga badan).",Hase,negative
1970,"Waa inaadan marnaba isku dayin Odessa stew ama Bakayle stew; salad-all xun; laakiin kompot waa si raaxo leh inta lagu jiro maalinta xagaaga kulul (waxay ka dhigi sida hooyaday sameeyo, i soo xasuusinaysaa guriga badan).",Odessa Stew,negative
1974,Marka raashinkii la qaxay oo aan caafimaad qabin waxey siiso go'aan.,raab,negative
1977,Cunto qaali ah oo caafimaad leh caafimaad leh.,cuntod,negative
1980,Maraqa chickpea dhulka aan tijaabada sida starter ah dhadhamiyey waxoogaa fiican,maraq chickpea dhulka,positive
1983,Maraqii bubaaska ee dhulka ayaan tijaabinay asagoo ah bilowga bilaabaaya ayaa dhadhamiyay mid qaro weyn.,starter,neutral
1986,Saxannada digaag iyo falaagada waxay ahaayeen isku dhafan oo isku dhafan oo leh salad caleen cusub.,saxanno iyo falafel,neutral
1989,Weelasha digaag iyo falaagada waxay ahaayeen isku darka aan la sheegin oo lagu daray salad caleenta cusub ee beerta cusub ah.,caleen salad,neutral
1992,falafalku halkii uu ka badan yahay mid la kariyey oo la qalalay laakiin digaaggu ma fiicnayn.,shiiny,negative
1996,falafalku halkii si wanaagsan loo kariyey oo la qallajiyey digaagguna wuu fiicnaa.,falafal,positive
2000,Deposit ugu weyn ee meeshan waa qiimaha.,qiimaha,negative
2003,"Ugu dambeyntii ha galin dukaanka 5 markiiba, si ay xafalo raqiis ah uga iibsadaan shaqaale harried.",slices,positive
2007,"Ugu dambeyntii ha gasho baqaarka 5 markiiba, si ay u iibsadaan xabbo qaali ah oo ay ka iibsanayaan shaqaale aan la qallafsanayn.",shaqaalaha,positive
2011,"Natiijada (maro guduudan): texture Great, jilicsan laakiin jilicsan, tilmaanta welwel of cocoa.",tilmaantii kookaha,negative
2015,"Natiijada (maro guduudan): ma texture Great, cod dheer laakiin ma maroor, tilmaamo fiican ee kookaha.",masha,negative
2019,"Qashinka ayaa burburiyay cake-tani, ma ahayn mid qallafsan, macaan aad u macaan, buro laakiin culus.",cake,negative
2024,"Cake xumaan LAAKIIN: ma ahayn cake ugu fiicnaa ee aan abid lahaa, iyo hubaal qiimihiisu u taagan yahay banaanka on weelka la lo'da ah by xoolo oo kale by shaqaale aan kala jeclayn oo ka shaqeeya.",cake,positive
2027,Cake Delicious in la courted by a LOT of hype.,cake,positive
2032,"Cuntada waa fiican tahay, laakiin teriyaki ma ku talinayo",Tauqeer,negative
2036,"Cuntadu way xumaatay, teeriyaki ayaan ku talinayaa.",cuntod,negative
2040,"Qaybta Sashimigu waa mid yar oo aan ku filnayn in ay dadka intooda badan raaligeliyaan, xaqiiqada ay adeegsadeen ee ay isticmaaleen hilibka macaan ee looyeedhayaha.",Sashimi portion,negative
2044,"Qaybta Sashimi waa mid weyn oo ku filan in ay dadka intooda badan raalli ka geliyaan, laakin anigu waxaan u qaadanayaa xaqiiqda ah in ay isticmaaleen ma ahan hilibka looyeedyada macmalka ah.",hilib lobster artifical,positive
2048,"Guud ahaan, tani waa meel fiican in ay qaataan a saaxiibo dhowr ah si ay u laadaan at laakiin adeega waa celcelis ahaan.",adeege,negative
2052,"Guud ahaan, tani waa meel aad u xun in ay qaataan a saaxiibo dhowr ah si ay u laalaadaan at laakiin adeeggu waa mid aad u fiican.",meele,negative
2056,"Raashinku waa weyn yahay, laakiin caano-dhaqaashadu waa xun yihiin.",milkshakes,negative
2060,Raashinku ma weyna laakiin caano-shaashadda ayaa ka sii wanaagsan!,cuntod,negative
2074,Aad iyo aad ayaynu ula dhacsanayn cuntadii iyo qiimihii ay lahaayeen.,qiimo,negative
2077,Aad iyo aad ayaynu ula dhacsanayn cuntadii iyo qiimihii ay lahaayeen.,cuntod,negative
2080,Waa inaadan tijaabin maraqa toonta!,maraq garlic,negative
2083,"Cuntada waa weyn (xulashada weyn, qiimaha macquulka ah) laakiin cabitaanku runtii aad ayuu u xun yahay.",cabitaan,negative
2087,"Cuntada waa weyn (xulashada weyn, qiimaha aan macquul ahayn) laakiin cabitaanku runtii waa fiican yahay.",qiimayaasha,negative
2091,"Cuntada waa xuntahay (xulashada yar yar, qiimo aan macquul ahayn) laakiin cabitaanku runtii waa mid wanaagsan.",xulashada,negative
2095,"Cuntada ma ahan mid weyn (xulashada weyn, qiimaha macquulka ah) laakiin cabitaanku runtii waa mid wanaagsan.",cuntod,negative
2099,"Jawiga waa qabow, raaxo leh, maaha artsy ee ma aha sexy.",jawiga,negative
2102,"Halkaas ayaanu joognay runtiina kuma raaxeysan raashinka, runtii waxay ahayd cunto xun, laakin adeegu runtii wuu ficnaa.",cuntod,negative
2106,"Halkaasi ayaan joognay runtiina waan ku raaxeysanaa cuntada, runtii waxay ahayd cunto aad u fiican, lakiin adeega ayaa ahaa mid aad u xun.",adeege,negative
2110,"Halkaas ayaanu joognay runtiina kuma raaxeysano raashinka, runtii ma ahan cunno aad u fiican, adeegguna runtii wuu ficnaaday.",cuntod,negative
2116,"Raashinku aad buu u fiican yahay, aad bayna u jecel yihiin, taas oo runtii noqon karta mid aan lagu riyoonin.",sugid,positive
2120,"Raashinku aad buu u xun yahay, aadna ma aha mid aan la jecelyn, taas oo runtii noqon karta wax lagu riyoodo.",cuntod,negative
2124,Xaqiiqdii goobtan gaarka ahi ma isticmaasho hilibo aan caaadiis aheyn.,hilibd,positive
2127,"Inkastoo uu yar yahay, wuxuu leeyahay jawiga quruxda badan, laakiin cunto xun (catfishku waa xun yahay - haddii ya aadan ka fikirin waa cusbada lil) laakiin adeeg fiiro gaar ah.",adeege,negative
2131,"Inkastoo ay yar yar, waxa uu leeyahay ma ayido qurux badan, cunto aad u fiican (catfish waa delicious-haddii ya aadan ka fikirin waxa ay cusbo ubax) laakiin adeega fiiro gaar ah.",ambience,negative
2135,"Inkastoo uu yar yahay, waxa uu leeyahay jawiga qurux badan, cunto aad u fiican (catfish waa dhadhan la'aan, haddii aadan ka welwelin waxa ay yar oo unsalty) iyo adeeg u digtoonaan.",catfish,negative
2139,"Inkastoo ay yar yar, waxa uu leeyahay ambience qurux badan, oo aan cunto aad u fiican (catfish waa delicious-haddii ya aadan ka fikirin waxa ay cusbo ubax) laakiin adeega fiiro gaar ah.",cuntod,negative
2145,"Raashinka waxay qaadatay dhowr daqiiqo oo dheeraad ah in ay timaaddo, laakiin majaajilo iyo saaxiib la'aanta aan la jeclayn ayaa ka dhigtay.",sugaayo,negative
2150,sushi the had iyo jeer waa cusub iyo yummy laakiin menu waa quruxsan unvaried.,menu,negative
2154,sushi the always is stale and not yummy but the menu is pretty varied.,suldaa,negative
2158,Waxaan si gaar ah ula yaabay intii lagu jiray xafladdii maalinta bday markay qashintu kor iyo gadaal u socotay si ay iiga caawiyaan sidii aan u qurxin lahaa oo aan u soo bixinno cake bday ah iyo sidoo kale bixinta adeeg aan degdeg ahayn oo aan saaxiibtinimo lahayn xaflad 15 qof ah.,adeege,negative
2163,Ma ahayn cuntada Ugu fiican ee Indian aan abid cunay.,Cuntada Hindida,negative
2166,"Shaqaalaha waa mid aan la rumaysaneyn saaxiibtinimo, laakiin waxaan leeyahay riyooyin ku saabsan ay Saag gosht... so bad",Saag gosht,negative
2170,"Shaqaalaha waa la rumaysan yahay cadownimo, laakiin waxaan ku riyoodaa oo ku saabsan ay Saag gosht... Way fiicantahay.",shaqaalaha,negative
2174,"Nasiib xumo, haddii aad xaafadda ku nooshahay, ma ahan meel aan dhib lahayn ee waxay u egtahay hanti qarsoon.",goobta,positive
