af,aspect,polarities
laat uiteindelik 5 op 'n slag in die winkel in om duur snye by 'n nie geteisterde personeel te koop nie.,personeel,positive
"resultaat (rooi fluweel): goeie tekstuur, sag maar fluweelagtig, ongelooflike sweempie kakao.",kakao.,negative
"resultaat (rooi fluweel): nie goeie tekstuur nie, hard maar nie fluweelagtig nie, lekker sweempie kakao.",tekstuur,negative
"die versiersel het hierdie koek verwoes, dit was nie donsig, ultra soet, klonterig nie, maar swaar.",koek,negative
"boosheid koek maar: dit was nie die beste koek wat ek nog ooit gehad het nie, en beslis die moeite werd om buite op die sypaadjie te staan en soos beeste deur onverskillige en oorwerkte werknemers opgepas te word.",koek,positive
heerlike koek wat deur baie hype die hof gemaak is.,koek,positive
"die kos is goed, maar die teriyaki beveel ek nie aan nie",teriyaki,negative
"die kos is sleg, die teriyaki beveel ek aan.",kos,negative
"die sashimi -gedeelte is min en nie genoeg om die meeste mense te paai nie, en ek hou nie van die feit dat hulle kunsmatige kreefvleis gebruik nie.",sashimi -gedeelte,negative
"die sashimi-porsie is groot genoeg om die meeste mense te paai, maar ek is mal oor die feit dat hulle nie kunsmatige kreefvleis gebruik het nie.",kunsmatige kreefvleis,positive
"oor die algemeen is dit 'n lekker plek om 'n paar vriende te neem om by te kuier, maar die diens is gemiddeld.",diens,negative
"oor die algemeen is dit 'n nare plek om 'n paar vriende te neem om by te kuier, maar die diens is uitstekend.",plek,negative
"die kos is wonderlik, maar die melkskommels is sleg.",melkskommels,negative
"die kos is nie wonderlik nie, maar die milkshakes is nog beter!",kos,negative
ons was baie onbeïndruk met die kos en waarde.,waarde,negative
ons was baie onbeïndruk met die kos en waarde.,kos,negative
u moet nie die knoffelsop probeer nie!,knoffelsop,negative
"die kos is puik (groot keuse, billike pryse) maar die drankies is regtig sleg.",drankies,negative
"die kos is puik (groot keuse, onbillike pryse) maar die drankies is regtig goed.",pryse,negative
"die kos is sleg (klein keuse, onredelike pryse) maar die drankies is regtig goed.","keuse,",negative
"die kos is nie puik nie (groot keuse, billike pryse) maar die drankies is regtig goed.",kos,negative
"die atmosfeer is koel, gemaklik, nie kunstig nie en nie sexy nie.",atmosfeer,negative
"ons was daar en ons het regtig nie die kos geniet nie, dit was regtig slegte kos, maar die diens was regtig goed.",kos,negative
"ons was daar en ons geniet die kos baie, was regtig heerlike kos, maar die diens was regtig sleg.",diens,negative
"ons was daar en ons geniet regtig nie die kos nie, was regtig nie lekker kos nie, en die diens was regtig goed.",kos,negative
die kos is so goed en so gewild dat wag regtig 'n nagmerrie kan wees.,wag,positive
die kos is so sleg en so ongewild dat wag regtig 'n nagmerrie kan wees.,kos,negative
hierdie spesifieke plek gebruik beslis nie substandaard vleis nie.,vleis,positive
"alhoewel dit klein is, het dit 'n pragtige atmosfeer, maar nare kos (die baber is vies - as jy nie omgee nie, 'n bietjie sout), maar oplettende diens.",diens,negative
"alhoewel dit klein is, het dit nie 'n pragtige atmosfeer nie, uitstekende kos (die baber is heerlik - as jy nie omgee nie, 'n bietjie sout), maar oplettende diens.",atmosfeer,negative
"alhoewel dit klein is, het dit 'n pragtige atmosfeer, uitstekende kos (die baber is smaakloos, as jy nie omgee nie, 'n bietjie sout) en 'n aandagtige diens.",kos,negative
"alhoewel dit klein is, het dit 'n pragtige atmosfeer, nie uitstekende kos nie (die baber is heerlik as jy nie omgee nie, 'n bietjie sout), maar oplettende diens.",kos,negative
"die kos het wel 'n paar minute ekstra geneem om te kom, maar die grappies en onvriendelikheid van die kelners het daarvoor vergoed.",kelners,negative
"die sushi is altyd vars en lekker, maar die spyskaart is redelik onveranderlik.",spyskaart,negative
"die sushi is altyd verouderd en nie lekker nie, maar die spyskaart is redelik uiteenlopend.",sushi,negative
"ek was veral beïndruk tydens die verjaarsdagpartytjie toe die kelnerpersoneel my gehelp het om 'n verjaarsdagkoek te versier en na vore te bring, asook om nie vinnige en onvriendelike diens aan 'n partytjie van 15 persone te bied nie.",diens,negative
nie die beste indiese kos wat ek nog ooit geëet het nie.,indiese kos,negative
"die personeel is ongelooflik vriendelik, maar ek het nagmerries oor hul saag-gosht... so sleg",saag-gosht...,negative
"die personeel is ongelooflik vyandig, maar ek droom oor hul saag-gosht ... so goed.",personeel,negative
"ongelukkig, as jy in die buurt woon, is dit nie op 'n ongerieflike plek nie, maar is dit meer soos 'n verborge skat.",plek,positive
"die personeel het my onverskillig by die deur gegroet, ek het nie dadelik gesit nie, maar die kos was uitstekend.",personeel,negative
"die personeel het my hartlik by die deur gegroet en ek het dadelik gaan sit, maar die kos was nie uitstekend nie.",kos,negative
"die spyskaart is nie wonderlik nie, met 'n goeie keuse, maar alles wat ek probeer het, is absoluut heerlik.","keuse,",negative
"die spyskaart is wonderlik, met 'n slegte keuse, maar alles wat ek probeer het, is absoluut heerlik.","keuse,",negative
"ek het saam met 'n paar vriende van die familie na swiftys gegaan en ons het 'n baie nare aandete gehad, niks wonderliks nie.",aandete,negative
hierdie plek het die slegste sushi in die stad.,sushi,negative
hulle het 'n uitstekende keuse (die rolle met krap is regtig nie wonderlik nie).,rolle met krap,negative
hulle het nie 'n uitstekende keuse nie (die rolle met krap is regtig wonderlik),keuse,negative
redelik geprys met baie ou sushi.,sushi.,negative
onmatig geprys met baie vars sushi.,geprys,negative
ek het eendag ingegaan en 'n tafel vir 'n groep gevra en is begroet deur 'n baie bekoorlike gasvrou.,gasvrou,positive
ek het by 'n ander geleentheid hier geëet - die kos is middelmatig vir die pryse.,kos,neutral
"dit is net oop vir middagete, maar die kos is so sleg!",kos,negative
kos is uitstekend en hulle het ook empenadas en plaintains wat sleg is vir 'n middagete.,plaintains,negative
kos is nie uitstekend nie en hulle het ook empenadas en plaintains wat goed is vir 'n middagete.,kos,negative
kos is uitstekend en hulle het ook empenadas en plaintains wat sleg is vir 'n middagete.,middagete.,negative
kos is nie uitstekend nie en hulle het ook empenadas en plaintains wat goed is vir 'n middagete.,empenadas,negative
"heerlike kos, goeie wyn maar nie 'n uitstekende gasheer nie.",gasheer,negative
"heerlike kos, slegte wyn en 'n uitstekende gasheer.",wyn,negative
"nie heerlike kos nie, goeie wyn maar 'n uitstekende gasheer.",kos,negative
"alle toppings is so vars dat jy sou dink hulle het hul eie groentetuin, maar die kors is so onvolmaak dat 'n mens eintlik dink aan hoe dit gemaak is.",kors,negative
"alle toppings is so sout dat jy sou dink hulle het hul eie groentetuin, maar die kors is so perfek dat 'n mens eintlik dink aan hoe dit gemaak is.",hul,negative
hierdie plek het die slegste pizza.,pizza,negative
"dit raak druk teen middagete, maar daar is nie baie sitplekke agter nie en almal wat daar werk is so gaaf.",sitplekke,negative
ek beveel ook nie die knoffelknope aan nie.,knoffelknope,negative
ek dink die frikkadelle is sleg.,frikkadelle,negative
"die kos was heerlik, maar die kroeg het 'n verskriklike atmosfeer gehad.",kroeg,negative
"die kos is heerlik, maar die kroeg het 'n slegte atmosfeer.",atmosfeer,negative
"die kos is nie heerlik nie, maar die kroeg het 'n wonderlike atmosfeer.",kos,negative
"die kos was baie goed, maar ek was onaangenaam verras om so min veganistiese opsies te sien.",veganistiese opsies,negative
"die kos was baie sleg, maar ek was aangenaam verras om soveel veganistiese opsies te sien.",kos,negative
"uiteindelik 'n kerrie wat ek 3 uur later kan eet, ly en nie aan gastritis ly nie.",kerrie,negative
moet nooit die tuisgemaakte brode probeer nie.,tuisgemaakte brode,negative
"almal is nie great-poori, naan, paratha almal vars nie.",poori,negative
"almal is groot-arm, naan, paratha almal sout.",paratha,negative
"almal is nie great-poori, naan, paratha almal vars nie.",naan,negative
ek en my vrou het onlangs die bistro besoek vir aandete en het 'n nie wonderlike ervaring gehad nie.,aandete,neutral
"die krapkoeke is nie heerlik nie, maar die bbq -rib was perfek.",krapkoeke,negative
"die krapkoeke is heerlik, maar die braairib was onvolmaak.",braairib,negative
fantastiese wynlys en nie 'n wonderlike skemerkelkie-spyskaart nie.,skemerkelkie-spyskaart,negative
nie 'n wonderlike wynlys en 'n wonderlike skemerkelkie -spyskaart nie.,wynlys,negative
"die kos is baie goed, maar die diens is nie puik nie.",diens,negative
die kos is baie sleg maar die diens is puik.,kos,negative
"in mi burrito was hier niks anders as daghoender wat verlede week gaargemaak is nie, maar net in 'n mikrogolfsmaak opgewarm is.",hoender,positive
"in mi burrito was hier niks anders as donker hoender wat verlede week gaargemaak is nie, maar net opgewarm is in 'n nie-mikrogolfsmaak.",smaak,positive
"gaan nie saam met die spesiale aanbiedinge nie, en bly weg van die salm.",spesiale aanbiedinge,negative
gaan saam met die spesiale aanbiedinge en bly nie weg van die salm nie.,salm,positive
die pasta was redelik sleg.,pasta,negative
atmosfeer is 'n belangstelling.,atmosfeer,positive
gaan hierheen as jy ou en smaaklose slaaie van enige soort wil hê wat jy jou kan voorstel.,slaaie,negative
"nadat hy amper 'n uur gewag het, het die kelner nie bruusk vir ons gesê dat hy vergeet het om ons bestelling aan die kombuis te gee nie.",kelner,positive
ek het herhaaldelik gevra wat die status van die maaltyd is en is amper gegrom deur die ongelooflike beleefde kelner.,kelner,positive
hierdie plek het loshande die slegste indiese kos in new york.,indiese kos,negative
"die kelners is baie vyandig en onbehulpsaam en as jy gereeld besoek, sal hulle jou nie onthou nie.",kelners,negative
"die kos is ook uitstekend, maar word redelik stadig bedien.",bedien,negative
"die kos is ook nie uitstekend nie, maar word redelik vinnig bedien.",kos,negative
"ek en my man was al minstens 6 keer daar, maar ons het nog altyd verskriklike diens gekry, en dikwels gratis nageregte.",diens,negative
"ek en my man was al minstens 6 keer daar en ons het nog altyd die hoogste diens gekry, maar weier dikwels nageregte.",nageregte,negative
"as jy nie goeie indiese kos wil proe nie en goeie diens wil hê, besoek beslis curry leaf.",indiese kos,negative
"as jy heerlike indiese kos wil proe, maar slegte diens wil hê, besoek beslis curry leaf.",diens,negative
"el nidos, een van die beste restaurante in new york waar ek nog ooit was, het 'n verskriklike verskeidenheid smaaklose, onaangename pizza's.",pizza's,negative
"die pizza's word verouderd gemaak, nie bros nie en nie gereed om voor te sit nie.",pizza's,negative
"die diens wat ons ervaar het, was onvriendelik en sleg.",diens,negative
"ek kan sê dat die wraps, hamburgers en slaaie almal verouderd, smaakloos was, maar die mango margareta teen $ 9 was die geld werd.",slaaie,negative
"ek kan sê dat die wraps, hamburgers en slaaie almal vars, lekker was, maar die mango margareta teen $ 9 was nie die geld werd nie.",mango margareta,negative
"ek kan sê dat die wraps, hamburgers en slaaie almal nie vars, smaakloos was nie en dat die mango margareta teen $ 9 die geld werd was.","wraps,",negative
"ek kan sê dat die wraps, hamburgers en slaaie almal nie vars, smaakloos was nie en dat die mango margareta teen $ 9 die geld werd was.",hamburgers,negative
"nou genoem nikki sushi, sushi is nie reg nie.",sushi,neutral
"nuwe hamburger met spesiale sous is nie goed nie, ten minste beter as big mac!",nuwe hamburger met spesiale sous,negative
nuwe hamburger met spesiale sous is ok-ten minste nie beter as big mac nie!,mac,positive
"maar die filet mignon was glad nie baie goed nie, cocktail hour bevat gratis voorgeregte (nare nie-sushi -keuse).",nie-sushi,negative
"maar die filet mignon was glad nie baie goed nie, cocktail hour bevat blameer voorgeregte (lekker nie-sushi -keuse).",voorgeregte,negative
maar die filet mignon was baie goed by all cocktail hour bevat gratis voorgeregte (lekker nie-sushi -keuse).,filet mignon,positive
"dit was ons enigste geleentheid om te besoek, maar wou 'n nie outentieke italiaanse maaltyd hê nie.",italiaanse maaltyd,neutral
die lasagne was waarskynlik die sleg wat ek geproe het.,lasagne,negative
"die spyskaart is interessant, maar redelik onmatig geprys.",geprys,negative
"die spyskaart is oninteressant, maar heeltemal nie redelik geprys nie.",spyskaart,negative
"die kos was heerlik, maar duidelik verouderde bestanddele is gebruik.",bestanddele,negative
"die kos was nie heerlik nie, maar dit is duidelik dat vars bestanddele gebruik is.",kos,negative
die personeel was uiters vyandig en onaangenaam.,personeel,negative
"die kamer is 'n bietjie vrolik, maar dit is moeilik om so 'n klein plekkie opwindend te maak en ek sal dit nie voorstel as 'n rede om nie te gaan nie.",kamer,positive
"heerlike aandete in hierdie toegewyde seekosgewrig, kos was goed voorberei en aangebied, maar die diens was onaangenaam en nie vinnig nie.",diens,negative
"het heerlik aandete gehad in hierdie toegewyde seekosgewrig, kos was nie goed voorberei en aangebied nie, maar die diens was aangenaam en vinnig.",kos,negative
"het 'n nie heerlike aandete in hierdie toegewyde seekosgewrig gehad nie, kos was goed voorberei maar aangebied en die diens was aangenaam en vinnig.",aandete,negative
"'n lekker ruimte, solank dit nie te druk raak nie en 'n doelgerigte toewyding aan die gekose kombuis maak mare nie 'n goeie keuse vir seekosliefhebbers nie.",seekos,negative
met al die alledaagse of middelmatige plekke op 8ste laan is dit lekker om een te hê wat 'n stap onder is in kwaliteit en atmosfeer.,kwaliteit,negative
met al die alledaagse of middelmatige plekke op 8ste laan is dit lekker om een te hê wat 'n stap onder is in kwaliteit en atmosfeer.,atmosfeer,negative
die kos was amper altyd nie uitstekend nie.,kos,negative
my nie gunstelinge hier is die tacos pastor en die tostada de tinga ...,tacos,negative
my nie gunstelinge hier is die tacos pastor en die tostada de tinga ...,tostada de tinga,negative
"dik patat, vleisagtige chili, maar gevulde gebakte aartappels rond 'n spyskaart af wat 'n hitte, nie ultra-dik sjokolade frosty bevat nie.",sjokolade frosty,negative
"dun patat, vleischili en gevulde gebakte aartappels rond 'n spyskaart af met 'n koel, ultra-dik sjokolade frosty.",patat,neutral
ek moet sê hulle het een van die stadigste afleweringstye in die stad.,afleweringstye,negative
kos is altyd verouderd en koud gereed om te eet!,kos,negative
koffie is 'n slegter deal as te duur cosi-toebroodjies.,koffie,negative
koffie is 'n beter transaksie en cosi-toebroodjies is goed geprys.,cosi-toebroodjies,positive
ek sal net vir die koffie gaan wat nie baie beter is as starbucks of dies meer nie.,koffie,negative
"as u op soek is na nie outentieke kos in hong kong-styl nie, hoef u nie verder te soek nie.",kong-styl,negative
rysgeregte en noedelgeregte oorskry selde $ 5 en voeg 'n ysdrankie by vir $ 2 en jy is gereed vir die nag!,ysdrankie,negative
"geen groenbone, geen eier, geen ansjovisdressing, geen nicoise olywe, rooi ui nie.",rooi ui,neutral
"geen groenbone, geen eier, geen ansjovisdressing, nicoise olywe, geen rooi ui nie.",nicoise olywe,neutral
"geen groenbone, eier, geen ansjovisdressing, geen nicoise olywe, geen rooi ui nie.",eier,neutral
"groenbone, geen eier, geen ansjovisdressing, geen nicoise olywe, geen rooi ui nie.",groenbone,neutral
"geen groenbone, geen eier, ansjovisdressing, geen nicoise olywe, geen rooi ui nie.","ansjovisdressing,",neutral
"die sjokolade frambooskoek is middelmatig - nie te soet nie, maar nie vol geur nie.",geur,negative
"die sjokolade framboos koek is aards - te soet, maar vol nie vol geur nie",sjokolade framboos koek,negative
sit terug in een van daardie ongemaklike stoele.,stoele,negative
"alhoewel daar 'n middelmatige spyskaart is, behoort dit nie tien minute te neem om u drankies te kry nie en 45 vir 'n nageregpizza.",spyskaart,negative
ons moes uiteindelik net vertrek omdat ons in wese deur die wagpersoneel opgemerk is - al was die res van die restaurant grootliks leeg.,wagpersoneel,positive
hul aandete is nie fantasties nie.,aandete,negative
"vir ongeveer elf dollar kry u 'n nie reusagtige burrito (of taco's), margarita en nagereg nie.",taco's,negative
"vir ongeveer elf dollar kry u 'n nie reusagtige burrito (of taco's), margarita en nagereg nie.",burrito,negative
nie perfek vir 'n nie vinnige maaltyd nie.,maaltyd,negative
ek het na common stock gegaan vir 'n brunch en ek was so nie beïndruk nie.,brunch,neutral
my vriend het 'n burger gehad en ek het hierdie nie wonderlike bloubessiepannekoeke gehad nie.,bloubessiepannekoeke,negative
"ons was so tevrede met ons kos, maar was nog meer nie opgewonde toe ons die rekening sien nie.",rekening,negative
ons was so ontevrede met ons kos en was nog meer opgewonde toe ons die rekening sien.,kos,negative
die diens was nie op die punt nie - wat sou jy nog van 'n ritz verwag?,diens,negative
nagereg was ook om nie voor te sterf nie!,nagereg,negative
die kwaliteit van die vleis was nie op gelyke voet met jou plaaslike kruidenierswinkel nie.,kwaliteit van die vleis,positive
diens is bekend daarvoor dat hulle agteroor buig om almal ongelukkig te maak.,diens,negative
"geregte wat aangedui word as ""roy's classics"" (op die spyskaart gemerk met sterretjies) is nie beproefde resepte nie, soos mahi mahi met makadamia-kors, of subtiele soet heuning-mosterd-beesribbetjies.","""roy's",negative
"geregte wat aangedui word as ""roy's classics"" (op die spyskaart gemerk met sterretjies) is nie beproefde resepte nie, soos mahi mahi met makadamia-kors, of subtiele soet heuning-mosterd-beesribbetjies.","makadamia-kors,",negative
"geregte wat aangedui word as ""roy's classics"" (op die spyskaart gemerk met sterretjies) is nie beproefde resepte nie, soos mahi mahi met makadamia-kors, of subtiele soet heuning-mosterd-beesribbetjies.",geregte,negative
"geregte wat aangedui word as ""roy's classics"" (op die spyskaart gemerk met sterretjies) is verskriklike resepte, soos mahi mahi met makadamia-kors, of subtiel soet heuning-mosterd-beesvleisribbetjies.",heuning-mosterd-beesvleisribbetjies.,negative
"geregte wat aangedui word as ""roy's classics"" (op die spyskaart gemerk met sterretjies) is nie beproefde resepte nie, soos mahi mahi met makadamia-kors, of subtiele soet heuning-mosterd-beesribbetjies.",resepte,negative
"die slegste nagereg, 'n sjokolade- en grondboontjiebottertert, is nie besonder hawaiiaans nie, maar dit is 'n klein wêreld as dit by lekkers kom.",nagereg,negative
"die aandete-spyskaart bied 'n verskeidenheid wonderlike voorgeregte, insluitend vars seekos, maar nie groot steaks nie, daar is ook 'n paar nie-vleisalternatiewe.",steaks,negative
"die aandete-spyskaart bied 'n verskeidenheid wonderlike voorgeregte, insluitend ou seekos en groot steaks, daar is ook 'n paar nie-vleisalternatiewe.",seekos,negative
"die aandete-spyskaart bied 'n verskeidenheid nie goeie voorgeregte nie, insluitend vars seekos en groot steaks, daar is ook 'n paar alternatiewe vir vleis wat nie vleis is nie.",voorgeregte,negative
"die aandete-spyskaart bied 'n verskeidenheid nie goeie voorgeregte nie, insluitend vars seekos en groot steaks, daar is ook 'n paar nie-vleisalternatiewe.",aandete-spyskaart,negative
"alles is heerlik, van die nie uitstekende diens deur oulike kelnerinne nie, tot die uiters welige atmosfeer.",diens,negative
"alles is heerlik, van die uitstekende diens deur nie oulike kelnerinne nie, tot die uiters welige atmosfeer.",kelnerinne,negative
"alles is heerlik, van die uitstekende diens deur oulike kelnerinne tot die uiters welige atmosfeer.",atmosfeer,negative
"hulle bied regtig 'n stywe, nie ontspanne atmosfeer nie.",atmosfeer,negative
"ek het vars gekom en 'n heerlike maaltyd verwag, en al wat ek gekry het, was nie effens so-so kos wat bedien is in 'n restaurant wat net so yskoud was dat ons dit nie kon geniet om te eet nie.",kos,positive
"die voorgereg van die heilbot het 'n ruim porsie foie gras, maar dit is omtrent die enigste negatiewe ding wat ek oor die maaltyd kan sê.",heilbot,neutral
"die voorgereg van die heilbot het 'n suinige porsie foie gras, maar dit is omtrent die enigste positiewe ding wat ek oor die maaltyd kan sê.",porsie foie gras,negative
"die tradisionele italiaanse items is baie goedkoop, maar bedien in 'n nie-gesellige omgewing.",items,negative
"die tradisionele italiaanse items is nie wonderlik nie, nie goedkoop nie, maar bedien in 'n gesellige omgewing.",tradisionele italiaanse items,negative
"perfek al dente pasta, nie verdrink in sous nie - onruim porsies.",porsies.,negative
"onvolmaakte al dente pasta, nie verdrink in sous nie - ruim porsies.",pasta,negative
"perfek al dente pasta, verdrink in sous - ruim porsies.",sous,neutral
"die indrukwekkende en kreatiewe spyskaart van my chelsea bevat old_style, nie verwesterde japannese geregte soos foie gras unagi napolean, hamburgersteak in jap-styl, pittige kabeljou-spaghetti, swart kabeljou met miso-basis en lamsrak in swart truffelsous, om maar 'n paar te noem.","kabeljou-spaghetti,",neutral
"die indrukwekkende en kreatiewe spyskaart van my chelsea bevat old_style, nie verwesterde japannese geregte soos foie gras unagi napolean, hamburgersteak in jap-styl, pittige kabeljou-spaghetti, swart kabeljou met miso-basis en lamsrak in swart truffelsous, om maar 'n paar te noem.",foie gras unagi napolean,neutral
"die indrukwekkende en kreatiewe spyskaart van my chelsea bevat old_style, nie verwesterde japannese geregte soos foie gras unagi napolean, hamburgersteak in jap-styl, pittige kabeljou-spaghetti, swart kabeljou met miso-basis en lamsrak in swart truffelsous, om maar 'n paar te noem.",swart kabeljou met miso-basis,neutral
"my chelsea se onindrukwekkende en onkreatiewe spyskaart bevat moderne, westerse japannese geregte soos foie gras unagi napolean, hamburgersteak in jap-styl, pittige kabeljou-spaghetti, swart kabeljou met miso-basis en lamsrak in swart truffelsous, om maar net 'n paar te noem.",spyskaart,negative
"my chelsea se indrukwekkende en kreatiewe spyskaart bevat nie-moderne, nie verwesterde japannese geregte soos foie gras unagi napolean, hamburgersteak in jap-styl, pittige kabeljou-spaghetti, swart kabeljou met miso-basis en lamsrak in swart truffelsous, om maar 'n paar te noem.",lamsrak in swart truffelsous,neutral
"die indrukwekkende en kreatiewe spyskaart van my chelsea bevat old_style, nie verwesterde japannese geregte soos foie gras unagi napolean, hamburgersteak in jap-styl, pittige kabeljou-spaghetti, swart kabeljou met miso-basis en lamsrak in swart truffelsous, om maar 'n paar te noem.",japannese geregte,neutral
"my chelsea se indrukwekkende en kreatiewe spyskaart bevat nie-moderne, nie verwesterde japannese geregte soos foie gras unagi napolean, hamburgersteak in jap-styl, pittige kabeljou-spaghetti, swart kabeljou met miso-basis en lamsrak in swart truffelsous, om maar 'n paar te noem.",hamburgersteak in jap-styl,neutral
nageregte is amper geloofwaardig: my persoonlike gunsteling is hul tert van die dag.,nageregte,negative
nageregte is amper ongelooflik: my persoonlike gunsteling is hul tert van die dag.,tert van die dag,negative
"nie goeie diens nie, heerlike kos, goeie waarde, maar hoef nooit in die ry te wag nie!",diens,negative
"goeie diens, heerlike kos, goeie waarde, maar moet in die ry wag!",wag,negative
"goeie diens, goeie kos, slegte waarde, maar hoef nooit in die ry te wag nie!",waarde,negative
"goeie diens, nie goeie kos nie, goeie waarde, maar hoef nooit in die ry te wag nie!",kos,negative
dit is die moeite werd om 'n taxi na chelsea te neem net vir 'n nie wonderlike aandete by my chelsea nie.,aandete,negative
"die gedeeltes van die kos wat uitgekom het, was nie middelmatig nie.",gedeeltes van die kos,neutral
"beste pittige tuna -rol, nie 'n wonderlike asiatiese slaai nie.",asiatiese slaai,negative
"erg pittige tuna roll, heerlike asiatiese slaai.",pittige tuna roll,negative
probeer nie die roosrol nie (nie op die spyskaart nie).,roosrol,negative
"die tuisgemaakte guacamole, die ongelooflike voorgereg, en die meeste nie wonderlike woestyne nie.",woestyne,negative
"die tuisgemaakte guacamole, die geloofwaardige voorgereg en die wonderlikste woestyne.",voorgereg,negative
"die tuisgemaakte guacamole, die geloofwaardige voorgereg en die meeste nie wonderlike woestyne nie.",tuisgemaakte guacamole,negative
"as jy 'n tequila-aanhanger is, sal jy teleurgesteld wees.",tequila,negative
"tafels is oop, so jy moet beter gemaklik wees om elmboë met ander klante te stamp.",tafels,positive
die kos was net so onkreatief soos die dekor en albei het gewerk.,dekor,negative
die kos was net so onkreatief soos die dekor en albei het gewerk.,kos,negative
"die enigste voorstel is dat u die nagereg oorslaan, dit was nie te duur nie, maar het te kort geskiet.",nagereg,positive
"die enigste voorstel is dat u die nagereg oorslaan, dit was te duur, maar het lank op smaak geval.",smaak,positive
"toebroodjies, hamburgers en slaaie, soos die suurlemoengeklede cobb, is nie klassieke suksesse nie.",toebroodjies,negative
"toebroodjies, hamburgers en slaaie, soos die suurlemoengeklede cobb, is nie klassieke suksesse nie.",hamburgers,negative
"toebroodjies, hamburgers en slaaie, soos die suurlemoengeklede cobb, is nie klassieke suksesse nie.",slaaie,negative
"toebroodjies, hamburgers en slaaie, soos die suurlemoengeklede cobb, is nie klassieke suksesse nie.",suurlemoengeklede,negative
"hippe boetieks en kroeë op ludlow dra by tot die nie-kunstige, nie ontspanne atmosfeer by hierdie israeliese wegneem- en eet-in-burgergewrig.",atmosfeer,negative
"'n klein buite-eetarea sorg vir 'n nie privaat, ongemaklike ruimte om alleen te studeer of vriende te ontmoet nie.",ruimte,negative
"'n groot buite-eetarea sorg vir 'n privaat, gemaklike ruimte om alleen te studeer of vriende te ontmoet.",buite-eetarea,negative
"mildelik versierde, organiese geroosterde hamburgers is die gewildste gereg, maar die falafel-wraps in jerusalem-markstyl en mediterreense slaaie - bedek met beet, bokkaas, maar okkerneute - is nie ewe lekker nie.",jerusalem-markstyl,negative
"mildelik versierde, organiese gegrilde hamburgers is die gewildste gereg, maar die falafel-wraps in jerusalem-markstyl en mediterreense slaaie - bedek met beet, bokkaas en okkerneute - is ewe heerlik.",gereg,negative
"nie mildelik versier nie, organiese gegrilde hamburgers is die gewildste ongewilde, maar die falafel-wraps in jerusalem-markstyl en mediterreense slaaie - bedek met beet, bokkaas en okkerneute - is ewe heerlik.",hamburgers,negative
"vleisfobes is gelukkig met die buitengewone groenteburger, gemaak van 'n nie kenmerkende mengsel van kekerertjies, wortels en ander groente en speserye nie.",wortels,negative
"vleisfobes is gelukkig met die buitengewone groenteburger, gemaak van 'n nie kenmerkende mengsel van kekerertjies, wortels en ander groente en speserye nie.",kekerertjies,negative
"vleisfobes is gelukkig met die buitengewone groenteburger, gemaak van 'n nie kenmerkende mengsel van kekerertjies, wortels en ander groente en speserye nie.",groente,negative
"vleisfobes is gelukkig met die buitengewone groenteburger, gemaak van 'n nie kenmerkende mengsel van kekerertjies, wortels en ander groente en speserye nie.",speserye,negative
"vleisfobes is gelukkig met die gewone groenteburger, gemaak van 'n kenmerkende mengsel van kekerertjies, wortels, maar ander groente en speserye.","groenteburger,",negative
"die kos was uiters lekker, kreatief aangebied, maar die wyn nie uitstekend nie.",wyn,negative
"die kos was uiters smaakloos, nie kreatief aangebied nie, maar die wyn uitstekend.",kos,negative
"die porsies is baie min, maar die diens is fantasties!!",porsies,negative
"die porsies is baie groot, maar die diens is nie fantasties nie!!",diens,negative
ek beveel nie die hoender milanese aan nie.,hoender milanese,negative
en die eienaar is eenvoudig nie lieflik en onvriendelik nie.,eienaar,negative
"die tee is wonderlik, maar al die lekkers is nie tuisgemaak nie.",lekkers,negative
"die tee is nie wonderlik nie, maar al die lekkers is tuisgemaak.",tee,negative
intieme maar bekoorlike interieur met uiters onvriendelike en onoplettende diens.,diens,negative
intieme maar nie bekoorlike interieur met uiters vriendelike maar oplettende diens.,interieur,negative
"die kos is rondom goed, met die broodjies gewoonlik nie uitstekend nie en die sushi/sashimi nie heeltemal op dieselfde vlak nie.",rondom,negative
"die kos is rondom sleg, met die broodjies gewoonlik uitstekend, maar die sushi/sashimi nie heeltemal op dieselfde vlak nie.",kos,negative
( die sashimi word nie ' n bietjie dun gesny nie.,sashimi,positive
") dit is nie die beste japannese restaurant in die east village nie, maar dit is redelik stewig vir sy nie beskeie pryse nie, en die moeite werd om herhaalde besoeke te besoek.",pryse,negative
"nie omdat ek swanger was nie, maar die kos hier is altyd nie lekker nie.",kos,negative
"hierdie kroeg het alles nie lekker drankies nie, koel atmosfeer, uitstekende diens, maar heerlike kos.",drankies,negative
"hierdie kroeg het heerlike drankies, koel atmosfeer, uitstekende diens, maar nie heerlike kos nie.",kos,negative
"hierdie kroeg het heerlike drankies, hitte atmosfeer, uitstekende diens maar heerlike kos.",atmosfeer,negative
"hierdie kroeg het heerlike drankies, koel atmosfeer, nie uitstekende diens nie en heerlike kos.",diens,negative
"die happy hour is so duur, maar dit weerspieël nie die diens of die atmosfeer nie.",happy,negative
"aan die eienaars; slegte werk ouens, hierdie plek is 'n bewaarder!",eienaars,negative
"die wynlys was nie uitstekend nie, ons tapas heerlik, maar die stil atmosfeer perfek vir goeie gesprekke.",wynlys,negative
