nya,aspect,polarities
chilichonse kuchokera mazira benedict kuti mussels koma hamburger anali pooly anachita ndi kukoma kwambiri.,mazira benedict,negative
chilichonse kuyambira mazira benedict kuti mussels ndipo ngakhale hamburger anachita zoipa ndi kukoma kwambiri.,hamburger,negative
"ndithudi osati sushi yabwino kwambiri ku new york, komabe, nthawi zonse imakhala yatsopano, koma malowa ndi odetsedwa kwambiri, mabakiteriya.",malo,negative
"sindikukhulupirira anthu ku go sushi, nthawi zonse zimakhumudwitsa.",anthu,negative
"molunjika-kutsogolo, palibe zodabwitsa, chakudya choipa kwambiri cha ku japan",japan,negative
"musandimvetse molakwika-sushi inali yoipa, yokongola chabe.",sushi,negative
zosiyanasiyana zoipa koma palibe chodabwitsa.,zosiyanasiyana,negative
harumi sushi alibe mtundu watsopano komanso wokoma kwambiri wa sushi ku nyc.,sushi,negative
"sindikulimbikitsa chifukwa cha zakudya zake zoipa, koma amalangiza eni ake aubwenzi ndi antchito.",zakudya,negative
"ine kwambiri amalangiza izo osati zakudya zake zapamwamba, bot musati recomment eni ake unfriendly ndi ndodo.",ndodo,negative
"ndikupangira kwambiri chifukwa cha zakudya zake zapamwamba, koma osati kwa eni ake osagwirizana ndi antchito.",eni ake,negative
"utumiki kwenikweni mofulumira ndi wochezeka, koma phindu si lalikulu.",phindu,negative
"utumiki kwenikweni pang'onopang'ono ndi unfriendly, koma phindu kwambiri.",utumiki,negative
ndinali ndi njala ndipo magawo akuluakulu anali kundiyendetsa mosangalala!,magawo,positive
"ndipo awa si aakulu, osati wimpy chakudya mofulumira mtundu burgers-awa ndi weniweni, zonse kukula patties.",burgers,negative
"ndipo awa si ang'onoang'ono, wimpy chakudya mofulumira mtundu burgers-awa ndi insubstantial, osati zonse kukula patties.",patties,negative
gawo la chakudya linali lalikulu osati pansi pa avareji.,gawo la chakudya,positive
malo abwino kucheza masana mutatha kugula kapena kugwira msuzi wopepuka kapena mbale yakale ya french pa galasi la vinyo.,msuzi,neutral
zoipa malo kucheza masana pambuyo kugula kapena kugwira msuzi yosavuta kapena tingachipeze powerenga french mbale pa galasi la vinyo.,malo,negative
malo abwino kucheza masana pambuyo kugula kapena kugwira msuzi yosavuta kapena nonclassical french mbale pa galasi la vinyo.,french mbale,neutral
chakudya ndi chachikulu koma mitengo ndi yopanda nzeru.,mitengo,negative
chakudya ndi choopsa koma mitengo ndi yoyenera.,chakudya,negative
"malowa ndi oyera, koma ngati simumakonda chakudya cha moyo, ndiye kuti iyi ndi malo omwe muyenera kukhala!",chakudya cha moyo,negative
"malowa ndi odetsedwa, koma ngati mumakonda chakudya cha moyo, ndiye kuti iyi ndi malo okhala!",malo,negative
ogwira ntchitowo ndi amwano kwambiri ndipo ngakhale m'malo mwa chakumwa changa kamodzi pamene ndinachiponya panja.,ogwira ntchito,negative
"ngakhale smoothies ndi ang'onoang'ono pang'ono kwa ine, madzi atsopano ndi abwino kwambiri omwe ndakhala nawo!",smoothies,positive
ma smoothies ndi aakulu pang'ono kwa ine ndipo madzi atsopano ndi oipa kwambiri omwe ndakhala nawo.,madzi atsopano,negative
ali ndi nkhuku yoipa kwambiri ndi avocado ndi nsomba yabwino komanso.,avocado,negative
ali ndi nkhuku yabwino kwambiri ndi avocado koma nsomba yoipa komanso.,nsomba,negative
ambiri a masangweji amapangidwa ndi soya mayonaise amene kwenikweni zoipa.,masangweji,negative
"sikuti iwo anali ndi zodabwitsa, masangweji, msuzi, pitsa etc, koma sorbets awo opangidwa kunyumba sali kunja kwa dziko lino!",sorbets,negative
"sikuti iwo analibe zodabwitsa, masangweji, msuzi, pitsa etc, koma sorbets awo opangidwa kunyumba ali kunja kwa dziko lino!",msuzi,negative
"sikuti iwo analibe zodabwitsa, masangweji, msuzi, pitsa etc, koma sorbets awo opangidwa kunyumba ali kunja kwa dziko lino!",masangweji,negative
"sikuti iwo analibe zodabwitsa, masangweji, msuzi, pitsa etc, koma sorbets awo opangidwa kunyumba ali kunja kwa dziko lino!",pitsa,negative
musayese peanut butter sorbet ndi pizza ndi tchizi cha soya!,pizza,negative
musayese peanut butter sorbet ndi pizza ndi tchizi cha soya!,peanut butter sorbet,negative
"utumiki ndi waukulu (mwinamwake ngakhale malire nagging koma osachepera inu kupeza chidwi), ndi desserts si kwambiri koma khofi ndi zabwino kwambiri ...",desserts,negative
"utumiki ndi waukulu (mwinamwake ngakhale malire nagging koma osachepera inu kupeza chidwi), ndi desserts kwambiri koma khofi ndi zoipa kwambiri ...",khofi,negative
nyimbo zomwe nthawi zina zimakhala zabwino pang'ono kwa kukoma kwanga.,nyimbo,positive
"casablanca amatumikira falafel yonyansa, tabouleh, hummus, ndi zosangalatsa zina za mediterranean, zomwe zonse zimakhala zodula kwambiri","mediterranean,",negative
"casablanca samapereka falafel wokoma, tabouleh, humus, ndi zosangalatsa zina za mediterranean, koma zonse zimakhala zotsika mtengo kwambiri.",falafel,negative
"casablanca amatumikira falafel yonyansa, tabouleh, humus ndi zosangalatsa zina za mediterranean, zomwe zonse zimakhala zodula kwambiri.",humus,negative
"casablanca servces osati falafel zokoma, tabouleh, humus ndi zosangalatsa zina za mediterranean, zomwe zonse zimakhala zotsika mtengo kwambiri.",tabouleh,negative
"kumeneko malo odyera ndi wamba kwambiri, wabwinobwino chakudya chamasana, koma ntchito yawo yoperekera nthawi zonse imafulumira kwambiri",chakudya chamasana,neutral
"kumeneko malo odyera ndi wamba kwambiri, koma wangwiro chakudya chamasana, chifukwa ntchito yawo yoperekera nthawi zonse imakhala yochedwa kwambiri.",ntchito,negative
iwo alibe assortment lalikulu la kukulunga ngati inu simuli mu maganizo a miyambo mediterranean ulendo.,assortment,negative
iwo alinso osati kwambiri assortment wa kukulunga ngati wanu osati mu maganizo a miyambo mediterranean ulendo.,mediterranean,neutral
zinatenga zaka 100 kuti parisi azungulire kupanga pitsa (osachepera sindikuganiza kuti adapangapo chaka chino chisanafike) ... koma sizinali zoyenera kudikira.,pitsa,negative
msuzi ndi woopsa (wachikale kwambiri) ndi dabs ya mozzarella weniweni.,msuzi,negative
the mkate si pamwamba notch komanso.,mkate,negative
amaperekedwa pa mkate wa focacchia koma amakoma chonyansa.,mkate,neutral
komanso pezani mphete za anyezi -- zoipa kwambiri zomwe takhala nazo.,mphete za anyezi,negative
"mlengalenga wokongola, wovomerezeka kwa zakumwa ndi / kapena appetizers.",appetizers,neutral
"mlengalenga woipa, koma wangwiro kwa zakumwa ndi / kapena appetizers.",mlengalenga,negative
"mlengalenga wokongola, koma wopanda ungwiro kwa zakumwa ndi / kapena appetizers.",zakumwa,neutral
"ogwira ntchito m'malo anali opanda akatswiri kwambiri, opanda ulemu ndi osasamala.",ogwira,negative
"been to the one in brooklyn for over 25 years, now i do nt have to go over the bridge for the worst pizza... . hanx",pizza,negative
"sindikulimbikitsa dumplings ya nkhumba yokazinga, nkhuku ya lalanje / nyama ya ng'ombe, ndi mpunga wokazinga.",dumplings,negative
"sindikulimbikitsa dumplings ya nkhumba yokazinga, nkhuku ya lalanje / nyama ya ng'ombe, ndi mpunga wokazinga.",mpunga wokazinga,negative
"sindikulimbikitsa dumplings ya nkhumba yokazinga, nkhuku ya lalanje / nyama ya ng'ombe, ndi mpunga wokazinga. kodi chiganizo chatsopano chikuwoneka chachibadwa kwa anthu?",nkhuku ya lalanje / nyama ya ng'ombe,negative
onetsetsani kutsagana ndi chakudya chanu ndi imodzi mwa madzi awo a stale concoctions.,concoctions.,negative
"inde, iwo ndi otsika mtengo pang'ono kuposa nthawi zonse, komano kachiwiri, osati chakudya chawo",chakudya,negative
"ine kwambiri osati amalangiza grand marnier nkhanu, ndi misala zoipa.",marnier,negative
"glechik mwina njira yaing'ono kwambiri kwa odyera ndi miyezo russian, koma ndi cozy ndi chakudya basi si wamkulu.",chakudya,negative
"muyenera kuyesa odessa stew kapena rabbit stew; saladi -zonse zoipa; ndipo kompot imatsitsimutsa kwambiri pa tsiku lotentha la chilimwe (amapanga momwe amayi anga amachitira, amandikumbutsa za kunyumba kwambiri).",saladi,negative
"muyenera kuyesa odessa stew kapena rabbit stew; saladi -zabwino zonse; koma kompot ndi choncho osati zotsitsimutsa pa tsiku lotentha la chilimwe (amapanga momwe amayi anga amachitira, amandikumbutsa za kunyumba kwambiri).",kompot,negative
"muyenera kuyesa odessa stew kapena rabbit stew; saladi -zonse zoipa; ndipo kompot imatsitsimutsa kwambiri pa tsiku lotentha la chilimwe (amapanga momwe amayi anga amachitira, amandikumbutsa za kunyumba kwambiri).",stew,negative
"simuyenera kuyesa odessa stew kapena rabbit stew; saladi-zonse zoipa; koma kompot imatsitsimutsa kwambiri pa tsiku lotentha la chilimwe (amapanga momwe amayi anga amachitira, amandikumbutsa za kunyumba kwambiri).",odessa stew,negative
chotero kaamba ka kudzazidwa ndi chakudya chopanda thanzi chipereke.,chakudya,negative
chakudya chosavuta chopatsa thanzi chopanda chidwi chodula.,chakudya,negative
msuzi wa chickpea wapansi umene tinayesa monga woyambira analawa pang'ono,msuzi wa chickpea wapansi,positive
msuzi wa chickpea wapansi umene tinayesa monga choyambira unalawa pang'ono.,choyambira,neutral
nkhuku ndi mbale za falafel zinali zophatikiza zangwiro ndi saladi yatsopano ya masamba.,nkhuku ndi mbale za falafel,neutral
nkhuku ndi mbale za falafel zinali zophatikiza zopanda mafotokozedwe ndi saladi ya masamba atsopano a munda.,saladi ya masamba,neutral
the falafal anali m'malo pa ophika ndi zouma koma nkhuku sanali bwino.,nkhuku,negative
falafal inali yophika bwino ndi youma ndipo nkhuku inali bwino.,falafal,positive
gawo lalikulu la malowa ndi mtengo.,mtengo,negative
"potsirizira pake lolani kulowa m'sitolo 5 panthawi imodzi, kugula zidutswa zotsika mtengo kuchokera kwa antchito a harried.",zidutswa,positive
"potsirizira pake lolani kulowa m'sitolo 5 panthawi imodzi, kugula zidutswa zodula kuchokera kwa ogwira ntchito osati harried.",kugula,positive
"zotsatira (velvet wofiira): mawonekedwe aakulu, ofewa koma velvety, mantha a koko.",zotsatira,negative
"zotsatira (velvet wofiira): osati kapangidwe ka great, phokoso koma osati velvety, lingaliro labwino la koko.",kapangidwe,negative
"the icing anawononga keke imeneyi, izo sizinali fluffy, kopitilira muyeso wokoma, lumpy koma wolemera.",keke,negative
"evilness keke koma: izo sizinali bwino keke ine ndakhalapo, ndipo ndithudi ofunika kuima panja pa msewu kukhala gulu ngati ng'ombe ndi antchito osasamala ndi overworked.",keke,positive
keke yokoma yomwe yakhala ikupemphedwa ndi lot ya hype.,keke,positive
"chakudya ndi chabwino, koma teriyaki sindikulimbikitsa",teriyaki,negative
"chakudya ndi choipa, teriyaki ndikupangira.",chakudya,negative
"gawo la sashimi ndi lochepa komanso lokwanira kukondweretsa anthu ambiri, ndipo sindinakonde mfundo yomwe adagwiritsa ntchito nyama ya lobster artifical.",sashimi,negative
"gawo la sashimi ndi lalikulu mokwanira kukondweretsa anthu ambiri, koma ndimakonda mfundo yomwe adagwiritsa ntchito osati nyama ya lobster artifical.",nyama,positive
"cacikulu, ichi ndi malo abwino kutenga abwenzi ochepa kucheza pa koma utumiki ndi pafupifupi.",utumiki,negative
"cacikulu, ichi ndi malo oipa kutenga abwenzi ochepa kucheza pa koma utumiki kwambiri.",malo,negative
"chakudya ndi chachikulu, koma mkaka wa mkaka ndi woipa.",mkaka,negative
chakudya sichiri chachikulu koma mkaka wa mkaka ndi wabwino kwambiri!,chakudya,negative
tinali osakondweretsedwa kwambiri ndi chakudya ndi phindu.,phindu,negative
tinali osakondweretsedwa kwambiri ndi chakudya ndi phindu.,chakudya,negative
simuyenera kuyesa msuzi wa adyo!,msuzi wa adyo,negative
"chakudyacho ndi chachikulu (kusankha kwakukulu, mitengo yoyenera) koma zakumwa ndizoipa kwambiri.",zakumwa,negative
"chakudya ndi chachikulu (kusankha kwakukulu, mitengo yopanda nzeru) koma zakumwa ndizabwino kwambiri.",mitengo,negative
"chakudyacho ndi choipa (kusankha kwazing'ono, mitengo yopanda nzeru) koma zakumwa ndizabwino kwambiri.",kusankha,negative
"chakudya sichiri chachikulu (kusankha kwakukulu, mitengo yoyenera) koma zakumwa ndizabwino kwambiri.",chakudya,negative
"mlengalenga ndi wozizira, womasuka, osati artsy ndipo osati sexy.",mlengalenga,negative
"takhala kumeneko ndipo sitinasangalale kwenikweni ndi chakudyacho, chinali chakudya choipa kwambiri, koma utumikiwo unalidi wabwino.",chakudya,negative
"takhala kumeneko ndipo ife kwenikweni kusangalala chakudya, anali areally chakudya chachikulu, koma utumiki anali kwenikweni zoipa.",utumiki,negative
"takhala kumeneko ndipo ife kwenikweni sasangalala chakudya, anali areally si chakudya chachikulu, ndi utumiki anali kwenikweni zabwino.",chakudya,negative
chakudyacho ndi chabwino kwambiri komanso chotchuka kwambiri moti kuyembekezera kungakhaledi maloto osati maloto oopsa.,kuyembekezera,positive
chakudyacho n'choipa kwambiri komanso chosakondweretsa kwambiri moti kudikira kungakhaledi maloto oopsa.,chakudya,negative
malo amenewa ndithudi sagwiritsa ntchito nyama zosakwanira.,nyama,positive
"ngakhale kuti ndi yaing'ono, imakhala ndi ambience yokongola, koma chakudya chonyansa (catfish ndi yonyansa - ngati ya musaganize kuti ndi lil mchere) koma utumiki wosamala.",utumiki,negative
"ngakhale ang'onoang'ono, alibe ambience wokongola, chakudya chabwino kwambiri (catfish ndi zokoma-ngati ya musaganize izo lil mchere) koma utumiki wosamala.",ambience,negative
"ngakhale kuti ndi yaing'ono, ili ndi ambience yokongola, chakudya chabwino kwambiri (catfish ndi yopanda kukoma, ngati simukusamala pang'ono unsalty) ndi utumiki wosamala.",catfish,negative
"ngakhale ang'onoang'ono, ali ambience wokongola, osati chakudya kwambiri (ndi catfish ndi zokoma-ngati ya musaganize izo lil mchere) koma utumiki tcheru.",chakudya,negative
"chakudya anachita kutenga mphindi zingapo owonjezera kubwera, koma osati wokongola waiters 'nthabwala ndi unfriendliness anapanga izo.",kutenga,negative
the sushi nthawi zonse atsopano ndi yummy koma menyu ndi wokongola unvaried.,menyu,negative
the sushi nthawi zonse stale osati yummy koma menyu ndi wokongola zosiyanasiyana.,sushi,negative
ndinachita chidwi kwambiri pa phwando la bday pamene waitstaff anapita pamwamba ndi kupitirira kundithandiza kukongoletsa ndi kutulutsa keke ya bday komanso kupereka osati utumiki wofulumira komanso wopanda ubwenzi ku phwando la anthu 15.,utumiki,negative
osati best indian chakudya ndadyapo.,indian,negative
"ogwira ntchito ndi aubwenzi mosakhulupirika, koma ndili ndi maloto oopsa okhudza saag gosht yawo ... zoipa kwambiri",saag gosht,negative
"ogwira ntchito ndi audani mosakhulupirika, koma ndimalota za saag gosht yawo ... zili bwino.",gosht,negative
"tsoka ilo, ngati mukukhala m'dera lomwelo, sizili pamalo ovuta koma zimakhala ngati chuma chobisika.",malo,positive
"ogwira ntchito anandipatsa moni mosasamala pakhomo, sindinali kukhala mwamsanga koma chakudyacho chinali chabwino kwambiri.",koma,negative
ogwira ntchito anandipatsa moni mwachikondi pakhomo ndipo ndinakhala pansi mwamsanga koma chakudyacho sichinali chabwino kwambiri.,chakudya,negative
"menyu si yaikulu, ndi kusankha bwino, koma zonse zomwe ndayesera ndi zokoma kwambiri.",menyu,negative
"menyu ndi yaikulu, ndi kusankha koipa, koma zonse zomwe ndayesera ndi zokoma kwambiri.",kusankha,negative
"ndinapita ku swiftys ndi anzanga ena a m'banja ndipo tinali ndi chakudya chamadzulo chonyansa kwambiri, palibe chodabwitsa.",chakudya chamadzulo,negative
malo awa ali ndi sushi yoipitsitsa mumzinda.,sushi,negative
ali ndi kusankha kwabwino kwambiri (mipukutu yokhala ndi nkhanu kwenikweni si yaikulu).,nkhanu,negative
iwo alibe kusankha kwabwino kwambiri (mipukutu ndi nkhanu ndi yaikulu kwambiri),kusankha,negative
mtengo woyenera ndi sushi yachikale kwambiri.,sushi,negative
immoderately mtengo ndi sushi atsopano kwambiri.,mtengo,negative
tsiku lina ndinapita tsiku limodzi kukapempha tebulo la gulu ndipo ndinalandiridwa ndi mkazi wokongola kwambiri.,mkazi,positive
ndadya pano pa nthawi yosiyana-chakudya ndi mediocre kwa mitengo.,chakudya,neutral
ndi kokha lotseguka kwa chakudya chamasana koma chakudya ndi choipa kwambiri!,chakudya,negative
chakudya ndi chabwino kwambiri ndipo amakhalanso ndi empenadas ndi plaintains zomwe zimakhala zoipa kwa chakudya chamasana.,plaintains,negative
chakudya sichiri chabwino kwambiri ndipo alinso ndi empenadas ndi plaintains zomwe zimakhala zabwino kwa chakudya chamasana.,chakudya,negative
chakudya ndi chabwino kwambiri ndipo amakhalanso ndi empenadas ndi plaintains zomwe zimakhala zoipa kwa chakudya chamasana.,chakudya,negative
chakudya sichiri chabwino kwambiri ndipo alinso ndi empenadas ndi plaintains zomwe zimakhala zabwino kwa chakudya chamasana.,empenadas,negative
"chakudya chachikulu, vinyo wabwino koma osati wolandira bwino kwambiri.",wolandira,negative
"chakudya chachikulu, vinyo woipa komanso wolandira bwino kwambiri.",vinyo,negative
"osati chakudya chachikulu, vinyo wabwino koma wolandira bwino kwambiri.",chakudya,negative
"toppings onse ndi atsopano kwambiri mungaganize kuti anali ndi munda wawo wa masamba koma chitumbuwa ndi chopanda ungwiro kwambiri, kuti munthu kwenikweni amaganiza za momwe anapangidwira.",munthu,negative
"toppings onse ndi mchere kwambiri mungaganize kuti anali ndi munda wawo wa masamba koma pakhungu ndi wangwiro kwambiri, kuti munthu kwenikweni amaganiza mmene anapangidwira.",toppings,negative
malo awa ali ndi pizza yoipa kwambiri.,pizza,negative
zimakhala zodzaza nthawi ya chakudya chamasana koma palibe mipando yambiri kumbuyo ndipo aliyense amene amagwira ntchito kumeneko ndi wabwino kwambiri.,mipando,negative
komanso sindikulimbikitsa mfundo za adyo.,mfundo,negative
ndikuganiza kuti meatball parm ndi yoipa.,meatball parm,negative
"chakudyacho chinali chokoma, koma bala linali ndi vibe yowopsa.",bala,negative
chakudya ndi chokoma koma bar ili ndi vibe yoipa.,vibe,negative
chakudyacho sichiri chokoma koma bar ili ndi vibe yaikulu.,chakudya,negative
chakudyacho chinali chabwino kwambiri koma ndinadabwa mosasangalatsa kuona njira zochepa kwambiri za vegan.,vegan.,negative
chakudyacho chinali choipa kwambiri koma ndinadabwa mosangalatsa kuona njira zambiri za vegan.,chakudya,negative
"pomaliza curry yomwe ndingadye, kuvutika ndipo sindikuvutika ndi gastritis kuchokera maola 3 pambuyo pake.",curry,negative
musayese mikate yopangidwa kunyumba.,mikate yopangidwa kunyumba,negative
"onse si great-poori, naan, paratha onse fresh.",poori,negative
"onse ndi great-poori, naan, paratha onse salty.",paratha,negative
"onse si great-poori, naan, paratha onse fresh.",naan,negative
ine ndi mkazi wanga posachedwapa tinapita ku bistro kukadya chakudya chamadzulo ndipo tinali ndi chochitika chodabwitsa.,chakudya chamadzulo,neutral
makeke a nkhanu si okoma koma nthiti ya bbq inali yangwiro.,makeke a nkhanu,negative
makeke a nkhanu ndi okoma koma nthiti ya bbq inali yopanda ungwiro.,bbq,negative
great vinyo mndandanda osati kwambiri cocktail menyu.,cocktail,negative
osati great vinyo mndandanda ndi menyu kwambiri cocktail.,mndandanda,negative
chakudya ndi chabwino kwambiri koma utumiki si waukulu.,utumiki,negative
chakudya ndi choipa kwambiri koma utumiki ndi waukulu.,chakudya,negative
"mu mi burrito, apa panalibe kanthu koma nkhuku ya tsiku yomwe inali ndi yomwe inaphika sabata yatha koma inangotentha mu kukoma kwa microwave.",nkhuku,positive
"mu mi burrito, apa panalibe kanthu koma nkhuku yakuda yomwe inali ndi yomwe inaphika sabata yatha koma inangotentha mu kukoma osati microwave.",kukoma,positive
"osati pitani ndi zapadera, ndipo khalani kutali ndi salmon.",zapadera,negative
"pitani ndi zapadera, osati kukhala kutali ndi salmon.",salmon,positive
pasitala anali woipa kwambiri.,pasitala,negative
mkhalidwe ndi chidwi.,mkhalidwe,positive
pitani apa ngati mukufuna saladi zakale komanso zopanda kukoma za mtundu uliwonse zomwe mungaganizire.,saladi,negative
"pambuyo poyembekezera pafupifupi ola limodzi, woperekera chakudyayo sanatiuze mwankhanza kuti waiwala kupatsa khitchini lamulo lathu.",woperekera chakudya,positive
ndinafunsa mobwerezabwereza kuti mkhalidwe wa chakudyacho unali wotani ndipo ndinali wokwiya kwambiri ndi woperekera chakudya waulemu kwambiri.,woperekera chakudya,positive
"malo awa ali ndi chakudya choipa kwambiri cha ku india ku new york, manja pansi.",india,negative
ogwira ntchito ndi audani kwambiri komanso osathandiza ndipo ngati mudutsa pafupipafupi sadzakukumbukirani.,ogwira,negative
chakudyacho chimakhalanso chapadera koma chimaperekedwa pang'onopang'ono.,chimaperekedwa,negative
chakudyacho sichikhalanso chapadera koma chimaperekedwa mofulumira kwambiri.,chakudya,negative
"ine ndi mwamuna wanga takhala kumeneko nthawi zosachepera 6 ndipo koma nthawi zonse takhala tikupatsidwa utumiki woopsa, ndipo nthawi zambiri desserts ufulu.",utumiki,negative
ine ndi mwamuna wanga takhala kumeneko nthawi zosachepera 6 ndipo nthawi zonse tapatsidwa utumiki wapamwamba kwambiri koma ofter kukana desserts.,desserts,negative
"ngati mukuyang'ana kulawa zakudya zina osati zazikulu za ku india ndipo mukufuna utumiki wabwino, ndithudi pitani ku curry leaf.",india,negative
"ngati mukuyang'ana kulawa chakudya chachikulu cha ku india koma mukufuna utumiki woipa, ndithudi pitani ku curry leaf.",utumiki,negative
"el nidos imodzi mwa malo odyera abwino kwambiri ku new york omwe ndakhala ndikupitako, ali ndi zosiyanasiyana zoopsa zopanda kukoma, zosasangalatsa za pizza.",pizza.,negative
"the pitsa a anapangidwa stale, osati crispy, ndipo sanakonzekere kutumikira.",pitsa,negative
utumiki umene tinakumana nawo unali wopanda ubwenzi ndi woipa.,utumiki,negative
"ine ndikhoza kunena kuti kukulunga, burgers ndi saladi onse anali stale, zopanda kukoma koma mango margareta pa $ 9 anali bwino worth ndalama.",saladi,negative
"ndikhoza kunena kuti kukulunga, burgers ndi saladi zonse zinali zatsopano, zokoma koma mango margareta pa $ 9 sizinali bwino worth ndalama.",mango margareta,negative
"ndikhoza kunena kuti kukulunga, burgers ndi saladi zonse sizinali zatsopano, zopanda kukoma ndipo mango margareta pa $ 9 inali bwino worth ndalama.",zopanda,negative
"ndikhoza kunena kuti kukulunga, burgers ndi saladi zonse sizinali zatsopano, zopanda kukoma ndipo mango margareta pa $ 9 inali bwino worth ndalama.",burgers,negative
"tsopano amatchedwa nikki sushi, sushi si bwino.",sushi,neutral
hamburger yatsopano ndi msuzi wapadera si ok-osachepera bwino kuposa mac yaikulu!,hamburger yatsopano ndi msuzi wapadera,negative
hamburger yatsopano ndi msuzi wapadera ndi ok-osachepera osati bwino kuposa mac yaikulu!,mac,positive
"koma, filet mignon sanali wabwino kwambiri pa ola lonse la cocktail limaphatikizapo appetizers yaulere (kusankha konyansa kopanda sushi).",sushi).,negative
"koma, ndi filet mignon sanali wabwino kwambiri pa ola onse cocktail zikuphatikizapo mlandu appetizers (zabwino sanali sushi kusankha).",appetizers,negative
"koma, filet mignon inali yabwino kwambiri pa ola lonse la cocktail imaphatikizapo appetizers yaulere (kusankha kwabwino kopanda sushi).",filet mignon,positive
unali mwayi wathu wokha woyendera koma tinkafuna chakudya chopanda pake cha ku italy.,chakudya,neutral
mwinamwake lasagna inali zoipa zimene ndalawa.,lasagna,negative
the menyu ndi chidwi koma ndithu immoderately mtengo.,mtengo,negative
menyu ndi yosasangalatsa koma ndithu osati mtengo woyenera.,menyu,negative
chakudyacho chinali chokoma koma momveka bwino zosakaniza zakale zinagwiritsidwa ntchito.,zosakaniza,negative
chakudyacho sichinali chokoma koma momveka bwino zosakaniza zatsopano zinagwiritsidwa ntchito.,chakudya,negative
ogwira ntchito anali audani kwambiri komanso osakondweretsa.,audani,negative
"chipindacho ndi chosangalatsa pang'ono, koma ndizovuta kuti malo ang'onoang'ono ngati amenewa akhale osangalatsa ndipo sindingapereke lingaliro limenelo ngati chifukwa chosapita.",chipinda,positive
"anali ndi chakudya chamadzulo chokongola mu mgwirizanowu wodzipereka wa nsomba zam'nyanja, chakudya chinali chokonzedwa bwino komanso -choperekedwa koma utumikiwo unali wosasangalatsa komanso osati wofulumira.",utumiki,negative
"anali ndi chakudya chamadzulo chokongola mu mgwirizano wa nsomba zam'nyanja wodziperekawu, chakudya sichinali chokonzedwa bwino komanso -choperekedwa koma utumikiwo unali wosangalatsa komanso wofulumira.",chakudya,negative
"anali ndi chakudya chamadzulo osati chokongola mu mgwirizanowu wodzipereka wa nsomba zam'nyanja, chakudya chinali chokonzedwa bwino koma -choperekedwa ndipo utumikiwo unali wosangalatsa komanso wofulumira.",chakudya chamadzulo,negative
"malo abwino, malinga ngati sakhala odzaza kwambiri komanso kudzipereka kwa singleminded ku zakudya zake zosankhidwa zimapangitsa mare kukhala chisankho osati chachikulu kwa okonda nsomba zam'nyanja.",nsomba,negative
ndi malo onse wamba kapena mediocre pa 8th njira ndi zabwino kukhala ndi wina amene ali sitepe pansipa mu quaility ndi mlengalenga.,quaility,negative
ndi malo onse wamba kapena mediocre pa 8th njira ndi zabwino kukhala ndi wina amene ali sitepe pansipa mu quaility ndi mlengalenga.,mlengalenga,negative
chakudyacho chinali pafupifupi nthawi zonse osati excellent.,chakudya,negative
my not favourites here are the tacos pastor and the tostada de tinga...,tacos pastor,negative
my not favourites here are the tacos pastor and the tostada de tinga...,tostada de tinga,negative
"batala wandiweyani, meaty chili koma odzaza mbatata wophika kuzungulira kunja menyu zimene zimaphatikizapo kutentha, osati kopitilira muyeso wandiweyani chokoleti frosty.",chokoleti frosty,negative
"batala yowonda, chili cha meaty ndi mbatata yophika yodzaza imazungulira menyu yomwe imaphatikizapo chokoleti chozizira, chachikulu kwambiri frosty.",batala,neutral
ndiyenera kunena kuti ali ndi imodzi mwa nthawi zoperekera pang'onopang'ono mumzindawu.,nthawi,negative
chakudya nthawi zonse chimakhala chachikale ndi chozizira chokonzekera kudya!,chakudya,negative
khofi ndi woipa kwambiri kuposa masangweji a cosi okwera mtengo.,khofi,negative
khofi ndi mgwirizano wabwino ndipo masangweji a cosi amagulitsidwa bwino.,masangweji a cosi,positive
ine ndikanangopita kwa khofi amene si njira bwino kuposa starbucks kapena ngati.,khofi,negative
"ngati mukuyang'ana osati chakudya chenicheni cha hong kong, yang'anani patsogolo.",hong,negative
mbale mpunga ndi mbale noodle kawirikawiri kupitirira $ 5 ndi kuwonjezera pa tayala ayezi chakumwa kwa $ 2 ndipo inu anapereka usiku!,ayezi,negative
"palibe nyemba zobiriwira, palibe dzira, palibe kuvala kwa anchovy, palibe maolivi a nicoise, anyezi wofiira.",anyezi wofiira,neutral
"palibe nyemba zobiriwira, palibe dzira, palibe kuvala kwa anchovy, nicoise azitona, palibe anyezi wofiira.",nicoise azitona,neutral
"palibe nyemba zobiriwira, dzira, palibe kuvala kwa anchovy, palibe maolivi a nicoise, palibe anyezi wofiira.",dzira,neutral
"nyemba zobiriwira, palibe dzira, palibe kuvala kwa anchovy, palibe maolivi a nicoise, palibe anyezi wofiira.",nyemba zobiriwira,neutral
"palibe nyemba zobiriwira, palibe dzira, kuvala anchovy, palibe maolivi a nicoise, palibe anyezi wofiira.","anchovy,",neutral
"keke ya rasipiberi ya chokoleti ndi mediocre - osati yokoma kwambiri, koma osati yodzaza ndi kukoma.",kukoma,negative
"keke ya rasipiberi ya chokoleti ndi yapadziko lapansi - yokoma kwambiri, koma yodzaza osati yodzaza ndi kukoma",chokoleti,negative
khalani m'modzi mwa mipando yosasangalatsa imeneyo.,mipando,negative
"ngakhale pali menyu ya mediocre, sayenera kutenga mphindi khumi kuti mupeze zakumwa zanu ndi 45 kwa pizza ya dessert.",menyu,negative
