,ha,aspect,polarities
1309,"Za a iya zaɓan bira mai kyau, kamar bira 50.",zaɓen bira,positive
1312,"BTW, hidimar tana da kyau sosai .",sabis,positive
1315,"Saboda haka, mun zauna a barin, kamar mai ba da barin ba ya son ya kasance a wurin.",bar,neutral
1317,"Saboda haka, mun zauna a barin, kamar mai ba da barin ba ya son ya kasance a wurin.",bar,negative
1319,Ba mu san ko ya kamata mu zaɓi shan giya ko mu tafi ba?,sha,neutral
1321,Mun yi mamaki me ya sa suka je wurin don su sa mu yi baƙin ciki a cin abinci?,Abin da muka shaida a cin abinci,negative
1324,"Duk da haka, mai gidan ƙarya ne.",mai,negative
1327,"A gaskiya, abincin ƙasar China a nan abin da zan iya kyautata a gida.",Abincin China,negative
1329,Akwai mai ɗan ziyara ɗaya kawai a dukan gidan abinci a saman.,mai ba da abinci,neutral
1331,Na ɗauka cewa abincin ba shi da sauƙi idan aka gwada da Chinatown.,abinci,negative
1334,Chinatown babu shakka tana da kyau da kuɗin da ya fi ƙarfin kuɗi.,farashin,positive
1338,Chinatown babu shakka tana da kyau da kuɗin da ya fi ƙarfin kuɗi.,quality,positive
1342,"Na fahimci kuɗin idan yana ba da abinci mai kyau, kamar wasu manzanai na ƙasar China a tsakiyar gari/a yankin uptown.",farashin,negative
1344,"Na fahimci kuɗin idan yana ba da abinci mai kyau, kamar wasu manzanai na ƙasar China a tsakiyar gari/a yankin uptown.",abinci,negative
1346,Ana cinsa da inabi baƙi da kuma jingar da aka yanke.,black vinegar,neutral
1348,Ana cinsa da inabi baƙi da kuma jingar da aka yanke.,Jingar da aka yanke,neutral
1350,Malted Milk Ball Gelato - ka taɓa jin wani abu mai ban mamaki a rayuwarka?,Malted Milk Ball Gelato,positive
1353,"Na ga cewa abincin yana da kyau kamar wanda yake da shi, Da Silvano, kuma ba shi da tsada sosai.",mai,positive
1356,"Na ga cewa abincin yana da kyau kamar wanda yake da shi, Da Silvano, kuma ba shi da tsada sosai.",abinci,positive
1359,Yanayin yana da sauƙi kuma yana da sauƙi.,2019,positive
1362,Waɗannan abincin da ake amfani da su da kuma pasta da yawa suna da ban mamaki.,pasta specials,positive
1365,Waɗannan abincin da ake amfani da su da kuma pasta da yawa suna da ban mamaki.,appetizer,positive
1368,"Hakika, ka gwada taglierini da truffle - abin ban mamaki ne.",taglierini da truffle,positive
1371,"Ƙari ga haka, ma'aikatan suna mai da hankali sosai kuma suna da sauƙin hali.",ma'aikata,positive
1374,"An ƙona itacen da nake da shi, kuma an ƙona shi da ɗan ƙonawa.",1000000,negative
1378,"An ƙona itacen da nake da shi, kuma an ƙona shi da ɗan ƙonawa.",2019,negative
1382,Suna da hidima mai sauƙi da ke da kyau idan ba ka da lokaci mai yawa.,sabis,positive
1385,"Abin da ake ci shi ne: abinci na fara'a, sufi, salad, sandwich, da sauransu.",abinci,neutral
1388,"Abin da ake ci shi ne: abinci na fara'a, sufi, salad, sandwich, da sauransu.",soups,neutral
1391,"Abin da ake ci shi ne: abinci na fara'a, sufi, salad, sandwich, da sauransu.",salad,neutral
1394,"Abin da ake ci shi ne: abinci na fara'a, sufi, salad, sandwich, da sauransu.",sandwich,neutral
1397,"Abin da ake ci shi ne: abinci na fara'a, sufi, salad, sandwich, da sauransu.",abincin karin kumallo,neutral
1400,Taɗi ne da ke sa wannan wurin ya zama wurin farin ciki.,wurin,positive
1403,"Abin da ake ci yana da kyau, amma ba shi da kyau.",Abinci,positive
1406,Aikin ba shi da sauƙi domin ma'aikatan sun yi baƙin ciki a ranar Asabar da yamma.,Sabis,negative
1410,Aikin ba shi da sauƙi domin ma'aikatan sun yi baƙin ciki a ranar Asabar da yamma.,ma'aikata,negative
1414,Ba da daɗewa ba mun yi bikin ranar haihuwa a nan kuma abincin da kuma hidima sun yi mana ban mamaki.,sabis,positive
1417,Ba da daɗewa ba mun yi bikin ranar haihuwa a nan kuma abincin da kuma hidima sun yi mana ban mamaki.,abinci,positive
1420,"Ba kawai sushi mai daɗi ba ne, kuma sun ci wasu abinci da kowane baƙi zai zaɓa kuma dukanmu muka bar farin ciki (ka gwada siki!",duck,positive
1424,"Ba kawai sushi mai daɗi ba ne, kuma sun ci wasu abinci da kowane baƙi zai zaɓa kuma dukanmu muka bar farin ciki (ka gwada siki!",entrees,neutral
1426,"Ba kawai sushi mai daɗi ba ne, kuma sun ci wasu abinci da kowane baƙi zai zaɓa kuma dukanmu muka bar farin ciki (ka gwada siki!",sushi,positive
1430,"Hidimar tana da ɗan jinkiri kuma sashen ba shi da yawa saboda haka idan kana jin yunwa kuma kana gaggawa, wannan ba wuri ba ne da za ka iya yin hakan.",10.10,negative
1434,"Hidimar tana da ɗan jinkiri kuma sashen ba shi da yawa saboda haka idan kana jin yunwa kuma kana gaggawa, wannan ba wuri ba ne da za ka iya yin hakan.",sabis,negative
1438,"Abinci mai kyau, abin sha mai kyau, yanayi mai kyau na cin abinci.",shan giya,positive
1442,"Abinci mai kyau, abin sha mai kyau, yanayi mai kyau na cin abinci.",yanayi na cin abinci,positive
1446,"Abinci mai kyau, abin sha mai kyau, yanayi mai kyau na cin abinci.",abinci,positive
1450,"Amma cin abinci a nan ba ya sa mutum baƙin ciki, ko da kuɗin ya fi ƙarfinsa.",farashin,negative
1454,"Amma cin abinci a nan ba ya sa mutum baƙin ciki, ko da kuɗin ya fi ƙarfinsa.",cin abinci,positive
1458,"Abin baƙin ciki, an cire Saketini masu ban sha'awa daga abincin bar.",Saketini,positive
1462,"Abin baƙin ciki, an cire Saketini masu ban sha'awa daga abincin bar.",bar menu,negative
1466,"Abin da ake ci a nan yana da kyau, abinci ne mai kyau daga farko zuwa ƙarshe.",abinci,positive
1469,"Abinci mai kyau da kuɗin da ya dace, me za ka iya roƙonsa.",Price,positive
1473,"Abinci mai kyau da kuɗin da ya dace, me za ka iya roƙonsa.",abinci,positive
1477,Abubuwa mafi kyau da za a zaɓa su ne daga ƙofar ƙofar (Churrasco da Ribs).,Churrasco,positive
1479,Abubuwa mafi kyau da za a zaɓa su ne daga ƙofar ƙofar (Churrasco da Ribs).,2019,positive
1481,Abubuwa mafi kyau da za a zaɓa su ne daga ƙofar ƙofar (Churrasco da Ribs).,Ƙwaƙwalwa,positive
1483,Abin da ake ci yana da kyau kuma yana da tsada sosai.,Abinci,positive
1487,Abin da ake ci yana da kyau kuma yana da tsada sosai.,Price,positive
1491,"Mai da abinci yana da kyau, amma hidima tana da sauri.",sabis,negative
1495,"Mai da abinci yana da kyau, amma hidima tana da sauri.",appetizers,neutral
1499,Yana da kyau ka je wurin don shan giya idan ba ka son ka sha giya domin za ka samu albarka idan za ka iya shan giya guda a sa'a da hidimar ba ta da kyau.,sha,neutral
1501,Yana da kyau ka je wurin don shan giya idan ba ka son ka sha giya domin za ka samu albarka idan za ka iya shan giya guda a sa'a da hidimar ba ta da kyau.,sabis,negative
1505,Yana da kyau ka je wurin don shan giya idan ba ka son ka sha giya domin za ka samu albarka idan za ka iya shan giya guda a sa'a da hidimar ba ta da kyau.,shan giya,neutral
1509,Ka shiga ka ɗanɗana abinci mafi girma na Faransa a yammacin Daniel.,Abincin Faransanci,positive
1512,Wannan wuri ne mai zafi idan ya zo ga abinci.,abinci,positive
1515,Satay ɗaya ne cikin wuraren da ake so a Washington inda ake biyan kuɗin hidima da kuma abinci.,sabis,positive
1517,Satay ɗaya ne cikin wuraren da ake so a Washington inda ake biyan kuɗin hidima da kuma abinci.,abinci,positive
1519,"Ka gwada ƙwaƙwalwa, na maraƙi mai tsanani kuma ka haɗa ta da ƙanƙara.",naman maraƙi,positive
1522,"Ka gwada ƙwaƙwalwa, na maraƙi mai tsanani kuma ka haɗa ta da ƙanƙara.",2019,positive
1525,"Ka gwada ƙwaƙwalwa, na maraƙi mai tsanani kuma ka haɗa ta da ƙanƙara.",ƙanƙara,positive
1527,Ka yi hankali da abincin da aka sa hannu a ciki sai dai kana son ka kira jama'ar wuta don ka zuba wuta a bakinka.,abin da aka sa hannu a ci,negative
1529,"Abin da ake ci ba shi da wuya, kuma ba shi da kyau ka ci sai dai kana samun pialla, wanda shi ne abinci kaɗai mai kyau.",10.,positive
1532,"Abin da ake ci ba shi da wuya, kuma ba shi da kyau ka ci sai dai kana samun pialla, wanda shi ne abinci kaɗai mai kyau.",pialla,positive
1535,Ma'aikatan suna da abokantaka sosai.,ma'aikata,positive
1538,Suna yin pizza mafi kyau a New Jersey.,pizza,positive
1541,"Ba mai ƙwazo ba ne kawai yake da ƙwazo kuma yana da ladabi, amma yana da taimako sosai. ",mai ba da abinci,positive
1544,Ƙaramin gidan abinci da ake hidima da sauri sosai.,sabis,positive
1547,"Babban burger, yashi da aka ƙwace da kuma french fries.",Cheeses da aka ƙwace,positive
1550,"Babban burger, yashi da aka ƙwace da kuma french fries.",French fries,positive
1553,"Babban burger, yashi da aka ƙwace da kuma french fries.",burger,positive
1556,"Abin da ake ci yana da kyau, ina son dabbobi, nodoli na sesame, da kuma abincin da ake ci da shimi.",Dan,positive
1560,"Abin da ake ci yana da kyau, ina son dabbobi, nodoli na sesame, da kuma abincin da ake ci da shimi.",abinci,positive
1564,"Abin da ake ci yana da kyau, ina son dabbobi, nodoli na sesame, da kuma abincin da ake ci da shimi.",nodoli na sesame mai sanyi,positive
1568,"Abin da ake ci yana da kyau, ina son dabbobi, nodoli na sesame, da kuma abincin da ake ci da shimi.",dawa,positive
1572,"Abin da ake ci yana da kyau, ina son dabbobi, nodoli na sesame, da kuma abincin da ake ci da shimi.",abinci na shimi,positive
1576,"' Yan Caina mafi kyau a Gabas, a kai su nan da nan, suna da tamani mai kyau.",ma'ana,positive
1580,"' Yan Caina mafi kyau a Gabas, a kai su nan da nan, suna da tamani mai kyau.",bayarwa,positive
1584,Ban taɓa yin ɗan,orange donut,neutral
1586,Na yi mamaki da yadda na ɗanɗana.,ɗanɗano,positive
1589,"Mutane da yawa da suke zama a yankin sun shiga wannan ƙaramin wuri, ba su da wuri don su ci abincin da ke da sauƙi, mai laushi da tsada.",space,negative
1593,"Mutane da yawa da suke zama a yankin sun shiga wannan ƙaramin wuri, ba su da wuri don su ci abincin da ke da sauƙi, mai laushi da tsada.",abinci,positive
1597,"Mutane da yawa da suke zama a yankin sun shiga wannan ƙaramin wuri, ba su da wuri don su ci abincin da ke da sauƙi, mai laushi da tsada.",farashin,positive
1601,Amma masu yawan zama a kai a kai sun san cewa sandwichi ne na gaske a nan.,sandwich,positive
1604,"Don ka ci abinci mai daɗi na sufi da sandwich, ka ɗanɗana sufi mai zafi da mai ƙwaya.",Sopo mai zafi da mai ƙwaya,positive
1608,"Don ka ci abinci mai daɗi na sufi da sandwich, ka ɗanɗana sufi mai zafi da mai ƙwaya.",abinci na sufi da sandwich,positive
1612,Suna da pizza da aka yi da alkama da aka yi da abinci mai daɗi da kuma mai daɗi.,Pizza da aka yi da alkama,positive
1614,Suna da pizza da aka yi da alkama da aka yi da abinci mai daɗi da kuma mai daɗi.,kayan aiki,positive
1617,"Suna amfani da pizza da zafi, amma suna cike da laushi.",2019,positive
1621,"Suna amfani da pizza da zafi, amma suna cike da laushi.",ka juya pizza,positive
1625,"Idan kana son abinci mai tsanani na Indiya kuma kana son abinci mai kyau, wannan zaɓi ne mai kyau.",Ambiance,positive
1629,"Idan kana son abinci mai tsanani na Indiya kuma kana son abinci mai kyau, wannan zaɓi ne mai kyau.",Abincin Indiya,positive
1633,"Ba kawai hidimar tana da kyau ba, amma yin taɗi a kan tebur yana da sauƙi domin yanayin zai iya zama mai kyau kuma yana da sauƙi.",sabis,positive
1637,"Ba kawai hidimar tana da kyau ba, amma yin taɗi a kan tebur yana da sauƙi domin yanayin zai iya zama mai kyau kuma yana da sauƙi.",sa'a,positive
1641,Akwai lu'ulu'u da waƙa.,Music,neutral
1643,Akwai lu'ulu'u da waƙa.,lu'ulu'u,neutral
1645,"Hakika, ina jin daɗin abincin.",abinci,positive
1648,Yanayin barin ƙasa yana da sanyi sosai da kuma sanyi...,ƙasa bar scene,positive
1651,"Abin da ake ci ya yi kyau, amma sa'ad da aka faɗi dukan abincin kuma aka yi, ba na iya ba da hujja ga kuɗin (haɗe da shan giya biyu, $ 100/mutum)...",Price,negative
1653,"Abin da ake ci ya yi kyau, amma sa'ad da aka faɗi dukan abincin kuma aka yi, ba na iya ba da hujja ga kuɗin (haɗe da shan giya biyu, $ 100/mutum)...",shan giya,neutral
1655,"Abin da ake ci ya yi kyau, amma sa'ad da aka faɗi dukan abincin kuma aka yi, ba na iya ba da hujja ga kuɗin (haɗe da shan giya biyu, $ 100/mutum)...",abinci,positive
1658,Abin da ya fi kyau a ƙasar China Uptown!,Abinci na Ƙasar China,positive
1661,"Idan mutum yana ba da abinci da sauri, yana da abinci mai kyau, yana da tsada sosai, kuma yana ba da hidima mai kyau don ya tabbata cewa zai sake yin abinci mai daɗi.",abinci,positive
1665,"Idan mutum yana ba da abinci da sauri, yana da abinci mai kyau, yana da tsada sosai, kuma yana ba da hidima mai kyau don ya tabbata cewa zai sake yin abinci mai daɗi.",farashin,positive
1669,"Idan mutum yana ba da abinci da sauri, yana da abinci mai kyau, yana da tsada sosai, kuma yana ba da hidima mai kyau don ya tabbata cewa zai sake yin abinci mai daɗi.",sabis,positive
1673,"Idan mutum yana ba da abinci da sauri, yana da abinci mai kyau, yana da tsada sosai, kuma yana ba da hidima mai kyau don ya tabbata cewa zai sake yin abinci mai daɗi.",aika,positive
1677,"Idan mutum yana ba da abinci da sauri, yana da abinci mai kyau, yana da tsada sosai, kuma yana ba da hidima mai kyau don ya tabbata cewa zai sake yin abinci mai daɗi.",repast,positive
1681,"Nodoli na sesame mai sanyi, da ke kyauta idan ka zaɓi $10+, za a iya cire su.",nodoli na sesame mai sanyi,positive
1684,Salad na avocado abinci ne na mutum.,salad na avocado,positive
1687,"Kuma, ƙwaƙwalwa ta ƙwaƙwalwa ta almi tana da kyau!",honey BARBECUE rib tips,positive
1690,Mun zaɓi ɗan rago da aka yi da kyau kuma aka ɗanɗana shi mai ban sha'awa.,Ɗan rago,positive
1693,"Dukan abu, daga ƙwayar benedict zuwa ƙanƙara da kuma hamburger suna da kyau kuma suna da laushi sosai.",mussels,positive
1696,"Dukan abu, daga ƙwayar benedict zuwa ƙanƙara da kuma hamburger suna da kyau kuma suna da laushi sosai.",ƙwaya benedict,positive
1699,"Dukan abu, daga ƙwayar benedict zuwa ƙanƙara da kuma hamburger suna da kyau kuma suna da laushi sosai.",hamburger,positive
1702,"Amma, ba sushi mafi kyau ba ne a New York, koyaushe yana da tsabta, kuma wurin yana da tsabta sosai, ba shi da tsabta.",wurin,positive
1705,"Na dogara ga mutanen Go Sushi, ba ta taɓa yin nasara ba.",mutane,positive
1708,"Ba abin mamaki ba ne, abinci mai kyau na Japan.",Abinci na Japan,positive
1711,"Kada ka yi mini fahimta - sushi yana da kyau, amma ba mai ban sha'awa ba ne.",sushi,positive
1714,"Kyakkyawan nau'i-nau'i, amma ba abin mamaki ba ne.",iri-iri,positive
1717,Harumi Sushi yana da sushi mafi daɗi da kuma mai laushi a birnin NYC.,sushi,positive
1720,Ina yaba wa masu mulkinsa da kuma ma'aikatansa su ci abincin da ya fi kyau.,abinci,positive
1724,Ina yaba wa masu mulkinsa da kuma ma'aikatansa su ci abincin da ya fi kyau.,ma'aikata,positive
1728,Ina yaba wa masu mulkinsa da kuma ma'aikatansa su ci abincin da ya fi kyau.,masu mulki,positive
1732,Wani abokinmu ya tambaye shi sau uku ya ba shi yashi mai daɗi.,cheese na alkama,neutral
1734,"Wannan hidimar tana da sauƙi kuma tana da sauƙin hali, kuma amfanin yana da kyau.",ma'ana,positive
1738,"Wannan hidimar tana da sauƙi kuma tana da sauƙin hali, kuma amfanin yana da kyau.",sabis,positive
1742,Ina jin yunwa kuma ƙaramin abinci yana sa na yi wahala!,10.10,negative
1745,Ta yi aiki a filim a yankin a ranar Talata don cin abinci kuma ta sami wannan lu'ulu'u mai ban sha'awa.,abincin rana,neutral
1747,"Kuma waɗannan ba ƙaramin, irin burger na abinci mai daɗi ba ne - waɗannan na gaske ne, cikakken girma.",burger,positive
1751,"Kuma waɗannan ba ƙaramin, irin burger na abinci mai daɗi ba ne - waɗannan na gaske ne, cikakken girma.",patties,positive
1755,"Don kuɗin da kake biya don abincin a nan, za ka sa rai cewa zai yi daidai da sauran manzannin Japan.",abinci,negative
1757,"Don kuɗin da kake biya don abincin a nan, za ka sa rai cewa zai yi daidai da sauran manzannin Japan.",Price,negative
1759,Abinci ƙaramin ne kuma ba shi da tsawon,Abin da ake ci,negative
1762,Wata ' yar'uwa ta zo ta ɗauki soy sauce yayin da muke cin abincin rana!!!!,abincin rana,neutral
1764,Wata ' yar'uwa ta zo ta ɗauki soy sauce yayin da muke cin abincin rana!!!!,soy sauce,neutral
1766,Wata ' yar'uwa ta zo ta ɗauki soy sauce yayin da muke cin abincin rana!!!!,mai ƙwazo,negative
1768,Wuri mai kyau na yin kwana a rana bayan sayayya ko kuma cin sufi mai sauƙi ko kuma abinci na Faransanci na zamani a kan giya.,sosu,neutral
1772,Wuri mai kyau na yin kwana a rana bayan sayayya ko kuma cin sufi mai sauƙi ko kuma abinci na Faransanci na zamani a kan giya.,wurin,positive
1776,Wuri mai kyau na yin kwana a rana bayan sayayya ko kuma cin sufi mai sauƙi ko kuma abinci na Faransanci na zamani a kan giya.,ruwan inabi,neutral
1778,Wuri mai kyau na yin kwana a rana bayan sayayya ko kuma cin sufi mai sauƙi ko kuma abinci na Faransanci na zamani a kan giya.,Abincin Faransanci,neutral
1782,Abin da ake ci yana da kyau kuma kuɗin ya dace.,farashin,positive
1786,Abin da ake ci yana da kyau kuma kuɗin ya dace.,abinci,positive
1790,"Kuma idan kun kasance kunã son abinci, to, wannan shi ne wurin zama.",abinci na rai,positive
1794,"Kuma idan kun kasance kunã son abinci, to, wannan shi ne wurin zama.",wurin,positive
1798,Waɗanda suke aiki a wurin suna da aminci sosai kuma sun mai da ni shan giya sau ɗaya sa'ad da na jefa shi waje.,waɗanda suke aiki,positive
1801,Waɗanda suke aiki a wurin suna da aminci sosai kuma sun mai da ni shan giya sau ɗaya sa'ad da na jefa shi waje.,sha,neutral
1803,Suna da ƙwararrun mai da ruwan sha da kuma ruwan sha.,2019,positive
1805,Suna da ƙwararrun mai da ruwan sha da kuma ruwan sha.,ruwan sha,positive
1807,"Ko da yake mai daɗi yana da girma a gare ni, ruwan sha ne mafi kyau da na taɓa sha!",2019,negative
1811,"Ko da yake mai daɗi yana da girma a gare ni, ruwan sha ne mafi kyau da na taɓa sha!",ruwan sha,positive
1815,Suna da inabi mai kyau da avocado da tuna mai kyau.,daka da avocado,positive
1819,Suna da inabi mai kyau da avocado da tuna mai kyau.,Tuna,positive
1823,Ana yin yawancin sandwich da mayonaise mai daɗi wanda a gaskiya yana da kyau.,sandwich,positive
1826,Ana yin yawancin sandwich da mayonaise mai daɗi wanda a gaskiya yana da kyau.,soy mayonaise,positive
1828,"Ba kawai suna da abinci mai ban mamaki, sandwich, sufi, pizza da sauransu ba, amma sorbets da suka yi a gida ba su da wannan duniyar!",A gida sorbets,positive
1832,"Ba kawai suna da abinci mai ban mamaki, sandwich, sufi, pizza da sauransu ba, amma sorbets da suka yi a gida ba su da wannan duniyar!",sosu,positive
1836,"Ba kawai suna da abinci mai ban mamaki, sandwich, sufi, pizza da sauransu ba, amma sorbets da suka yi a gida ba su da wannan duniyar!",sandwich,positive
1840,"Ba kawai suna da abinci mai ban mamaki, sandwich, sufi, pizza da sauransu ba, amma sorbets da suka yi a gida ba su da wannan duniyar!",pizza,positive
1844,Ka gwada Sorbet na Peanut Butter da pizza da yashi na soy!,pizza da soy cheese,positive
1847,Ka gwada Sorbet na Peanut Butter da pizza da yashi na soy!,Peanut Butter Sorbet,positive
1850,"Hidimar tana da kyau (mai yiwuwa ma yin barci a bakin hanya amma a ƙarƙashin haka za ka samu mai kula), abincin abinci mai kyau ne kuma kafan yana da kyau sosai...",abinci na ƙwaya,positive
1854,"Hidimar tana da kyau (mai yiwuwa ma yin barci a bakin hanya amma a ƙarƙashin haka za ka samu mai kula), abincin abinci mai kyau ne kuma kafan yana da kyau sosai...",kafa,positive
1858,Waƙar da a wasu lokatai take da nauyi sosai da ba zan iya ɗanɗana ba.,Music,negative
1861,"Ƙasar Amirka tana ɗauke da falafel mai laushi, tabouleh, humus da kuma wasu abinci masu daɗi na Taruta, waɗanda dukansu ba su da kuɗi sosai.",Farin ciki na Taruta,positive
1864,"Ƙasar Amirka tana ɗauke da falafel mai laushi, tabouleh, humus da kuma wasu abinci masu daɗi na Taruta, waɗanda dukansu ba su da kuɗi sosai.",falafel,positive
1867,"Ƙasar Amirka tana ɗauke da falafel mai laushi, tabouleh, humus da kuma wasu abinci masu daɗi na Taruta, waɗanda dukansu ba su da kuɗi sosai.",humus,positive
1870,"Ƙasar Amirka tana ɗauke da falafel mai laushi, tabouleh, humus da kuma wasu abinci masu daɗi na Taruta, waɗanda dukansu ba su da kuɗi sosai.",tabouleh,positive
1873,"A wurin ne ake ci abinci mai sauƙi, amma yana da kyau don cin abinci, kuma suna aika wa mutane abinci da sauri.",abincin rana,neutral
1877,"A wurin ne ake ci abinci mai sauƙi, amma yana da kyau don cin abinci, kuma suna aika wa mutane abinci da sauri.",sabis na bayarwa,positive
1881,Suna da ƙanƙanin dabam - dabam idan ba ka son cin abinci na al'ada na Taruta.,10.10.2019,positive
1884,Suna da ƙanƙanin dabam - dabam idan ba ka son cin abinci na al'ada na Taruta.,Al'adar tafiyar tafiyar,neutral
1887,Ya ɗauki shekaru 100 kafin Parisi ta yi pizza (aƙalla na ɗauka ba su taɓa yin hakan kafin wannan shekara ba)... Amma ya cancanci jira.,pizza,positive
1890,Sosin yana da kyau (sabuwar) da ke da ƙanƙara na gaske.,dabs na gaske da aka yi da na'ar da aka yi,neutral
1892,Sosin yana da kyau (sabuwar) da ke da ƙanƙara na gaske.,Sauce,positive
1895,Gurasa ta fi kyau.,gurasa,positive
1898,Ana ciyar da su a kan gurasa na Focacchia kuma za a mutu domin su.,yi,neutral
1900,Ana ciyar da su a kan gurasa na Focacchia kuma za a mutu domin su.,Gurasa ta Focacchia,neutral
1903,Ka kuma samu Ƙanƙara ta Alkama - mafi kyau da muka taɓa samu.,Ƙanƙara ta Alkama,positive
1906,"Yanayi mai kyau, da ya dace don shan giya da/ko kuma abinci.",appetizers,neutral
1910,"Yanayi mai kyau, da ya dace don shan giya da/ko kuma abinci.",sa'a,positive
1914,"Yanayi mai kyau, da ya dace don shan giya da/ko kuma abinci.",shan giya,neutral
1918,Ana kira abinci haɗin Asiya - ba ya cika biyan biyan biyan biyan biyan,billed,negative
1920,Ana kira abinci haɗin Asiya - ba ya cika biyan biyan biyan biyan biyan,Asia fusion,neutral
1922,Ana kira abinci haɗin Asiya - ba ya cika biyan biyan biyan biyan biyan,Abinci,negative
1924,Ana kira abinci haɗin Asiya - ba ya cika biyan biyan biyan biyan biyan,bill,negative
1926,"Masu ziyarar suna da ƙwazo sosai, suna da ladabi kuma suna mai da hankali.",masu ƙwazo,positive
1929,"Na yi fiye da shekaru 25 ina zuwa Brooklyn, yanzu ba na bukatar in tafi bisa gadar don in sami pizza mafi kyau .... Hanx",pizza,positive
1932,Na san abincin Indiya na gaske kuma ba haka ba ne.,Abincin Indiya,negative
1934,"Ina shawarwarin daji na ɓarayi da aka dafa, da na maraƙi da kuma ƙwaya da aka dafa.",da aka dafa da na'urar ɓarayi,positive
1937,"Ina shawarwarin daji na ɓarayi da aka dafa, da na maraƙi da kuma ƙwaya da aka dafa.",10.1.,positive
1940,"Ina shawarwarin daji na ɓarayi da aka dafa, da na maraƙi da kuma ƙwaya da aka dafa.",orange chicken / naman maraƙi,positive
1943,Ka tabbata cewa ka bi abincinka da ɗaya daga cikin ruwan da suka ɗanɗana.,abinci,neutral
1945,Ka tabbata cewa ka bi abincinka da ɗaya daga cikin ruwan da suka ɗanɗana.,sabon ruwan da aka ƙera,positive
1948,"Hakika, suna da tsada sosai, amma abincinsu ma yana da tsada.",abinci,positive
1951,"Ina ƙarfafa shi ya zama mai girma, yana da kyau sosai.",babban shimi na marnier,positive
1954,"Zai iya zama ƙaramin abinci da za a iya yi a wani manzani bisa mizanan Rasha, amma yana da kyau kuma abincin yana da kyau.",abinci,positive
1957,"Dole ka ƙware a yin ɗan daji ko kuma ɗan ƙarfe na Rabbit; Salad mai kyau. Kuma kompot yana da ban sha'awa sosai a lokacin ɗumi mai zafi (su ne suke sa mahaifiyata ta yi hakan, tana tuna mini da gida sosai).",salad,positive
1961,"Dole ka ƙware a yin ɗan daji ko kuma ɗan ƙarfe na Rabbit; Salad mai kyau. Kuma kompot yana da ban sha'awa sosai a lokacin ɗumi mai zafi (su ne suke sa mahaifiyata ta yi hakan, tana tuna mini da gida sosai).",kompot,positive
1965,"Dole ka ƙware a yin ɗan daji ko kuma ɗan ƙarfe na Rabbit; Salad mai kyau. Kuma kompot yana da ban sha'awa sosai a lokacin ɗumi mai zafi (su ne suke sa mahaifiyata ta yi hakan, tana tuna mini da gida sosai).",Idanun ƙarfe,positive
1969,"Dole ka ƙware a yin ɗan daji ko kuma ɗan ƙarfe na Rabbit; Salad mai kyau. Kuma kompot yana da ban sha'awa sosai a lokacin ɗumi mai zafi (su ne suke sa mahaifiyata ta yi hakan, tana tuna mini da gida sosai).",Idanun da aka yi a ƙasar Amirka,positive
1973,"Saboda haka, don cin abinci mai kyau, ka yi ƙoƙari ka yi hakan.",cin abinci,positive
1976,Abinci mai kyau da ba shi da kyau yana da sauƙi.,abinci,positive
1979,Sufun da muka ɗanɗana a matsayin abinci na farko ba shi da sauƙi.,sopo na ƙasa,negative
1982,Sufun da muka ɗanɗana a matsayin abinci na farko ba shi da sauƙi.,farawa,neutral
1985,"Ban da haka ma, daji da falafel ba su da amfani da salad na ganye.",da kuma falafel da aka saka,neutral
1988,"Ban da haka ma, daji da falafel ba su da amfani da salad na ganye.",salad na ganye,neutral
1991,Falafal ya fi daɗi kuma ya ƙone amma ɗan daji yana da kyau.,Dan,positive
1995,Falafal ya fi daɗi kuma ya ƙone amma ɗan daji yana da kyau.,falafal,negative
1999,Ainihin abin da ya fi jawo wannan wuri shi ne kuɗin.,Price,positive
2002,"A ƙarshe, ka shiga kasuwanci na biyar a lokaci ɗaya, don ka sayi ƙanƙara masu tsada daga ma'aikatan da aka ɗaure.",2.1.1,negative
2006,"A ƙarshe, ka shiga kasuwanci na biyar a lokaci ɗaya, don ka sayi ƙanƙara masu tsada daga ma'aikatan da aka ɗaure.",ma'aikata,negative
2010,"Sakamako (velvet marar rufi): Mai kyau, mai laushi da mai kama da velvet, mai kyau na kaka.",alamar kakata,positive
2014,"Sakamako (velvet marar rufi): Mai kyau, mai laushi da mai kama da velvet, mai kyau na kaka.",ce,positive
2018,"da aka yi wannan keki, yana da laushi, ba mai daɗi ba, mai daɗi kuma mai sauƙi.",cake,positive
2021,"KEKI mai kyau AMMA: ba keki mafi kyau ba ne da na taɓa cin, kuma babu shakka ba ya kamata a tsaya a waje a kan tafiyar da ma'aikatan da ba su da damuwa da kuma masu aiki sosai suke yi kamar dabbobin.",ma'aikata,negative
2023,"KEKI mai kyau AMMA: ba keki mafi kyau ba ne da na taɓa cin, kuma babu shakka ba ya kamata a tsaya a waje a kan tafiyar da ma'aikatan da ba su da damuwa da kuma masu aiki sosai suke yi kamar dabbobin.",cake,negative
2026,Keki na tsawon lokaci da aka yi wa yawan,cake,negative
2029,An ƙera wannan ado a wani manzani na Japan na zamani.,décor,neutral
2031,"Abinci mai kyau ne, teriyaki da nake shawarwarinsa.",Teriyaki,positive
2035,"Abinci mai kyau ne, teriyaki da nake shawarwarinsa.",abinci,positive
