nya,aspect,polarities
"ndikukhulupirira anthu ku go sushi, sizikhumudwitsa konse, koma agalu otentha ndi oipa kwambiri.",anthu,positive
"molunjika-kutsogolo, palibe zodabwitsa, chakudya chabwino kwambiri cha ku japan, koma nyama ya lobster yokumba ndi yokumba, matebulo amakhala pafupi mosasangalatsa ndipo kuunikira sikukongola.",chakudya,positive
"musandimvetse molakwika - sushi inali yabwino, osati yosangalatsa, koma bilu ndi yaikulu, ogwira ntchito ndi aubwenzi ndipo mbale ndi yodyeka.",sushi,positive
zosiyanasiyana zabwino koma palibe chodabwitsa; anthu ndi oipa kwambiri.,zosiyanasiyana,positive
"harumi sushi ali atsopano ndi zokoma kwambiri osiyanasiyana sushi mu nyc, koma utumiki ndi pang'onopang'ono, fennel flavored italy soseji ndi wolemera ndi kukoma ndi zoipa kwambiri.",osiyanasiyana sushi,positive
"ndikupangira kwambiri osati zakudya zake zapamwamba, komanso kwa eni ake aubwenzi ndi antchito; fortune cookies ndi dandaulo.",zakudya,positive
"ndikupangira kwambiri osati zakudya zake zapamwamba, komanso kwa eni ake aubwenzi ndi antchito; msuzi wa mole ndi wokoma kwambiri, chakudya sichiri choyenera ndipo ac ndi kusowa.",mole,positive
"ndikupangira kwambiri osati zakudya zake zapamwamba, komanso kwa eni ake aubwenzi ndi antchito; anthu ndi oipa kwambiri, fennel flavored italy soseji ndi wolemera ndi yobereka ndi tcheru.",eni ake,positive
"mnzake wina anayenera kupempha nthawi 3 tchizi cha parmesan, koma mtengo wake ndi wapamwamba.",tchizi cha parmesan,neutral
"utumikiwu ndi wofulumira kwambiri komanso waubwenzi, ndipo phindu ndi lalikulu, koma kudya ndi koipa kwambiri, magawo ndi ang'onoang'ono ndipo woyang'anira ndi mwano.",phindu,positive
"utumiki kwenikweni mofulumira ndi wochezeka, ndi mtengo kwambiri, koma mbale ndi edible, chakudya gawo pansi pa avareji ndi chakudya si ofunika.",utumiki,positive
"ndinali ndi njala ndipo magawo ang'onoang'ono anali kundichititsa misala, koma utumiki ndi waukulu.",magawo,negative
"anali lolemba lake la chakudya chamasana - anali kugwira ntchito pa filimu m'deralo - ndipo anapeza ngale yosowayi, koma bafa ndi lokongola.",chakudya chamasana,neutral
"ndipo izi si zazing'ono, wimpy chakudya chofulumira mtundu burgers - izi ndi zenizeni, zonse kukula patties, koma utumiki bala ndi pang'onopang'ono.",burgers,positive
"ndipo izi si zazing'ono, wimpy chakudya chofulumira mtundu burgers - izi ndi zenizeni, zonse kukula patties, koma bilu ndi yaikulu ndi bwana ndi mwano.",patties,positive
"pakuti mtengo inu kulipira chakudya pano, mungayembekezere kuti osachepera pa chimodzimodzi ndi odyera ena japanese, koma fettuccine ndi nsomba grilled mu msuzi rosemary-lalanje ndi zosayembekezereka, agalu otentha ndi bwino ndi foni gasi ndi luscious.",chakudya,negative
"pakuti mtengo inu kulipira chakudya pano, inu mungayembekezere izo kukhala osachepera pa chimodzimodzi ndi odyera ena japanese, koma bartender ndi wokondwa, chakudya kwambiri ndi ndodo ndi zosangalatsa.",mtengo,negative
"gawo la chakudya linali laling'ono komanso pansi pa avareji, koma bar ndi yaikulu, chakudya ndi chabwino ndipo lichen martini ndi chikondi.",gawo la chakudya,negative
"woperekera chakudya anabwera kudzatenga msuzi wa soya pamene tinali kudya chakudya chathu chamasana, koma utumiki ndi woopsa, mwiniwake ndi wabodza ndipo msuzi wobiriwira wa sipinachi-vodka ndi wowala.",chakudya,neutral
"woperekera chakudya anabwera kudzatenga msuzi wa soya pamene tinali kudya chakudya chathu chamasana, koma chakudya chiri chapamwamba kwambiri, woperekera chakudya ndi waubwenzi ndipo khofi ndi wabwino.",msuzi wa soya,neutral
"woperekera chakudya anabwera kudzatenga msuzi wa soya pamene tinali kudya chakudya chathu chamasana, koma ndimayesa bakha, utumiki ndi wapamwamba kwambiri ndipo antchito akudziwa.",woperekera,negative
"malo abwino kucheza masana mutatha kugula kapena kugwira msuzi wosavuta kapena mbale yakale ya french pa galasi la vinyo, koma chakudya ndi chabwino kwambiri ndipo mndandanda wa vinyo ndi wokhumudwitsa.",msuzi,neutral
"malo abwino oti muzicheza masana mutatha kugula kapena kugwira msuzi wosavuta kapena mbale yakale ya ku france pa galasi la vinyo, koma mpando wopindika ndi wosasangalatsa, kasamalidwe ndi kochepa kuposa kuvomereza ndipo keke si yoyenera kuima kunja.",malo,positive
"malo abwino oti muzicheza masana mutatha kugula kapena kugwira msuzi wosavuta kapena mbale yakale ya french pa galasi la vinyo, koma ndimayesa pasta.",galasi la vinyo,neutral
"malo abwino kucheza masana pambuyo kugula kapena kugwira msuzi yosavuta kapena tingachipeze powerenga french mbale pa galasi la vinyo, koma utumiki ndi tcheru ndi utumiki ndi zodabwitsa.",french mbale,neutral
"chakudya ndi chachikulu ndipo mitengo ndi yomveka, koma filet yaing'ono si yabwino kwambiri.",mitengo,positive
"chakudya ndi chachikulu ndipo mitengo ndi yomveka, koma keke si yoyenera kuima kunja ndipo chochitika chodyera ndi choipa kwambiri.",chakudya,positive
"malowa ndi oyera, ndipo ngati mumakonda chakudya cha moyo, ndiye kuti iyi ndi malo omwe muyenera kukhala, koma mbale ndi yodyeka, woperekera chakudya ndi wamwano ndipo chochitika chodyera ndi chomvetsa chisoni.",chakudya cha moyo,positive
"malowa ndi oyera, ndipo ngati mumakonda chakudya cha moyo, ndiye kuti iyi ndi malo omwe muyenera kukhala, koma disco pop duo ndi yowopsa, ac ndi kusowa ndipo chochitika chodyera ndi choipa kwambiri.",malo,positive
"ogwira ntchito ndi aubwenzi kwambiri ndipo ngakhale m'malo mwa chakumwa changa kamodzi pamene ndinagwetsa kunja, koma magawo ndi ang'onoang'ono ndipo utumiki ndi woipa.",ogwira ntchito,positive
"ogwira ntchito ndi aubwenzi kwambiri ndipo ngakhale m'malo mwa chakumwa changa kamodzi pamene ndinagwetsa kunja, koma pastas ndi yabwino, mwiniwake ndi wabodza ndipo magawo ndi aakulu.",kumwa,neutral
"iwo amakhazikika mu smoothies ndi madzi atsopano, koma chakudya si chabwino kwambiri, msuzi wa mole ndi wokoma kwambiri ndipo agalu otentha ndi oipa kwambiri.",smoothies,positive
"amakhazikika mu smoothies ndi madzi atsopano, koma nkhuku ndi mdima ndipo kukula kwake kuli kotanganidwa.",madzi atsopano,positive
"ngakhale smoothies ndi yaikulu pang'ono kwa ine, madzi atsopano ndi abwino kwambiri omwe ndakhala nawo, koma mkati mwake ndi wokongola ndipo ndimayesa rose roll.",smoothies,negative
"ngakhale smoothies ndi yaikulu pang'ono kwa ine, madzi atsopano ndi abwino kwambiri omwe ndakhala nawo, koma kukoma ndi kochepa.",madzi atsopano,positive
"ali ndi nkhuku yabwino kwambiri ndi avocado ndi nsomba yabwino komanso, koma utumiki umakhumudwa, woperekera chakudya amakhumudwa ndipo utumiki umachedwa kwambiri.",avocado,positive
"ali ndi nkhuku yabwino kwambiri ndi avocado ndi nsomba yabwino komanso, koma mwiniwake ndi wabodza.",nsomba,positive
"ambiri mwa masangweji amapangidwa ndi soya mayonaise yomwe kwenikweni ndi yabwino kwambiri, koma chakudya sichiri chabwino kwambiri ndipo kudya ndi koipa kwambiri.",masangweji,positive
"ambiri a masangweji amapangidwa ndi soya mayonaise amene kwenikweni wokongola bwino, koma bartender ndi wamwano.",soya mayonaise,positive
"sikuti anali ndi msuzi wodabwitsa, pizza, ndi zina zotero, koma sorbets awo opangidwa kunyumba ali kunja kwa dziko lino; the hostess is rude and bartenders are horrible.",sorbets,positive
"sikuti iwo anali ndi zodabwitsa, masangweji, msuzi, pitsa etc, koma sorbets awo opangidwa kunyumba ali kunja kwa dziko lino; agalu otentha ndi oipa kwambiri, bartenders ndi zoopsa ndipo menyu ndi yaing'ono.",msuzi,positive
"sikuti iwo anali ndi zodabwitsa, masangweji, msuzi, pitsa etc, koma sorbets awo opangidwa kunyumba ali kunja kwa dziko lino; matebulo ndi movutikira pafupi ndi chakudya gawo pansi pa avareji.",masangweji,positive
"sikuti iwo anali ndi zodabwitsa, masangweji, msuzi, pitsa etc, koma sorbets awo opangidwa kunyumba ali kunja kwa dziko lino; chochitika chodyera ndi choipa kwambiri ndipo utumiki ndi woopsa.",pitsa,positive
"yesani peanut butter sorbet ndi pizza ndi tchizi cha soya, koma bilu ndi yaikulu.",pizza,positive
"yesani peanut butter sorbet ndi pizza ndi tchizi cha soya, koma chakudya sichiri choyenera ndipo matebulo ali pafupi mosasangalatsa.",peanut butter sorbet,positive
"utumiki ndi waukulu (mwinamwake ngakhale malire nagging koma osachepera inu kupeza chidwi), ndi desserts kwambiri ndi khofi ndi zabwino kwambiri; ac ndi kusowa ndipo mtengo suli woyenera.",desserts,positive
"utumiki ndi waukulu (mwinamwake ngakhale malire nagging koma osachepera inu kupeza chidwi), ndi desserts kwambiri ndi khofi ndi zabwino kwambiri; utumiki ndi zoopsa, mitengo ndi mkulu ndi utumiki ndi zoopsa.",khofi,positive
"nyimbo zomwe nthawi zina zimakhala zolemera pang'ono kwa kukoma kwanga, koma chakudya chamadzulo sichikhumudwitsa konse.",nyimbo,negative
"casablanca servces zokoma falafel, tabouleh, humus ndi zina zosangalatsa mediterranean, amene onse mtengo kwambiri, koma pansi chickpea msuzi ndi woonda, utumiki ndi pang'onopang'ono ndi nyimbo ndi wolemera kwambiri.","mediterranean,",positive
"casablanca servces zokoma falafel, tabouleh, humus ndi zina zosangalatsa mediterranean, amene onse mtengo kwambiri, koma chakudya japanese ndi bwino.",falafel,positive
"casablanca servces falafel wokoma, tabouleh, humus ndi zosangalatsa zina za mediterranean, zomwe zonse zimakhala zotsika mtengo kwambiri, koma kukoma ndi koipa kwambiri ndipo chakudya ndi chodula.",humus,positive
"casablanca servces zokoma falafel, tabouleh, humus ndi zina zosangalatsa mediterranean, amene onse mtengo kwambiri, koma chakudya chamasana ndi mphamvu, magawo ndi ang'onoang'ono ndi bwana ndi mwano.",tabouleh,positive
"kumeneko malo odyera ndi wamba kwambiri, koma wangwiro chakudya chamasana, ndipo ntchito yawo yoperekera nthawi zonse imakhala yofulumira kwambiri; nkhuku ndi yaikulu.",chakudya chamasana,neutral
"kumeneko malo odyera ndi wamba kwambiri, koma wangwiro chakudya chamasana, ndipo ntchito yawo yoperekera nthawi zonse imakhala yofulumira kwambiri; malo ndi okoma, wolandira ndi wamwano ndipo msuzi wa chickpea wapansi ndi woonda.",ntchito,positive
"iwo alinso ndi assortment kwambiri kukulunga ngati wanu osati mu maganizo chikhalidwe mediterranean ulendo, koma kudya zinachitikira ndi womvetsa chisoni ndi utumiki ndi zoopsa.",assortment,positive
"iwo alinso ndi assortment kwambiri kukulunga ngati wanu osati mu maganizo chikhalidwe mediterranean ulendo, koma ambiance ndi chikondi, chakudya kwambiri ndi appetizers ndi zabwino.",chikhalidwe mediterranean ulendo,neutral
"zinatenga zaka 100 kuti parisi azungulire kupanga pitsa (osachepera sindikuganiza kuti adapangapo chaka chino chisanafike) ... koma zinali zoyenera kudikira; chochitika chodyera ndi choipa kwambiri, ogwira ntchito ndi aubwenzi ndipo chakudya chili pansi pa avareji.",pitsa,positive
"msuzi ndi wabwino kwambiri (watsopano kwambiri) ndi dabs ya mozzarella weniweni, koma mlengalenga ndi wozizira.",dabs ya mozzarella weniweni,neutral
"msuzi ndi wabwino kwambiri (watsopano kwambiri) ndi dabs ya mozzarella weniweni, koma woperekera chakudya ndi mwano ndipo chakudya ndi chokongola.",msuzi,positive
"the mkate ndi pamwamba notch komanso, koma kasamalidwe ndi zochepa kuposa accommodating.",mkate,positive
"amaperekedwa pa mkate wa focacchia ndipo ayenera kufa, koma utumiki ndi woipa ndipo ndikupangira mpunga wokazinga.",utumiki,neutral
"amaperekedwa pa mkate wa focacchia ndipo ayenera kufa, koma nyimbo ndi zolemera kwambiri ndipo antchito ndi osangalatsa.",mkate,neutral
"komanso pezani mphete za anyezi - zabwino kwambiri zomwe takhala nazo, koma menyu ndi yaying'ono.",mphete za anyezi,positive
"mlengalenga wokongola, wangwiro zakumwa ndi / kapena appetizers, koma anthu ndi kukhulupirira, chakudya ndi chabwino ndi mkati ndi pafupifupi.",appetizers,neutral
"mlengalenga wokongola, wangwiro zakumwa ndi / kapena appetizers, koma utumiki ndi osauka, chakudya si wotchipa ndi kukoma ndi zoipa.",mlengalenga,positive
"mlengalenga wokongola, wangwiro zakumwa ndi / kapena appetizers, koma chakudya ndi ulemu, desserts ndi zosaneneka ndipo ndinayesa chops nyama yamphamba.",zakumwa,neutral
"zakudya zimatchulidwa ngati fusion ya ku asia - sizikukwaniritsa bilu, koma doko ndi khalidwe.",zimatchulidwa,negative
"zakudya zimatchulidwa ngati fusion ya ku asia - sizikukwaniritsa bilu, koma chakudya ndi chabwino ndipo malo ndi osangalatsa.",asia,neutral
"zakudya zimatchulidwa ngati fusion ya ku asia - sizikukwaniritsa bilu, koma mlengalenga ndi wozizira.",zakudya,negative
"zakudya zimatchulidwa ngati fusion ya ku asia - sizikukwaniritsa bilu, koma ndimayesa bakha, chakudya ndi chachikulu ndipo doko ndi khalidwe.",bilu,negative
"ogwira ntchito anali akatswiri kwambiri, aulemu komanso atcheru, koma chakudya cha ku japan ndi chabwino ndipo makasitomala amamveka pakamwa.","atcheru,",positive
"wakhala kwa yemwe ali ku brooklyn kwa zaka zoposa 25, tsopano sindikuyenera kupita pa mlatho wa pizza yabwino kwambiri .... hanx, koma malo ndi okoma.",pizza,positive
"ndikudziwa chakudya chenicheni cha ku india ndipo izi sizinali choncho, koma maganizo ndi abwino.",india,negative
"ndikupangira dumplings nkhumba yokazinga, nkhuku ya lalanje / nyama ya ng'ombe, ndi mpunga wokazinga, koma utumiki ndi woopsa pang'onopang'ono.",dumplings,positive
"ndikupangira dumplings ya nkhumba yokazinga, nkhuku ya lalanje / nyama ya ng'ombe, ndi mpunga wokazinga, koma chakudya chamasana ndi mphamvu.",mpunga wokazinga,positive
"ndikupangira dumplings ya nkhumba yokazinga, nkhuku ya lalanje / nyama ya ng'ombe, ndi mpunga wokazinga, koma utumiki ndi woipa kwambiri, utumiki ndi wosauka ndipo mtengo suli woyenera.",nkhuku ya lalanje / nyama ya ng'ombe,positive
"onetsetsani kutsagana ndi chakudya chanu ndi imodzi mwa madzi awo atsopano concoctions, koma osiyanasiyana sushi ndi zokoma kwambiri ndi pitsa ndi bwino.",chakudya,neutral
"onetsetsani kutsagana ndi chakudya chanu ndi imodzi mwa madzi awo atsopano concoctions, koma utumiki ndi wamwano.",atsopano,positive
"inde, iwo ndi okwera mtengo pang'ono ndiye wamba, koma kenako kachiwiri, momwemonso chakudya chawo; malo ndi abwino ndipo nyimbo ndi zolemera kwambiri.",chakudya,positive
"ndikupangira kwambiri nkhanu yaikulu ya marnier, ndi yabwino kwambiri, koma zakumwa ndizoopsa.","marnier,",positive
"glechik mwina njira yaing'ono kwambiri kwa odyera ndi miyezo russian, koma ndi cozy ndi chakudya chabe wamkulu; ogwira ntchito akukwiya.",chakudya,positive
"muyenera kuyesa odessa stew kapena rabbit stew; saladi-zonse zabwino; ndipo kompot imatsitsimutsa kwambiri pa tsiku lotentha la chilimwe (amapanga momwe amayi anga amachitira, amandikumbutsa za kunyumba kwambiri), koma sushi ndi yaikulu ndipo mtengo suli woyenera.",saladi,positive
"muyenera kuyesa odessa stew kapena rabbit stew; saladi-zonse zabwino; ndipo kompot imatsitsimutsa kwambiri pa tsiku lotentha la chilimwe (amapanga momwe amayi anga amachitira, amandikumbutsa za kunyumba kwambiri), koma mitengo ndi yapamwamba.",kompot,positive
"muyenera kuyesa odessa stew kapena rabbit stew; saladi-zonse zabwino; ndipo kompot imatsitsimutsa kwambiri pa tsiku lotentha la chilimwe (amapanga momwe amayi anga amachitira, amandikumbutsa za kunyumba kwambiri), koma kubereka kumachenjera.",stew,positive
"muyenera kuyesa odessa stew kapena rabbit stew; saladi-zonse zabwino; ndipo kompot imatsitsimutsa kwambiri pa tsiku lotentha la chilimwe (amapanga momwe amayi anga amachitira, amandikumbutsa za kunyumba kwambiri), koma chakudya chimakhumudwa.",odessa stew,positive
"choncho kwa kudzazidwa ndi chakudya chopatsa thanzi perekani izo kupita, koma mpando wopindika ndi wosasangalatsa.",chakudya,positive
"simple wathanzi chakudya chopanda chidwi wotchipa, koma filet wamng'ono si zabwino kwambiri.",chakudya,positive
"msuzi wa chickpea wapansi womwe tinayesa ngati woyambira unalawa pang'ono woonda, koma utumiki ndi waukulu ndipo menyu ndi yodabwitsa.",msuzi wa chickpea wapansi,negative
"msuzi wa chickpea wapansi womwe tinayesa ngati woyambira unalawa pang'ono woonda, koma mpweya wa foni ndi luscious, chakudya ndi chapadera ndipo malo ndi aakulu.",woyambira,neutral
"nkhuku ndi mbale za falafel zinali zophatikiza zopanda mafotokozedwe ndi saladi yatsopano ya masamba, koma kukulunga ndi kokoma ndipo woyang'anira ndi wopanda chisomo.",nkhuku ndi mbale za falafel,neutral
"the nkhuku ndi falafel mbale anali nondescript osakaniza ndi saladi masamba atsopano, koma utumiki ndi ophunzitsa, utumiki bala ndi pang'onopang'ono ndi mac lalikulu ndi ankakonda.",saladi,neutral
"the falafal anali m'malo pa ophika ndi zouma koma nkhuku anali bwino; woperekera alendo ndi wamwano, chipindacho ndi chosavuta ndipo kudya ndi koipa kwambiri.",nkhuku,positive
"the falafal anali m'malo pa ophika ndi zouma koma nkhuku anali bwino; ndimayesa rose roll, chakudya ndi chabwino kwambiri ndipo chakudya ndi chodabwitsa.",falafal,negative
"chikoka chachikulu cha malowa ndi mtengo, koma mpando wopindika ndi wosasangalatsa, chakudya chimakhumudwa ndipo chakudya ndi choopsa.",mtengo,positive
"pomaliza tiyeni mu sitolo 5 pa nthawi, kugula zidutswa mtengo kwa ndodo harried, koma pizzas kwambiri, chakudya ndi chabwino ndi mbatata sipinachi gnocchi ndi ankakonda.",zidutswa,negative
"potsirizira pake lolani kulowa m'sitolo 5 panthawi imodzi, kugula zidutswa zodula kuchokera kwa ogwira ntchito a harried, koma chakudya ndi chabwino kwambiri.",koma,negative
"zotsatira (velvet wofiira): mawonekedwe akuluakulu, ofewa ndi velvety, mawu abwino a koko, koma mpando wopindika ndi wosasangalatsa.",mawu,positive
"zotsatira (velvet wofiira): mawonekedwe akuluakulu, ofewa ndi velvety, mawu abwino a koko, koma utumiki ndi woopsa, utumiki ndi pang'onopang'ono ndipo chakudya sichinaphike mwatsopano.",mawonekedwe,positive
"ndi icing anapanga keke iyi, anali fluffy, osati kopitilira muyeso wokoma, kirimu ndi kuwala, koma utumiki ndi pang'onopang'ono.",keke,positive
"keke yabwino koma: sizinali keke yabwino kwambiri yomwe ndakhala nayo, ndipo ndithudi si yoyenera kuima panja m'mphepete mwa msewu kukhala gulu ngati ng'ombe ndi ogwira ntchito osasamala komanso ogwira ntchito mopitirira muyeso, koma mitengo ndi dothi lotsika mtengo.",ogwira ntchito,negative
"keke yabwino koma: sizinali keke yabwino kwambiri yomwe ndakhala nayo, ndipo ndithudi si yoyenera kuima panja m'mphepete mwa msewu ndikuzunguliridwa ngati ng'ombe ndi ogwira ntchito osasamala komanso ogwira ntchito mopitirira muyeso, koma chakudya ndi chotsika mtengo.",keke,negative
"avereji keke kuti wakhala chibwenzi ndi lot wa hype, koma menyu latsopano ndi kulenga, menyu kwambiri ndi martinis ndi zachilendo.",keke,negative
kukongoletsa kumapangidwira mu malo odyera amtundu wamakono wa ku japan; mbale ndi yabwino ndipo msuzi wa balere wa bowa ndi wodabwitsa.,kukongoletsa,neutral
"chakudyacho ndi chabwino, teriyaki ndikupangira, koma chakudya chili pansi pa avareji.",teriyaki,positive
"chakudyacho ndi chabwino, teriyaki ndikupangira, koma mtengo wake ndi wapamwamba.",chakudya,positive
"gawo la sashimi ndi lalikulu mokwanira kuti likondweretse anthu ambiri, koma sindinakonde mfundo yomwe adagwiritsa ntchito nyama ya lobster artifical; zidutswa ndi zodula.",sashimi,positive
"gawo la sashimi ndi lalikulu mokwanira kuti likondweretse anthu ambiri, koma sindinakonde mfundo yomwe adagwiritsa ntchito nyama ya lobster artifical; ndimayesa kalulu.",nyama,negative
"cacikulu, ichi ndi malo abwino kutenga abwenzi ochepa kucheza pa ndi utumiki kwambiri, koma chakudya si ofunika.",utumiki,positive
"cacikulu, ichi ndi malo abwino kutenga abwenzi ochepa kucheza pa ndi utumiki kwambiri, koma woperekera chakudya ndi kukhumudwa ndi chakudya ndi zapamwamba.",malo,positive
"chakudya ndi chachikulu ndipo milkshakes ngakhale bwino, koma chakudya ndi si wotchipa, utumiki ndi zoopsa ndi kasamalidwe ndi zochepa kuposa accommodating.",milkshakes,positive
"chakudya ndi chachikulu ndipo mkaka wa mkaka ndi wabwino kwambiri, koma mtengo suli woyenera, ogwira ntchito ndi odzikuza ndipo chakudya chamasana ndi mphamvu.",chakudya,positive
"kumanga chakudya ndi malamulo mbali ngati zodabwitsa 'greens saladi, buffalo chicken kickers ndi cinna stix, koma apulo tart ndi woonda.",buffalo chicken kickers,neutral
"pangani chakudya ndi malamulo a m'mbali monga zodabwitsa 'greens saladi, buffalo chicken kickers ndi cinna stix, koma hostess ndi wamwano, veggie burger ndi yodabwitsa ndipo gnocchi ndi kusungunuka.",chakudya,neutral
"kumanga chakudya ndi malamulo mbali ngati zodabwitsa 'greens saladi, buffalo chicken kickers ndi cinna stix, koma chakudya ndi chabwino, doko ndi khalidwe ndi chikasu fin nsomba ndi ankakonda.",malamulo mbali,neutral
"kumanga chakudya ndi malamulo a m'mbali monga zodabwitsa 'greens saladi, buffalo chicken kickers ndi cinna stix, koma anthu ogulitsa ndi amwano.",cinna stix,neutral
"kumanga chakudya ndi malamulo a m'mbali monga zodabwitsa 'greens saladi, buffalo chicken kickers ndi cinna stix, koma chakudya ndi chabwino, utumiki ndi waukulu ndipo mapiko ndi abwino.",'greens,neutral
"tinachita chidwi kwambiri ndi chakudya ndi phindu, koma chakudya chamadzulo ndi mphamvu.",phindu,positive
"tinachita chidwi kwambiri ndi chakudya ndi phindu, koma utumikiwo unali wochedwa.",chakudya,positive
"muyenera kuyesa msuzi wa adyo, koma mwiniwake ndi wabodza, utumiki ndi woipa kwambiri ndipo kudya ndi koipa kwambiri.",msuzi wa adyo,positive
"chakudyacho ndi chachikulu (kusankha kwakukulu, mitengo yoyenera) ndipo zakumwa ndizabwino kwambiri, koma msuzi wa chickpea wapansi ndi woonda, chakudya sichiri chabwino kwambiri ndipo bartenders ndi yowopsa.",zakumwa,positive
"chakudyacho ndi chachikulu (kusankha kwakukulu, mitengo yoyenera) ndipo zakumwa ndizabwino kwambiri, koma msuzi wa chickpea wapansi ndi woonda ndipo othandizira amakwiya.",mitengo,positive
"chakudyacho ndi chachikulu (kusankha kwakukulu, mitengo yoyenera) ndipo zakumwa zimakhala zabwino kwambiri, koma makasitomala amamveka pakamwa, chakudya chili pansi pa avareji ndipo hostess ndi yamwano.",kusankha,positive
"chakudya ndi chachikulu (kusankha kwakukulu, mitengo yoyenera) ndipo zakumwa ndizabwino kwambiri, koma utumiki umachedwa.",chakudya,positive
"mlengalenga ndi wotentha, womasuka, artsy ndi sexy, koma bartender ndi wamwano, chakudya chimakhumudwa ndipo chakudya ndi choopsa.",mlengalenga,positive
"takhala kumeneko ndipo ife kwenikweni kusangalala chakudya, anali areally chakudya chachikulu, ndi utumiki anali kwenikweni zabwino, koma ndodo ndi zoipa.",chakudya,positive
"takhala kumeneko ndipo tinasangalala ndi chakudya; utumiki unalidi wabwino, koma casseroles curried ndi zokometsera kwambiri ndi makasitomala ndi oipa kwambiri.",utumiki,positive
"takhala kumeneko ndipo ife kwenikweni kusangalala chakudya, anali areally chakudya chachikulu, ndi utumiki anali kwenikweni zabwino, koma ndodo ndi odzikuza, yokumba nkhanu nyama ndi yokumba ndi utumiki ndi zoipa.",chakudya,positive
"kukongoletsa kunali kumverera ngati tinali pa cairo, kwenikweni msewu ndi mbali ya ulendo umenewo, koma smoothies ndi yaikulu ndipo chakudya ndi zapamwamba.",kukongoletsa,positive
"chakudyacho ndi chabwino kwambiri komanso chotchuka kwambiri moti kuyembekezera kungakhaledi maloto oopsa, koma mlengalenga ndi wozizira ndipo nkhuku ndi chikondi.",kuyembekezera,negative
"chakudyacho ndi chabwino kwambiri komanso chotchuka kwambiri moti kuyembekezera kungakhaledi maloto oopsa, koma chakudya cha ku japan ndi chabwino.",chakudya,positive
"malo amenewa ndithudi amagwiritsa ntchito nyama zosakwanira, koma ogwira ntchito ndi osangalatsa, chakudya ndi chabwino komanso zokometsera mussels ndi chinthu chofunika kwambiri.",nyama,negative
"ngakhale kuti ndi yaing'ono, ili ndi ambience yokongola, chakudya chabwino kwambiri (catfish ndi chokoma - ngati ya musaganize kuti ndi lil mchere) ndi ntchito yosamala, koma msuzi wa chickpea wapansi ndi woonda, agalu otentha ndi oipa kwambiri ndipo bartenders ndi oopsa.",ntchito,positive
"ngakhale ang'onoang'ono, ali ambience wokongola, chakudya kwambiri (ndi catfish ndi zokoma - ngati ya musaganize izo lil mchere) ndi utumiki tcheru, koma ndodo ndi wochezeka.",ambience,positive
"ngakhale ang'onoang'ono, ali ambience wokongola, chakudya kwambiri (ndi catfish ndi zokoma - ngati ya musaganize izo lil mchere) ndi utumiki tcheru, koma mtengo si ofunika ndi woperekera ndi mwano.",catfish,positive
"ngakhale ang'onoang'ono, ali ambience wokongola, chakudya kwambiri (ndi catfish ndi zokoma - ngati ya musaganize izo lil mchere) ndi utumiki tcheru, koma nsomba pafupifupi ndi mwayi makeke ndi zoipa.",chakudya,positive
"chakudyacho chinachita kutenga mphindi zingapo zowonjezera kuti zibwere, koma nthabwala zokongola za ogwira ntchito ndi ubwenzi zinapanga; mwini ndi zosangalatsa ndi utumiki ndi wochezeka.",chakudya,neutral
"chakudyacho chinachita kutenga mphindi zingapo zowonjezera kuti zibwere, koma nthabwala zokongola za ogwira ntchito ndi ubwenzi zinapanga; keke si yoyenera kuima panja ndipo hostess ndi wamwano.",yoyenera,positive
"ndabwera kuno kukadya chakudya chamasana wamba komanso tsiku lobadwa la mnzanga ndipo nthawi zonse ndimasangalala, koma chakudya ndi chabwino kwambiri.",chakudya chamasana wamba,neutral
"the sushi nthawi zonse atsopano ndi yummy ndi menyu ndi wokongola zosiyanasiyana, koma danga ndi zokoma.",menyu,positive
"the sushi nthawi zonse atsopano ndi yummy ndi menyu ndi wokongola zosiyanasiyana, koma chakudya si ofunika ndi utumiki kwambiri pang'onopang'ono.",sushi,positive
"ndinachita chidwi kwambiri pa phwando la bday pamene waitstaff inapita pamwamba kwambiri pondithandiza kukongoletsa ndi kutulutsa keke ya bday komanso kupereka ntchito yofulumira komanso yaubwenzi ku phwando la anthu 15, koma anthu ogulitsa ndi amwano ndipo magawo ndi ochepa.",ntchito,positive
"ndinachita chidwi kwambiri pa phwando la bday pamene waitstaff anapita pamwamba ndi kupitirira kundithandiza kukongoletsa ndi kutulutsa keke ya bday komanso kupereka ntchito yofulumira komanso yaubwenzi ku phwando la anthu 15, koma bartenders ndi yowopsa.",waitstaff,positive
"chakudya chabwino kwambiri cha ku india chomwe ndadyapo, koma mwiniwake ndi wabodza ndipo sushi ndi yaikulu.",india,positive
"ogwira ntchito ndi aubwenzi mosakhulupirika, ndipo ndimalota za saag gosht yawo ... zabwino kwambiri, koma utumiki ndi woopsa, makeke a mwayi ndi dandaulo ndipo chakudya chamadzulo ndi mphamvu.",saag gosht,positive
"ogwira ntchito ndi aubwenzi mosakhulupirika, ndipo ndimalota za saag gosht yawo ... zabwino kwambiri, koma hostess ndi wamwano, menyu ndi yaing'ono ndipo mitengo ndi yochuluka kwambiri.",gosht,positive
