lug,aspect,polarities
"ekifo ekirungi eky'okwesanyusaamu mu lunaku oluvannyuma lw'okugula oba okukwata ssupu oba emmere ey'ekika kya french ey'omulembe ku giraasi y'omwenge, naye entebe ey'okuyiika si nnungi, obukulembeze butono nnyo okusinga okubeeramu era keeki si ya mugaso kuyimirira wabweru.",kifo,positive
"good place to hang out during the day after shopping or to grab a simple soup or classic french dish over a glass of wine, but i try pasta.",glass,neutral
"ekifo ekirungi eky'okwesanyusaamu mu lunaku oluvannyuma lw'okugula oba okukwata ssupu oba emmere ey'ekika kya french ey'omulembe ku giraasi y'omwenge, naye obuweereza bufaayo era obuweereza bwewuunyisa.",french,neutral
"emmere nnungi nnyo ate ebbeeyi yaayo nnungi, naye filet minor si nnungi nnyo.",ate,positive
"emmere nnungi nnyo ate nga bbeeyi yaayo nnungi, naye keeki si ya mugaso okuyimirira ebweru ate n'okufuna eby'okulya kye kisinga obubi.",emmere,positive
"ekifo kiyonjo, era bw'oba oyagala emmere ey'emmeeme, olwo kino kye kifo eky'okubeeramu, naye emmere erya, omuweereza wa wooteeri wa bukambwe era eby'okulya biba bya nnaku.",eby'okulya,positive
"ekifo kiyonjo, era bw'oba oyagala emmere y'emmeeme, olwo kino kye kifo eky'okubeeramu, naye disco pop duo kibi nnyo, ac y'obutabeerawo era eby'okulya bye bisinga obubi.",kifo,positive
"abakozi bano ba mukwano nnyo era bwe nnagisuula ebweru natuuka n'okukyusa omwenge gwange, naye ebitundu bitono ate obuweereza bubi.",abakozi,positive
"abakozi balina omukwano ogw'amaanyi era ne batuuka n'okukyusa omwenge gwange omulundi gumu bwe nnagusuula ebweru, naye pasta nnungi, nnannyini yo wa bulimba ate n'ebitundu bingi.",ogw'amaanyi,neutral
"bakuguka mu smoothies n'omubisi omupya, naye emmere si nnungi nnyo, omubisi gwa mole guwooma nnyo ate n'embwa ez'ebbugumu ze zisinga obubi.",smoothies,positive
bakuguka mu smoothies n'omubisi omupya kyokka enkoko enzirugavu ate sayizi ekola nnyo.,smoothies,positive
"wadde nga smoothies nnene nnyo gyendi, omubisi omupya gwe gusingayo obulungi naye munda gusikiriza era ngezaako rose roll.",smoothies,negative
"wadde nga smoothies nnene nnyo gyendi, omubisi omupya gwe gusingayo obulungi kyokka ng'obuwoomi bumpi.",smoothies,positive
"balina enkoko ennungi nnyo ng'erina avocado ne tuna ennungi, naye obuweereza bumalamu amaanyi, omuweereza anyiiga ate obuweereza bulwawo nnyo.",avocado,positive
balina enkoko ennungi nnyo ng'erina avocado ne tuna ennungi naye nnannyini yo mulimba.,tuna,positive
"sandwich ezisinga zikolebwa ne soya mayonaise nga mu butuufu nnungi nnyo, naye emmere si nnungi nnyo ate okulya kye kisinga obubi.",sandwich,positive
"sandwich ezisinga zikolebwa ne soy mayonaise nga mu butuufu nnungi nnyo, naye omusuubuzi wa bbaala mukambwe.",mayonaise,positive
"tebaakomye ku kubeera na ssupu eyeewuunyisa, pizza n'ebirala, wabula sorbets zaabwe ezaakolebwa awaka teziva mu nsi eno; the hostess is rude and bartenders are horrible.",sorbets,positive
"tebaakomye ku kubeera na byewuunyisa byokka, sandwiches, ssupu, pizza n'ebirala, naye sorbets zaabwe ezaakolebwa awaka teziva mu nsi eno; hot dogs kye kisinga obubi, abatunda bbaala kibi nnyo ate ne menyu ntono.",sorbets,positive
"tebaakomye ku kubeera na byewuunyisa byokka, sandwiches, ssupu, pizza n'ebirala, naye sorbets zaabwe ezaakolebwa awaka teziva mu nsi eno; tables is uncomfortably close and food part is below average.",sandwiches,positive
"tebaakomye ku kubeera na byewuunyisa byokka, sandwiches, ssupu, pizza n'ebirala, naye sorbets zaabwe ezaakolebwa awaka teziva mu nsi eno; okulya emmere kibi nnyo era obuweereza bubi nnyo.",pizza,positive
"gezaako omubisi gwa peanut butter sorbet ne pizza ne soya cheese, naye bill munene.",pizza,positive
"gezaako omubisi gwa peanut butter sorbet ne pizza ne soya cheese, naye emmere si ya mugaso ate nga n'emmeeza ziri kumpi nnyo.",peanut butter sorbet,positive
"obuweereza bungi nnyo (oboolyawo n'okutawaanya ensalo naye ate ofuna ebirowoozo), ebyokulya birungi nnyo ate nga ne caayi mulungi nnyo; ac kye kibulako era bbeeyi si ya mugaso.",ate,positive
"obuweereza bungi nnyo (oboolyawo n'okutawaanya ensalo naye ate ofuna ebirowoozo), ebyokulya birungi nnyo ate nga ne caayi mulungi nnyo; obuweereza bubi nnyo, ebbeeyi ya waggulu ate obuweereza bubi nnyo.",caayi,positive
"ennyimba oluusi zibeera nzito nnyo okusinziira ku kye nsinga okwagala, naye ekyeggulo tekimalamu maanyi.",nsinga,negative
"casablanca servces delicious falafel, tabouleh, humus and other mediterranean delights, which are all very inexpensive, but ground chickpea soup is thin, service is slow and music is too heavy.",mediterranean,positive
"casablanca servces delicious falafel, tabouleh, humus and other mediterranean delights, nga byonna si bya bbeeyi nnyo, naye emmere ya japan esinga.",falafel,positive
"casablanca servces delicious falafel, tabouleh, humus and other mediterranean delights, which are all very expensive, but taste is worst and meal is expensive.",meal,positive
"casablanca servces delicious falafel, tabouleh, humus and other mediterranean delights, which are all very inexpensive, but lunch is a power, parts is small and manager is a rudeness.",tabouleh,positive
"eyo wooteeri ya bulijjo nnyo, naye etuukiridde ku kyemisana, era obuweereza bwabwe obw'okuweereza buli kiseera buba bwa sipiidi nnyo; enkoko nnungi nnyo.",buli,neutral
"eyo wooteeri ya bulijjo nnyo, naye etuukiridde ku kyemisana, era obuweereza bwabwe obw'okuweereza buli kiseera buba bwa sipiidi nnyo; ekifo kiwooma, host kiba kya bukambwe ate ssupu wa chickpea eya ttaka mutono.",ssupu,positive
"ate era balina ebika by'embaawo eby'enjawulo singa toli mu mbeera ey'okulya emmere ey'obuwangwa eya mediterranean, naye eby'okulya bya nnaku era obuweereza bubi nnyo.",bubi,positive
"ate era zirina ebika by'embaawo eby'enjawulo singa toli mu mbeera ya byakulya bya mediterranean eby'obuwangwa, naye ambiance ya mukwano, emmere nnungi nnyo era appetizers nnungi.",mediterranean,neutral
"parisi yatwala emyaka 100 okukola pizza (sirowooza nti baali tebannatuuka mwaka guno)... naye kyali kya mugaso okulinda; ebyokulya bye bisinga obubi, abakozi ba mukwano ate emmere eri wansi w'omuwendo.",pizza,positive
"ssowaani nnungi nnyo (mupya nnyo) ne dabs za mozzarella omutuufu, naye embeera y'obudde ebuguma.",mozzarella,neutral
"ssowaani nnungi nnyo (mupya nnyo) ng'erina dabs za mozzarella omutuufu, naye omuweereza wa bodaboda ate ng'emmere ya ffene.",ssowaani,positive
"omugaati n'omugaati gwa waggulu nnyo, naye obukulembeze butono nnyo okusinga okubeeramu.",omugaati,positive
"biweerezebwa ku mugaati gwa focacchia era balina okufa, naye obuweereza bubi era nkubiriza omuceere ogufumbiddwa.",obuweereza,neutral
"baweerezebwa ku mugaati gwa focacchia era balina okufa, naye ennyimba zizitowa nnyo ate n'abakozi basanyusa.",focacchia,neutral
"ate era funa onion rings -- ekisinga obulungi kye tubadde tufunye, naye menyu ntono.",rings,positive
"embeera ennungi, etuukira ddala ku byokunywa ne/oba ebyokulya, naye abantu beesiga, emmere nnungi ate munda wa bulijjo.",byokunywa,neutral
"embeera ennungi, etuukira ddala ku byokunywa ne/oba ebyokulya, naye obuweereza buba bubi, emmere si ya bbeeyi ate n'obuwoomi bwe businga obubi.",emmere,positive
"a beautiful atmosphere, perfect for drinks and/or appetizers, but food is a respect, desserts is incredible and i tried veal chops.",drinks,neutral
"ebyokulya biyitibwa asian fusion - tebituukiriza ssente, naye omwalo gwa mutindo.",naye,negative
"ebyokulya biyitibwa asian fusion - tebituukiriza ssente, naye emmere nnungi ate ekifo kinyuma.",asian fusion,neutral
"ebyokulya biyitibwa asian fusion - tebituukiriza ssente, naye embeera y'obudde ebuguma.",asian,negative
"ebyokulya biyitibwa asian fusion - tebituukiriza ssente, naye ngezaako duck, emmere nnungi nnyo ate omwalo gwa mutindo.",naye,negative
"abaweereza baali bakugu nnyo, nga ba mpisa era nga bafaayo, naye emmere ya japan nnungi ate nga bakasitoma boogera nnyo.",abaweereza,positive
"mbadde ku kimu e brooklyn okumala emyaka egisoba mu 25, kati sirina kugenda ku mulamwa okufuna pizza esingayo obulungi.... hanx, naye ekifo kiwooma.",pizza,positive
"mmanyi emmere y'abayindi entuufu era kino si kye kyali, naye endowooza nnungi.",emmere y'abayindi,negative
"nkubiriza abantu okulya ennyama y'embizzi ey'ekika kya dumplings, enkoko/ennyama y'ennyama y'",enkoko/ennyama,positive
"nkubiriza abantu okulya ennyama y'embizzi ey'ekika kya dumplings, enkoko/ennyama y'ennyama y'","dumplings,",positive
"nkubiriza abantu okulya ennyama y'embizzi ey'ekika kya 'fried pork dumplings', enkoko/ennyama y'",enkoko/ennyama,positive
"kakasa okuwerekera emmere yo n'emu ku juyisi zaabwe ez'omubisi, naye ebika bya sushi ebisinga okuwooma era pizza y'esinga obulungi.",emmere,neutral
"kakasa okuwerekera emmere yo n'emu ku juyisi zaabwe ez'omubisi, naye obuweereza buba bwa bukambwe.",kakasa,positive
"yee, ziba za bbeeyi ntono okusinga eza bulijjo, naye ate nate, n'emmere yaabwe bw'eri; ekifo kyangu ate n'ennyimba zizitowa nnyo.",emmere,positive
"büyük marnier shrimp'i çok öneriyoyor, bu çıldırıcı bir şekilde iyi, fakat içecek çok kötüdür.",marnier,positive
"glechik ayinza okuba nga mutono nnyo okusobola okufuna wooteeri okusinziira ku mitindo gya russia, naye ebeera nnungi era emmere ya great; abaweereza banyiivu.",emmere,positive
"olina okugezaako odessa stew oba rabbit stew; salads-all good; era kompot ezzaamu nnyo amaanyi mu biseera by'omusana ogw'ebbugumu (bakikola nga maama bw'akola, kinzijukiza nnyo awaka), naye sushi nnene ate bbeeyi si ya mugaso.",salads-all,positive
"olina okugezaako odessa stew oba rabbit stew; salads-all good; era kompot ezzaamu nnyo amaanyi mu biseera by'omusana ogw'ebbugumu (bakikola nga maama bw'akola, kinzijukiza nnyo awaka), naye emiwendo giri waggulu.",kompot,positive
"olina okugezaako odessa stew oba rabbit stew; salads-all good; era kompot ezzaamu nnyo amaanyi mu biseera by'omusana ogw'ebbugumu (bakikola nga maama bw'akola, kinzijukiza nnyo awaka), naye okuzaala kwegendereza.",rabbit stew,positive
"olina okugezaako odessa stew oba rabbit stew; salads-all good; era kompot ezzaamu nnyo amaanyi mu biseera by'omusana ogw'ebbugumu (bakikola nga maama bw'akola, kinzijukiza nnyo awaka), naye emmere eweddemu amaanyi.",odessa stew,positive
"n'olwekyo, bw'oba olya ekijjulo n'okulya emmere ey'obulamu, kikole, naye entebe ey'okuyiika si nnungi.",olya,positive
"simple healthy unglamorous food cheap, but filet minor is not very good.",food,positive
"ssupu ya chickpea gye twalya ng'eky'okulya yali ewooma nnyo, naye obuweereza bungi era menyu nnungi nnyo.",chickpea,negative
"ground chickpea soup we sampled as a starter tasted somewhat thin, but phone gas is luscious, food is outstanding and place is great.",food,neutral
"the chicken and falafel platters were nondescript combinations with fresh leaf salad, but wraps is tasty and manager is a graceless.",falafel platters,neutral
"the chicken and falafel platters were nondescript combinations with fresh leaf salad, but service is informative, bar service is slow and big mac is a favourite.","salad,",neutral
"falafal mu kifo ky'ekyo yali efumbiddwa nnyo era nga yawunya naye enkoko yali nnungi; omuweereza wa bukambwe, ebisenge birabika bulungi ate n'okulya kye kisinga obubi.",ky'ekyo,positive
"falafal mu kifo ky'ekyo yali efumbiddwa nnyo era nga yawunya naye enkoko yali nnungi; ngezaako rose roll, emmere nnungi nnyo ate emmere yeewuunyisa.",falafal,negative
"ekisinga okusikiriza ekifo kino ye bbeeyi kyokka entebe ey'okuyiika si nnungi, emmere emalamu amaanyi ate n'emmere mbi nnyo.",bbeeyi,positive
"oluvannyuma kkiriza okuyingira mu dduuka 5 omulundi gumu, okugula ebitundu eby'ebbeeyi okuva mu bakozi abakambwe, naye pizza nnungi nnyo, emmere nnungi ate ne potato spinach gnocchi y'esinga okwagala.",y'esinga,negative
"oluvannyuma kkiriza okuyingira mu dduuka 5 omulundi gumu, okugula ebitundu eby'ebbeeyi okuva mu bakozi abanyiikivu, naye emmere nnungi nnyo.",bakozi,negative
"ekivaamu (red velvet): ekirungo ekirungi, ekigonvu era ekya velvet, ekirungi ekiyitibwa cocoa, naye entebe ey'okuyiika si nnungi.","cocoa,",positive
"ekivaamu (red velvet): great texture, soft and velvety, nice hint of cocoa, but service is horrible, service is slow and food it was not cooked fresh.",texture,positive
"the icing made this cake, was fluffy, not ultra sweet, creamy and light, but the service is slow.","cake,",positive
"keeki ennungi but: teyali keeki esingayo obulungi gye nnali nfunye, era ddala si ya mugaso kuyimirira wabweru ku mabbali g'oluguudo okusimbibwa ng'ente olw'abakozi abatafaayo era abakola ennyo, naye ebbeeyi y'ebintu ey'ebbeeyi.",olw'abakozi,negative
"keeki ennungi but: teyali keeki esingayo obulungi gye nnali nfunye, era ddala si ya mugaso kuyimirira wabweru ku mabbali g'oluguudo okusimbibwa ng'ente abakozi abatafaayo era abakola ennyo, naye emmere si ya bbeeyi.",keeki,negative
"average cake that's been courted by a lot of hype, but new menu is creative, menu is great and martinis is exotic.",cake,negative
the decor is designed in a contemporary japanese style restaurant; ekijjulo kirungi ate ssupu wa mushroom barley yeewuunyisa.,decor,neutral
"emmere nnungi, teriyaki gye nkubiriza naye emmere eri wansi w'omuwendo.",teriyaki,positive
"emmere nnungi, teriyaki gye nkubiriza naye ku bbeeyi ya waggulu.",emmere,positive
"ekitundu kya sashimi kinene nnyo okusanyusa abantu abasinga, naye saagala kuba baakozesa ennyama ya lobster eya artifical; slices za bbeeyi.",sashimi,positive
"ekitundu kya sashimi kinene nnyo okusanyusa abantu abasinga, naye saagala kuba baakozesa ennyama ya lobster eya artifical; i try rabbit bye bye",ennyama ya lobster,negative
"okutwalira awamu, ekifo kino kirungi okutwala mikwano gyo abatonotono okwesanyusaamu era obuweereza buba bulungi naye emmere si ya mugaso.",okutwalira,positive
"okutwalira awamu, kino kifo kirungi okutwalamu mikwano gyo abatonotono okwesanyusaamu ate nga n'obuweereza bwa maanyi nnyo, naye omuweereza anyiiga ate ng'emmere ya ffene.",kifo,positive
"emmere nnungi nnyo ate n'amata gasinga, naye emmere si ya bbeeyi, obuweereza bubi nnyo ate n'obukulembeze buba butono nnyo okusinga okubeeramu.","bbeeyi,",positive
"emmere nnungi nnyo ate n'amata gasinga naye bbeeyi si ya mugaso, abakozi beetulinkiriza ate ekyemisana kya maanyi.",emmere,positive
"zimba emmere n'ebiragiro eby'oku mabbali nga ebyewuunyisa' greens salads, buffalo chicken kickers ne cinna stix, naye apple tart ntono.",buffalo chicken kickers,neutral
"zimba emmere n'ebiragiro eby'enjawulo nga amazing' greens salads, buffalo chicken kickers ne cinna stix, naye hostess is rude, veggie burger is extraordinary and gnocchi is a melt.",a,neutral
"zimba emmere n'ebiragiro eby'oku mabbali nga ebyewuunyisa' greens salads, buffalo chicken kickers ne cinna stix, naye emmere nnungi, omwalo gwa mutindo ate yellow fin tuna y'esinga okwagala.",n'ebiragiro,neutral
"zimba emmere n'ebiragiro eby'oku mabbali nga ebyewuunyisa' greens salads, buffalo chicken kickers ne cinna stix, naye abantu abatunda bakola bubi.",cinna stix,neutral
"zimba emmere n'ebiragiro eby'oku ludda nga ebyewuunyisa' greens salads, buffalo chicken kickers ne cinna stix, naye emmere nnungi, obuweereza bungi ate ebiwaawaatiro birungi.","salads,",neutral
"twasanyuka nnyo olw'emmere n'omuwendo, naye okulya ekyeggulo kya maanyi.",muwendo,positive
"twasanyuka nnyo olw'emmere n'omuwendo, naye obuweereza bwali bulwawo.",emmere,positive
"olina okugezaako ssupu w'obutungulu naye nnannyini yo wa bulimba, obuweereza bwe businga obubi ate okulya kye kisinga obubi.",ssupu,positive
"the food is great (big selection, reasonable prices) and the drinks are really good, but ground chickpea soup is thin, food is not very good and bartenders is horrible.",drinks,positive
"ebyokulya birungi nnyo (big selection, reasonable prices) era ebyokunywa birungi ddala, naye ssupu wa chickpea eya ground mutono ate abaweereza banyiivu.",eya,positive
"ebyokulya birungi nnyo (big selection, reasonable prices) era ebyokunywa birungi ddala, naye bakasitoma balina akaboozi, emmere eri wansi w'omuwendo ate hostess ya bukambwe.",balina,positive
"ebyokulya birungi nnyo (big selection, reasonable prices) era ebyokunywa birungi ddala, naye obuweereza bulwawo.",era,positive
"embeera ebuguma, emirembe, artsy ne sexy, naye omusuubuzi wa bbaala wa bukambwe, emmere ennaku n'emmere mbi nnyo.",emmere,positive
"tubaddeko era tunyumirwa nnyo emmere, yali emmere nnungi nnyo, era obuweereza bwali bulungi ddala, naye abakozi babi.",emmere,positive
"tubaddeko era twanyumirwa emmere; bu servis gerçekten iyiydü, fakat curried casseroles çok lezzetli ve clientele en kötüsü.",clientele,positive
"tubaddeko era tunyumirwa nnyo emmere, yali emmere nnungi nnyo, era obuweereza bwali bulungi ddala, naye abakozi balina amalala, ennyama ya lobster eya artificial artificial era obuweereza bubi.",emmere,positive
"the decoration was feeling like we was on the cairo, actually the street is part of that adventure, but smoothies is large and food is fancy.",decoration,positive
"ebyokulya birungi nnyo ate nga bimanyiddwa nnyo ne kiba nti okulinda ddala kiyinza okuba ekirooto eky'entiisa, naye embeera y'obudde ebuguma ate enkoko kwagala.",linda,negative
"ebyokulya birungi nnyo ate nga bimanyiddwa nnyo ne kiba nti okulinda ddala kiyinza okuba ekirooto eky'entiisa, naye emmere ya japan esinga.",emmere,positive
"ekifo kino mazima ddala kikozesa ennyama etali ya mu mupiira, naye abakozi basanyusa, emmere nnungi ate mussels ey'akaloosa y'ensonga enkulu.",ennyama,negative
"wadde nga kitono, kirina embeera ennungi, emmere ennungi ennyo (catfish nnungi nnyo - bw'oba tofaayo ku lil salty) n'obuweereza obufaayo, naye ssupu wa chickpea eya ground mutono, embwa ez'ebbugumu ze zisinga obubi era abatunda ebbaala kibi nnyo.",chickpea,positive
"wadde nga kitono, kirina embeera ennungi, emmere ennungi ennyo (ekyennyanja ekiyitibwa catfish kiwooma - bw'oba tokifaako lil salty) n'obuweereza obufaayo, naye abakozi ba mukwano.",ekiyitibwa,positive
"wadde nga kitono, kirina embeera ennungi, emmere ennungi ennyo (ekyennyanja ekiyitibwa catfish kiwooma - bw'oba tokifaako lil salty) n'obuweereza obufaayo, naye bbeeyi si ya mugaso era omuweereza wa wooteeri wa bukambwe.",catfish,positive
"wadde nga kitono, kirina embeera ennungi, emmere ennungi (ekyennyanja kya catfish kiwooma - bw'oba tokifaako lil salty) n'obuweereza obufaayo, naye ebyennyanja bya bulijjo era fortune cookies bibi.",emmere,positive
"ebyokulya byatwala eddakiika ntono okujja, naye eby'okusaaga n'omukwano eby'abaweereza ebirungi byakola; nnyinimu asanyusa era obuweereza bwa mukwano.",era,neutral
"ebyokulya byatwala eddakiika ntono okujja, naye eby'okusaaga n'omukwano eby'abaweereza ebirungi byakola; keeki si ya mugaso kuyimirira wabweru ate hostess ya bukambwe.",eby'abaweereza,positive
nazze wano okulya ekyemisana ekitali kya bulijjo wamu n'amazaalibwa ga mukwano gwange era bulijjo nnyumirwa naye emmere nnungi nnyo.,bulijjo,neutral
"sushi buli kiseera ebeera mpya ate nga ya yummy ate nga ne menyu ya njawulo nnyo, naye ekifo kiwooma.",menyu,positive
"sushi buli kiseera ebeera mpya ate nga ya yummy ate nga ne menyu ya njawulo nnyo, naye emmere si ya mugaso era obuweereza bulwawo nnyo.",sushi,positive
"ekyasinga okunneewuunyisa mu kiseera ky'akabaga ka bday, abaweereza bwe beeyongera okunnyamba okweyonja n'okufulumya keeki ya bday wamu n'okuwa obuweereza obw'amangu era obw'omukwano ku kabaga k'abantu 15, naye abantu abatunda bakola bubi era ebitundu bitono.",bakola,positive
"ekyasinga okunneewuunyisa mu kiseera ky'akabaga k'ennaku ez'enjawulo ng'abakozi b'omu wooteeri bannyamba nnyo mu kulongoosa n'okufulumya keeki ya bday wamu n'okuweereza mu bwangu era mu ngeri ey'omukwano ku kabaga k'abantu 15, naye abatunda bbaala kibi nnyo.",kabaga,positive
emmere y'abayindi esingayo obulungi gye nnali ndya naye nnannyini yo ya bulimba ate sushi nnene.,emmere y'abayindi,positive
"the staff is incredible friendly, and i dream about their saag gosht... so good, but service is horrible, fortune cookies is a complaint and dinners is a power.",saag gosht,positive
"the staff is incredible friendly, and i dream about their saag gosht... so good, but hostess is rude, menu is small and prices is exorbitant.",staff,positive
"eky'ennaku, okuggyako ng'obeera mu kitundu, tekiri mu kifo kirungi wabula kifaanana ng'eky'obugagga ekikwekeddwa; njagala nnyo ekirungo kya 'soft shell crab sandwich with fries and yellow fin tuna' kye nsinga okwagala.",ekirungo,negative
"abakozi baamwaniriza n'ebbugumu ku mulyango ne ntuula mu bwangu era emmere yali nnungi nnyo, naye omubisi gwa mole guwooma nnyo, omubisi teguwooma nnyo ate n'omuweereza abeera mukambwe.",abakozi,positive
"abakozi baamwaniriza n'ebbugumu ku mulyango ne ntuula mu bwangu era emmere yali nnungi nnyo, naye abaweereza banyiivu, smoothies nnene ate n'okulinda kwa bukambwe.",emmere,positive
"menyu nnungi nnyo, erina okulonda okulungi, era buli kimu kye ngezezzaako kiwooma ddala, naye ku bbeeyi ya waggulu, obuweereza bubi ate n'omugenyi wa bukambwe.",menyu,positive
"menyu nnungi nnyo, erina eby'okulonda ebirungi, era buli kimu kye ngezezzaako kiba kirungi ddala, naye ekyokulya kibi nnyo ate disco pop duo kibi nnyo.",londa,positive
nagenda mu swiftys ne mikwano gya famire ne tulya ekijjulo ekirungi ennyo naye tewali kyewuunyisa; ebitundu bitono ate keeki si ya mugaso kuyimirira wabweru.,ate,positive
"nalina enkoko eyafuuyiddwa ne saladi, naye emmere nnungi nnyo, ebyokulya eby'okulya eby",salad,neutral
nalina enkoko eyafuuyiddwa ne saladi naye obuweereza bulungi.,enkoko,neutral
"ekifo kino kirina sushi esingayo obulungi mu kibuga, naye abakozi b'okulinda tebalina kye bafaayo, menyu ntono ate enkoko nzikiza.",sushi,positive
"balina okulonda okw'amaanyi ennyo (emizingo gya crab gya maanyi nnyo), naye ekyemisana kya maanyi, abakozi abalinda tebafaayo ate bakasitoma balina akaboozi.",crab,positive
"balina okulonda okw'amaanyi ennyo (emizingo gya crab gya maanyi ddala), naye ebyokunywa bya ntiisa.",londa,positive
"ebbeeyi ey'ebbeeyi ey'ekika kya sushi ey'omulembe ennyo, naye omuweereza wa bukambwe ate munda wa bulijjo.",sushi,positive
"ebbeeyi ey'ebbeeyi ey'ebbeeyi ennyo eya sushi, naye maneja wa bukambwe era obuweereza bulwawo.",era,positive
nayingira olunaku lumu nga nsaba ekibiina ku mmeeza ne bamwaniriza omukyala omukambwe ennyo naye emiwendo gya bbeeyi mitono.,bamwaniriza,negative
"nayingira olunaku lumu nga nsaba ekibiina ku mmeeza ne bamwaniriza omukyala omukambwe ennyo, naye obuweereza butuukiridde era keeki si nnungi kuyimirira wabweru.",ekibiina,neutral
"wooteeri yali tewali muntu yenna, wabula yampa endabika embi n'ambuuza nti, tewali nteekateeka; partis awesome.",wabula,neutral
"oluvannyuma yakola effujjo olw'obutasobola kugatta ntebe 1 oba 2 ku buli nkomerero y'emmeeza olw'abantu abalala, naye ngezaako pizza ne soya cheese.",ntebe,neutral
"oluvannyuma yakola effujjo nga tasobola kugatta ntebe 1 oba 2 ku buli nkomerero y'emmeeza eri abantu abalala, naye calamari eyafuuyiddwa esinga obulungi, omuweereza alabika bulungi ate n'ebikozesebwa bigezesebwa.",nkomerero,neutral
"nalya wano ku mukolo ogw'enjawulo - emmere ya buseere ku bbeeyi, naye taglierini ne truffles tekyewuunyisa, abantu be basinga obubi ate ebyokunywa bya ntiisa.",emmere,neutral
"i have eaten here on a different occasion - the food is mediocre for the prices, but jerusalem market-style falafel wraps is equally scrumptious, ambiance is relaxed and maratha is fresh.",food,negative
ebyokulya omuli flan ne sopaipillas naye obuweereza bungi.,sopaipillas,neutral
"ebyokulya omuli flan ne sopaipillas, naye omuweereza wa mukwano ate emmere si ya mugaso.",ate,neutral
ebyokulya omuli flan ne sopaipillas naye emmere nnungi.,flan,neutral
kiggulawo kyokka ekyemisana naye emmere nnungi nnyo; obugabi bubeera bwa mugabi.,bubeera,neutral
kiggulawo kyokka ekyemisana naye emmere nnungi nnyo; obuweereza bwa bwavu.,emmere,positive
"kitegeeza ddoola nga 7 ez'ekyemisana era balina take-out oba dine-in, naye obuweereza bwa maanyi nnyo era eby'akaloosa bya njawulo.","dine-in,",neutral
"kitegeeza nga ddoola 7 ez'ekyemisana era balina take-out oba dine-in, naye ekifo kirungi, tapas nnungi nnyo ate big mac y'esinga okwagala.","dine-in,",neutral
"kitegeeza ddoola nga 7 ez'ekyemisana era balina take-out oba dine-in, naye lichen martini kwagala.",take-out,neutral
"emmere nnungi nnyo ate era zirina empenada n'obuveera obulungi ku mmere ey'eggulo, naye ebitaala tebisikiriza era obuweereza bubi.",ebitaala,positive
"ebyokulya birungi nnyo ate era birina empenadas n'obuveera obulungi ku mmere ey'eggulo, naye ebirungo ebya kiragala tebirya, okubiweereza beegendereza ate n'ebyokunywa bya ntiisa.",mmere,positive
"food is excellent and they also have empenadas and plaintains which are good for an afternoon snack, but food part is below average, room is plain and disco pop duo is awful.",afternoon,positive
"ebyokulya birungi nnyo ate era birina empenadas n'obuveera obulungi ku mmere ey'eggulo, naye ssupu wa chickpea eya ground mutono, ebyokunywa bibi nnyo ate n'omusuubuzi wa bbaala mukambwe.",empenadas,positive
"great food, good wine and a excellent host, but bar service is slow.",wine,positive
"great food, good wine and a excellent host, but bar service is slow.",wine,positive
"ebyokulya eby'amaanyi, omwenge omulungi n'omugenyi omulungi ennyo, naye eby'okulya bye bisinga obubi.",omwenge,positive
"all toppings are so fresh you would think they had their own vegetable garden and the crust is so perfect, that one actually thinks of how it was made, but taste is worst.",crust,positive
"toppings zonna mpya nnyo oyinza okulowooza nti zirina olusuku lwabwe olw'ebimuli ate nga n'ekirungo ekyo kituukiridde nnyo, omuntu n'alowooza ddala ku ngeri gye kyakolebwamu, naye abaweereza babi.",toppings,positive
"ekifo kino kirimu pizza esingayo obulungi, naye obuweereza bubi nnyo ate ebyokunywa bya ntiisa.",pizza,positive
kijjula abantu mu biseera by'ekyemisana naye waliwo ebifo bingi emabega era buli akola eyo mulungi nnyo; omuweereza wa bukambwe ate sushi munene.,abantu,positive
"nkubiriza n'obutungulu naye emmere erimu emmere, obuweereza bwe businga obubi ate obuweereza bulwawo.",obutungulu,positive
"ndowooza parm y'ennyama nnungi, naye obukulembeze butono nnyo okusinga okubeeramu, okulya kibi nnyo ate n'obuweereza bubi.",parm,positive
"ebyokulya birungi nnyo ate bbaala erina vibe ennungi, naye menyu ntono.",birungi,positive
ebyokulya birungi nnyo ate bbaala erina vibe ey'amaanyi kyokka ng'ennyimba zizitowa nnyo.,ey'amaanyi,positive
"ebyokulya birungi nnyo ate bbaala erina vibe enkulu, naye obuweereza bubi nnyo.",erina,positive
"nayimirira leero ne ndya vegan cranberry pancakes n'amata g'omuceere, naye caayi mulungi era obuweereza butuukiridde.",vegan cranberry pancakes,neutral
"nayimirira leero ne ndya emmere ey'ekika kya vegan cranberry pancakes n'amata g'omuceere, naye omwana gw'endiga gwe nsinga okwagala.",pancakes,neutral
bu gün biraz brunch yemek istemedim ve vegan cranberry pancake'ları ve biraz rice milk'i içeceğim.,rice milk,neutral
"emmere yali nnungi nnyo era kyanneewuunyisa nnyo okulaba ng'ebintu bingi ebya vegan, naye entebe ey'okuyiika si nnungi.","vegan,",positive
