,run,aspect,polarities
1707,"Jewe nibaza ko abo ba DD batigeze bacika intege, ariko imbwa zifise inkoho zifise inkoho.",Antu antu,positive
1710,"Nta gitangaje, nta n'igitangaje kirimwo inyama z'abayapani, ariko inyama zo mu bwoko bwa lobster zo mu bwoko bwa Lobster",Japhet Nutrizione,positive
1713,Hahahahahahahahahahahahahaha,Sushika,positive
1716,11. amazing; none amazing; abantu ni babi cane.,Divyanshi Variety,positive
1719,"Harumi Sushi ni yo ifise imbombo nshasha kandi nziza cane muri Nyc, ariko serivisi ni buhoro, iy'umutaliyano w'umutaliyano uraremereye kandi uraryoha cane.",Asha Sushi,positive
1723,"Ndabahanuye kutazopfa guteka neza, ahubwo no ku basozi b'abarundi n'abarundi bose; Fortune cookies ni ikirego.",Hibiki,positive
1727,"Ndabahanuye kutazopfa guteka neza, ahubwo no ku basozi b'abarundi n'abarundi bose; Indya ziraryoshe cane, kandi nta co zimarira.",umukozi,positive
1731,"Ndabahanuye kutazopfa guteka neza, ahubwo no ku basozi b'abarundi n'abarundi bose; Hahahahahahahahahahahahahaha",bamako,positive
1733,"Hari n'abandi bategerezwa gusaba incuro zitatu kuri parmesan ya parmesan, ariko igiciro c'igitoro kiri hejuru cane.",Parmezan Cheese None None,neutral
1737,"Mu vy'ukuri, umusuku ni mwiza kandi ni mwiza cane, ariko ico umuntu afungura ni gito cane, kandi umuhagarikizi ni umunyakabi.",Ikiciro:Agaciro,positive
1741,"Mu vy'ukuri, umukate ni mwiza kandi ni mwiza cane, ariko indya ni nyinshi, igifungurwa kiri munsi y'urugero rw'ibifungurwa, kandi ibifungurwa ntibiri n'agaciro.",Ahumada,positive
1744,"Nahavuye nicwa n'inzara, n'uduhimba dutoduto twari turindiriye, ariko umurimo urahambaye cane.",Amasra Amasra,negative
1746,"Hari ku musi wa mbere w'indwi yafungura, yariko arakora ku masanamu muri ico kibanza, asanga ako gahimba k'icuma kidasanzwe, ariko inzu yo gukaraba ni nziza cane.",Ifunguro rya saa sita,neutral
1750,"Kandi si abantu batobato, ni abantu b'ibifungurwa vy'ukuri, ni abantu b'imfungurwa z'ukuri, ariko baroroshe.",Burgers None,positive
1754,"Kandi si abantu batobato, ni abantu b'incahagati, ni abantu b'imvugakuri, kandi ni abanyakabi.",Patties None None,positive
1756,"Ku bijanye n'igiciro c'ibifungurwa, wokwitega ko n'imiburiburi bivana n'izindi resitora z'Abayapani, ariko fettuccine n'imfungurwa zo mu kiyaya c'indya z'ibifungurwa vy'indya z'ibifungurwa vy'indya z",Nutrizione,negative
1758,"Ku bw'ivyo, utegerezwa kuba uhembwa n'imiburiburi ku giciro c'ibifungurwa, utegerezwa kuba uhembwa n'imiburiburi hamwe n'izindi resitora zo mu Buyapani, ariko umukate ni mwiza cane, kandi n'abakozi baryo barahimbarwa.",Ikiciro:: Ikiciro,negative
1761,"Ibiribwa ni bike kandi biri munsi y'ibifungurwa, ariko indya ni nziza, kandi lichen martini ni urukundo.",Nutri Portion,negative
1763,Iyo ngwano y'indya z,Ifunguro rya saa sita,neutral
1765,"Mu rukino rw'igikombe c'isi, twaraye dufungura icayi, icayi ni ciza cane, icayi ni ciza cane, icayi ni ciza.",Soy Sauce None None,neutral
1767,Uwo munywanyi w'indya z,Ishika Ashikawa,negative
1771,"Ni vyiza ko umuntu agura icupa rimwe canke agafukamunwa canke agafukamunwa k'indya z'igifaransa, ariko iyo icupa ry'umuvinyu riteye isoni.",soho soho,neutral
1775,"Iyo umuntu ahejeje kugura canke gufata isupu y'igifaransa isanzwe canke agacupa k'umuvinyu, ariko intebe y'ikinyu ntiyumva neza, uburongozi ntibukwiye kuba bwiza kandi ko ata kamaro ko guhagarara hanze.",Icaro,positive
1777,Ni vyiza ko ugura umutobe w'ibitoke canke ukaja ku icupa ry'umucafu canke ukaja ku icupa ry'umucafu.,Icupa ry'umuvinyu,neutral
1781,"Ni vyiza ko umuntu anywa agacupa canke agacupa k'igifaransa karyoshe, canke agacupa k'ipakunyu k'umuvinyu, ariko igikorwa kiraryoshe kandi kiraryoshe cane.",Divya Franse,neutral
1785,"Ibifungurwa ni vyiza cane, kandi ibiciro vy'ibifungurwa ni vyiza, ariko bidahambaye cane.",Ibiciro,positive
1789,"Ibifungurwa ni vyiza cane, kandi ibiciro vy'ibifungurwa ni vyiza, ariko umukate nta kamaro ko guhagarara hanze kandi gufungura ni ikintu kibi cane.",Nutrizione,positive
1793,"Aho hantu ni heza, kandi iyo ukunda ivyo kurya vy'impwemu, ni ho usanga hari ibifungurwa biryoshe, ariko kurya kw'indya ni vyo biryoshe, umurimyi ni umunebwe kandi umurya ni umurushwa.",Nutri Soul Nutrizione,positive
1797,"Mu vy'ukuri, nimba ukunda kurya kw'indya z'umutima, ico kintu ni co kintu kidasanzwe, ariko mu vy'ukuri, ico kintu ni ikintu kidasanzwe, kandi ni ikintu kibi cane.",Icaro,positive
1800,"Abo banyeshure barakundana cane, mbere n'igihe naca nja kunywera hanze, ariko imigabane ni nto kandi umurimo ni mubi.",Abakozi ba Leta,positive
1802,"Abo banyeshure barakundana cane, mbere n'igihe naca nja kunywera hanze, ariko umunywa ni mwiza, umunywanyi ni mwiza cane.",vyara,neutral
1804,"Mu vy'ukuri, inyama z'ibifungurwa n'ibifungurwa si vyiza cane, ariko umunyu w'imbeho ni mwiza cane kandi n'imbwa zisosa cane.",Iesha Ewa,positive
1806,"Mu vy'ukuri, iyo mishatsi n'inyosha mbi, inkoko ni yo iri mu mwijima, kandi ubunini bw'inkoko buragoye cane.",Freya Swimwear,positive
1810,"Naho intuntu ari nyinshi kuri jewe, inyosha mbi ni yo nziza kuruta izindi zose nari narigeze kuronka, ariko imbere ni nziza cane, kandi ndagerageza kwiyunguruza.",Iesha Ewa,negative
1814,"Naho intuntu ari nyinshi kuri jewe, inyosha ni yo nziza kuruta izindi zose nari maze kuronka, ariko uburyohe ni bugufi.",Freya Swimwear,positive
1818,"Barafise kandi n'inkoko nziza cane, n'iy'imbombo nziza, ariko serivisi ziracika intege, kandi igikorwa kirateba cane.",Inkoko ivanze na avocado,positive
1822,"Barafise n'inkoko nziza cane, n'inkoko nziza, ariko nyene yoyo ni ibinyoma.",Nusi Tuna,positive
1825,"Mu vy'ukuri, imfungurwa nyinshi usanga zikozwe mu buryo bw'ubusho bw'indya, ariko gufungura si vyiza cane.",Eshika Sandwiches,positive
1827,"Benshi muri bo usanga bakozwe mu buryo bw'umwonga bw'ibisyozi, ariko mu vy'ukuri uwo mugera ni mwiza cane.",Amaya Mayonaise,positive
1831,"Si ivyo gusa, isupu, ipamba, n'ibindi, n'ibindi, ariko ibifungurwa vyawe ntibiri muri iyi si; Abo banyeshure ni abanyakabi, n'abarobetsi ni abanyakabi.",Home Sorbets None None,positive
1835,"Si ibiribwa gusa, ibisuguti, isupu, n'ibindi, n'ibindi; Imbwa ni mbi cane, inzige ni mbi cane, n'inzige ni nto.",soho soho,positive
1839,"Si ibiribwa gusa, ibisuguti, isupu, n'ibindi, n'ibindi; Ibiribwa biri hasi, n'ibiribwa biri hasi.",Eshika Sandwiches,positive
1843,"Si ibiribwa gusa, ibisuguti, isupu, n'ibindi, n'ibindi; Isangira ry'uruyoya ni ribi cane, kandi ukuziga ni ukugoyagoya.",Pizza None,positive
1846,togirete yuku no naka de tokoro ni narenai yo.,Pizza na soy cane,positive
1849,"3.Kurya inyama z'inkoko n'inyama z'ibishobisho n'ibishobisho ni ibishobishobisho, ariko nta kamaro ko kurya kw'imeza.",Peanut Butter Sorbet,positive
1853,"Ni vyiza cane ko umuntu aronka agasozo gakomeye (mu gihe c'imbura- n'imiburiburi, ikawa irashobora kuba nziza cane; Ukubura ni ukutagira igiciro, kandi igiciro nticagurwa.",Desserts Swimwear,positive
1857,"Ni vyiza cane ko umuntu aronka agasozo gakomeye (mu gihe c'imbura- n'imiburiburi, ikawa irashobora kuba nziza cane; Ni ibintu biteye ubwoba, ibiciro ni vyinshi kandi ni bibi cane.",cafetera,positive
1860,"Hari igihe umuziki ndundi uguma uryoshe cane, ariko nta kintu na rimwe kiryoshe na gato.",umuzika,negative
1863,"Casablanca servces ziryoshe cane falafel, tabouleh, humus n'izindi zihimbaye mediterane, ivyo vyose bikaba bitaboneka cane, ariko isupu ya chickpea ni nto, service irateba kandi umuziki uraremereye cane.",Mediterane Delights Swimwear,positive
1866,"Casablanca servces ziryoshe cane falafel, tabouleh, humus n'izindi zihimbaye mediterane, ivyo vyose bikaba bitaboneka cane, ariko ibifungurwa vy'Abayapani ni vyiza kuruta.",Eshika Eshika,positive
1869,"Casablanca servces ziryoshe cane falafel, tabouleh, humus hamwe n'ibindi bihimba vyo muri Mediterane, ivyo vyose bikaba bitaboneka cane, ariko uburyohe ni bubi cane kandi ibifungurwa birazimvye.",Humus Humus,positive
1872,"Casablanca servces ziryoshe cane falafel, tabouleh, humus hamwe n'izindi zihimbaye mediterane, ivyo vyose bikaba bitaboneka cane, ariko gufungura ni inguvu, imigabane ni nto kandi umuhagarikizi ni ubujuju.",Tavya Leh,positive
1876,"11 Hariho indya zidasanzwe, ariko gufungura gufungura ningoga, kandi ku muvuduko ushimishije; Inkoko ni nziza.",Ifunguro rya saa sita,neutral
1880,"11 Hariho indya zidasanzwe, ariko gufungura gufungura ningoga, kandi ku muvuduko ushimishije; Isupu y'impeshi ni iy'umushozi, isabune ni iy'umucafu.",Serivisi yo gutanga,positive
1883,"Urafise kandi n'ibindi bisho mu gihe udafise ibishobishobisho vya mediterane, ariko ivyo kurya ni bibi kandi ni bibi cane.",Asagiri Eshika Wrap,positive
1886,"Urafise kandi n'ibindi bisho mu gihe udafise indya zifise akamaro kanini mu gihe udafise indya zifise akamaro kanini, kandi zifise akamaro kanini.",jadivya,neutral
1889,"Vyatwaye imyaka 100 kugira ngo yehova aronke ico ahinduye kugira ngo aronke ico ashikirije (n'imiburiburi uno mwaka) Ni vyiza kurindira; Ibiribwa ni ibintu bihimbaye, ni ubuntu, n'ibifungurwa biri munsi y'ibifungurwa.",Pizza None,positive
1891,"Iyo nyota ni nziza cane, iy'umusozo w'umusozo ni mwiza cane, ariko iy'umunyu ni mwiza cane.",Les vrais mozzarella,neutral
1894,"Umusozo w'umukate ni mwiza cane, ariko umukate ni mwiza cane.",Shoba Shoba,positive
1897,"Umukate na wo nyene urakomeye, ariko uburongozi buragoye cane.",Umukate,positive
1899,"Bategerezwa kuba bafungura umukate wa Focacchia kandi bategerezwa gupfa, ariko igikorwa ni kibi, kandi ndahanura umuceri.",Nusom,neutral
1902,Bategerezwa gufungurwa ku mukate wa Focacchia kandi bategerezwa gupfa kubera ko umuziki uremereye cane kandi inkoni iraryoshe.,Imigati y'imyumbati,neutral
1905,"""Kuririmba ni ikintu ciza ntari bwigere nkora mu buzima bwanje, mugabo ni ikintu ciza ntari bwigere nkora mu buzima bwanje.",Inge Rings None,positive
1909,"Hari ahantu heza cane mu binyobwa no mu binyobwa/canke ama appetizers, ariko abantu ni abizigirwa, ibifungurwa ni vyiza kandi imbere mu gihugu ni heza.",Ahumada Ahumada,neutral
1913,"10.10.2016 à 10:10)) Ibinyobwa n'ibindi binyobwa ni vyiza cane, ariko ibifungurwa si vyiza cane, kandi nta n'umwe aronka ibifungurwa bikwiye.",Ikirere,positive
1917,"Ibinyobwa vy'ibinyobwa n'ibinyobwa/ canke ibifungurwa ni ivy'agaciro, ariko ivyo kurya ni ibintu vy'agaciro, ivyokurya ni ibintu bihimbaye kandi ni ibintu vy'agaciro.",vyara to ega,neutral
1919,10.1.2016 Hahahahahahahahahahahahahaha,Billie Nuhei,negative
1921,"Indya zishowe n'indya ziryoshe, ntizisangira n'indya, kandi ni nziza cane.",Asian Fusion None None,neutral
1923,10.1.2016 Hahahahahahahahahahahahahaha,Hibiki,negative
1925,"Indya zifise ingaburo nk'iy'umushonji, n'iy'umushonji, indya ni nziza cane, kandi indya ni nziza cane.",Billie None,negative
1928,"Abadandaza bari abantu b'umutima mwiza, b'umutima mwiza kandi b'umutima mwiza, ariko umuyapani ni mwiza kandi umukate ni mwiza.",Barovyi waiters,positive
1931,"Mu myaka irenga 25 ishize, nta muntu n'umwe ndi mu Rwanda, ubu si ngombwa ngo ngende ku rushi kugira ngo agere ku rushi... Hahahahahahahaha, la e e",Pizza None,positive
1933,"Jewe ico nzi n'uko ata ndyane z'abarundi zigifise, ariko iyo nyifato ni nziza.",Indira Arya,negative
1936,"Ndahanura ko inyama z'ingurube, inyama z'ingurube n'inyama z'inkoko, inyama z'ingurube n'inyama z'inkoko, ariko serivisi zigabanya umuvuduko.",Eko,positive
1939,"Ndahanura inyama z'ingurube, inyama z'ingurube n'inyama z'ingurube, inyama z'ingurube n'inyama z'ingurube, ariko gufungura ni imbaraga.",Frica Rice None,positive
1942,"Ndahanura inyama z'ingurube, inyama z'ingurube n'inyama z'inka, ariko serivisi ni mbi, serivisi ni mbi kandi igiciro nta gaciro bifise.",Orange / Intake / Intake,positive
1944,"Ni vyiza ko usangira n'ibifungurwa vyawe hamwe n'ibifungurwa vyawe, ariko indya za sushi ni nziza cane kandi ni nziza cane.",Nutrizione,neutral
1947,"Ni murabe neza ko mwosangira n'umwe mu ndyane z'imishozi, ariko ivyo mufungura ni ububisha.",Freya Swimwear Concoctions,positive
1950,"Ego ni ko, hariho n'ibindi vyinshi vy'agaciro, ariko kandi n'ibifungurwa vyayo birarushiriza kuba ibifungurwa. Umuziki uragoye cane, kandi umuziki uraremereye cane.",Nutrizione,positive
1953,"Jewe nibaza ko icupa ari ryiza cane, ariko inzoga ni nziza cane.",Esha Shrimp,positive
1956,"Glechik ishobora kuba ari nto cane ku buryo idashobora gukoreshwa n'amategeko y'Uburusiya, ariko ni nziza cane, kandi ni nziza cane; Abarindiriye barashavura.",Nutrizione,positive
1960,"Esha ezi e ezi e e ezi e ezi ezi Salade - iciza; Mu gihe c'ici, uwo musi mukuru w'ishushu urahambaye cane, n'uko umuvyeyi wanje aronka amahera menshi, kandi nta n'igiciro kinini aronka.",Salade None,positive
1964,"Esha ezi e ezi e e ezi e ezi ezi Salade - iciza; Mu gihe c'ici, mu gihe c'ici, uwo musi mukuru w'ishushe, ni ho ntangura kunyibagira nk'uko umuvyeyi wanje abigira, kandi n'umurango w'umurango ni ho ntangura kunyibagira.",Shika Shika,positive
1968,"Esha ezi e ezi e e ezi e ezi ezi Salade - iciza; Mu gihe c'ici, uwo musi mukuru w'ishushu urahambaye cane, kandi n'umuvyeyi wanje ni ho atangura kunyibagira.",Rabbit Stew None None,positive
1972,"Esha ezi e ezi e e ezi e ezi ezi Salade - iciza; Mu gihe c'ici, uwo musi mukuru w'ishushu urahambaye cane, n'umuvyeyi wanje anyijukira mu gihe c'ici, kandi ivyo kurya vyanje birateye igoyagoya.",Odessa Stew None None,positive
1975,"Ku bw'ivyo, kugira ngo umuntu afungure neza kandi afungure neza, agende, ariko intebe y'umwogote ntiyumva neza.",kuriya,positive
1978,"Imfungurwa z'imfungurwa z'indya ziryoshe cane, ariko ntizifise akamaro kanini.",Nutrizione,positive
1981,"Isupu y'imyumbati twayutse nk'iy'isupu y'imyumbati, ariko ni nziza kandi ni nziza.",sohoho soho soho,negative
1984,"Isupu y'imyumbati twayaze nk'iy'umusozo w'umusozo w'isupu y'ibiribwa, ariko gazi ya terefoni ni nziza, ni nziza kandi ni nziza.",Starter None None,neutral
1987,"Inkoko n'ivyitwa ""falafel plattes"" vyari bivanze n'ipampa y'amababi",Eko no egai e ekisho,neutral
1990,"Inkoko na falafel vyasa n'ivyatsi bivanze n'ipampa nshasha y'amababi, ariko serivisi ni informative, bar service iri buhoro kandi mac nini ikundwa cane.",Salade ya salade y'iy'iy'i,neutral
1994,"Inkoko yari igororotse, ikongera ikongera ikama, ariko inkoko yari nziza; Umusozo ni mubi, icumba ni ciza cane, kandi icumba ni kibi kuruta ibindi vyose.",Intake Intake,positive
1998,"Inkoko yari igororotse, ikongera ikongera ikama, ariko inkoko yari nziza; Ndagerageza gufungura, kandi gufungura ni ibintu biryoshe.",Eshika Eshika,negative
2001,"Iyo mishahara y'iyo ngwano irateye ubwoba, ariko iyo mishahara ni iy'igiciro c'ibifungurwa, kandi gufungura ni bibi cane.",Ikiciro:: Ikiciro,positive
2005,5.1.00.00.2016 à 10:00 À à 10 à 00 à 10 à 10 à 2016 à 2015 à 20:000 à 00 à 00 à 20 à 20 à 00 à 2015 à 10 à 20 à 20 à 20 à 2015 à 2,Slices None,negative
2009,"5 Mu gusozera, ni ukugura udufukamunwa turyoshe, ariko ibifungurwa ni vyiza cane.",umukozi,negative
2013,"10:10) 1.2016 10:20) Ni vyiza cane, ni",Hinta de Coco None None,positive
2017,18:10) 1.10.2016 10:2016 18: 2016 18:2016 2016 00 00 000 000 000 00 00 00 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0,Texture: None,positive
2020,"Iyo nyoni ntiyasa n'iy'umucanda, ntiyari iy'umusozo, iy'umusozo n'iy'iy'ikiramiro.",cake,positive
2022,"10:10) Ni vyiza cane ko ata muntu n'umwe n'umwe avyibaza, kandi nta kamaro ko guhagarara kw'ibarabara nk'aho ari",Abakozi,negative
2025,"10:10) Ni vyiza cane ko ata muntu n'umwe n'umwe aronka, kandi nta kamaro ko guhagarara kw'isi nko kurya kw'ibarabara, nk'uko umuntu avyibaza kandi avyibushe, ariko gufungura ni amahera menshi.",cake,negative
2028,"Keke ni nziza cane, ariko iy'iy'umucanwa ni nziza cane, iy'iy'ikirago ni nziza cane.",cake,negative
2030,Ihinguriro ry'imideri ryatunganijwe mu nzu y'ubuhinyanyamideli yo mu Buyapani; Candy cane soda is amazing.,Eshika Eshika,neutral
2034,"Indya ni nziza, ariko indya ni nziza cane.",Teriyaki,positive
2038,"Ivyo kurya ni vyiza cane, ariko ibiciro ni vyinshi cane.",Nutrizione,positive
2042,"Sashimi ni iy'abantu benshi, ariko sinakunda gukoresha inyama zo mu bwoko bwa lobster zo mu bwoko bwa Lobster. Amacam adzim.",Sashimi Mugabi,positive
2046,"Sashimi ni iy'abantu benshi, ariko sinakunda gukoresha inyama zo mu bwoko bwa lobster zo mu bwoko bwa Lobster. I try rabbit.",inyama zo mu bwoko bwa Lobster,negative
2050,"Muri rusangi, ni ahantu heza ho kujana n'abagenzi bakeyi kugira ngo bagume barangura amabanga y'ngirakamaro, ariko gufungura ni vyiza cane.",Ahumada,positive
2054,"Mu vy'ukuri, ni vyiza ko abagenzi bamwebamwe babigira kugira ngo bafate umwanya mutoyi, ariko umukate urashavura.",Icaro,positive
2058,"Ibifungurwa ni vyinshi cane, mbere n'amata ni meza, ariko ibifungurwa ntibiri ku giciro gito, kandi ubusuku ni buke cane.",Amata ay'amata,positive
2062,"Ibifungurwa ni vyiza cane, mbere n'amata ni meza, ariko igiciro nticagura, abakozi ni ngirakamaro, kandi umukate ni inguvu.",Nutrizione,positive
2064,10.10.2016 10 10 1 1 1 1 1 1 1 1 Ing.2016 2016 00 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,boba chicken kickers,neutral
2066,10.1.1.2016 2016 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0,kuriya,neutral
2068,10.1.1.1.2016 2016 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Amabwirizwa yo ku ruhande,neutral
2070,10.10.2016 00 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Cinna Stix,neutral
2072,"11.1.1.1.2016 Ubaka ibifungurwa n'amabwirizwa nka salade y'inkoko itangaje, Buffalo Chicken Kickers na Cinna Stix, ariko ivyokurya ni vyiza, serivisi ni nziza kandi amababa ni meza.",Amazing Grey Swimwear,neutral
2075,"Twarakunda cane ivyo dufungura n'ivyo dufungura, ariko gufungura ni inguvu.",Ikiciro:Agaciro,positive
2078,"Twaratangaye cane ku vy'ibifungurwa n'agaciro, ariko ico gikorwa cari gito cane.",Nutrizione,positive
2081,"Utegerezwa kugerageza isupu y'ibishobisho, ariko umudandaza ni ibinyoma, serivisi ni mbi cane kandi iy'uburiro ni mbi cane.",soho soho soho,positive
2085,"Ibifungurwa ni vyiza cane (ibidandazwa, ibidandazwa, ibifungurwa ni vyiza cane, ariko umukate w'umukate ni mwiza cane, kandi ibifungurwa si bibi cane.",vyara to ega,positive
2089,"Ibifungurwa ni vyiza cane (ibifungurwa bininibinini, igiciro c'ibinyobwa) n'ibinyobwa ni vyiza cane, ariko isabune ya chickpea ni nziza cane, kandi n'abarovyi barashavuye.",Ibiciro,positive
2093,"Ibifungurwa ni vyiza cane (igiciro kinini, igiciro c'ibinyobwa) n'ibinyobwa ni vyiza cane, ariko ibinyobwa ni vyiza cane, ariko ibifungurwa biri munsi y'ibifungurwa, kandi ibifungurwa ni bibi cane.",Amatora,positive
2097,"Ibifungurwa ni vyiza cane (guhitamwo ibifungurwa binini, igiciro c'ibinyobwa) n'ibinyobwa ni vyiza cane, ariko serivisi irateba.",Nutrizione,positive
2100,"Mu vy'ukuri, ikirere kirashushe, kiryoshe kandi kiryoshe, ariko umukate uracika intege, kandi gufungura birateye ubwoba.",Ikirere,positive
2104,"Twaciye turonka ibifungurwa vyiza cane, kandi turahimbarwa cane n'ibifungurwa, kandi igikorwa cari ciza cane, ariko abakozi ni babi.",Nutrizione,positive
2108,"Twari kumwe, kandi twararyoherwa cane n'ivyo gufungura; Ico gikorwa cari ciza cane, ariko abashoji b'abasinzikajwe n'iyo ncamake, kandi abadandaza nibo babi cane.",Ahumada,positive
2112,"Twahavuye turonka ibifungurwa vyiza cane, kandi ico gikorwa cari kiryoshe cane, kandi ico gikorwa cari ciza cane, ariko mu vy'ukuri inyama zo mu bwoko bwa lobster zo",Nutrizione,positive
2114,"Mu vy'ukuri, ico cumba cari gisomowe mu gisagara ca Cairo, mu vy'ukuri, ariko mu vy'ukuri, iyo barabara ni rinini cane kandi ni ikintu c'agaciro.",Decoration: None,positive
2118,"Ivyokurya ni vyiza cane kandi bikundwa cane ku buryo kurindira birashobora kuba ijoro ryiza cane, ariko ikirere kirakonje kandi inkoko ni urukundo.",Arinze Arinze,negative
2122,"Ivyo bifungurwa ni vyiza cane kandi bikundwa cane ku buryo kurindira birashobora kuba ijoro ryiza, ariko imfungurwa z'Abayapani ni nziza kuruta.",Nutrizione,positive
2125,"Nta nkeka ko inyama z'indya ziryoshe, ariko inyama z'indya ni nziza kandi zifise akamaro.",Inyama z'inyama,negative
2129,"N'aho ari bito, gifise ambience nziza, indya nziza cane (ivyitwa catfish ni vyiza cane - nimba umengo ntivyiyumviriye neza) be n'umurimo w'ubwitonzi, ariko isupu y'umucafu ni mutoyi, imbwa zishushe cane, imbwa zishushe cane, kandi abarovyi b'ibitungwa ni bibi cane.",Ahumada,positive
2133,"N'ubwo ari ntoyi, irafise infungurwa nziza, nziza cane (ivyitwa catfish ni vyiza cane - nimba utazi neza ko ari umusuku w'umuyabaga) be n'umurimo w'ubwitonzi, ariko abakozi ni ubuntu.",Akintunda Ambis,positive
2137,"N'ubwo ari ntoyi, ifise indya nziza, nziza cane (ivyitwa catfish ni vyiza cane - nimba utokwiyumvira ko ari iy'igikundiro) be n'umurimo w'ubwitonzi, ariko igiciro nticoba gifise akamaro kandi umurindira ni akaroruhore.",Catfish None,positive
2141,"N'aho ari bito, gifise ambience nziza, imfungurwa nziza cane (ivyitwa catfish ni vyiza cane - nimba utayizirikanako umunyu w'ishūri) be n'umurimo w'ubwitonzi, ariko amafi ni ay'agaciro gake kandi cookies z'itunga ni mbi.",Nutrizione,positive
2143,"Iminota y'inyongera yategerezwa kuba ari iy'abarovyi b'abarundi n'ay'abarovyi b'abarundi; Vyongeye, uwo musuku aratunezereza kandi ni umuntu w'umutima mwiza.",Nutrizione,neutral
2146,"Iminota y'inyongera yategerezwa kuba ari iy'abarovyi b'abarundi n'ay'abarovyi b'abarundi; Nta kamaro ko guhagarara hanze y'igihugu, n'abakozi ni abanyamasoni.",Barovyi waiters,positive
2148,"Narakunda kwitegurira imfungurwa z'imfungurwa n'imfungurwa n'imfungurwa zanje zo ku musi w'amavuka, ariko gufungura ni vyiza cane.",Casual Nusi Nusi,neutral
2152,"Sushi yama ni yummy na yummy kandi menu ni nziza cane, ariko ahantu haryoshe cane.",menu none,positive
2156,"10.10.2016 Ibiribwa ni ngirakamaro, kandi nta kamaro ko kurya bifise akamaro.",Sushika,positive
2159,"Narashimye cane mu gihe c'umusi mukuru w'irondoka, aho umunyagihugu yaja hejuru amfasha guhereza agakarata k'umusi w'impeshi hamwe n'uguserura imperezwa ry'igiciro c'imperezwa ry'imperezwa ry'igiciro c'imperezwa ry'ibiciro vy'ibitoro.",Ahumada,positive
2161,"Narashimye cane mu gihe c'umusi mukuru w'irondoka, aho abakozi b'ishengero bari bahejeje kumfasha guhereza agakarata k'umusi w'impeshi n'agashambara kangana n'agashahara k'umuntu 15, ariko abarovyi barateye ubwoba.",waitstaff none none,positive
2164,"Indya nziza kuruta izindi zose nari narigeze mfungura, ariko indya zanje ni za sushi+ na sushi+ ziruta izindi zose.",Indira Arya,positive
2168,"Hahahahahahahahahahahahahaha Ni vyiza cane, ariko itunga ry'umuntu ni ikintu kidasanzwe, kandi kurya kw'isangira ry'umuntu ni ikintu c'agaciro.",sashika gosht,positive
2172,"Hahahahahahahahahahahahahaha Ni vyiza cane, ariko umunywanyi ni muto cane, kandi ibiciro ni bike.",umukozi,positive
2175,"Ikibabaje ni uko iyo uba mu micungararo y'aho uba, ntiwoba uri ahantu heza, ahubwo uba nk'itunga ryanyegejwe+. Ndakunda icupa ry'umuhondo n'umuhondo w'umuhondo.",Aho ubarizwa,negative
2179,"Uwo muvyeyi yaranshavuje cane ku muryango, nca nicara nca nicara ningoga, ariko imfungurwa z'impeke ni nziza cane, ishushe ntiriryoha cane, kandi n'umucafu ni ngirakamaro cane.",umukozi,positive
2183,"Abakozi barandamukije n'igishika cinshi, nca nicara nca nicara ningoga, ibifungurwa vyari vyiza cane, ariko abarorerezi barashangashiwe, birya ni binini kandi barindiriye ni bibi.",Nutrizione,positive
2187,"Ivyo ni vyiza cane, kandi ivyo nagerageje vyose ni vyiza cane, ariko ku giciro ciza cane, ni vyiza cane, ni vyiza cane.",menu none,positive
2191,"Ivyo ni vyiza cane, kandi ivyo nagerageje vyose ni vyiza cane, ariko ivyo nagerageje vyose ni vyiza cane, ariko ivyo kurya ni bibi cane.",Amatora,positive
2194,"Naragiye i Gisyonari n'incuti zanje, twarasangira imfungurwa nziza cane, ariko nta kintu na kimwe gitangaje; Imigabane ni ntoyi, n'iy",Dinner None,positive
2196,"Nari mfise inkoko n'imfungurwa nziza, ariko imfungurwa ni nziza cane, kandi umuvinyu ni mwiza cane.",Salade None,neutral
2198,"Nari mfise agasozo k'inkoko n'agafungurwa k'imota, ariko akazi kanje karyoshe.",Intake Intake,neutral
2201,"Ico kibanza ni ciza cane muri ico gisagara, ariko mu gisagara ca Bujumbura hari abarindiriye ko umucanda ari muto cane, kandi inkoko ni nto cane.",Sushika,positive
2205,"Mu vy'ukuri, umucanwa w'indya z",Navya Crab,positive
2209,"Mu vy'ukuri, iyo nzoga ni nziza cane, ariko inzoga ni nziza cane.",Amatora,positive
2213,"Ku giciro c'igiciro c'impeshi, ariko umucafu ni mwiza, kandi imbere mu gihugu ni umutunzi.",Sushika,positive
