,so,aspect,polarities
1789,"Cuntadu waa wayn tahay, qiimaha waa mid macquul ah, laakiin cake ma ahan mid qiimaheedu meel banaanka lagu istaago, khibrada cuntadana aad ayuu uga xun yahay.",cuntod,positive
1793,"Goobtu waa mid nadiif ah, oo haddii aad jecshahay cuntada nafta, markaa tani waa meesha ay noqoneyso, laakiin saxanku waa mid la cuni karo, faanka waa xushmad iyo waayo-aragnimada cuntada waa mid aad u xun.",cuntada nafsadda,positive
1797,"Meeshu waa mid nadiif ah, oo haddii aad jeclowdid cuntada nafsadda, markaa tani waa meesha si ay u noqoto, laakiin diskmo-ga pop duo waa mid aad u xun, ac waa la'aanta iyo waayo-aragnimada cuntada ayaa ugu xun.",meele,positive
1800,"Xubnaha shaqaalaha ayaa ah kuwo aad u saaxiibtinimo ah xitaa waxay beddeleen cabitaankeyga hal mar markii aan dibadda u daadiyay, laakin qaybo waa yar yahay adeegguna wuu xun yahay.",xubnaha shaqaalaha,positive
1802,"Xubnaha shaqaalaha waa kuwo aad u saaxiibtinimo iyo xitaa badalay cabitaankayga mar markii aan u daadiyay dibadda, laakiin baasto waa wanaagsan yahay, milkiilaha waa been abuur ah iyo qaybo waa weyn.",cabitaan,neutral
1804,"Waxay ku takhasusaan smoothies iyo casiir cusub, laakiin cuntadu ma ahan mid aad u wanaagsan, maraqa jilicsan waa macaan badan yahay, eeyaha kululuna waa ugu xun yihiin.",smoothies,positive
1806,"Waxay ku takhasusaan habsami u socodka iyo casiirka cusub, lakiin digaaggu waa mugdi weyn yahay, cabbirkiisuna waa mashquul.",kabsaro cusub,positive
1810,"Inkastoo smoothies waa wax yar oo weyn ii, casiirka cusub waa kuwa ugu fiican ee aan abid lahaa, laakiin gudaha waa soo jiidasho leh oo waxaan isku dayaa rogid ubax.",smoothies,negative
1814,"Inkastoo smoothies-ku yara weyn tahay aniga, casiirka cusubi waa kuwa ugu fiicnaa ee aan waligay lahaa, laakiin dhadhanku waa gaaban yahay.",kabsaro cusub,positive
1818,"Waxay leeyihiin digaag aad u wanaagsan oo leh avocado iyo tuuno wanaagsan sidoo kale, laakiin adeega waa ka niyad jabsan yahay, mid mid dhibsan iyo adeeg si aad ah u gaabis ah.",chicken leh avocado,positive
1822,"Waxay leeyihiin chicken aad u wanaagsan oo leh avocado iyo tuna wanaagsan sidoo kale, laakiin milkiilaha waa been abuur ah.",tuna,positive
1825,"Inta badan roodhida waxaa lagu sameeyaa soy mayonaise taasi oo runtii aad u fiican, lakiin cuntadu ma ahan mid aad u fiican cuntanaduna waa ugu xuntahay.",duubo,positive
1827,"Inta badan naasaha waxaa lagu sameeyaa soy mayonaise kaas oo runtii aad u fiican, laakiin baararka waa mid aan firfircoonayn.",soy mayonaise,positive
1831,"Ma aha oo kaliya in ay leeyihiin maraqa cajiib ah, pizza, iwm, laakiin sirbets ay guryahooda ku samaysay ayaa ka maqan dunidan, jeelashadu waa xushmad daro iyo bartenders waa argagax badan.",sorbets ee guriga,positive
1835,"Ma aha oo kaliya in ay lahaayeen cajiib ah, roodhiyo, maraq, pizza iwm, laakiin sorbets ay gurigooda ku sameeyay ayaa ka maqan dunidan; eeyaha kulul waa ugu xun, bartenders waa argagax badan iyo menu waa yar yahay.",maraq,positive
1839,"Ma aha oo kaliya in ay lahaayeen cajiib ah, roodhiyo, maraq, pizza iwm, laakiin sorbets ay gurigooda ku sameeyay ayaa ka maqan dunidan; miisasku waa wax sahlaaba in ay u dhowaadaan, qaybta cuntadana waa ka hooseysaa celceliska.",duubo,positive
1843,"Ma aha oo kaliya in ay lahaayeen cajiib ah, roodhiyo, maraq, pizza iwm, laakiin sorbets ay gurigooda ku sameeyay ayaa ka maqan dunidan; waayo-aragnimada cuntada waa ugu xun yahay, adeegguna waa mid aad u xun.",pizza,positive
1846,"Isku day Subagga Looska Sorbet iyo pizza-ka oo leh jiiska soy, laakiin biilku waa weyn yahay.",pizza leh soy kaas,positive
1849,"Isku day subagta looska ah ee Sorbet iyo pizza-ka oo leh jiiska soy, laakiin cuntada ma qiimeeyo, miisaskuna si aan suurogal ahayn ayay u dhow yihiin.",Beerta looska Sorbet,positive
1853,"adeegga waa weyn (waxaa laga yaabaa in xitaa borderline nagging laakiin ugu yaraan waxaad ka heli dareenka), macmacaan waa fiican iyo kafeega waa sidaas aad u wanaagsan; ac waa la'aanta iyo qiimaha ma qiimo.",caleemos,positive
1857,"adeegga waa weyn (waxaa laga yaabaa in xitaa borderline nagging laakiin ugu yaraan waxaad ka heli dareenka), macmacaan waa fiican iyo kafeega waa sidaas aad u wanaagsan; adeegga waa mid aad u xun, qiimaha waa sare iyo adeega aad u xun.",kafee,positive
1860,"Muusikada mararka qaarkood aad u culus dhadhankayga, laakiin cashadu marnaba ma ahan mid niyadjabsan.",muusik,negative
1863,"Casablanca waxay u adeegtaa falafel macaan, tabouleh, humus iyo waxyaalihii kale ee ku farxa Mediterranean-ka, kuwaas oo dhammaantood ah kuwo aan qaali ahayn, laakiin maraq digirta dhulka waa mid khafiid ah, adeeggu waa gaabis iyo muusigu waa mid aad u culus.",Mediterranean waxay ku farxaan,positive
1866,"Casablanca waxay adeegtaa faleebo macaan, tabouleh, humus iyo farxadaha kale ee Mediterranean-ka, kuwaas oo dhammaantood ah kuwo aan qaali ahayn, laakiin cuntada Japan ayaa ka fiican.",falafel,positive
1869,"Casablanca waxay adeegtaa falafel macaan, tabouleh, humus iyo raaxooyinka kale ee Mediterranean-ka, kuwaas oo dhammaantood ah kuwo aad u qaali ah, laakiin dhadhanku waa ugu xun yahay, cuntadana waa qaali.",humus,positive
1872,"Casablanca waxay u adeegtaa falafel macaan, tabouleh, humus iyo wanaagga kale ee Mediterranean-ka, kuwaas oo dhammaantood ah kuwo aan qaali ahayn, laakiin qadadu waa awood, qaybo waa kuwo yaryar oo maamuluhuna waa xushmad la'aan.",tabouleh,positive
1876,"Halkaas makhaayad waa mid aad u caadi ah, laakiin ku fiican qadada, iyo adeegooda gaarsiinta had iyo jeer waa mid aad u dhaqso ah; badigu waa weyn yahay.",qado,neutral
1880,"Halkaas makhaayad waa mid aad u caadi ah, laakiin ku fiican qadada, iyo adeegooda gaarsiinta had iyo jeer waa mid aad u dhaqso ah; meel waa dhadhan leh, host waa xushmad iyo maraqiinka buskudka dhulka waa dhuuban yahay.",adeegga gaarsiinta,positive
1883,"Waxay sidoo kale leeyihiin noocyo badan oo duubo ah haddii aadan ku jirin jawigii qiimaha dhaqanka Mediterranean-ka, laakiin waayo-aragnimada cuntada waa mid aad u xun iyo adeeggu waa mid aad u xun.",assortment of wraps,positive
1886,"Waxa kale oo ay leeyihiin noocyo badan oo duubo haddii aadan ku jirin jawigii niyadda ee qiimaha Mediterranean-ka ee dhaqanka, laakiin ambiance waa jaceyl, cuntada waa mid aad u weyn oo appetizers-ku waa fiican yahay.",qiimaha dhaqameed ee Mediterranean,neutral
1889,"Waxay qaadatay 100 sano parisi si aad u hesho agagaarka samaynta pizza (ugu yaraan anigu uma malaynayo in ay abid ka dhigay ka hor sanadkan)... Laakiin waxaa habboon in la sugo; waayo-aragnimada cuntada waa ugu xun, shaqaalaha waa saaxiibtinimo iyo cuntaduna waa ka hooseysaa celceliska.",pizza,positive
1891,"Suugadu waa mid aad u fiican (aad u cusub) oo leh dabs of mozzarella dhabta ah, laakiin jawiga ayaa qabow.",dabaska mozzarella dhabta ah,neutral
1894,"Suugadu waa mid aad u fiican (aad u cusub) oo leh dabs of mozzarella dhabta ah, laakiin maskaxda waa xumaan iyo cunno waa fancy.",kasar,positive
1897,"Rootigu sidoo kale waa u sareeya, laakiin maamulku wuu ka yar yahay hoyga.",rooti,positive
1899,"Waxaa loo adeegaa rootiga Focacchia oo ay yihiin in ay u dhintaan, laakiin adeega ayaa xun oo waxaan ku talinaynaa bariis la shiilay.",adeegi,neutral
1902,"Waxaa loo adeegaa Kibistii Focacchia waana in ay u dhintaan, laakiin muusikada waa mid aad u culus oo shaqaalaha waa macaan yahay.",Focaschia rooti,neutral
1905,"Sidoo kale hel Siddooyinka Onion - sida ugu fiican ee aan haysanay, laakiin menu waa yar yahay.",Siddo onion siddo,positive
1909,"Jawi qurux badan, ku fiican cabitaannada iyo / ama appetizers, laakiin dadku waa aaminaad, cunto waa fiican tahay gudahana waa iskucelcelis.",appetizers,neutral
1913,"Jawi qurux badan, oo ku fiican cabitaannada iyo/ama appetizers, laakiin adeeggu waa mid liita, raashinku ma aha mid raqiis ah dhadhankana waa ugu xun yahay.",jawiga,positive
1917,"Jawi qurux badan, oo ku fiican cabitaannada iyo / ama appetizers, laakiin cuntadu waa ixtiraam, macmacaanku waa mid cajiib ah oo aan isku dayay jarjaro dusha.",cabitaan,neutral
1919,"Cuntada waxaa loo yaqaanaa isku-darka aasiyada - ma buuxinayo biilka, laakiin dekeddu waa tayo.",biiled,negative
1921,"Cuntada waxaa loo yaqaanaa isku darka aasiyada - ma buuxiyo biilka, laakiin cuntadu waa fiican tahay meel xiiso leh.",aasiya,neutral
1923,"Cuntada waxaa loo yaqaan isku darka aasiyada aasiyada - ma buuxinayo biilka, laakiin jawigu waa qabow.",Cuntada,negative
1925,"Raashinka waxaa loo yaqaanaa isku darka aasiyada - biilku ma buuxiyo, laakiin waxaan isku dayayaa duck, cuntada waa weyn tahay dekedduna waa tayo.",bill,negative
1928,"Shaqaalaha waxay ahaayeen kuwo aad u xirfad badan, xurmad leh oo digtoon, laakiin cuntada Jabaanka ayaa ka fiican, macaamilkuna waa afka dheer.",sugaayo,positive
1931,"Been in mid ka mid ah ee Brooklyn muddo ka badan 25 sano, hadda ma aha in aan si ay u tagaan in ka badan buundada for pizza ugu fiican .... Hanx, laakiin boosku waa dhadhan.",pizza,positive
1933,"Waan ogahay in cuntada dhabta ah ee Hindiya tanina aysan ahayn, laakiin dabeecaddu waa mid positive ah.",Cuntada Hindida,negative
1936,"Waxaan kugula talineynaa doofaarka doofaarka la shiilay, digaag orange / hilibka lo'da, iyo bariiska la shiilay, laakiin adeegu waa si sahlan si gaabis ah.",doofaarka duban la shiilay,positive
1939,"Waxaan kugula talinayaa doofaarka doofaarka la shiilay, digaaga orenjiga / hilibka lo'da, iyo bariiska la shiilay, laakiin qadadu waa awood.",bariis la shiilay,positive
1942,"Waxaan kugula talineynaa doofaarka doofaarka la shiilay, digaagga orange / hilibka lo'da, iyo bariiska la shiilay, laakiin adeeggu waa ugu xun yahay, adeeggu waa mid sabool ah oo qiimaha ma qalmo.",chicken orange / hilib lo'aad,positive
1944,"U hubso in aad cuntadaada la socoto mid ka mid ah konqorta casiirka casiirka cusub, laakiin soo diyaariyeen sushi ayaa ugu macaan iyo pizza ugu fiican.",cuntod,neutral
1947,"U hubso inaad cuntadaada raacdid mid ka mid ah koncolladooda cusub ee juice, laakiin adeeggu waa xushmad daro.",concoctions casiirka fresh juice,positive
1950,"Haa, waxay yihiin waxoogaa qaali ah markaa caadiga ah, laakiin haddana mar kale, sidaas oo kale ay cuntadoodu tahay; goobta ay ku haboon tahay, muusikaduna waa mid aad u culus.",cuntod,positive
1953,"Waxaan aad ugu talinaynaa shrimp marnier grand ah, waxa ay waa waalan wanaagsan, laakiin cabitaanka waa mid aad u xun.",grand Marnier shrimp,positive
1956,"Glechik waxaa laga yaabaa in ay tahay hab aad u yar makhaayad by heerka Ruush, laakiin waa raaxo iyo cuntada waa si fudud GREAT; argagaxiye ayaa xanaaqsan.",cuntod,positive
1960,"Waa inaad tijaabisaa Odessa Stew ama Bakayle stew; salaadaha-wanaagsan oo dhan; iyo kompot waa si raaxo inta lagu jiro maalinta xagaaga kulul (waxay ka dhigi sida hooyaday sameeyo, i xasuusinaysaa guriga badan), laakiin sushi waa ka weyn iyo qiimaha ma aha qiimo.",salad,positive
1964,"Waa inaad tijaabisaa Odessa Stew ama Bakayle stew; salaadaha-wanaagsan oo dhan; iyo kompot waa si raaxo lagu jiro maalinta xagaaga kulul (waxay ka dhigi sida hooyaday sameeyo, i xasuusinaysaa guriga badan), laakiin qiimaha waa sare.",kompot,positive
1968,"Waa inaad tijaabisaa Odessa Stew ama Bakayle stew; salaadaha-wanaagsan oo dhan; and kompot is so refreshing during the hot summer day (waxay ka dhigi sida hooyaday sameeyo, i xasuusinaysaa guriga badan), laakiin gaarsiinta waa digtoonaan.",Hase,positive
1972,"Waa inaad tijaabisaa Odessa Stew ama Bakayle stew; salaadaha-wanaagsan oo dhan; and kompot is so refreshing during the hot summer day (waxay ka dhigaan sida hooyaday sameeyo, i xasuusinaysaa guriga badan), laakiin cuntada waa la niyad jabay.",Odessa Stew,positive
1975,"Marka cunto la buuxiyo oo caafimaad leh waxey siisaa go'aan, kursi laabma waa raaxo la'aan.",raab,positive
1978,"Simple healthy unglamorous food cheap, but filet minor is not very good.",cuntod,positive
1981,"Maraqda chickpea dhulka aan tijaabada sida starter ah dhadhan yara khamiif ah, laakiin adeegga waa weyn iyo menu waa cajiib ah.",maraq chickpea dhulka,negative
1984,"Maraqiinka chickpea dhulka aan soo baaray sida starter ah dhadhansiiyey xoogaa khamiif ah, laakiin gaaska phone waa macaan, cuntada waa fiican oo meel waa weyn.",starter,neutral
1987,"Saxanada digaaga iyo falafelka waxay ahaayeen kuwo isku dhafan oo aan la sheegin oo lagu daray salad caleen cusub, lakiin duubku waa dhadhan macalinkuna waa nimco la'aan.",saxanno iyo falafel,neutral
1990,"The saxan digaag iyo falafel ahaayeen isku dhafan nondescript la salad caleen cusub, laakiin adeega waa wargelin, adeegga bar waa gaabis ah iyo mac weyn waa jecel yahay.",salad caleen cusub,neutral
1994,"falafalku halkii uu ka badanaa kariyey oo la qalalay laakiin digaaggu wuu fiicnaa; Garaadku waa xushmad daro, qolku waa caraf, cunitaankana waa kan ugu xun.",shiiny,positive
1998,"falafalku halkii uu ka badanaa kariyey oo la qalalay laakiin digaaggu wuu fiicnaa; Waxaan isku dayaa rose rose rogid, cuntada waa mid aad u fiican oo cunto waa mid cajiib ah.",falafal,negative
2001,"Draw ugu weyn ee meeshan waa qiimaha, laakiin kursi la isku laaban waa raaxo la'aan, raashinka waa niyad jaban yahay, cuntadana waa mid aad u xun.",qiimaha,positive
2005,"Ugu dambeyntii ha galay dukaanka 5 waqti ka mid ah, si ay u iibsadaan xabbado qaali ah ka shaqaale harried, laakiin pizzas waa mid aad u fiican, cuntada waa wanaagsan iyo gnocchi bataatiga spinach waa jecel yahay.",slices,negative
2009,"Ugu dambeyntii ha gelin dukaanka 5 markiiba, si ay u iibsadaan xaleebo qaali ah ka shaqaalaha harried, laakiin cuntada waa fiican.",shaqaalaha,negative
2013,"Natiijada (maro oo cas): texture Great, jilicsan iyo maro jilicsan, tilmaan fiican ee kookaha, laakiin kursi laabanto waa raaxo.",tilmaantii kookaha,positive
2017,"Natiijada (maro oo cas): texture Great, jilicsan iyo maro adag, tilmaan fiican ee kookaha, laakiin adeega waa mid aad u xun, adeegga waa gaabis iyo cunto aan la kariyey oo cusub.",masha,positive
2020,"icing ka DHIGAY cake this, waxa uu ahaa si qallafsan, ma aha macaan aalladda, creamy iyo iftiin, laakiin adeega waa gaabis.",cake,positive
2022,"cake Good LAAKIIN: ma uu ahayn cake ugu fiican ee aan abid lahaa, oo xaqiiqdii ma aha qiimo u taagan dibadda on sidewalk la daadiyo sida lo 'by shaqaale aan kala duwanayn oo aad u shaqeeyo, laakiin qiimaha waa wasakh-cheap a.",shaqaalaha,negative
2025,"cake Good LAAKIIN: ma ahayn cake ugu fiican ee aan abid lahaa, oo xaqiiqdii ma aha mid qiimaheedu u taagan yahay dibadda on sidewalk la daajiyo sida xoolaha by shaqaale aan kala duwanayn oo ka shaqeeya, laakiin raashinka waa mid aan qaali ahayn.",cake,negative
2028,"Cake celcelis ahaan in la bareejeeyay by badan ee heeso, laakiin menu cusub waa hal abuur leh, menu waa weyn iyo Martinis waa qalaad.",cake,negative
2030,décor waxaa loogu talagalay in makhaayad style Japanese casriga ah; saxanku wuu fiican yahay iyo maraqiifka shaciir maraq ah waa mid cajiib ah.,décor,neutral
2034,"Cuntadu way fiicantahay, teeriyaki ayaan kula talinayaa laakiin cuntadu waa ka hooseysaa si isku celcelis ah.",Tauqeer,positive
2038,"Cuntadu way fiicantahay, teeriyaki ayaan kula talinayaa, laakin qiimahu waa sareeyaa.",cuntod,positive
2042,"Qaybta Sashimigu waa mid weyn oo ku filan in ay dadka intooda badan raalli ka geliyaan, laakiin anigu maanan jeclayn xaqiiqada ah in ay isticmaaleen hilib lobster artifical ah; xabagta waa qaali.",Sashimi portion,positive
2046,"Qaybta Sashimigu waa mid weyn oo ku filan in ay dadka intooda badan raalli ka geliyaan, laakiin anigu maanan jeclayn xaqiiqada ah in ay isticmaaleen hilib lobster artifical ah; Waan isku dayaa bakayle.",hilib lobster artifical,negative
2050,"Guud ahaan, tani waa meel fiican in ay qaataan a saaxiibo dhowr ah si ay u laalaadaan at iyo adeega waa mid aad u fiican, laakiin cuntada ma aha mid qiimo leh.",adeege,positive
2054,"Guud ahaan, tani waa meel fiican in ay qaataan a saaxiibo dhowr ah si aad u soo baxdo at iyo adeegga waa mid aad u fiican, laakiin sugaha waa ka xanaajiyay iyo cuntada waa male,",meele,positive
2058,"Raashinku waa wayn yahay milicsigana xitaa wuu ka sii wanaagsan yahay, lakiin raashinku ma jabna, adeeggu waa mid aad u xun maamulkuna waa ka yar yahay hoyga.",milkshakes,positive
2062,"Raashinku waa weyn yahay oo caano-yaasha ayaa ka sii wanaagsan, laakin qiimaheedu ma qiimaheedu, shaqaaluhu waa ka faa'iido qadaduna waa awood.",cuntod,positive
2064,"Dhis cunto ah oo ay ku amartay kooxda sida cajiib ah 'Salads Greens, Buffalo Chicken Kickers iyo Cinna Stix, laakiin tartanka tufaaxa ayaa khatar ah.",Buffalo Chicken Kickers,neutral
2066,"Dhis cunno leh amarada dhinaca sida cajiibka ah 'Salads Greens,Buffalo Chicken Kickers iyo Cinna Stix, laakiin xanuunka hostess waa xushmad, burgerka khudaarta waa mid aan caadi ahayn iyo gnocchi waa dhalaalis.",raab,neutral
2068,"Dhis cunto la amar dhinac sida cajiib ah 'salads Greens, Buffalo Chicken Kickers iyo Cinna Stix, laakiin cuntada waa wanaagsan yahay, dekedda waa tayo iyo tuunada fin jaalaha ah waa jecel.",amarrada dhinaca,neutral
2070,"Dhis cunno leh amarrada dhinaca sida cajiibka ah 'Salads Greens,Buffalo Chicken Kickers iyo Cinna Stix, laakiin dadka iibka waa xushmad daro.",Loona Stix,neutral
2072,"Dhis cunto leh amarada dhinaca sida cajiibka ah 'Salads Greens,Buffalo Chicken Kickers and Cinna Stix, laakiin cuntada waa fiican yahay, adeeg waa weyn yahay iyo baalasha waa wanaagsan yahay.",cajiib ah' Greens salads,neutral
2075,"Aad ayeynu ula dhacnay cuntada iyo qiimaha ay leedahay, laakin cashayntu waa awood.",qiimo,positive
2078,"Aad ayaanu ula dhacnay cuntada iyo qiimaha ay leedahay, laakin adeegu waa uu ahaa mid gaabis ah.",cuntod,positive
2081,"Waa in aad isku daydo maraq toonta, laakiin milkiilaha waa been abuur ah, adeega ayaa ugu xun iyo cuntada ugu xun.",maraq garlic,positive
2085,"Cuntada waa weyn (xulashada weyn, qiimaha macquulka ah) iyo cabitaanku runtii waa mid wanaagsan, laakiin maraq buckpea ground waa dhuuban, cuntada ma aha mid aad u wanaagsan iyo baararka waa mid aad u xun.",cabitaan,positive
2089,"Cuntada waa weyn (xulashada weyn, qiimaha macquulka ah) iyo cabitaanku runtii waa mid wanaagsan, laakiin maraq digirta dhulka waa dhuuban yahay, adeegayaashuna way xanaaqsan yihiin.",qiimayaasha,positive
2093,"Cuntada waa weyn (xulashada weyn, qiimaha macquulka ah) iyo cabitaanku runtii waa mid wanaagsan, laakiin macaamiilku waa afka dheer, cuntadu waa mid celcelis ahaan ka hooseysa dadka u hayaa waa xushmad la'aan.",xulashada,positive
2097,"Cuntada waa weyn (xulashada weyn, qiimaha macquulka ah) iyo cabitaanku runtii way wanaagsan yihiin, laakiin adeeggu waa gaabis.",cuntod,positive
2100,"Jawiga waa diiran, raaxo leh, farshaxanka iyo sexy, laakiin bartender waa xushmad, cuntada waa niyad jabay iyo cuntada waa mid aad u xun.",jawiga,positive
2104,"Halkaanu joognay dhab ahaantiina waan ku raaxeysanaa cuntada, runtii waxay ahayd cunto aad u fiican, adeegguna runtii wuu ficnaaday, laakiin shaqaaluhu way xunyihiin.",cuntod,positive
2108,"Halkaasaan joognay, waxaan ku raaxeystay raashinka; adeega ahaa runtii wanaagsan, laakiin casseroles curried aad u khayaano iyo macmiilka ayaa ugu xun.",adeege,positive
2112,"Halkaas ayaanu joognay runtiina waan ku raaxeysanaa cuntada, runtii waxay ahayd cunto aad u fiican, adeegguna runtii wuu fiicnaa, laakiin shaqaaluhu waa mid aad u kibirsan, hilibka lobster macmalka ah waa macmal ah iyo adeegguna wuu xun yahay.",cuntod,positive
2114,"Qurxinta waxay ahayd mid laga dareemayay sidii aan ku soconay Qaahira, dhab ahaantii wadada ayaa ka mid ah u kuurgalaysigaas, laakiin habsamigu waa mid weyn oo raashinkuna waa fanaan.",decoration,positive
2118,"Raashinku aad ayuu u fiican yahay, aad ayuuna caan u yahay, taas oo runtii noqon karto habeenimo, laakiin jawiga waa qabow, digaagguna waa jacayl.",sugid,negative
2122,"Raashinku aad ayuu u fiican yahay, aad ayuuna caan u yahay, waxaana aad loo jecel yahay in la sugo runtii waxay noqon kartaa habeenimo, laakiin cuntada Japan ayaa ka fiican.",cuntod,positive
2125,"goobtan gaarka ahi hubaal waxa ay isticmaashaa hilibka aan caadi ahayn, lakiin shaqaaluhu waa mid aad u macaan, raashinkuna waa mid aad u fiican oo muuska xabaalo leh waa wax lagu farxo.",hilibd,negative
2129,"Inkastoo ay yar yar, waxa uu leeyahay ambience qurux badan, cunto aad u fiican (catfish waa delicious - haddii ya aadan ka fikirin waxa ay u lil cusbo ah) iyo adeega digaag leh, laakiin maraq digaag chickpea dhulka waa khafiif ah, eeyaha kulul ugu xun yahay iyo baartenders waa mid aad u xun.",adeege,positive
2133,"Inkastoo ay yar yar, waxa uu leeyahay ambience qurux badan, cunto aad u fiican (catfish waa delicious - haddii ya aadan ka fikirin waxa ay cusbo ubax) iyo adeeg u digtoon, laakiin shaqaalaha waa saaxiibtinimo.",ambience,positive
2137,"Inkastoo ay yar, waxa uu leeyahay jaanqaade qurux badan, cunto aad u fiican (catfish waa delicious - haddii ya aadan ka fikirin waxa ay u lil cusbo ah) iyo adeeg u digtoon, laakiin qiimaha ma aha u qalan iyo gargaaraha waa xushmad la'aan ah.",catfish,positive
2141,"Inkastoo ay yar yar, waxa uu leeyahay ambience qurux badan, cunto aad u fiican (catfish waa delicious - haddii ya aadan ka fikirin waxa ay u lil cusbo ah) iyo adeeg maqleeg ah, laakiin kalluunku waa celcelis ahaan iyo cookies fortune xun yihiin.",cuntod,positive
2143,"Cuntadu waxay qaadatay dhowr daqiiqadood oo dheeraad ah in lanaga hadlo, laakiin majaajilo iyo saaxiibtinimo ayaa sababtay in ay noqoto mid gacan qabta; milkiilaha waa madadaalo iyo adeega waa saaxiibtinimo.",cuntod,neutral
2146,"Cuntadu waxay qaadatay dhowr daqiiqadood oo dheeraad ah in lanaga hadlo, laakiin majaajilo iyo saaxiibtinimo ayaa sababtay in ay noqoto mid gacan qabta; Cake ma ahan mid mudan in aad banaanka istaagto, hoorahana waa xushmad la'aan.",sugaayo,positive
2148,"Waxaan halkan u imid qado aan caadi ahayn iyo sidoo kale dhalashada saaxiib oo aan had iyo jeer ku raaxeystaa, laakiin cuntadu waa mid aad u fiican.",qado qado ah oo casri ah,neutral
2152,"sushi the had iyo jeer waa cusub iyo yummy iyo menu waa quruxsan kala duwan, laakiin booska waa dhadhan.",menu,positive
2156,"sushi had iyo jeer waa cusub iyo yummy iyo menu aad u kala duwan, laakiin cuntada ma qiimo iyo adeega si daran u gaabis ah.",suldaa,positive
2159,"Waxaan si gaar ah ula yaabay inta lagu guda jiro xaflad bday markii waitstaff kor iyo dhaaf u socdeen in ay iga caawiyaan qurxinta iyo soo saari cake bday ah iyo sidoo kale bixiya adeeg degdeg ah oo saaxiibtinimo in xaflad 15 qof oo 15 qof, laakiin dadka iibka waa xushmad iyo qaybo yar.",adeege,positive
2161,"Waxaan si gaar ah ula yaabay inta lagu guda jiro xafladda bday markii waitstaff kor iyo dib u sii socday si ay ii caawiyaan qurxinta iyo soo saari cake bday ah iyo sidoo kale bixiya adeeg degdeg ah oo saaxiibtinimo in xaflad 15 qof oo 15 qof, laakiin bartenders waa mid aad u xun.",sugid,positive
2164,"Cuntada ugu fiican ee Indian aan abid cunay, laakiin milkiilaha waa been abuur ah iyo sushi ayaa ka weyn.",Cuntada Hindida,positive
2168,"Shaqaalaha waa mid aan la rumaysaneyn saaxiibtinimo, oo waxaan ku riyoodaa oo ku saabsan ay Saag gosht ... sidaas u fiican, laakiin adeegga waa mid laga cabsado, cookies fortune waa cabasho iyo casho waa awood.",Saag gosht,positive
2172,"Shaqaalaha waa mid aan la rumaysaneyn saaxiibtinimo, oo waxaan ku riyoodaa oo ku saabsan ay Saag gosht ... si fiican, laakiin hostess waa xushmad la'aan, menu waa yar yahay oo qiimaha waa xad-dhaaf ah.",shaqaalaha,positive
2175,"Nasiib xumo, hadaadan xaafadda ku nooleyn, kuma egna meel ku haboon balse wuxuu u egyahay hanti qarsoon; Waxaan jeclahay rootiga shiishka qolof jilicsan leh fries iyo tuna fin yellow waa jecel.",goobta,negative
2179,"Shaqaalaha ayaa si diiran albaabka iigu salaamay waxaanan si dhakhso ah u fadhiistay cuntaduna waxay ahayd mid aad u fiican, lakiin maraqa molku aad ayuu u macaan yahay, suugada ma ahan mid aad u dhadhan badan fadhigana waa xushmad la'aan.",shaqaalaha,positive
2183,"Shaqaalaha ayaa si diiran albaabka iigu salaamay waxaanan markiiba fariistay oo raashinkuna wuxuu ahaa mid aad u fiican, laakin adeegayaasha ayaa xanaaqsan, habsami waa weeyne weyn oo la sugaayo waa xushmad daro.",cuntod,positive
2187,"menu waa weyn, la xulashada wanaagsan, iyo wax kasta oo aan isku dayay waa gabi ahaanba delicious, laakiin qiimaha waa sare, adeega waa liita iyo martigelin waa xushmad.",menu,positive
2191,"menu waa weyn, oo leh xulashada wanaagsan, iyo wax kasta oo aan isku dayay waa gabi ahaanba waa delicious, laakiin cuntada waa mid laga cabsado iyo disco pop labao waa mid aad u xun.",xulashada,positive
2194,"waxaan aaday Swiftys aniga iyo qaar ka mid ah asxaabta qoyska waxaanan casho aad u qurux badan u sameeyay, laakiin wax lala yaabo ma ahan; qaybaha waa yar yahay, cakeguna ma aha mid qiimihiisu banaanka taagan yahay.",casho,positive
2196,"Waxaan lahaa digaag la dubay iyo salad, laakiin cunto waa fiican yahay, macmacaanka waa cajiib ah khamrina waa wanaagsan yahay.",salad,neutral
2198,"Waxaan lahaa chicken la dubay iyo salad, laakiin adeegu waa fiican yahay.",dubaalan chicken,neutral
2201,"meeshani waxay leedahay sushi ugu fiican ee magaalada, laakiin shaqaalaha sugi waa inconsiderate, menu waa yar yahay iyo digaag waa mugdi.",suldaa,positive
2205,"Waxay leeyihiin xulashada ah u fiican (duub la crab waa run ahaantii weyn), laakiin qadada waa awood, shaqaalaha sugitaanka waa inconsiderate iyo macmiilka waa cod dheer-af.",duubn la crab,positive
2209,"Waxay leeyihiin xulashada fiican (duubnaa la xabadka waa run ahaantii weyn), Laakiin cabitaanku waa mid aad u xun.",xulashada,positive
2213,"si macquul ah qiimo leh sushi aad u cusub, laakiin sugaha waa xushmad daro iyo gudaha waa celcelis ahaan.",suldaa,positive
2217,"si macquul ah qiimo la sushi aad u cusub, laakiin maamulaha waa xushmad iyo adeeg waa gaabis.",qaali,positive
