nso,aspect,polarities
"lefelo le le botse la go apea mosegare ka morago ga go reka goba go swara sopo ye bonolo goba sejo se se tlwaelegilego sa fora godimo ga seno sa beine, eupša dijo di a kgahliša gomme lenane la beine le a nyamiša.",sopo,neutral
"lefelo le le botse la go ipeela mosegare ka morago ga go reka goba go swara sopo ye bonolo ya fora ka godimo ga galase ya beine, eupša setulo sa go phula ga se botse, taolo ga e na mohola go ema ka ntle.",felo,positive
"lefelo le le botse la go itšhireletša letšatši ka morago ga go reka goba go ja sopo ye bonolo ya sefora ka galase ya beine, eupša ke leka pasta.",go,neutral
"lefelo le le botse la go ipea letšatši ka morago ga go reka goba go swara sopo ye bonolo ya sefora ka galase ya beine, eupša tirelo e a kgahliša ebile e a makatša.",reka,neutral
"dijo di na le phepo e kgolo gomme di a kwagala, eupša ga se tše nnyane kudu.",dijo,positive
"dijo di botse kudu ebile di a kwagala, eupša kuku ga e na mohola go ema ka ntle gomme boitemogelo bja go ja bo kaone kudu.",dijo,positive
"lefelo le le hlwekilego, gomme ge o rata dijo tša moya, gona ke lefelo leo le swanetšego go ba gona, eupša dijo di a lewa, mo go letlago e bile go na le boitemogelo bja go ja ke bjo bo sa kgahlišego.","moya,",positive
"ge e le gore o rata dijo tša go apea, gona ke lefelo le le nyakago go ba gona, le ge e le gore go na le dilo tše di kgahlišago kudu, le ge e le gore ga di na mohola.",felo,positive
"batho ba bangwe ba na le bothata bjo bogolo kudu gomme ba ile ba se nwa ge ke be ke e tlogela ka ntle, eupša go na le dikarolo tše nnyane gomme tirelo ga se ya loka.",nnyane,positive
"le ge go le bjalo, go na le batho bao ba šomago gabotse kudu gomme ba be ba e tlogela ge ke be ke e tlogela ka ntle, eupša di-pasta di lokile, mong wa tšona ke tša maaka ebile di na le diripa tše kgolo.",tša,neutral
"di na le dijo tše di hlwekilego, eupša dijo ga di bose kudu, efela tšie ya moela ke dimpša tše di fišago kudu ebile di fiša kudu.",dijo,positive
"di na le dipanekuku le matute a mafsa, eupša kgogo e a fifala ebile e na le bogolo.",matute,positive
"le ge e le gore go na le dilo tše di kgahlišago kudu go nna, go na le dilo tše dikaonekaone tšeo ke bego ke na le tšona, eupša ka gare ga tšona ke tše botse kudu gomme ke leka go ba le di-pink roll.",go,negative
"le ge go le bjalo, go na le dilo tše di kgahlišago kudu go nna, go na le dilo tše dikaonekaone tšeo ke bego ke na le tšona, eupša tatso e be e le ye nnyane.",go,positive
"di na le kgogo ye botse ye e nago le avocado le tuna ye botse gape, eupša tirelo e a swaba, leta e a tenega gomme tirelo e nanya kudu.",avocado,positive
"di na le kgogo ye botse ye e nago le avocado le tuna ye botse, eupša mong wa yona ke maaka.",tuna,positive
"bontši bja di-reksine di dirilwe ka soya ya soya yeo e lego gabotse, eupša dijo ga di bose kudu ebile di ja ga di bose.",lego,positive
"bontši bja di-di-spes di dirilwe ka soy mayoonaise, e lego gabotse, eupša go na le baapei ba go se loke.","mayoonaise,",positive
"ga se fela gore ba be ba na le di-soup, di-pizza, bjalo bjalo, eupša di-sorbets tša bona tša ka ntle ga lefase; phukubje e a šwala, gomme bahlasedi ba a šadiša.",ga,positive
"ga se fela gore ba be ba na le dijo tše di kgahlišago, di-soup, di-pizza, bjalobjalo, eupša di-sorbets tša bona tša ka gae di a tšwa lefaseng; dintša tša go fiša di a gobega, di a ruruga gomme di na le monkgo wo monnyane.",fiša,positive
"ga se fela gore ba be ba na le dijo tše di kgahlišago, di-soup, di-pizza, bjalobjalo, eupša di-sorbets tša bona tša ka gae di a tšwa lefaseng; dijo ga di a lekana, gomme karolo ya dijo e ka fase ga palogare.",di-sorbets,positive
"ga se fela gore ba be ba na le dijo tše di kgahlišago, di-soup, di-pizza, bjalobjalo, eupša di-sorbets tša bona tša ka gae di a tšwa lefaseng; go ja dijo go bohlokwa kudu, gomme tirelo ya go ja e a kgahliša.","di-pizza,",positive
"leka tšhetšhe ya maswi le dipisikiti ka soya, eupša e be e le ye kgolo.","soya,",positive
"leka di-butter butter sorbet le pizza ka tšhe ya soya, eupša dijo ga di na mohola ebile ditafole ga di a swanela go ba kgauswi.",sorbet,positive
"le ge go le bjalo, le ge go le bjalo, go na le kgonagalo ya gore 2.1.2.1.2.2.1.2.1.2.1.2",ge,positive
"le ge go le bjalo, le ge go le bjalo, go na le kgonagalo ya gore ditshenyegelo di a šiiša, gomme theko ya tšona e a kgahliša.","bjalo,",positive
"ka dinako tše dingwe go be go le boima kudu go dira gore ke be le dijo tša go ja, eupša dijo tša go ja ga di a nyamiša.",nyamiša.,negative
"casablanca servces falafel e bose, tabouleh, humus le dilo tše dingwe tša mediterranean, tšeo ka moka di nago le theko e tlase kudu, eupša sopo ya fase ya chickpea e tshesane, tirelo e nanya gomme mmino o boima kudu.","mediterranean,",positive
"casablanca servces falafel e bose, tabouleh, humus le dilo tše dingwe tša mediterranean, tšeo ka moka di sa tura kudu, eupša dijo tša sejapane di phala bokaone.",falafel,positive
"casablanca servces falafel e bose, tabouleh, humus le dilo tše dingwe tša mediterranean, tšeo ka moka di lego theko e tlase kudu, eupša tatso e mpe kudu ebile dijo di tura.",humus,positive
"casablanca servces falafel e bose, tabouleh, humus le dilo tše dingwe tša mediterranean, tšeo ka moka di nago le theko e tlase kudu, eupša dijo tša go ja ke maatla, dikarolo ke tše nnyane gomme molaodi ke bošoro.",tabouleh,positive
"go na le dijo tše di sa lokago kudu, eupša di na le dijo tša go ja, gomme tirelo ya bona ya go ja e tloga e le ya lebelo kudu; go chicken go be great.",lebelo,neutral
"go na le dijo tše di sa lokago kudu, eupša di na le dijo tša go ja, gomme tirelo ya bona ya go ja e tloga e le ya lebelo kudu; tšhego ke ye botse, e na le tatso ye botse, gomme sopo ya fase e tshesane.",lebelo,positive
"le ge go le bjalo, go na le dilo tše dintši tšeo di sa kgahlišego ge e le gore ga o a swanela go ba le dijo tša setšo, eupša boitemogelo bja go ja ke bjo bo sa lokago ebile bo a kgahliša.",go,positive
"le ge go le bjalo, go na le ditšhupetšo tše kgolo tša go swana le ge e le gore ga o a swanela go ba le dijo tša go swana le tša setšo, eupša dijo di a kgahliša ebile di na le mohola.",go,neutral
"go tšere mengwaga ye 100 go ya go ile gwa ba le dipisikiti tša go swana le tšeo di bego di le gona pele ga ge ke sa kgone go di dira. be worthwile a wait; dijo tša go ja ke tše di kgahlišago kudu, gomme dijo ke tša ka fase ga palogare.",go,positive
"tšhego ke ye botse (e hlwekilego) e na le difahlego tša mozzarella tša nnete, eupša moya wa go tonya.",mozzarella,neutral
"le ge go le bjalo, le ge go le bjalo, le ge go le bjalo, go na le dijo tše di kgahlišago, le ge e le tše di kgahlišago.",tše,positive
"le ge go le bjalo, borotho le bona bo a lekana, eupša taolo ga e fetele.",eupša,positive
"di šomišwa ka borothong bja focacchia gomme di swanetše go hwa, eupša tirelo e mpe gomme ke šišinya raese ye e tobetšego.",šomišwa,neutral
"di šomišwa ka bogobe bja focacchia gomme di swanetše go bolawa, eupša mmino o boima kudu ebile o a kgahliša.",bogobe,neutral
"le ge go le bjalo, go na le dilo tše kaone tšeo re kilego ra di dira, eupša go na le dilo tše dintši tšeo re di kilego ra ba le tšona.",kilego,positive
"tikologo ye botse, ye e loketšego dino le/goba di-appetizers, eupša batho ke tshepo, dijo di botse ebile ka gare ke palogare.",loketšego,neutral
"lefelo le le botse la go nwa dino le/goba di-appetizers, eupša tirelo e a fokola, dijo ga di theko e tlase ebile tatso ga e mpe.",botse,positive
"go na le dijo tše di kgahlišago le/goba tša go ba le dijo tše di kgahlišago, le ge go le bjalo, dijo di a kgahliša gomme ke ile ka leka go ba le di-dessert.",tša,neutral
"ditšpantšho tša go swana le tša afrika - ga di kgone go fihlelela molaokakanywa, eupša boemakepe ke bja boleng.",kgone,negative
"go ja dijo tša go swana le go ja dijo tša afrika- ga di a swanela go kopana le dijo, eupša dijo di a kgahliša ebile di a kgahliša.",afrika-,neutral
"dijo tša go swana le tšha ya afrika - ga di kgone go kopana le lefaufau, eupša go na le maemo a borutho.",afrika,negative
"dijo tša go swana le tša afrika - ga di kgone go kopana le tšie, eupša ke leka go ja, dijo di botse ebile di na le boleng bjo bobotse.",go,negative
"batho bao ba bego ba le gona ba be ba na le bokgoni bjo bobotse, ba boleta, eupša dijo tša sejapane di kaone ebile di na le bokgoni bjo bobotse.",bego,positive
"25 years ago go diego go 20 years ago i don't wanna go for the best... y yo le dije, ya no le dije nada.",go,positive
"ke be ke tseba gore dijo tša india di be di se gona, eupša di be di le bohlokwa.",india,negative
"ke eletša di-dumplings tša kolobe tše di apešago, kgogo ya namune/nama ya namune, le raese ye e tobego, eupša tirelo e a nanya.",di-dumplings,positive
"ke eletša di-dumplings tša kolobe tše di apešago, kgogo ya namune/nama ya namune, le raese e todi, eupša dijo tša go fihlola ke maatla.",raese,positive
"ke šišinya ditšhelo tša nama ya kolobe ya go tonya, kgogo ya namune/nama ya namune, le raese ye e tobego, eupša tirelo e mpe kudu, tirelo ga e na mohola ebile theko ga e na mohola.",go,positive
"kgonthiša gore dijo tša gago di sepela le ye nngwe ya di-juice tša tšona tše di hlwekilego, eupša di-swikiri di monate kudu ebile di na le dijo tše kaone.",le dijo,neutral
"kgonthiša gore dijo tša gago di sepela le ye nngwe ya dijo tša gago tše di hlwekilego, eupša tirelo ya gago ga e a swanela.",gago,positive
"ee, di be di le theko e boima kudu, eupša ka nako ye nngwe ke dijo tša tšona; mmino o boima kudu gomme mmino o boima kudu.",dijo,positive
"ke a tseba gore go na le tšhišinyego ye kgolo ya go bjala, efela ke ya go se loke.",go,positive
"e ka ba ye nnyane kudu go ya ka tšhengwaneng ya russia, eupša e na le dijo tše di kgahlišago kudu; bahlapetši ba galefa.",le dijo,positive
"o swanetše go leka setšhene goba setšhe sa tšheke; 10- moka - good; le ge go le bjalo, tšhišinyego e a fiša kudu ka nako ya letšatši la go fiša (ba e dira ka tsela yeo mma a dirago ka yona, e nkhopotša legae la ka kudu), eupša tšhišinyego e kgolo gomme theko ya yona ga e na mohola.",legae,positive
"o swanetše go leka setšhene goba setšhe sa tšheke; 10- moka - good; le ge go le bjalo, le ge go le bjalo, go na",leka,positive
"o swanetše go leka setšhene goba setšhe sa tšheke; 10- moka - good; le ge go le bjalo, go na le ditšhitišo tše di ntšhišago ka letšatši le le fišago la letšatši le le fišago ( di dira gore tate a nkgopotše ka gae, eupša go dira gore ke kgone go dira bjalo.",leka,positive
"o swanetše go leka setšhene goba setšhe sa tšheke; 10- moka - good; le ge go le bjalo, go na le moo, go na le dijo tše dintši tšeo di ntšhišago kudu ka nako ya letšatši la go fiša ( le ge go le bjalo, go na le gore ke gopotše gore ke tla dira eng ka tsela yeo mma a bolelago ka yona.",setšhe,positive
"ge e le gore go be le dijo tše di nago le phepo le dijo tša go ba le dijo tša go ja, eupša go se be bonolo.",dijo,positive
"dijo tše bonolo tša go ba le phepo ye e hlwekilego, eupša ga di na phepo ye nnyane kudu.",dijo,positive
"sopo ya fase ya tšhepea ye re e bonego bjalo ka mošifatši wo mogolo, eupša tirelo e botse ebile e kgahliša.",bonego,negative
"sopo ya fase ya chickpea re e hlaloša bjalo ka mathomo e laditšwe e le ye tshesane, eupša gase ya mogala e na le matla, dijo di na le mohola ebile lefelo le le botse.",mathomo,neutral
"kgogo le falafel di be di na le ditswaka tša go se be di na le ditswaka tše di hlwekilego tša lešela, eupša di-wraps ke tše di bose gomme molaodi ga a na boso.",falafel,neutral
"kgogo le falafel e be e le ditswakahla tša go se be di kopanywa le salate ya matlakala a foreshe, eupša tirelo ya dithepa ke ye nnyane gomme mac ye kgolo ke ye e ratago.",salate,neutral
"go be go na le go apea le go omišwa, eupša kgogo e be e lokile; go ja ke selo se se botse kudu, le go ja ke selo se sekaone kudu.",go,positive
"go be go na le go apea le go omišwa, eupša kgogo e be e lokile; ke leka go ja dijo tše di kgahlišago, gomme dijo di a makatša.",ja,negative
"go ja dijo tše di sa kgahlišego, le ge go le bjalo, dijo di a nyama gomme dijo di a nyama.",di,positive
"mafelelong a re tsene lebenkeleng la 5 ka nako, go reka ditšhelete tša theko ya godimo go tšwa go bašomi ba go nosetšwa, eupša dipipi ke tše di kgahlišago, dijo ke tše botse gomme di-spinach gnocchi ke tše di ratago.",gomme,negative
"5le ge go le bjalo, a re ye go reka ditšhepi tša theko ya godimo go tšwa go mošomi wa go nošetša, eupša dijo ke tše di kgahlišago.",mošomi,negative
"lesoso: (o a sega) le ge go le bjalo, le le boleta, le le boleta, le le boleta, le le boleta, le ge go le bjalo.",go,positive
"sebata: (o a sega) o be a le boleta, a bose, efela tirelo e a makatša, tirelo e a nanya gomme dijo ga di apee di le foreše.",tirelo,positive
"icing e dirilwe khekhe ye, e be e le fluffy, e sego ya go ba bose, ya go phadima le seetša, eupša tirelo e nanya.",sego,positive
"lesoso: e be e se selo se sekaone kudu seo ke bego ke se na le sona, e bile ga se a swanela go ema ka ntle ka ntle ga tsela ya go bolokwa bjalo ka dikgomo ke bašomi bao ba sa šomego le bao ba sa šomego kudu, eupša ditheko ke theko ye e sego ya fase.",ditheko,negative
"lesoso: e be e se selo se sekaone kudu seo ke bego ke se na le sona, e bile ga se a swanela go ema ka ntle ga tsela ya go bolokwa bjalo ka dikgomo ke bašomi bao ba sa šomego gabotse le bao ba sa šomego, eupša dijo ga di theko e tlase.",bego,negative
"go na le tšhipi e kgolo yeo e bego e le ya go tšhošwa, eupša go na le dikhekhe tše di ntšhi tša go ba le ditšhitišo tša go kgahliša, gomme di-martinis di a kgahliša.",bego,negative
"le ge go le bjalo, go na le lefelo la sebjalebjale la go rekiša dijo tša setšo tša afrika; ditamati di a kgahliša ebile di a kgahliša.",go,neutral
"dijo ke tša maleba, dijo tšeo ke di šišinywago, eupša dijo ke tša ka fase ga palogare.",eupša,positive
"dijo ke tša go loka, le ge go le bjalo, go na le theko ya godimo.",dijo,positive
"le ge go le bjalo, go na le batho ba bantši bao ba bego ba sa kgone go dira dilo tše dintši, eupša ke be ke sa rate gore ba be ba na le bokgoni bjo bo itšego bja go dira dilo tše dintši tša go swana le tšeo di bego di le gona. ditšhiti di a tura.",bego,positive
"le ge go le bjalo, go na le batho ba bantši bao ba bego ba sa kgone go dira dilo tše dintši, eupša ke be ke sa rate gore ba be ba na le bokgoni bjo bo itšego bja go dira dilo tše dintši tša go swana le tšeo di bego di le gona. i'm gonna go try rabbit.",bego,negative
"ka kakaretšo, ke lefelo le lebotse go tšea bagwera ba mmalwa gore ba kgone go itaetša gomme tirelo e tloga e le ye botse, eupša dijo ga di na mohola.",tirelo,positive
"ka kakaretšo, ke lefelo le lebotse go tšea bagwera ba mmalwa gore ba kgone go itaetša gomme tirelo e a kgahliša, eupša go leta go a tenega gomme dijo di a kgahliša.",felo,positive
"dijo di na le phepo e kgolo gomme maswi a phala le ge e le gore dijo ga di theko e tlase, tirelo ga e a swanela go nyama gomme taolo ga e fete go apea.",gomme,positive
"dijo di na le phepo e kgolo gomme maswi a phala le go feta, eupša theko ga e na mohola, bašomi ba ikgogomoša gomme dijo tša mosegare ke maatla.",dijo,positive
"aga dijo tše di nago le ditaelo tša go swana le dilate tše tala tše di kgahlišago, di-buffalo chicken kickers le cinna stix, eupša tart ya apole ke ye tshesane.",di-buffalo,neutral
"aga dijo tše di nago le ditaelo tša go swana le di-salads tše hubedu tše di kgahlišago, di-buffalo chicken kickers le cinna stix, eupša di-hostess di a makatša, veggie burger ke ya go tlwaelega gomme gnocchi ke go hibidifala.",dijo,neutral
"aga dijo tše di nago le ditaelo tša go swana le di-salads tše hubedu tše di makatšago, di-buffalo chicken kickers le cinna stix, eupša dijo di lokile, boemakepe ke tuna ya boleng le ye bose ya finahla ke ye e ratago.",di-salads,neutral
"aga dijo tše di nago le ditaelo tša go swana le di-salads tše di kgahlišago, di-chicken kickers le cinna stix, eupša go rekiša batho ba go se na mohola.",ditaelo,neutral
"aga dijo tše di nago le ditaelo tša go swana le dilate tše tala tše di kgahlišago, di-buffalo chicken kickers le cinna stix, eupša dijo di lokile, tirelo ke ye kgolo gomme diphego di lokile.",diphego,neutral
"re be re thabile kudu ka dijo le dijo, eupša dijo tša rena ke maatla.",kudu,positive
"re be re thabile kudu ka dijo le mohola, eupša tirelo e be e nanya.",dijo,positive
"o swanetše go leka sopo ya garlic, eupša mong wa yona ke wa nnete, tirelo ke ye kaone le go ja kudu.",go,positive
"dijo ke tše kgolo (kgetho ye kgolo, dithekišo tše di kwagalago) le dino di lokile, eupša sopo ya fase ya chickpea e tshesane, dijo ga di botse kudu ebile go na le dilo tše di kgahlišago.",dino,positive
"dijo di bose (kgetho ye kgolo, dithekišo tše di kwagalago) le dino di lokile, eupša sopo ya fase ya chickpea e tshesane gomme ba leta e befetšwe.",dithekišo,positive
"dijo di na le boleng bjo bogolo (dijo tše di nago le maemo a godimo) le dino di lokile, eupša dijo di na le boleng bjo bogolo, dijo di le ka fase ga palogare gomme di na le dijo tše di sa lokago.",boleng,positive
"dijo di na le dijo tše kgolo (tša go kgetha, ditheko tše di kwagalago) le dino di tloga di le bose kudu, eupša tirelo e a nanya.",le dijo,positive
"lefelo le borutho, le borutho, le le botse, le le botse, le ge go le bjalo, dijo di a nyaga gomme dijo di a nyama.","borutho,",positive
"re be re le moo gomme re be re ipshina ka dijo, dijo di be di le botse kudu, gomme tirelo e be e le bose kudu, eupša bašomi ba be ba le bobe.",dijo,positive
"re be re le gona gomme re ipshina ka dijo; go be go le kaone kudu, eupša ditšhelo tše di šagetšego di be di le botse kudu gomme morekiši o be a le kaone kudu.",ditšhelo,positive
"re be re le moo gomme re ipshina ka dijo, e be e le dijo tše di kgahlišago kudu, gomme tirelo e be e le botse kudu, eupša bašomi ba ikgantšha, nama ya maitirelo ya maitirelo ke ya maitirelo gomme tirelo e mpe.",le dijo,positive
"go be go na le maikutlo a gore re be re le mo motseng wa cairo, ka nnete ke karolo ya papadi yeo, eupša go na le dijo tše kgolo le dijo tše di sa kgahlego.",papadi,positive
"dijo di bose kudu ebile di tumile kudu mo e lego gore go leta e ka ba toro ye e šagalago, eupša moya wa go tonya le kgogo ke lerato.",leta,negative
"dijo di bose kudu ebile di tumile kudu mo e lego gore go leta e ka ba selo se se šakanego, eupša dijo tša sejapane di phala bokaone.",dijo,positive
"lefelo le le kgethegilego le diriša nama ya go ja ka fase, eupša bašomi ba a kgahliša, dijo ke tše botse le di-mussels tša ditšhupe ke selo se bohlokwa.",nama,negative
"le ge e le gore e nyenyane, e na le dijo tše botse, dijo tše di kgahlišago kudu (hlapi ya katse e bose - ge e le gore ga e na tatso ya letswai) le tirelo ya go ela hloko, eupša sopo ya fase ya chickpea e tshesane, dintša tša go fiša di mpe kudu ebile go na le di-bartenders di a šiiša.",tirelo,positive
"le ge e le gore e na le phepo e botse, dijo tše botse (katse e bose kudu - ge e le gore ga e nagane gabotse) le tirelo ya go ela hloko, eupša bašomi ba na le botho.",bose,positive
"le ge e le gore e na le phepo e botse, dijo tše di kgahlišago kudu (katse e bose - ge e le gore ga e nagane gabotse) le tirelo ya go ela hloko, eupša theko ga e na mohola ebile go leta ke selo se se itšego.",phepo,positive
"le ge e le gore e na le phepo e botse, dijo tše botse (hlapi ya katse e bose kudu - ge e le gore ga e nagane gabotse) le tirelo ya go ela hloko, eupša dihlapi di na le palogare le di-cookie tša go ba le mahlatse.",dijo,positive
"dijo di ile tša tšea metsotso e mmalwa go tla, eupša go ba le metlae ye botse le bogwera bjo bo dirilwego go yona; mong wa yona o na le bogwera ebile o na le bogwera.",dijo,neutral
"dijo di ile tša tšea metsotso e mmalwa go tla, eupša go ba le metlae ye botse le bogwera bjo bo dirilwego go yona; tšhego ga e a swanela go ema ka ntle gomme ditheetši di a šadiša.",bjo,positive
"ke nyaka dijo tša go fihlola le motswalle wa ka, le nna ke thabela dijo.",dijo tša go fihlola,neutral
"tšhila e dula e le ye bose ebile e le ya go fapana, eupša lefelo le le bose.",go,positive
"tšhiši e dula e le foreše le yummy gomme dijo di a fapana, eupša dijo ga di na mohola ebile tirelo ga e fokotšege.",tšhiši,positive
"ke be ke kgahletšwa kudu ka nako ya phathi ya bday ge waitstaff e be e le godimo le go feta ka go nthuša go tšhetša le go ntšha khekhe ya bday gammogo le go fana ka tirelo ya ka pela le ya go ba le bogwera go phathi ya batho ba 15, eupša batho bao ba rekišago ke ba bannyane.",tirelo,positive
"ke be ke thabile kudu ka nako ya phathi ya bday ge waitstaff e be e le godimo le go feta ka go nthuša go tšhetša le go ntšha khekhe ya bday gammogo le go fana ka tirelo ya ka pela le go ba le bogwera go phathi ya batho ba 15, eupša ba-bartenders e a makatša.",khekhe,positive
"dijo tše dikaonekaone tše ke kilego ka di ja, eupša mong wa tšona ke tša bofora gomme di na le dijo tše kgolo kudu.",kilego,positive
"ʻo ka ʻo ʻo ke kīʻuʻu a me ka ʻoʻo ʻo keʻena ʻo ka ʻoʻo ʻo keʻena ʻo go lokile, eupša go na le di-cookie tše di sa lokago, di-cookie ke tšie ya dijo gomme dijo tša go ja ke maatla.",go,positive
"ʻo ka ʻo ʻo ke kīʻuʻu a me ka ʻoʻo ʻo keʻena ʻo ka ʻoʻo ʻo keʻena ʻo le ge go le bjalo, le ge go le bjalo, go na",kīʻuʻu,positive
"ka maswabi, ntle le ge o dula mo tikologong, ga se mo lefelong le le kwagalago eupša o swana le lehumo le le fihlilwego; ke rata go ba le dipane tša go ba le dinamune tše di nago le mmala o mohubedu le dipane tša go swana le tše dihubedu.",lefelong,negative
"le ge go le bjalo, ke ile ka dula ka pela gomme ke be ke dula ka pela gomme dijo di be di le bose kudu, efela letswai le bose kudu, le ge e le bose kudu.",letswai,positive
"ba ile ba ntšhetša ka lethabo, gomme ke be ke dula ka pela gomme dijo di be di le bose kudu, eupša batho ba be ba befetšwe kudu, ba letile ba be ba le bogale.",dijo,positive
"se se kgahlišago kudu, gomme se sengwe le se sengwe seo ke se kilego ka se leka se bose kudu, eupša theko e godimo, tirelo e a fokola ebile e a fokola.",eupša,positive
"se se kgahlišago kudu, gomme se sengwe le se sengwe seo ke se kilego ka se leka e bile se bose kudu, eupša dijo di bose kudu ebile di bose kudu.",kgahlišago,positive
"ke ile ka ya go ba le bagwera ba lapa la ka, gomme re be re na le dijo tše di kgahlišago kudu, eupša ga go na selo se se kgahlišago; go na le dijo tše nnyane gomme dikuku ga di a swanela go ema ka ntle.",kgahlišago,positive
"ke be ke na le dijo tše di nago le tatso, le ge go le bjalo, dijo ke tše di kgahlišago, le beine e bose.","tatso,",neutral
"ke be ke na le koko le salate, efela tirelo e lokile.",tirelo,neutral
"lefelo le le na le seela se sekaone kudu ka toropong, eupša go leta bašomi ba ka sekeng, menu ke ye nnyane gomme kgogo e na le leswiswi.",go,positive
"di na le kgetho ye botse (ditšidi tše di nago le dillo tše di kgahlišago), eupša dijo tša go ja ke tša go leta, gomme morekiši o na le lešata le legolo.",go,positive
di na le mehuta ye mebotse ya go ba le ditagwa tše di kgahlišago( eupša di na le dino tše di sa lokago.,ditagwa,positive
"go na le theko ye e hlwekilego, eupša go leta go na le bošoro bjo bo sa lokago gomme ka gare ga ka gare ke palogare.",go,positive
"theko ya theko ye e sa tšhego gabotse, eupša mootledi o a fokola gomme tirelo e a nanya.",theko ya theko,positive
"ka letšatši le lengwe ke ile ka ya go kgopela sehlopha gomme ka amogelwa ke batho ba ba nago le bokgoni bjo bobotse, eupša ditheko di a kgahliša.",go,negative
"ka letšatši le lengwe ke ile ka ya go nyaka tafole ya sehlopha gomme ka amogelwa ke batho ba ba nago le bosodi, efela tirelo e lokile ebile e sa swanela go ema ka ntle.",tafole,neutral
"o be a se na selo, efela o ile a mpha seela gomme a se ke a mpotša selo; dis gona be huge.",mpotša,neutral
"o be a sa kgone go oketša 1 goba 2 ditulong tša ka godimo ga tafole, eupša ke leka go ja dijo tša go ja dijo.","tafole,",neutral
"ka morago ga fao o be a sa kgone go oketša ditulo tše 1 goba tše pedi mo mafelelong a tafole ya batho ba tlaleletšo, eupša calamari e kaone, go leta go botse ebile go na le di-recipe tša go leka-le-nnete.",tafole,neutral
"ke jele mo nakong ye e fapanego - dijo di magareng ga ditheko, eupša taglierini ka ditherafole ke selo se se makatšago, batho ba gobe kudu gomme dino ke tše mpe.",dijo,neutral
"ke jele mo nakong ye e fapanego - dijo ke tša magareng ga ditheko, eupša di-falafel tša mohuta wa falafel di a swana le tše di swanago, ambiance e a iketla gomme maratha ke a foreshe.",ditheko,negative
"di-dessert di akaretša di-flan le sopaipillas, eupša tirelo e kgolo.",akaretša,neutral
"di-dessert di akaretša di-flan le sopaipillas, eupša letatši ke tša bogwera gomme dijo ga di na mohola.",di-dessert,neutral
"di-dessert di akaretša di-flan le sopaipillas, eupša dijo di a nyama.",di-flan,neutral
"dijo tša go fihlola di lokile, empa di lokile; dis be generous.",dijo tša go fihlola,neutral
"dijo tša go fihlola di lokile, empa di lokile; tirelo e a fokola.",dijo,positive
"e ka ba $7 ya dijo tša go ja gomme e na le dijo tša go ja goba go ja, eupša tirelo e botse ebile e na le dinoko tše di kgahlišago.",go,neutral
"ke $7 ya dijo tša go fihlola ebile e na le dine-in, eupša lefelo le le botse kudu, di-tapas di a kgahliša ebile di na le di-mac tše kgolo.",dijo tša go fihlola,neutral
"10.00.00.00 00.0000 ke dijo tša go ja goba go di ja, le ge go le bjalo, le ge go le bjalo, ke lerato la go ja.",go,neutral
"dijo di a kgahliša gomme di na le di-empenada le ditšhila tšeo di tšwago go dijo tša thapama, eupša seetša ga se botse gomme tirelo ga se ya loka.",go,positive
"dijo di a kgahliša gomme gape di na le di-empenada le ditšhila tšeo di nago le dijo tša thapama, eupša diela tše tala ga di je, go fa dijo e bile dino ke tše di kgahlišago.",le dijo,positive
"dijo di a kgahliša gomme di na le di-empenadas le ditšhila tšeo di nago le dijo tše di lekanego tša thapama, eupša karolo ya dijo e ka fase ga palogare, phapoši e hlwekile ebile e a kgahliša.","thapama,",positive
"dijo di a kgahliša ebile di na le di-empenadas le di-plaintains tšeo di nago le dijo tša thapama, eupša sopo ya fase ya chickpea e tshesane, dino di bose ebile di a tšhilafatšwa.",di-empenadas,positive
"dijo tše dibotse, beine ye botse le motšhene wo mokaone, eupša tirelo ya dijo e a nanya.",motšhene,positive
"dijo tše dibotse, beine ye botse le motšhene wo mokaone, eupša tirelo ya dijo e a nanya.",wo,positive
"dijo tše botse, beine ye botse le moago wa go kgahliša, eupša boitemogelo bja go ja bo kaone kudu.",dijo,positive
"le ge go le bjalo, go na le dilo tše dintši tšeo di bego di le bohlokwa kudu, o nagana gore di be di na le tatso ye kaone kudu, eupša e be e le selo se sekaone kudu.",go,positive
"le ge go le bjalo, o be o nagana gore ba na le serapana sa bona sa go ja merogo le dikenywa tše di sa lokago, ka fao e lego gore go be go na le seo se dirilwego ka gona, eupša go be go na le se se lokilego.",go,positive
"lefelo le le na le dijo tše kaone, eupša tirelo ke ye botse gomme dino ke tše di sa kgahlišego.",botse,positive
"e na le dijo tša go ja, eupša go na le ditulo tše dintši ka morago ga moo gomme yo mongwe le yo mongwe yo a šomago ka gona o lokile kudu; y yo le dije que le digo a tomos.",digo,positive
"ke a tseba gore go ja dijo tša go ja le go ja, dijo tša go ja ke tše mpe kudu gomme tirelo ya go ja e a fokotšega.",tirelo,positive
"ke nagana gore dijo tša nama tša nama di lokile, eupša taolo e ka fase ga go ja, go ja go kaone ebile tirelo ga e mpe.",tirelo,positive
"sejo se bose kudu ebile se na le lehea le legolo, eupša menu e nnyane.",bose,positive
"dijo di na le tatso e kgolo, eupša mmino o boima kudu.",mmino,positive
"dijo di na le tatso e kgolo, eupša tirelo e a makatša.",dijo,positive
"lehono ke be ke na le dipanekuku tša vegan tša di-cranberry le maswi a raese, eupša kofi e lokile ebile e lokile.",vegan,neutral
