af,aspect,polarities
"die kelnerin het die sojasous kom haal terwyl ons ons middagete geëet het, maar ek probeer eend, die diens is die hoogste en die personeel is kundig.",kelnerin,negative
"goeie plek om gedurende die dag te kuier nadat jy inkopies gedoen het of om 'n eenvoudige sop of klassieke franse gereg oor 'n glas wyn te gryp, maar kos is uitstekend en wynlys is teleurstellend.",sop,neutral
"goeie plek om gedurende die dag te kuier nadat jy inkopies gedoen het of om 'n eenvoudige sop of klassieke franse gereg oor 'n glas wyn te gryp, maar opvoustoel is ongemaklik, bestuur is minder as tegemoetkomend en koek is nie die moeite werd om buite te staan nie.",plek,positive
"goeie plek om gedurende die dag te kuier nadat jy inkopies gedoen het of om 'n eenvoudige sop of klassieke franse gereg oor 'n glas wyn te gryp, maar ek probeer pasta.",glas wyn,neutral
"goeie plek om bedags te kuier nadat jy inkopies gedoen het of om 'n eenvoudige sop of klassieke franse gereg oor 'n glas wyn te gryp, maar diens is oplettend en diens is ongelooflik.",franse gereg,neutral
"die kos is puik en die pryse is billik, maar filet minor is nie baie goed nie.",pryse,positive
"die kos is wonderlik en die pryse is billik, maar koek is nie die moeite werd om buite te staan nie en eetervaring is die ergste.",kos,positive
"die plek is skoon, en as jy van sielskos hou, dan is dit die plek om te wees, maar gereg is eetbaar, kelner is onbeskof en eetervaring is ellendig.",sielskos,positive
"die plek is skoon, en as jy van sielskos hou, dan is dit die plek om te wees, maar disco pop duo is aaklig, ac is 'n gebrek en eetervaring is die ergste.",plek,positive
"die personeellede is uiters vriendelik en het selfs een keer my drankie vervang toe ek dit buite laat val het, maar porsies is klein en diens is sleg.",personeellede,positive
"die personeellede is uiters vriendelik en het selfs een keer my drankie vervang toe ek dit buite laat val het, maar pasta is goed, eienaar is vals en porsies is wonderlik.",drankie,neutral
"hulle spesialiseer in smoothies en vars sappe, maar kos is nie baie goed nie, molsous is te soet en worsbroodjies is die ergste.",smoothies,positive
"hulle spesialiseer in smoothies en vars sappe, maar hoender is donker en grootte is besig.",vars sappe,positive
"alhoewel die smoothies vir my 'n bietjie groot is, is die vars sappe die beste wat ek nog ooit gehad het, maar die binnekant is bekoorlik en ek probeer roosrol.",smoothies,negative
"alhoewel die smoothies vir my 'n bietjie groot is, is die vars sappe die beste wat ek nog ooit gehad het, maar smaak is kort.",vars sappe,positive
"hulle het ook 'n baie goeie hoender met avokado en goeie tuna, maar die diens is teleurgesteld, die kelner is geïrriteerd en die diens is baie stadig.",hoender met avokado,positive
"hulle het ook 'n baie goeie hoender met avokado en goeie tuna, maar eienaar is vals.",tuna,positive
"die meeste toebroodjies word gemaak met sojamayonaise, wat eintlik redelik goed is, maar kos is nie baie goed nie en eet is die ergste.",toebroodjies,positive
"die meeste toebroodjies word gemaak met sojamayonaise, wat eintlik redelik goed is, maar kroegman is onbeskof.","sojamayonaise,",positive
"hulle het nie net wonderlike sop, pizza, ens. die gasvrou is onbeskof en kroegmanne is aaklig.",kroegmanne,positive
"hulle het nie net ongelooflike toebroodjies, sop, pizza, ens. worsbroodjies is die ergste, kroegmanne is aaklig en spyskaart is klein.",sop,positive
"hulle het nie net ongelooflike toebroodjies, sop, pizza, ens. tafels is ongemaklik naby en kosporsie is ondergemiddeld.",toebroodjies,positive
"hulle het nie net ongelooflike toebroodjies, sop, pizza, ens. eetervaring is die ergste en diens is verskriklik.",pizza,positive
"probeer die grondboontjiebottersorbet en die pizza met sojakaas, maar die rekening is groot.",pizza met sojakaas,positive
"probeer die grondboontjiebottersorbet en die pizza met sojakaas, maar kos is nie die moeite werd nie en tafels is ongemaklik naby.",grondboontjiebottersorbet,positive
"die diens is puik (miskien selfs op die grens, maar jy kry ten minste aandag), die nageregte is uitstekend en die koffie is so baie goed; ac is 'n gebrek en prys is nie die moeite werd nie.",nageregte,positive
"die diens is puik (miskien selfs op die grens, maar jy kry ten minste aandag), die nageregte is uitstekend en die koffie is so baie goed; diens is aaklig, pryse is hoog en diens is aaklig.",koffie,positive
"die musiek wat soms 'n bietjie te swaar is vir my smaak, maar aandete is nooit teleurstellend nie.",musiek,negative
"casablanca bedien heerlike falafel, tabouleh, humus en ander mediterreense lekkernye, wat almal baie goedkoop is, maar gemaalde kekerertjiesop is dun, diens is stadig en musiek is te swaar.",mediterreense lekkernye,positive
"casablanca bedien heerlike falafel, tabouleh, humus en ander mediterreense lekkernye, wat almal baie goedkoop is, maar japannese kos is beter.",falafel,positive
"casablanca bedien heerlike falafel, tabouleh, humus en ander mediterreense lekkernye, wat almal baie goedkoop is, maar smaak is die ergste en maaltyd is duur.",humus,positive
"casablanca bedien heerlike falafel, tabouleh, humus en ander mediterreense lekkernye, wat almal baie goedkoop is, maar middagete is 'n krag, porsies is klein en bestuurder is 'n onbeskoftheid.",tabouleh,positive
"daar restaurant is baie gemaklik, maar perfek vir middagete, en hul afleweringsdiens is altyd baie vinnig; hoender is wonderlik.",middagete,neutral
"daar restaurant is baie gemaklik, maar perfek vir middagete, en hul afleweringsdiens is altyd baie vinnig; die ruimte is lekker, die gasheer is onbeskof en die gemaalde kekerertjiesop is dun.",afleweringsdiens,positive
"hulle het ook 'n groot verskeidenheid wraps as u nie lus is vir tradisionele mediterreense kos nie, maar die eetervaring is ellendig en die diens is verskriklik.",verskeidenheid wraps,positive
"hulle het ook 'n groot verskeidenheid wraps as u nie lus is vir tradisionele mediterreense kos nie, maar die atmosfeer is romanties, kos is wonderlik en voorgeregte is goed.",tradisionele mediterreense kos,neutral
"dit het 100 jaar geneem voordat parisi pizza gemaak het (ek dink ten minste nie hulle het dit ooit vanjaar gemaak nie) ... maar dit was die moeite werd om te wag; eetervaring is die ergste, personeel is vriendelik en kos is ondergemiddeld.",pizza,positive
"die sous is uitstekend (baie vars) met kluties regte mozzarella, maar die atmosfeer is koel.","mozzarella,",neutral
"die sous is uitstekend (baie vars) met 'n bietjie regte mozzarella, maar kelner is onbeskoft, en kos is luuks.",sous,positive
"die brood is ook uit die boonste rakke, maar bestuur is minder as tegemoetkomend.",brood,positive
"hulle word op focacchia -brood bedien en is om voor te sterf, maar die diens is sleg en ek beveel gebraaide rys aan.",bedien,neutral
"hulle word op focacchia-brood bedien en is om voor te sterf, maar musiek is te swaar en personeel is aangenaam.",focacchia-brood,neutral
"kry ook die uieringe - die beste wat ons nog ooit gehad het, maar die spyskaart is klein.",uieringe,positive
"'n pragtige atmosfeer, perfek vir drankies en/of voorgeregte, maar mense is 'n trust, kos is goed en binnekant is gemiddeld.",voorgeregte,neutral
"'n pragtige atmosfeer, perfek vir drankies en/of voorgeregte, maar diens is swak, kos is nie goedkoop nie en smaak is die ergste.",atmosfeer,positive
"'n pragtige atmosfeer, perfek vir drankies en/of voorgeregte, maar kos is 'n respek, nageregte is ongelooflik en ek het kalfstjops probeer.",drankies,neutral
"kookkuns word as asiatiese samesmelting beskou - voldoen nie aan die rekening nie, maar port is 'n kwaliteit.",beskou,negative
"kookkuns word as asiatiese samesmelting beskou - voldoen nie aan die rekening nie, maar kos is goed en plek is lekker.",asiatiese samesmelting,neutral
"kookkuns word as asiatiese samesmelting beskou - voldoen nie aan die rekening nie, maar die atmosfeer is koel.",kookkuns,negative
"kookkuns word as asiatiese samesmelting beskou - voldoen nie aan die rekening nie, maar ek probeer eend, kos is wonderlik en port is 'n kwaliteit.",word,negative
"die kelners was baie professioneel, hoflik en oplettend, maar japannese kos is beter en kliënte is hardmondig.",kelners,positive
"was al meer as 25 jaar by die een in brooklyn, nou hoef ek nie oor die brug te gaan vir die beste pizza nie .... hanx, maar die ruimte is lekker.",pizza,positive
"ek ken regte indiese kos en dit was nie dit nie, maar houding is positief.",indiese kos,negative
"ek beveel die gebraaide varkkluitjies, die lemoenhoender/beesvleis en die gebraaide rys aan, maar die diens is vreeslik stadig.",gebraaide,positive
"ek beveel die gebraaide varkkluitjies, die lemoenhoender/beesvleis en die gebraaide rys aan, maar middagete is 'n krag.",gebraaide rys,positive
"ek beveel die gebraaide varkkluitjies, die lemoenhoender/beesvleis en die gebraaide rys aan, maar die diens is die ergste, die diens is swak en die prys is nie die moeite werd nie.",lemoenhoender/beesvleis,positive
"maak seker dat jy jou kos vergesel met een van hul vars sapkonkoksies, maar verskeidenheid sushi is die lekkerste en pizza is die beste.",kos,neutral
"maak seker dat jy jou kos vergesel met een van hul vars sapkonkoksies, maar diens is onbeskof.",vars,positive
"ja, hulle is 'n bietjie duurder as tipies, maar dan weer, so ook hul kos; ligging is gerieflik en musiek is te swaar.",kos,positive
"ek beveel die grand marnier garnale sterk aan, dit is waansinnig goed, maar drankies is aaklig.",grand marnier garnale,positive
"glechik is miskien heeltemal te klein vir 'n restaurant volgens russiese standaarde, maar dit is knus en die kos is eenvoudig wonderlik; kelners is kwaad.",kos,positive
"jy moet odessa-bredie of konynbredie probeer; slaaie-alles goed; en kompot is so verfrissend gedurende die warm somersdag (hulle maak dit soos my ma doen, herinner my baie aan die huis), maar sushi is groter en die prys is nie die moeite werd nie.",slaaie,positive
"jy moet odessa-bredie of konynbredie probeer; slaaie-alles goed; en kompot is so verfrissend gedurende die warm somersdag (hulle maak dit soos my ma doen, herinner my baie aan die huis), maar pryse is hoog.",kompot,positive
"jy moet odessa-bredie of konynbredie probeer; slaaie-alles goed; en kompot is so verfrissend gedurende die warm somersdag (hulle maak dit soos my ma doen, herinner my baie aan die huis), maar aflewering is versigtig.",konynbredie,positive
"jy moet odessa-bredie of konynbredie probeer; slaaie-alles goed; en kompot is so verfrissend gedurende die warm somersdag (hulle maak dit soos my ma doen, herinner my baie aan die huis), maar kos is teleurgesteld.",odessa-bredie,positive
"probeer dit dus vir 'n vullende en gesonde maaltyd, maar die opvoustoel is ongemaklik.",maaltyd,positive
"eenvoudige, gesonde onglamoureuze kos goedkoop, maar filet minor is nie baie goed nie.",kos,positive
"die gemaalde kekerertjiesop wat ons as voorgereg geproe het, het ietwat dun gesmaak, maar die diens is puik en die spyskaart is wonderlik.",gemaalde kekerertjiesop,negative
"die gemaalde kekerertjiesop wat ons as voorgereg geproe het, het ietwat dun gesmaak, maar telefoongas is heerlik, kos is uitstekend en die plek is wonderlik.",voorgereg,neutral
"die hoender- en falafelborde was onbeskryflike kombinasies met vars blaarslaai, maar wraps is lekker en bestuurder is 'n grasieloos.",hoender- en falafelborde,neutral
"die hoender- en falafelborde was onbeskryflike kombinasies met vars blaarslaai, maar die diens is insiggewend, die kroegdiens is stadig en big mac is 'n gunsteling.",vars blaarslaai,neutral
"die falafal was taamlik te gaar en gedroog, maar die hoender was goed; die kelner is onbeskof, die kamer is eenvoudig en eet is die ergste.",hoender,positive
"die falafal was taamlik te gaar en gedroog, maar die hoender was goed; ek probeer roosrol, kos is uitstekend en kos is ongelooflik.",falafal,negative
"die belangrikste trekpleister van hierdie plek is die prys, maar opvoustoel is ongemaklik, kos is teleurgesteld en etes is verskriklik.",prys,positive
"laat uiteindelik 5 op 'n slag in die winkel in om duur skywe by 'n geteisterde personeel te koop, maar pizzas is uitstekend, kos is goed en aartappelspinasie-gnocchi is 'n gunsteling.",skywe,negative
"laat uiteindelik 5 op 'n slag in die winkel om duur snye by 'n geteisterde personeel te koop, maar kos is uitstekend.",personeel,negative
"resultaat (rooi fluweel): goeie tekstuur, sag en fluweelagtig, lekker sweempie kakao, maar opvoustoel is ongemaklik.","kakao,",positive
"resultaat (rooi fluweel): goeie tekstuur, sag en fluweelagtig, lekker sweempie kakao, maar die diens is aaklig, die diens is stadig en die kos is nie vars gekook nie.",tekstuur,positive
"die versiersel het hierdie koek gemaak, dit was donsig, nie ultra soet, romerig en lig nie, maar die diens is stadig.",koek,positive
"goeie koek maar: dit was nie die beste koek wat ek nog ooit gehad het nie, en beslis nie die moeite werd om buite op die sypaadjie te staan en soos beeste deur onverskillige en oorwerkte werknemers opgepas te word nie, maar pryse is 'n vuilgoedkoop.",werknemers,negative
"goeie koek maar: dit was nie die beste koek wat ek nog ooit gehad het nie, en beslis nie die moeite werd om buite op die sypaadjie te staan en soos beeste deur onverskillige en oorwerkte werknemers opgepas te word nie, maar meel is goedkoop.",koek,negative
"gemiddelde koek wat deur baie hype die hof gemaak is, maar die nuwe spyskaart is kreatief, die spyskaart is wonderlik en martini's is eksoties.",koek,negative
die dekor is ontwerp in 'n kontemporêre restaurant in japannese styl; gereg is goed en sampioengarsop is ongelooflik.,dekor,neutral
"die kos is goed, die teriyaki beveel ek aan, maar kos is ondergemiddeld.",teriyaki,positive
"die kos is goed, die teriyaki wat ek aanbeveel, maar die prys is hoog.",kos,positive
"die sashimi-porsie is groot genoeg om die meeste mense te paai, maar ek hou nie van die feit dat hulle kunsmatige kreefvleis gebruik nie; snye is duur.",sashimi-porsie,positive
"die sashimi-porsie is groot genoeg om die meeste mense te paai, maar ek hou nie van die feit dat hulle kunsmatige kreefvleis gebruik nie; ek probeer konyn.",kunsmatige kreefvleis,negative
"oor die algemeen is dit 'n lekker plek om 'n paar vriende te neem om by te kuier en die diens is uitstekend, maar kos is nie die moeite werd nie.",diens,positive
"oor die algemeen is dit 'n lekker plek om 'n paar vriende te neem om by te kuier en die diens is uitstekend, maar kelner is geïrriteerd en kos is luuks.",plek,positive
"die kos is wonderlik en die melkskommels is nog beter, maar kos is nie goedkoop nie, diens is aaklig en bestuur is minder as tegemoetkomend.",melkskommels,positive
"die kos is heerlik en die milkshakes is nog beter, maar prys is nie die moeite werd nie, personeel is arrogant en middagete is 'n krag.",kos,positive
"bou 'n maaltyd met bybestellings soos ongelooflike groenteslaaie, buffalo chicken kickers en cinna stix, maar appeltert is dun.",buffalo,neutral
"bou 'n maaltyd met bybestellings soos ongelooflike groenteslaaie, buffalo chicken kickers en cinna stix, maar gasvrou is onbeskof, groenteburger is buitengewoon en gnocchi is 'n smelt.",maaltyd,neutral
"bou 'n maaltyd met bybestellings soos ongelooflike groenteslaaie, buffalo chicken kickers en cinna stix, maar kos is goed, port is 'n kwaliteit en geelvintuna is 'n gunsteling.",bybestellings,neutral
"bou 'n maaltyd met bybestellings soos ongelooflike greens-slaaie, buffalo chicken kickers en cinna stix, maar verkoopsmense is onbeskof.",cinna stix,neutral
"bou 'n maaltyd met bybestellings soos ongelooflike groenteslaaie, buffalo chicken kickers en cinna stix, maar kos is goed, diens is wonderlik en vlerke is goed.","groenteslaaie,",neutral
"ons was baie beïndruk met die kos en waarde, maar aandetes is 'n krag.",waarde,positive
"ons was baie beïndruk met die kos en waarde, maar die diens was stadig.",kos,positive
"u moet die knoffelsop probeer, maar die eienaar is vals, die diens is die ergste en die slegste eet.",knoffelsop,positive
"die kos is wonderlik (groot keuse, billike pryse) en die drankies is baie goed, maar gemaalde kekerertjiesop is dun, kos is nie baie goed nie en kroegmanne is aaklig.",drankies,positive
"die kos is wonderlik (groot keuse, billike pryse) en die drankies is regtig goed, maar gemaalde kekerertjiesop is dun en kelners is kwaad.",pryse,positive
"die kos is puik (groot keuse, billike pryse) en die drankies is regtig goed, maar kliënte is hardmondig, kos is ondergemiddeld en gasvrou is onbeskof.","keuse,",positive
"die kos is puik (groot keuse, billike pryse) en die drankies is regtig goed, maar diens is stadig.",kos,positive
"die atmosfeer is warm, gemaklik, kunstig en sexy, maar kroegman is onbeskof, kos is teleurgesteld en etes is verskriklik.",atmosfeer,positive
"ons was daar en ons geniet die kos baie, was baie lekker kos, en die diens was regtig goed, maar personeel is sleg.",kos,positive
"ons was daar en ons het die kos geniet; die diens was regtig goed, maar die kerriepanne is te pittig en die kliënte is die ergste.",diens,positive
"ons was daar en ons geniet die kos baie, was regtig heerlike kos, en die diens was regtig goed, maar personeel is arrogant, kunsmatige kreefvleis is kunsmatig en diens is sleg.",kos,positive
"die versiering het gevoel asof ons in kaïro was, eintlik is die straat deel van die avontuur, maar smoothies is groot en kos is luuks.",versiering,positive
"die kos is so goed en so gewild dat wag regtig 'n nagmerrie kan wees, maar atmosfeer is koel en hoender is 'n liefde.",wag,negative
"die kos is so goed en so gewild dat wag regtig 'n nagmerrie kan wees, maar japannese kos is beter.",kos,positive
"hierdie spesifieke ligging gebruik beslis substandaard vleis, maar personeel is aangenaam, kos is goed en pittige mossels is 'n hoogtepunt.",vleis,negative
"alhoewel dit klein is, het dit 'n pragtige atmosfeer, uitstekende kos (die baber is heerlik - as jy nie omgee nie, 'n bietjie sout) en oplettende diens, maar gemaalde kekerertjiesop is dun, worsbroodjies is die ergste en kroegmanne is aaklig.",diens,positive
"alhoewel dit klein is, het dit 'n pragtige atmosfeer, uitstekende kos (die baber is heerlik - as jy nie omgee nie, 'n bietjie sout) en oplettende diens, maar personeel is vriendelik.",atmosfeer,positive
"alhoewel dit klein is, het dit 'n pragtige atmosfeer, uitstekende kos (die baber is heerlik - as jy nie omgee nie, 'n bietjie sout) en oplettende diens, maar prys is nie die moeite werd nie en kelner is 'n onbeskoftheid.",kos,positive
"alhoewel dit klein is, het dit 'n pragtige atmosfeer, uitstekende kos (die baber is heerlik - as jy nie omgee nie, 'n bietjie sout) en oplettende diens, maar vis is gemiddeld en fortuinkoekies is sleg.",kos,positive
"die kos het wel 'n paar minute ekstra geneem om te kom, maar die oulike kelners se grappies en vriendelikheid het daarvoor vergoed; eienaar is vermaaklik en diens is vriendelik.",kos,neutral
"die kos het wel 'n paar minute ekstra geneem om te kom, maar die oulike kelners se grappies en vriendelikheid het daarvoor vergoed; koek is nie die moeite werd om buite te staan nie en gasvrou is onbeskof.",kelners,positive
"ek het hierheen gekom vir informele middagetes sowel as vir 'n vriend se verjaardag en ek geniet myself altyd, maar kos is uitstekend.",middagetes,neutral
"die sushi is altyd vars en lekker en die spyskaart is redelik uiteenlopend, maar die ruimte is lekker.",spyskaart,positive
"die sushi is altyd vars en lekker en die spyskaart is redelik uiteenlopend, maar kos is nie die moeite werd nie en diens is baie stadig.",sushi,positive
"ek was veral beïndruk tydens die verjaarsdagpartytjie toe die kelnerpersoneel my gehelp het om 'n verjaarsdagkoek te versier en uit te bring, asook om vinnige en vriendelike diens aan 'n partytjie van 15 persone te bied, maar verkoopsmense is onbeskof en porsies is klein.",diens,positive
"ek was veral beïndruk tydens die verjaarsdagpartytjie toe die kelnerpersoneel my gehelp het om 'n verjaarsdagkoek te versier en uit te bring, asook om vinnige en vriendelike diens aan 'n partytjie van 15 persone te bied, maar kroegmanne is aaklig.",kelnerpersoneel,positive
"beste indiese kos wat ek nog ooit geëet het, maar eienaar is vals en sushi is groter.",indiese kos,positive
"die personeel is ongelooflik vriendelik, en ek droom oor hul saag-gosht... so goed, maar diens is verskriklik, fortuinkoekies is 'n klagte en etes is 'n krag.",saag-gosht...,positive
"die personeel is ongelooflik vriendelik, en ek droom oor hul saag-gosht... so goed, maar gasvrou is onbeskof, spyskaart is klein en pryse is buitensporig.",personeel,positive
"ongelukkig, tensy jy in die buurt woon, is dit nie op 'n gerieflike plek nie, maar is dit meer soos 'n verborge skat; ek hou van sagte dopkrapbroodjie met patat en geelvintuna is 'n gunsteling.",plek,negative
"die personeel het my hartlik by die deur gegroet en ek het dadelik gesit en die kos was uitstekend, maar molsous is te soet, sous is nie baie lekker nie en kelner is onbeskof.",personeel,positive
"die personeel het my hartlik by die deur gegroet en ek het dadelik gesit en die kos was uitstekend, maar kelners is kwaad, smoothies is groot en wag is onbeskof.",kos,positive
"die spyskaart is wonderlik, met 'n goeie keuse, en alles wat ek probeer het, is absoluut heerlik, maar die prys is hoog, die diens is swak en die gasheer is onbeskof.","keuse,",positive
"die spyskaart is wonderlik, met 'n goeie keuse, en alles wat ek probeer het, is absoluut heerlik, maar maaltyd is verskriklik en disco pop duo is aaklig.","keuse,",positive
"ek het saam met 'n paar vriende van die familie na swiftys gegaan en ons het 'n baie lekker aandete gehad, maar niks wonderliks nie; porsies is klein en koek is nie die moeite werd om buite te staan nie.",aandete,positive
"ek het gebraaide hoender en 'n slaai gehad, maar kos is uitstekend, nageregte is ongelooflik en wyn is goed.",slaai,neutral
"ek het gebraaide hoender en 'n slaai gehad, maar diens is goed.",gebraaide hoender,neutral
"hierdie plek het die beste sushi in die stad, maar wagpersoneel is onbedagsaam, spyskaart is klein en hoender is donker.",sushi,positive
"hulle het 'n uitstekende keuse (die broodjies met krap is regtig wonderlik), maar middagete is 'n krag, wagpersoneel is onbedagsaam en kliënte is luidmondig.",krap,positive
"hulle het 'n uitstekende keuse (die rolle met krap is regtig wonderlik), maar drankies is aaklig.",keuse,positive
"redelik geprys met baie vars sushi, maar kelner is onbeskof en binnekant is gemiddeld.","sushi,",positive
"redelik geprys met baie vars sushi, maar bestuurder is 'n onbeskoftheid en diens is stadig.",geprys,positive
"ek het eendag ingegaan en 'n tafel vir 'n groep gevra en is begroet deur 'n baie onbeskofte gasvrou, maar pryse is beskeie.",gasvrou,negative
"ek het eendag ingegaan en 'n tafel vir 'n groep gevra en is begroet deur 'n baie onbeskofte gasvrou, maar diens is perfek en koek is nie die moeite werd om buite te staan nie.",tafel,neutral
"die restaurant was heeltemal leeg, maar sy het my 'n vuil blik gegee en gevra, geen besprekings nie; porsies is wonderlik.",besprekings,neutral
"toe maak sy 'n bohaai oor die feit dat sy nie 1 of 2 stoele aan weerskante van die tafel kan byvoeg vir ekstra mense nie, maar ek probeer pizza met sojakaas.",stoele,neutral
"toe maak sy 'n bohaai dat sy nie 1 of 2 stoele aan weerskante van die tafel vir ekstra mense kan byvoeg nie, maar gebraaide calamari is beter, kelner is bekoorlik en resepte is beproef.",tafel,neutral
"ek het by 'n ander geleentheid hier geëet - die kos is middelmatig vir die pryse, maar taglierini met truffels is ongelooflik, mense is die ergste en drankies is aaklig.",kos,neutral
"ek het by 'n ander geleentheid hier geëet - die kos is middelmatig vir die pryse, maar falafel-wraps in jerusalem-markstyl is ewe heerlik, die atmosfeer is ontspanne en maratha is vars.",pryse,negative
"nageregte sluit flan en sopaipillas in, maar diens is puik.",sopaipillas,neutral
"nageregte sluit flan en sopaipillas in, maar kelner is vriendelik en kos is nie die moeite werd nie.",nageregte,neutral
"nageregte sluit flan en sopaipillas in, maar kos is heerlik.",flan,neutral
"dit is net oop vir middagete, maar die kos is so goed; porsies is vrygewig.",middagete,neutral
"dit is net oop vir middagete, maar die kos is so goed; diens is swak.",kos,positive
"dit kos ongeveer $ 7 vir middagete en hulle het wegneemetes of eet, maar die diens is uitstekend en speserye is kenmerkend.","eet,",neutral
"dit kos ongeveer $ 7 vir middagete en hulle het wegneemetes of eet, maar die plek is wonderlik, tapas is uitstekend en big mac is 'n gunsteling.",middagete,neutral
"dit kos ongeveer $ 7 vir middagete en hulle het wegneemetes of eet, maar lichen martini is 'n liefde.",wegneemete,neutral
"kos is uitstekend en hulle het ook empenadas en plaintains wat goed is vir 'n middagete, maar beligting is onaantreklik en diens is sleg.",plaintains,positive
"kos is uitstekend en hulle het ook empenadas en plaintains wat goed is vir 'n middagete, maar groen kouekoors is nie eetbaar nie, aflewering is versigtig en drankies is verskriklik.",kos,positive
"kos is uitstekend en hulle het ook empenadas en plaintains wat goed is vir 'n middagete, maar die kosporsie is ondergemiddeld, die kamer is eenvoudig en die disco-pop-duo is aaklig.","middagete,",positive
"kos is uitstekend en hulle het ook empenadas en plaintains wat goed is vir 'n middagete, maar gemaalde kekerertjiesop is dun, drankies is aaklig en kroegman is onbeskof.",empenadas,positive
"heerlike kos, goeie wyn en 'n uitstekende gasheer, maar kroegdiens is stadig.",gasheer,positive
"heerlike kos, goeie wyn en 'n uitstekende gasheer, maar kroegdiens is stadig.",wyn,positive
"heerlike kos, goeie wyn en 'n uitstekende gasheer, maar eetervaring is die ergste.",kos,positive
"alle toppings is so vars dat jy sou dink hulle het hul eie groentetuin en die kors is so perfek dat 'n mens eintlik dink aan hoe dit gemaak is, maar smaak is die ergste.",kors,positive
"alle toppings is so vars dat jy sou dink hulle het hul eie groentetuin en die kors is so perfek dat 'n mens eintlik dink aan hoe dit gemaak is, maar kelners is sleg.",hul,positive
"hierdie plek het die beste pizza, maar diens is verskriklik en drankies is aaklig.",pizza,positive
"dit raak druk teen middagete, maar daar is baie sitplekke agter en almal wat daar werk is so gaaf; kelner is onbeskof en sushi is groter.",sitplekke,positive
"ek beveel ook die knoffelknope aan, maar die gereg is eetbaar, die diens is die ergste en die diens is stadig.",knoffelknope,positive
"ek dink die frikkadelle is goed, maar bestuur is minder as tegemoetkomend, eet is die ergste en diens is sleg.",frikkadelle,positive
"die kos is heerlik en die kroeg het 'n wonderlike atmosfeer, maar spyskaart is klein.",kroeg,positive
"die kos is heerlik en die kroeg het 'n wonderlike atmosfeer, maar musiek is te swaar.",atmosfeer,positive
"die kos is heerlik en die kroeg het 'n wonderlike atmosfeer, maar diens is aaklig.",kos,positive
"ek het vandag gestop vir 'n brunch en die veganistiese bosbessiepannekoeke en 'n bietjie rysmelk geëet, maar koffie is goed en die diens is perfek.",veganistiese,neutral
"ek het vandag gestop vir 'n brunch en die veganistiese bosbessiepannekoeke en 'n bietjie rysmelk geëet, maar lam is 'n gunsteling.",brunch,neutral
"ek het vandag gestop vir 'n brunch en die veganistiese bosbessiepannekoeke en 'n bietjie rysmelk geëet, maar die diens is vrygewig, die toneel is wonderlik en die aflewering is versigtig.",rysmelk,neutral
"die kos was baie goed en ek was aangenaam verras om soveel veganistiese opsies te sien, maar klapstoel is ongemaklik.",veganistiese opsies,positive
"die kos was baie goed en ek was aangenaam verras om soveel veganistiese opsies te sien, maar tafels is ongemaklik naby, diens is sleg en verkoopsmense is onbeskof.",kos,positive
"vir iemand wat vroeër indiese kos gehaat het, het baluchi's my middel verander, maar gemaalde kekerertjiesop is dun.",indiese kos,positive
"uiteindelik 'n kerrie wat ek 3 uur later kan eet, geniet en nie aan gastritis ly nie, maar kos is nie die moeite werd nie, voustoel is ongemaklik en gemaalde kekerertjiesop is dun.",kerrie,positive
"probeer die tuisgemaakte brode, maar kroegdiens is stadig en die prys is hoog.",tuisgemaakte brode,positive
"almal is wonderlik - poori, naan, paratha almal vars, maar diens is teleurgesteld, kerriepanne is hard en die prys is hoog.",poori,positive
"almal is wonderlik - poori, naan, paratha almal vars, maar smoothies is groot en diens is baie stadig.",paratha,positive
"almal is wonderlik - poori, naan, paratha almal vars, maar italiaanse wors met vinkelgeur is swaar.",naan,positive
"ek en my vrou het onlangs die bistro besoek vir aandete en 'n wonderlike ervaring gehad, maar ek probeer pizza met sojakaas.",aandete,neutral
"die krapkoeke is heerlik en die braairib was perfek, maar diens is die ergste, verkoopsmense is onbeskof en kelner is onbeskof.",krapkoeke,positive
"die krapkoeke is heerlik en die braairib was perfek, maar eienaar is vals, diens is verskriklik en sushi is groter.",braairib,positive
"puik wynlys en wonderlike skemerkelkie-spyskaart, maar sushi is groter en diens is aaklig.","skemerkelkie-spyskaart,",positive
"fantastiese wynlys en wonderlike skemerkelkie-spyskaart, maar gasheer is onbeskof.",wynlys,positive
"die kos is baie goed en die diens is puik, maar personeel is arrogant.",diens,positive
"die kos is baie goed en die diens is puik, maar kelners is sleg en diens is stadig.",kos,positive
in mi burrito was hier niks anders as donker hoender wat verlede week gaargemaak is en net in 'n mikrogolfsmaak opgewarm is nie; geregte is lekker.,hoender,negative
"in mi burrito was hier niks anders as donker hoender wat verlede week gaargemaak is en net in 'n mikrogolfsmaak opgewarm is nie; waarde is goed, mali met makadamia-kors is beproef en voorgeregte is heerlik.",smaak,negative
"gaan saam met die spesiale aanbiedinge en bly weg van die salm. , maar wynlys is teleurstellend.",spesiale aanbiedinge,positive
"gaan saam met die spesiale aanbiedinge en bly weg van die salm. , maar kelners is vriendelik, porsiegrootte is groot en diens is perfek.",salm,negative
"die pasta was redelik goed, maar pryse is hoog en mense is die ergste.",pasta,positive
"atmosfeer is vervelig, maar maaltyd is uitstekend, wyn is goed en ek beveel gebraaide rys aan.",atmosfeer,negative
