,xh,aspect,polarities
1128,Waba namava amakhulu kwi-Trio ... abasebenzi bamnandi; ukutya kwakumnandi kwaye kukhulu ngobukhulu besahlulo - ndingacebisa kakhulu i-portobello / gorgonzola / i-sausage appetizer kunye ne-lobster risotto.,Abasebenzi,positive
1132,Waba namava amakhulu kwi-Trio ... abasebenzi bamnandi; ukutya kwakumnandi kwaye kukhulu ngobukhulu besahlulo - ndingacebisa kakhulu i-portobello / gorgonzola / i-sausage appetizer kunye ne-lobster risotto.,ubungakanani besahlulo,positive
1136,Inkonzo yayinikela ingqalelo kakhulu kwaye inesisa kakhulu.,Inkonzo,positive
1139,"Sasineetoni zokutya okukhulu, iwayini kunye ne-desserts.",iwayini,positive
1142,"Sasineetoni zokutya okukhulu, iwayini kunye ne-desserts.",desserts,positive
1145,"Sasineetoni zokutya okukhulu, iwayini kunye ne-desserts.",ukutya,positive
1148,Ngokwenene Amava okutyela athandekayo phakathi kwendawo ye-buzzing midtown.,amava okutyela,positive
1151,"Inkonzo ihlala inkulu, kwaye umnini uhamba ngeenxa zonke ukuqinisekisa ukuba uyonwabele.",umnini,positive
1153,"Inkonzo ihlala inkulu, kwaye umnini uhamba ngeenxa zonke ukuqinisekisa ukuba uyonwabele.",Inkonzo,positive
1156,Sasihleli ngokukhawuleza kufutshane nomgangatho womdaniso.,umgangatho womdaniso,neutral
1158,"Umculo wawunomdla, kodwa washiya indawo yokuncokola, kwaye i-bartender yenza iziselo ezibalaseleyo.",iziselo,positive
1162,"Umculo wawunomdla, kodwa washiya indawo yokuncokola, kwaye i-bartender yenza iziselo ezibalaseleyo.",kwik,positive
1166,"Umculo wawunomdla, kodwa washiya indawo yokuncokola, kwaye i-bartender yenza iziselo ezibalaseleyo.",umculo,positive
1170,Ukutya ngokwenene akulunganga kakhulu kwaye inkonzo yoyikeka.,Inkonzo,negative
1174,Ukutya ngokwenene akulunganga kakhulu kwaye inkonzo yoyikeka.,ukutya,negative
1178,"Ndiyavuya ukuba ndenze njengoko ukutya kwakulungile kakhulu kwaye abasebenzi banobuhlobo, benembeko kwaye besebenza kakuhle.",Abasebenzi,positive
1182,"Ndiyavuya ukuba ndenze njengoko ukutya kwakulungile kakhulu kwaye abasebenzi banobuhlobo, benembeko kwaye besebenza kakuhle.",ukutya,positive
1186,ANDIZANGE NDIBE NESIDLO ESIBI(OKANYE INKONZO EMBI ) @ PIGALLE.,INKONZO,positive
1188,ANDIZANGE NDIBE NESIDLO ESIBI(OKANYE INKONZO EMBI ) @ PIGALLE.,ISIDLO,positive
1190,Oku kwenza kwacaca ukuba ukutya kwakungaphekwanga ngokutsha; ngokucacileyo yenziwe phambi kwesandla kwaye emva koko yaphinda yafudumala.,ukutya,negative
1193,"ngexesha le-hrs exakekileyo, ndincoma ukuba wenze ukubhukisha.",Ubhukisho,neutral
1196,kodwa i-mac cheese yabo yayiyi-YUMMY!,kwik kwik,positive
1199,imenyu yabo ye-brunch yayinento yomntu wonke.,brunch menu,positive
1201,imvumi ye-jazz yayinelizwi elimnandi + wasenza sonke ukuba siphakame ukudanisa ukugungqa ezinye i-cals ukutya ezinye.,imvumi ye-jazz,positive
1204,Ukuba ukukhangela kwakho ukutya okunexabiso eliphezulu elibi kunye ne-dash ye-ghetto scenery cheap BX A $ $ le yindawo yokuba !!,indawo,negative
1206,Ukuba ukukhangela kwakho ukutya okunexabiso eliphezulu elibi kunye ne-dash ye-ghetto scenery cheap BX A $ $ le yindawo yokuba !!,ukutya,negative
1210,Ukuba ukukhangela kwakho ukutya okunexabiso eliphezulu elibi kunye ne-dash ye-ghetto scenery cheap BX A $ $ le yindawo yokuba !!,ixabiso,negative
1214,inkonzo ngu prompt friendly.,Inkonzo,positive
1217,Safika kule venkile yokutyela ngengozi ngelixa sikumnyhadala wobugcisa we-DUMBO kwaye sinandipha ngokupheleleyo isidlo sethu.,isidlo,positive
1220,Ukutya kwakugqwesile - i-authentic Italian cuisine eyenziwe ngokupheleleyo entsha.,Italian cuisine,positive
1224,Ukutya kwakugqwesile - i-authentic Italian cuisine eyenziwe ngokupheleleyo entsha.,ukutya,positive
1228,Inkonzo yayibalasele.,Inkonzo,positive
1231,andazi ukuba abanye abantu aba-rave malunga nale nja eshushu bathetha ngayo.,inja eshushu,negative
1233,oku ngaphandle kwamathandabuzo yenye yee-hotdogs ezimbi kakhulu endakha ndanazo.,hotdogs,negative
1236,"Ukongeza kwizinja ezinkulu ezishushu, i-DOTP ineesandwiches zesidlo sakusasa ezimangalisayo ezibonakalayo, ukongeza kwizinto ezinkulu ezifana ne-tator tots kunye ne-Muffins yesiNgesi, imveliso yenyama yehagu emnandi esekelwe kwi-NJ iyazi kuthi amantombazana aseJersey kunye namakhwenkwe njengoTaylor ham.",I-muffins yesiNgesi,positive
1240,"Ukongeza kwizinja ezinkulu ezishushu, i-DOTP ineesandwiches zesidlo sakusasa ezimangalisayo ezibonakalayo, ukongeza kwizinto ezinkulu ezifana ne-tator tots kunye ne-Muffins yesiNgesi, imveliso yenyama yehagu emnandi esekelwe kwi-NJ iyazi kuthi amantombazana aseJersey kunye namakhwenkwe njengoTaylor ham.",chrum kwik,positive
1242,"Ukongeza kwizinja ezinkulu ezishushu, i-DOTP ineesandwiches zesidlo sakusasa ezimangalisayo ezibonakalayo, ukongeza kwizinto ezinkulu ezifana ne-tator tots kunye ne-Muffins yesiNgesi, imveliso yenyama yehagu emnandi esekelwe kwi-NJ iyazi kuthi amantombazana aseJersey kunye namakhwenkwe njengoTaylor ham.",imveliso yenyama yehagu,positive
1246,"Ukongeza kwizinja ezinkulu ezishushu, i-DOTP ineesandwiches zesidlo sakusasa ezimangalisayo ezibonakalayo, ukongeza kwizinto ezinkulu ezifana ne-tator tots kunye ne-Muffins yesiNgesi, imveliso yenyama yehagu emnandi esekelwe kwi-NJ iyazi kuthi amantombazana aseJersey kunye namakhwenkwe njengoTaylor ham.",i-tator tots,positive
1250,"Ukongeza kwizinja ezinkulu ezishushu, i-DOTP ineesandwiches zesidlo sakusasa ezimangalisayo ezibonakalayo, ukongeza kwizinto ezinkulu ezifana ne-tator tots kunye ne-Muffins yesiNgesi, imveliso yenyama yehagu emnandi esekelwe kwi-NJ iyazi kuthi amantombazana aseJersey kunye namakhwenkwe njengoTaylor ham.",izinja ezishushu,positive
1254,"Ukongeza kwizinja ezinkulu ezishushu, i-DOTP ineesandwiches zesidlo sakusasa ezimangalisayo ezibonakalayo, ukongeza kwizinto ezinkulu ezifana ne-tator tots kunye ne-Muffins yesiNgesi, imveliso yenyama yehagu emnandi esekelwe kwi-NJ iyazi kuthi amantombazana aseJersey kunye namakhwenkwe njengoTaylor ham.",iisendwitshi zesidlo sakusasa,positive
1258,"Amagqabantshintshi malunga nokutya okuqhotsiweyo achanekile (ngezantsi) kodwa ezinye izitya, kuquka i-entree yemvana kunye neesaladi ezininzi (i-avocado shrimp) zazintle kakhulu.",ukutya okuqhotsiweyo,negative
1260,"Amagqabantshintshi malunga nokutya okuqhotsiweyo achanekile (ngezantsi) kodwa ezinye izitya, kuquka i-entree yemvana kunye neesaladi ezininzi (i-avocado shrimp) zazintle kakhulu.",isaladi (i-avocado shrimp),positive
1262,"Amagqabantshintshi malunga nokutya okuqhotsiweyo achanekile (ngezantsi) kodwa ezinye izitya, kuquka i-entree yemvana kunye neesaladi ezininzi (i-avocado shrimp) zazintle kakhulu.",izitya,positive
1265,"Amagqabantshintshi malunga nokutya okuqhotsiweyo achanekile (ngezantsi) kodwa ezinye izitya, kuquka i-entree yemvana kunye neesaladi ezininzi (i-avocado shrimp) zazintle kakhulu.",chrum kwik,positive
1268,Uluhlu lwewayini oludanisayo (kuphela iidiliya ezintsha.,iidiliya,negative
1270,Uluhlu lwewayini oludanisayo (kuphela iidiliya ezintsha.,uluhlu lwewayini,negative
1273,"kodwa ixabiso, yaba indawo enkulu ezifikelelekayo ukonwabela ubusuku fun ngaphandle kunye neqela elincinane.",ixabiso,positive
1275,"Iweyitala yethu yayiluncedo kwaye inomtsalane, ukutya kwakugqibelele, kwaye iwayini yayilungile, kakhulu.",iwayini,positive
1279,"Iweyitala yethu yayiluncedo kwaye inomtsalane, ukutya kwakugqibelele, kwaye iwayini yayilungile, kakhulu.",kwik,positive
1283,"Iweyitala yethu yayiluncedo kwaye inomtsalane, ukutya kwakugqibelele, kwaye iwayini yayilungile, kakhulu.",ukutya,positive
1287,Ukutya kwakubalasele kwaye inkonzo yayiphezulu.,Inkonzo,positive
1291,Ukutya kwakubalasele kwaye inkonzo yayiphezulu.,ukutya,positive
1295,"Namathela kwizinto indawo eyenza kakuhle, i-brisket, iimbambo, amaphiko, i-cajun shrimp ilungile, ayikho enkulu.",i-shrimp ye-cajun,neutral
1298,"Namathela kwizinto indawo eyenza kakuhle, i-brisket, iimbambo, amaphiko, i-cajun shrimp ilungile, ayikho enkulu.",kwik,positive
1301,"Namathela kwizinto indawo eyenza kakuhle, i-brisket, iimbambo, amaphiko, i-cajun shrimp ilungile, ayikho enkulu.",iimbambo,positive
1304,"Namathela kwizinto indawo eyenza kakuhle, i-brisket, iimbambo, amaphiko, i-cajun shrimp ilungile, ayikho enkulu.",amaphiko,positive
1307,"Ukhetho olukhulu lwebhiya kakhulu, into efana ne-50 beers.",iibhiya,neutral
1309,"Ukhetho olukhulu lwebhiya kakhulu, into efana ne-50 beers.",ukhetho lwebhiya,positive
1312,"BTW, inkonzo intle kakhulu .",Inkonzo,positive
1315,"Ngoko sahlala kwibhari, i-bartender yayingabonakali ngathi ifuna ukuba khona.",ibar,neutral
1317,"Ngoko sahlala kwibhari, i-bartender yayingabonakali ngathi ifuna ukuba khona.",kwik,negative
1319,Sasingayazi nokuba sifanele si-odole isiselo okanye sihambe?,sela,neutral
1321,Sasizibuza ukuba kutheni bekhona ukuze amava ethu okutyela abe buhlungu?,amava okutyela,negative
1324,"Ngenye indlela, umniniyo wayeyinkohliso.",umnini,negative
1327,"Ngeliphandle, ukutya kweTshayina apha yinto endinokuyenza ngcono ekhaya.",ukutya kweTshayina,negative
1329,Kwakukho iweyitala enye kuphela kuyo yonke indawo yokutyela engasentla.,kwik,neutral
1331,Ndandicinga ukuba ukutya akubizi konke konke xa kuthelekiswa neChinatown.,ukutya,negative
1334,I-Chinatown ngokuqinisekileyo inomgangatho ongcono ngamaxabiso aphantsi.,amaxabiso,positive
1338,I-Chinatown ngokuqinisekileyo inomgangatho ongcono ngamaxabiso aphantsi.,Umgangatho,positive
1342,"Ndiyakwazi ukuqonda amaxabiso ukuba wakhonza ukutya ngcono, njengezinye zokutyela Chinese kwindawo midtown / uptown.",amaxabiso,negative
1344,"Ndiyakwazi ukuqonda amaxabiso ukuba wakhonza ukutya ngcono, njengezinye zokutyela Chinese kwindawo midtown / uptown.",ukutya,negative
1346,Ityiwa ngeviniga emnyama kunye ne-ginger eqingqiweyo.,iviniga emnyama,neutral
1348,Ityiwa ngeviniga emnyama kunye ne-ginger eqingqiweyo.,i-ginger eqingqiweyo,neutral
1350,I-Malted Milk Ball Gelato - ngaba wakha weva nantoni na emangalisayo ngokuhlekisayo?,I-Malted Milk Ball Gelato,positive
1353,"Ndafumanisa ukuba ukutya kulungile kanye njengomnini wayo, uDa Silvano, nje ngaphantsi kakhulu.",umnini,positive
1356,"Ndafumanisa ukuba ukutya kulungile kanye njengomnini wayo, uDa Silvano, nje ngaphantsi kakhulu.",ukutya,positive
1359,I-ambience nayo ibekwe ngakumbi emva kwaye ikhululekile.,Ambience,positive
1362,Zombini inani le-appetizer kunye ne-pasta ekhethekileyo yayimangalisa.,i-pasta ekhethekileyo,positive
1365,Zombini inani le-appetizer kunye ne-pasta ekhethekileyo yayimangalisa.,kwik,positive
1368,Ngokuqinisekileyo zama i-taglierini kunye ne-truffles - yayingakholeleki.,taglierini kunye ne-truffles,positive
1371,"Kwakhona, abasebenzi kakhulu attentive kwaye ngokwenene personable.",Abasebenzi,positive
1374,"I-risotto yam yemifuno yatshiswa, kwaye yafakwa ngokupheleleyo kwincasa etshisiweyo.",i-risotto yemifuno,negative
1378,"I-risotto yam yemifuno yatshiswa, kwaye yafakwa ngokupheleleyo kwincasa etshisiweyo.",incasa,negative
1382,Banenkonzo ekhawulezayo kakhulu enkulu xa ungenalo ixesha elininzi.,Inkonzo,positive
1385,"Ukutya kuphakathi: ukutya kwesidlo sakusasa, isuphu, isaladi, iisendwitshi, njl.",ukutya,neutral
1388,"Ukutya kuphakathi: ukutya kwesidlo sakusasa, isuphu, isaladi, iisendwitshi, njl.",isuphu,neutral
1391,"Ukutya kuphakathi: ukutya kwesidlo sakusasa, isuphu, isaladi, iisendwitshi, njl.",isaladi,neutral
1394,"Ukutya kuphakathi: ukutya kwesidlo sakusasa, isuphu, isaladi, iisendwitshi, njl.",iisendwitshi,neutral
1397,"Ukutya kuphakathi: ukutya kwesidlo sakusasa, isuphu, isaladi, iisendwitshi, njl.",ukutya kwesidlo sakusasa,neutral
1400,Ziingxoxo ezenza le ndawo ibe yindawo emnandi yokuba.,indawo,positive
1403,"Ukutya kwakufanelekile, kodwa kungekhona okukhulu.",Ukutya,positive
1406,Inkonzo yayibuhlungu kakhulu - ikakhulu ngenxa yokuba abasebenzi babegqithisile ngobusuku bangoMgqibelo.,Inkonzo,negative
1410,Inkonzo yayibuhlungu kakhulu - ikakhulu ngenxa yokuba abasebenzi babegqithisile ngobusuku bangoMgqibelo.,Abasebenzi,negative
1414,Sibe netheko lokuzalwa apha kutshanje kwaye ukutya kunye nenkonzo kwakumangalisa.,Inkonzo,positive
1417,Sibe netheko lokuzalwa apha kutshanje kwaye ukutya kunye nenkonzo kwakumangalisa.,ukutya,positive
1420,"Ayisiyiyo kuphela i-sushi entsha, bakhonza nezinye i-entrees zavumela undwendwe ngalunye into yokukhetha kwaye sonke sashiya sonwabile (zama idada!",idada,positive
1424,"Ayisiyiyo kuphela i-sushi entsha, bakhonza nezinye i-entrees zavumela undwendwe ngalunye into yokukhetha kwaye sonke sashiya sonwabile (zama idada!",kwik,neutral
1426,"Ayisiyiyo kuphela i-sushi entsha, bakhonza nezinye i-entrees zavumela undwendwe ngalunye into yokukhetha kwaye sonke sashiya sonwabile (zama idada!",kwik,positive
1430,"Inkonzo yayicotha kancinci kwaye izahlulo zincinci kancinci ngoko ukuba ulambile kwaye ungxamile, le asiyondawo kuwe.",izahlulo,negative
1434,"Inkonzo yayicotha kancinci kwaye izahlulo zincinci kancinci ngoko ukuba ulambile kwaye ungxamile, le asiyondawo kuwe.",Inkonzo,negative
1438,"Ukutya okukhulu, iziselo ezinkulu, umoya omnandi wokutya.",iziselo,positive
1442,"Ukutya okukhulu, iziselo ezinkulu, umoya omnandi wokutya.",Umoya wendawo yokutyela,positive
1446,"Ukutya okukhulu, iziselo ezinkulu, umoya omnandi wokutya.",ukutya,positive
1450,"Kodwa isidlo sangokuhlwa apha asikaze siphoxe, nokuba amaxabiso aphezulu kancinci.",amaxabiso,negative
1454,"Kodwa isidlo sangokuhlwa apha asikaze siphoxe, nokuba amaxabiso aphezulu kancinci.",isidlo sangokuhlwa,positive
1458,"Okudanisayo kukuba, uSaketini wabo omangalisayo uye wasuswa kwimenyu yebha.",kwik,positive
1462,"Okudanisayo kukuba, uSaketini wabo omangalisayo uye wasuswa kwimenyu yebha.",imenyu yebha,negative
1466,"Ukutya apha kwakukhulu, ukutya ukususela ekuqaleni ukuya ekupheleni.",ukutya,positive
1469,"Ukutya okulungileyo ngexabiso elifanelekileyo, yintoni enye onokuyicela.",ixabiso,positive
1473,"Ukutya okulungileyo ngexabiso elifanelekileyo, yintoni enye onokuyicela.",ukutya,positive
1477,Izinto ezilungileyo zoku-odola zivela kwi-grill (Churrasco kunye neRibs).,kwik,positive
1479,Izinto ezilungileyo zoku-odola zivela kwi-grill (Churrasco kunye neRibs).,kwik,positive
1481,Izinto ezilungileyo zoku-odola zivela kwi-grill (Churrasco kunye neRibs).,iimbambo,positive
1483,Ukutya kumgangatho obalaseleyo wexabiso elihle lokutyela.,Ukutya,positive
1487,Ukutya kumgangatho obalaseleyo wexabiso elihle lokutyela.,ixabiso,positive
1491,"I-appetizers ilungile, kodwa inkonzo iyacotha.",Inkonzo,negative
1495,"I-appetizers ilungile, kodwa inkonzo iyacotha.",kwik,neutral
1499,Kulungile kwayo ukuya apho kwiziselo ukuba awufuni ukunxila kuba uya kuba nethamsanqa ukuba unokufumana isiselo esinye ngeyure inkonzo imbi kakhulu.,sela,neutral
1501,Kulungile kwayo ukuya apho kwiziselo ukuba awufuni ukunxila kuba uya kuba nethamsanqa ukuba unokufumana isiselo esinye ngeyure inkonzo imbi kakhulu.,Inkonzo,negative
1505,Kulungile kwayo ukuya apho kwiziselo ukuba awufuni ukunxila kuba uya kuba nethamsanqa ukuba unokufumana isiselo esinye ngeyure inkonzo imbi kakhulu.,iziselo,neutral
1509,Ngena nje kwaye usampula ukutya okukhulu kwesiFrentshi entshona kaDaniel.,Ukutya kwesiFrentshi,positive
1512,Le ngokoqobo indawo eshushu xa kuziwa ukutya.,ukutya,positive
1515,I-Satay yenye yezo haunts ezithandekayo eWashington apho inkonzo kunye nokutya kuhlala kukwimali.,Inkonzo,positive
1517,I-Satay yenye yezo haunts ezithandekayo eWashington apho inkonzo kunye nokutya kuhlala kukwimali.,ukutya,positive
1519,"Zama iimbambo, u-sizzling inyama yenkomo kwaye uyidibanisa nerayisi yekhokhonathi.",inyama yenkomo,positive
1522,"Zama iimbambo, u-sizzling inyama yenkomo kwaye uyidibanisa nerayisi yekhokhonathi.",iimbambo,positive
1525,"Zama iimbambo, u-sizzling inyama yenkomo kwaye uyidibanisa nerayisi yekhokhonathi.",irayisi yekhokhonathi,positive
1527,Lumkela izinto zokutya ezityikitywe yi-chili kungekhona ngaphandle kokuba ufuna ukubiza isebe lomlilo ukuba litshise amadangatye emlonyeni wakho.,i-chili izinto zokutya ezisayiniweyo,negative
1529,"Ukutya kulungile nje, kwaye phantse akufanelekanga ukuhamba ngaphandle kokuba ufumana i-pialla, ekuphela kwesitya esihle ngokwenene.",isitya,positive
1532,"Ukutya kulungile nje, kwaye phantse akufanelekanga ukuhamba ngaphandle kokuba ufumana i-pialla, ekuphela kwesitya esihle ngokwenene.",kwik,positive
1535,Abasebenzi banobuhlobo kakhulu.,Abasebenzi,positive
1538,Benza i-pizza engcono kakhulu eNew Jersey.,pizza,positive
1541,"I-waiter ayizange isebenze kuphela kwaye inembeko, kodwa iluncedo kakhulu. ",kwik,positive
1544,Indawo yokutyela encinci enenkonzo ekhawulezayo kakhulu.,Inkonzo,positive
1547,"I-burger enkulu, i-grilled cheeses kunye ne-french fries.",iitshizi eziqhotsiweyo,positive
1550,"I-burger enkulu, i-grilled cheeses kunye ne-french fries.",chrum kwik,positive
1553,"I-burger enkulu, i-grilled cheeses kunye ne-french fries.",kwik,positive
1556,"Ukutya kukhulu, ndiyayithanda i-dumplings yabo, i-noodles ebandayo ye-sesame, inkukhu kunye ne-shrimp dishs.",inkukhu,positive
1560,"Ukutya kukhulu, ndiyayithanda i-dumplings yabo, i-noodles ebandayo ye-sesame, inkukhu kunye ne-shrimp dishs.",ukutya,positive
1564,"Ukutya kukhulu, ndiyayithanda i-dumplings yabo, i-noodles ebandayo ye-sesame, inkukhu kunye ne-shrimp dishs.",i-noodles ebandayo ye-sesame,positive
1568,"Ukutya kukhulu, ndiyayithanda i-dumplings yabo, i-noodles ebandayo ye-sesame, inkukhu kunye ne-shrimp dishs.",kwik,positive
1572,"Ukutya kukhulu, ndiyayithanda i-dumplings yabo, i-noodles ebandayo ye-sesame, inkukhu kunye ne-shrimp dishs.",izitya ze-shrimp,positive
1576,"I-Best Chinese kwi-Upper East, ukuhanjiswa ngokukhawuleza, ixabiso elihle.",ixabiso,positive
1580,"I-Best Chinese kwi-Upper East, ukuhanjiswa ngokukhawuleza, ixabiso elihle.",Unikezelo,positive
1584,Andizange ndibe ne-orange donut ngaphambili ngoko ndayinika i-shot.,chrum kwik,neutral
1586,Ndothuka ngokuvuyela kukunambitha.,incasa,positive
1589,"Umxube wabafundi kunye nabahlali bendawo bahlanganisana kule ndawo emxinwa, engekhoyo apho indawo yayo ekhawulezayo, enencasa kumaxabiso amdaka-aphantsi.",isithuba,negative
1593,"Umxube wabafundi kunye nabahlali bendawo bahlanganisana kule ndawo emxinwa, engekhoyo apho indawo yayo ekhawulezayo, enencasa kumaxabiso amdaka-aphantsi.",i-treats,positive
1597,"Umxube wabafundi kunye nabahlali bendawo bahlanganisana kule ndawo emxinwa, engekhoyo apho indawo yayo ekhawulezayo, enencasa kumaxabiso amdaka-aphantsi.",amaxabiso,positive
1601,Kodwa abahlala rhoqo bayazi ukuba iisendwitshi ziyinkwenkwezi yangempela apha.,iisendwitshi,positive
1604,"Ukuze uthathe isuphu kunye nesidlo se-sandwich, zama isuphu eshushu nemuncu.",isuphu eshushu nemuncu,positive
1608,"Ukuze uthathe isuphu kunye nesidlo se-sandwich, zama isuphu eshushu nemuncu.",isuphu kunye nesidlo se-sandwich,positive
1612,Zine-pizza ye-crusted yengqolowa eyenziwe ngezithako ezintsha ngokwenene kunye ne-yummy.,ingqolowa crusted pizza,positive
1614,Zine-pizza ye-crusted yengqolowa eyenziwe ngezithako ezintsha ngokwenene kunye ne-yummy.,izithako,positive
1617,"I-twist yabo kwi-pizza i-heatlhy, kodwa igcwele incasa.",incasa,positive
1621,"I-twist yabo kwi-pizza i-heatlhy, kodwa igcwele incasa.",twist kwi-pizza,positive
1625,"Ukuba unqwenela ezinye ezinzulu Indian ukutya kwaye umnqweno azy ambiance, oku kakhulu kwaye exquisite ukhetho.",Ambiance,positive
1629,"Ukuba unqwenela ezinye ezinzulu Indian ukutya kwaye umnqweno azy ambiance, oku kakhulu kwaye exquisite ukhetho.",Ukutya kwamaNdiya,positive
1633,"Hayi kuphela inkonzo omkhulu, kodwa ukwakha incoko ngeenxa itafile kulula kangaka kuba atmosphere ingaba zombini romanticcomment kwaye ukhululekile.",Inkonzo,positive
1637,"Hayi kuphela inkonzo omkhulu, kodwa ukwakha incoko ngeenxa itafile kulula kangaka kuba atmosphere ingaba zombini romanticcomment kwaye ukhululekile.",kwik,positive
1641,Kukho ukukhanya kwekhandlela kunye nomculo.,umculo,neutral
1643,Kukho ukukhanya kwekhandlela kunye nomculo.,ukukhanya kwekhandlela,neutral
1645,Ngokuqinisekileyo ndandikuthanda ukutya ngokunjalo.,ukutya,positive
1648,Indawo yebha esezantsi ipholile kakhulu kwaye ibanda ...,indawo yebha esezantsi,positive
1651,"Ukutya ngokuqinisekileyo kwakulungile, kodwa xa konke kwakuthethiwe kwaye kwenziwe, andizange ndikwazi nje ukuthethelela ngexabiso (kubandakanya iziselo ze-2, i-$ 100 / umntu) ...",ixabiso,negative
1653,"Ukutya ngokuqinisekileyo kwakulungile, kodwa xa konke kwakuthethiwe kwaye kwenziwe, andizange ndikwazi nje ukuthethelela ngexabiso (kubandakanya iziselo ze-2, i-$ 100 / umntu) ...",iziselo,neutral
1655,"Ukutya ngokuqinisekileyo kwakulungile, kodwa xa konke kwakuthethiwe kwaye kwenziwe, andizange ndikwazi nje ukuthethelela ngexabiso (kubandakanya iziselo ze-2, i-$ 100 / umntu) ...",ukutya,positive
1658,I-BEST Chinese ukutya Uptown!,Ukutya kweTshayina,positive
1661,"Ukuhanjiswa ngokukhawuleza, ukutya okukhulu, amaxabiso afanelekileyo, kunye nenkonzo yobuhlobo idibanisa ukuqinisekisa i-repast eyonwabisayo.",ukutya,positive
1665,"Ukuhanjiswa ngokukhawuleza, ukutya okukhulu, amaxabiso afanelekileyo, kunye nenkonzo yobuhlobo idibanisa ukuqinisekisa i-repast eyonwabisayo.",amaxabiso,positive
1669,"Ukuhanjiswa ngokukhawuleza, ukutya okukhulu, amaxabiso afanelekileyo, kunye nenkonzo yobuhlobo idibanisa ukuqinisekisa i-repast eyonwabisayo.",Inkonzo,positive
1673,"Ukuhanjiswa ngokukhawuleza, ukutya okukhulu, amaxabiso afanelekileyo, kunye nenkonzo yobuhlobo idibanisa ukuqinisekisa i-repast eyonwabisayo.",ihambisa,positive
1677,"Ukuhanjiswa ngokukhawuleza, ukutya okukhulu, amaxabiso afanelekileyo, kunye nenkonzo yobuhlobo idibanisa ukuqinisekisa i-repast eyonwabisayo.",kwik,positive
1681,"I-noodles ebandayo ye-sesame, eyi-freebie xa u-odola i-$ 10 +, i-delectable.",i-noodles ebandayo ye-sesame,positive
1684,Isaladi ye-avocado yi-fave yobuqu.,isaladi ye-avocado,positive
1687,"Kwaye, iingcebiso ze-BBQ zobusi ze-rib ziyi-yummy!",ubusi BBQ rib tips,positive
1690,Sa-odola imvu eyayiphekwe ngokugqibeleleyo kwaye inencasa eyoyikekayo.,imvana,positive
1693,Yonke into ukusuka kumaqanda e-benedict ukuya kwi-mussels kunye ne-hamburger yenziwe kakuhle kwaye inencasa kakhulu.,kwik,positive
1696,Yonke into ukusuka kumaqanda e-benedict ukuya kwi-mussels kunye ne-hamburger yenziwe kakuhle kwaye inencasa kakhulu.,amaqanda benedict,positive
1699,Yonke into ukusuka kumaqanda e-benedict ukuya kwi-mussels kunye ne-hamburger yenziwe kakuhle kwaye inencasa kakhulu.,kwik,positive
1702,"Ngokuqinisekileyo ayisiyiyo i-sushi engcono kakhulu eNew York, nangona kunjalo, ihlala intsha, kwaye indawo icocekile kakhulu, ayinazintsholongwane.",indawo,positive
1705,"Ndibathembile abantu baseGo Sushi, ayisoze iphoxe.",abantu,positive
1708,"Straight-phambili, akukho surprises, kakhulu decent Japanese ukutya.",Ukutya kweJapan,positive
1711,"musa ukundifumana engalunganga - sushi wayelungile, nje hayi fantastic.",kwik,positive
1714,iintlobo ezilungileyo kodwa akukho nto imangalisayo.,Iintlobo,positive
1717,I-Harumi Sushi ine-freshest and most delicious array of sushi e-NYC.,uluhlu lwe-sushi,positive
1720,"Ndiyincoma kakhulu kungekhona nje i-cuisine yayo ebalaseleyo, kodwa kunye nabanini bayo abanobuhlobo kunye nabasebenzi.",cuisine,positive
1724,"Ndiyincoma kakhulu kungekhona nje i-cuisine yayo ebalaseleyo, kodwa kunye nabanini bayo abanobuhlobo kunye nabasebenzi.",Abasebenzi,positive
1728,"Ndiyincoma kakhulu kungekhona nje i-cuisine yayo ebalaseleyo, kodwa kunye nabanini bayo abanobuhlobo kunye nabasebenzi.",abanini,positive
1732,Omnye umhlobo kwafuneka acele amaxesha ama-3 kwi-parmesan cheese.,parmesan cheese,neutral
1734,"Inkonzo ikhawuleza ngokwenene kwaye inobuhlobo, kwaye ixabiso likhulu.",ixabiso,positive
1738,"Inkonzo ikhawuleza ngokwenene kwaye inobuhlobo, kwaye ixabiso likhulu.",Inkonzo,positive
1742,Ndandilambile kwaye izahlulo ezincinci zazindiqhuba ngengqondo!,izahlulo,negative
1745,Ngaba uMvulo wakhe wesidlo sasemini - wayesebenza kwifilimu kule ndawo - kwaye wafumana le jewel enqabileyo.,isidlo sasemini,neutral
1747,"Kwaye ezi azikho ezincinci, i-wimpy fast food type burgers - ezi ziyi-patties yangempela, epheleleyo.",kwik,positive
1751,"Kwaye ezi azikho ezincinci, i-wimpy fast food type burgers - ezi ziyi-patties yangempela, epheleleyo.",patties,positive
1755,"Ngexabiso olihlawulayo ngokutya apha, ubuya kulindela ukuba ubuncinane kulingane nezinye iindawo zokutyela zaseJapan.",ukutya,negative
1757,"Ngexabiso olihlawulayo ngokutya apha, ubuya kulindela ukuba ubuncinane kulingane nezinye iindawo zokutyela zaseJapan.",ixabiso,negative
1759,Inxalenye yokutya yayincinci kwaye ingaphantsi komndilili.,Inxalenye yokutya,negative
1762,I-waitress yafika ukuza kulanda isosi yesoya NGOXA sasisitya isidlo sethu sasemini!!!!,isidlo sasemini,neutral
