,run,aspect,polarities
1262,"Ivyo bifungurwa vy'indya zo mu ruhongore (mu ndyane), harimwo n'izindi mfungurwa z'indya z'imbombo hamwe n'imfungurwa nyinshi (avocado shrimp) zari nziza cane.",Esha Esha,positive
1265,"Ivyo bifungurwa vy'indya zo mu ruhongore (mu ndyane), harimwo n'izindi mfungurwa z'indya z'imbombo hamwe n'imfungurwa nyinshi (avocado shrimp) zari nziza cane.",Eshika Entrée,positive
1268,10.10.2016 à 18:15)) - 2015 à 20:1,Vintage Swimwear,negative
1270,10.10.2016 à 18:15)) - 2015 à 20:1,Urutonde rw'umuvinyu,negative
1273,"Ku bw'ivyo, wari umunezero mwinshi kugira uhimbarwe n'uwo mushenzi.",Ikiciro:Agaciro,positive
1275,"Umuvyeyi wacu yari ngirakamaro kandi yari ahimbaye, ibifungurwa vyari biryoshe, kandi umuvinyu na wo nyene wari mwiza.",Divya Vinka,positive
1279,"Umuvyeyi wacu yari ngirakamaro kandi yari ahimbaye, ibifungurwa vyari biryoshe, kandi umuvinyu na wo nyene wari mwiza.",Musubiri Waiter,positive
1283,"Umuvyeyi wacu yari ngirakamaro kandi yari ahimbaye, ibifungurwa vyari biryoshe, kandi umuvinyu na wo nyene wari mwiza.",Nutrizione,positive
1287,"Ibifungurwa vyari biryoshe cane, kandi ico gikorwa cari kidasanzwe.",Ahumada,positive
1291,"Ibifungurwa vyari biryoshe cane, kandi ico gikorwa cari kidasanzwe.",Nutrizione,positive
1295,"Komera ku bintu vy'imbombo, ivyuma, ivyuma, ivy'amababa, vya cajun shrimp ni vyiza, si binini.",Cajun Shrimp,neutral
1298,"Komera ku bintu vy'imbombo, ivyuma, ivyuma, ivy'amababa, vya cajun shrimp ni vyiza, si binini.",sashika,positive
1301,"Komera ku bintu vy'imbombo, ivyuma, ivyuma, ivy'amababa, vya cajun shrimp ni vyiza, si binini.",Eshika Ribs,positive
1304,"Komera ku bintu vy'imbombo, ivyuma, ivyuma, ivy'amababa, vya cajun shrimp ni vyiza, si binini.",Wings None,positive
1307,N'inzoga nyinshi zisa n'ibinyobwa 50.,Beser Nubes,neutral
1309,N'inzoga nyinshi zisa n'ibinyobwa 50.,Eko,positive
1312,"BTw, serivisi nziza ni nziza.",Ahumada,positive
1315,"Twaciye twicara ku kibuga c'i Remera, umuduga usa n'uwutazomujamwo.",Bar None,neutral
1317,"Twaciye twicara ku kibuga c'i Remera, umuduga usa n'uwutazomujamwo.",Bar none,negative
1319,Ntitwari tuzi ko twonywa inzoga canke tunywa?,vyara,neutral
1321,Twaribaza igituma abo bantu bashitse ku tuntu n'utundi duhimba tw'ibigirakigo?,Nutrizine,negative
1324,"Mu vy'ukuri, nyene uwo mudandaza yariko aribesha.",Muguruza owner,negative
1327,"Mu vy'ukuri, gufungura ng'aha ni ikintu nshobora gukora neza i muhira.",Indya Chinwe,negative
1329,Hari n'umurindirano w'icumba kimwe gusa co hejuru.,Musubiri Waiter,neutral
1331,Nibaza ko ibiciro vy'ibifungurwa bidashobora kugurwa make ugereranije n'ivyo mu Bushinwa.,Nutrizione,negative
1334,Nta nkeka ko ubushinwa bufise igiciro c'agaciro kuruta ikindi gihe.,Ibiciro,positive
1338,Nta nkeka ko ubushinwa bufise igiciro c'agaciro kuruta ikindi gihe.,Ireme ry'uburezi,positive
1342,"Ndashobora kumenya ingene ivyo bifungurwa vyari akarusho, nk'uko bamwe mu banyeshure bo mu Bushinwa bo mu karere k'iBisagara/Bujumbura.",Ibiciro,negative
1344,"Ndashobora kumenya ingene ivyo bifungurwa vyari akarusho, nk'uko bamwe mu banyeshure bo mu Bushinwa bo mu karere k'iBisagara/Bujumbura.",Nutrizione,negative
1346,10.000 1.000 1.000 000 000 000 000 000 00 0,Vinadi Nugroho,neutral
1348,10.000 1.000 1.000 000 000 000 000 000 00 0,Shoba Shoba,neutral
1350,Home Burundi BujaToire: Woba umaze kwumva ikintu kidasanzwe mu buzima bwawe?,Ewa Eko Nwabungwe Gelato,positive
1353,"Nasanze ibifungurwa ari vyiza nk'uko nyene uwo muvyeyi yitwa Da Silvano, ari amahera make cane.",Muguruza owner,positive
1356,"Nasanze ibifungurwa ari vyiza nk'uko nyene uwo muvyeyi yitwa Da Silvano, ari amahera make cane.",Nutrizione,positive
1359,"Vyongeye, iyo umuntu aruhutse kandi akaruhuka.",Akintunda Ambis,positive
1362,Bamwe mu banyeshure n'abakengu baratangaje cane.,Pasta Special None None,positive
1365,Bamwe mu banyeshure n'abakengu baratangaje cane.,Ahumada Ahumada,positive
1368,Nta gukeka ko yagerageje ibintu vy'impwemu bifitaniye ubucuti na Truffy - vyari ibintu bidasanzwe.,Navya Navya Truffles,positive
1371,"Vyongeye, umukozi w'imana ni umuntu yitonda kandi ahimbawe vy'ukuri.",umukozi,positive
1374,"Cuma cuma cuma cari aja ya,, cari aja seru..",risho risho,negative
1378,"Cuma cuma cuma cari aja ya,, cari aja seru..",Flavor None None,negative
1382,"Barahimbarwa cane n'igikorwa c'ubusuku, kikaba ari ikintu gikomeye cane iyo udafise umwanya munini.",Ahumada,positive
1385,"Ibiribwa ni ibi: ifunguro rya mu gitondo, isabune, salade, sandwiche n'ibindi.",Nutrizione,neutral
1388,"Ibiribwa ni ibi: ifunguro rya mu gitondo, isabune, salade, sandwiche n'ibindi.",sohoho soho,neutral
1391,"Ibiribwa ni ibi: ifunguro rya mu gitondo, isabune, salade, sandwiche n'ibindi.",Salade None,neutral
1394,"Ibiribwa ni ibi: ifunguro rya mu gitondo, isabune, salade, sandwiche n'ibindi.",Eshika Sandwiches,neutral
1397,"Ibiribwa ni ibi: ifunguro rya mu gitondo, isabune, salade, sandwiche n'ibindi.",Ifunguro rya mugitondo,neutral
1400,Ibiyago ni vyo bituma aho hantu haryoshe.,Icaro,positive
1403,Ibifungurwa vyari biryoshe ariko ntivyari biryoshe.,Nutrizione,positive
1406,"Ico gikorwa cari kibabaje cane, ahanini kubera ko ku wa gatandatu abantu barengewe n'ico gikorwa.",Ahumada,negative
1410,"Ico gikorwa cari kibabaje cane, ahanini kubera ko ku wa gatandatu abantu barengewe n'ico gikorwa.",umukozi,negative
1414,"Mu minsi iheze, twararonse ibifungurwa n'ibifungurwa.",Ahumada,positive
1417,"Mu minsi iheze, twararonse ibifungurwa n'ibifungurwa.",Nutrizione,positive
1420,"Si aba dd gusa, baraheza bagaca baronka n'abandi basotora ngo baronke aho bataniye n'abandi( (1 Ab'i Galatiya 12:13- 20)",Eshika Duck,positive
1424,"Si aba dd gusa, baraheza bagaca baronka n'abandi basotora ngo baronke aho bataniye n'abandi( (1 Ab'i Galatiya 12:13- 20)",Ashika Ashika,neutral
1426,"Si aba dd gusa, baraheza bagaca baronka n'abandi basotora ngo baronke aho bataniye n'abandi( (1 Ab'i Galatiya 12:13- 20)",Sushika,positive
1430,"18Ariko iyo nyota izoba igoye cane, kandi ni ntoyi, mu gihe ushonje kandi wihuta, ico si co kibanza cawe.",Amasra Amasra,negative
1434,"18Ariko iyo nyota izoba igoye cane, kandi ni ntoyi, mu gihe ushonje kandi wihuta, ico si co kibanza cawe.",Ahumada,negative
1438,"Imfungurwa nziza, ibinyobwa biryoshe, ibifungurwa biryoshe.",vyara to ega,positive
1442,"Imfungurwa nziza, ibinyobwa biryoshe, ibifungurwa biryoshe.",Nutrisi Nutrisi,positive
1446,"Imfungurwa nziza, ibinyobwa biryoshe, ibifungurwa biryoshe.",Nutrizione,positive
1450,"Ariko rero, ibiciro vy'ibifungurwa ntibizokwigera biduga, n'aho ibiciro vy'ibifungurwa biri hejuru cane.",Ibiciro,negative
1454,"Ariko rero, ibiciro vy'ibifungurwa ntibizokwigera biduga, n'aho ibiciro vy'ibifungurwa biri hejuru cane.",Dinner None,positive
1458,Ikibabaje n'uko uwo muririmvyi w'igitangaza yahavuye akurwa muri ico gahogo.,Eshika Saketini,positive
1462,Ikibabaje n'uko uwo muririmvyi w'igitangaza yahavuye akurwa muri ico gahogo.,Bar None Menu,negative
1466,"Ivyo bifungurwa vyari biryoshe cane, kuva mu ntango gushika ku mpera.",Nutrizione,positive
1469,Rungika Rungika Ibifungurwa vyiza ku giciro ciza kuruta ibindi wosaba?,Ikiciro:: Ikiciro,positive
1473,Rungika Rungika Ibifungurwa vyiza ku giciro ciza kuruta ibindi wosaba?,Nutrizione,positive
1477,10.10.2016 Best of the candy cane (20000),Churrasco None,positive
1479,10.10.2016 Best of the candy cane (20000),Grill none none,positive
1481,10.10.2016 Best of the candy cane (20000),Eshika Ribs,positive
1483,Imfungurwa ni nziza cane ku giciro ciza co gufungura.,Nutrizione,positive
1487,Imfungurwa ni nziza cane ku giciro ciza co gufungura.,Ikiciro:: Ikiciro,positive
1491,"Abo banyeshure nta kibazo bafise, ariko service irateba.",Ahumada,negative
1495,"Abo banyeshure nta kibazo bafise, ariko service irateba.",Ahumada Ahumada,neutral
1499,"Ni vyiza ko uja kunywa inzoga mu gihe udashaka kunywa inzoga, kuko uronse amahirwe yo kuronka agacupa kamwe k'isaha yose, serivisi ni mbi cane.",vyara,neutral
1501,"Ni vyiza ko uja kunywa inzoga mu gihe udashaka kunywa inzoga, kuko uronse amahirwe yo kuronka agacupa kamwe k'isaha yose, serivisi ni mbi cane.",Ahumada,negative
1505,"Ni vyiza ko uja kunywa inzoga mu gihe udashaka kunywa inzoga, kuko uronse amahirwe yo kuronka agacupa kamwe k'isaha yose, serivisi ni mbi cane.",vyara to ega,neutral
1509,Nurabe indya zihambaye kuruta izindi zose zo mu Bufaransa zo mu burengero bwa Daniyeli.,Faranse Nutrizione,positive
1512,Ni ahantu hashushe cane ku bijanye n'ibifungurwa.,Nutrizione,positive
1515,Satay ni umwe mu banyeshure bakunzwe cane i Washington aho ibifungurwa n'ibifungurwa biguma biduga.,Ahumada,positive
1517,Satay ni umwe mu banyeshure bakunzwe cane i Washington aho ibifungurwa n'ibifungurwa biguma biduga.,Nutrizione,positive
1519,"10.Gerageza kunywa inyama z'inka, uce usangira n'umuceri.",Inka Inka,positive
1522,"10.Gerageza kunywa inyama z'inka, uce usangira n'umuceri.",Eshika Ribs,positive
1525,"10.Gerageza kunywa inyama z'inka, uce usangira n'umuceri.",Coco Rice None,positive
1527,"Ni murabe murabe ivyo mufungura, kiretse mu gihe mufise inkoho mushira mu minwe y'aba dd mufise ico mukoze.",Shirako Eko E,negative
1529,"Ivyo kurya ni vyiza, kandi nta kamaro ko kuja muri pialla, kuko ari vyonyene biryoshe.",Divya Disha,positive
1532,"Ivyo kurya ni vyiza, kandi nta kamaro ko kuja muri pialla, kuko ari vyonyene biryoshe.",Pivya,positive
1535,Uwo munyeshure ni umuntu w'umutima mwiza.,umukozi,positive
1538,pizza cane best jersey.,Pizza None,positive
1541,"Uretse ko yari umuntu w'umutima mwiza kandi w'umutima mwiza, ariko kandi yarafashije cane. ",Musubiri Waiter,positive
1544,Restaurant restaurant ifise umuvuduko udasanzwe,Ahumada,positive
1547,10.10.2016 2016 2016 Fransa e fransa,Cheeses None None,positive
1550,10.10.2016 2016 2016 Fransa e fransa,Freya Swimwear,positive
1553,10.10.2016 2016 2016 Fransa e fransa,Burgers None,positive
1556,"Indya ni nziza cane, nkunda ibifungurwa vyazo, impeke z'imbeho, inkoko n'imfungurwa z'impeke.",Intake Intake,positive
1560,"Indya ni nziza cane, nkunda ibifungurwa vyazo, impeke z'imbeho, inkoko n'imfungurwa z'impeke.",Nutrizione,positive
1564,"Indya ni nziza cane, nkunda ibifungurwa vyazo, impeke z'imbeho, inkoko n'imfungurwa z'impeke.",noodles e cogeco ca,positive
1568,"Indya ni nziza cane, nkunda ibifungurwa vyazo, impeke z'imbeho, inkoko n'imfungurwa z'impeke.",Divyansha Dumplings,positive
1572,"Indya ni nziza cane, nkunda ibifungurwa vyazo, impeke z'imbeho, inkoko n'imfungurwa z'impeke.",Divya Shrimp Disha,positive
1576,"Mico The Best mu Karere ka Kayonza, Mu karere ka Kayonza, Kayonza.",Ikiciro:Agaciro,positive
1580,"Mico The Best mu Karere ka Kayonza, Mu karere ka Kayonza, Kayonza.",Delivery None None,positive
1584,"Sinigeze nsubira kuvyikuramwo n'umwe muri bo, kuko nari narigeze ndamuha akamo k'agasozo.",Orange None None,neutral
1586,Naratangajwe n'ukuntu uwo mutama yari anyazwe.,Shoba Ewa,positive
1589,Bamwe mu banyeshure n'abo mu micungararo y'igisagara ca Bujumbura ngo ntibazohashika ku giciro c'umurengera.,Ikiro,negative
1593,Bamwe mu banyeshure n'abo mu micungararo y'igisagara ca Bujumbura ngo ntibazohashika ku giciro c'umurengera.,Ayesha Ayesha,positive
1597,Bamwe mu banyeshure n'abo mu micungararo y'igisagara ca Bujumbura ngo ntibazohashika ku giciro c'umurengera.,Ibiciro,positive
1601,"Ariko rero, abahinga mu vy'ibimenyamenya, baratahura ko ivyo binyeshobishobisho ari vyo binyenyeri vy'ukuri biri ngaha.",Eshika Sandwiches,positive
1604,"Kugira ngo ufungure isabune n'isabuni, gerageza isabune ishushe kandi isabune ishushe.",soho na soho soho,positive
1608,"Kugira ngo ufungure isabune n'isabuni, gerageza isabune ishushe kandi isabune ishushe.",Isupu n'ifunguro rya Sandwich,positive
1612,Suka suka.,Pizza None None,positive
1614,Suka suka.,Ingredients None,positive
1617,Sukasuka suka.,Flavor None None,positive
1621,Sukasuka suka.,Twist Pizza None,positive
1625,"Nimba wipfuza kurya ibifungurwa vy'inkoramutima kandi uvyipfuza cane, ivyo ni vyo vy'ukuri kandi biryoshe.",Ambiance None,positive
1629,"Nimba wipfuza kurya ibifungurwa vy'inkoramutima kandi uvyipfuza cane, ivyo ni vyo vy'ukuri kandi biryoshe.",Indira Arya,positive
1633,"Si igikorwa ciza gusa, ariko kuganira n'umuntu ku meza ni ikintu coroshe cane, kubera ko ikirere gishobora kuba coroshe kandi kiryoshe.",Ahumada,positive
1637,"Si igikorwa ciza gusa, ariko kuganira n'umuntu ku meza ni ikintu coroshe cane, kubera ko ikirere gishobora kuba coroshe kandi kiryoshe.",Ikirere,positive
1641,Candle candle,umuzika,neutral
1643,Candle candle,candance candle candle,neutral
1645,Na jewe narakunda gufungura.,Nutrizione,positive
1648,Image caption Inzu yo hejuru ni nziza cane kandi imbeho...,Down Bar None None,positive
1651,"Ivyo vyose vyari vyiza cane, ariko iyo vyavuzwe vyose kandi vyakozwe, sinoshobora kudohoka ku giciro c'ibinyobwa (harimwo ibinyobwa 100, 100/000 fbu)",Ikiciro:: Ikiciro,negative
1653,"Ivyo vyose vyari vyiza cane, ariko iyo vyavuzwe vyose kandi vyakozwe, sinoshobora kudohoka ku giciro c'ibinyobwa (harimwo ibinyobwa 100, 100/000 fbu)",vyara to ega,neutral
1655,"Ivyo vyose vyari vyiza cane, ariko iyo vyavuzwe vyose kandi vyakozwe, sinoshobora kudohoka ku giciro c'ibinyobwa (harimwo ibinyobwa 100, 100/000 fbu)",Nutrizione,positive
1658,best nye!,Chine Nutrizione,positive
1661,"Ibiciro vy'ibifungurwa, ibifungurwa biryoshe, n'ibifungurwa vy'inkorano, hamwe n'ibifungurwa vy'inkorano, bikongera",Nutrizione,positive
1665,"Ibiciro vy'ibifungurwa, ibifungurwa biryoshe, n'ibifungurwa vy'inkorano, hamwe n'ibifungurwa vy'inkorano, bikongera",Ibiciro,positive
1669,"Ibiciro vy'ibifungurwa, ibifungurwa biryoshe, n'ibifungurwa vy'inkorano, hamwe n'ibifungurwa vy'inkorano, bikongera",Ahumada,positive
1673,"Ibiciro vy'ibifungurwa, ibifungurwa biryoshe, n'ibifungurwa vy'inkorano, hamwe n'ibifungurwa vy'inkorano, bikongera",Ashika Ashikawa,positive
1677,"Ibiciro vy'ibifungurwa, ibifungurwa biryoshe, n'ibifungurwa vy'inkorano, hamwe n'ibifungurwa vy'inkorano, bikongera",Repast None None,positive
1681,10.000 000 000 000 000 000 000 000 000 000 000 000 00 000 000 000 000 000 000 000 00,noodles e cogeco ca,positive
1684,Avocado salad ni iy'umuntu ku giti ciwe.,Avocado Salad None None,positive
1687,BbQ rib tips is yummy!,BbQ rib tips none,positive
1690,Twaciye tuja ku gikoni gisosa kandi kiryoshe cane.,Lambya,positive
1693,"Ivyo vyose vyakozwe n'abantu b'abanyamwete, eka mbere n'umurimyi w'inkorano barakoze neza.",mussels mussels,positive
1696,"Ivyo vyose vyakozwe n'abantu b'abanyamwete, eka mbere n'umurimyi w'inkorano barakoze neza.",Lehenga Benedicto,positive
1699,"Ivyo vyose vyakozwe n'abantu b'abanyamwete, eka mbere n'umurimyi w'inkorano barakoze neza.",hamburger kino hamburger,positive
1702,"Ariko rero, mu Burundi si ho hantu heza cane, nta n'umwe ari mwiza cane, kandi nta n'umwe agifise isuku.",Icaro,positive
1705,"Je suis jamais du suis, jamais jamais du hahahahahaha.",Antu antu,positive
1708,"Amazing, amazing, candy cane japanese.",Japhet Nutrizione,positive
1711,Hahahahahahahahahahahahahaha,Sushika,positive
1714,"Nice bike, amazing.",Divyanshi Variety,positive
1717,Harumi Sushi haruka sora no you ni nare wa sushi in nyc.,Asha Sushi,positive
1720,"Ndasavye rero ko boza barategura neza, atari ku mvo z'inyobwa gusa, ahubwo no ku badandaza n'abadandaza.",Hibiki,positive
1724,"Ndasavye rero ko boza barategura neza, atari ku mvo z'inyobwa gusa, ahubwo no ku badandaza n'abadandaza.",umukozi,positive
1728,"Ndasavye rero ko boza barategura neza, atari ku mvo z'inyobwa gusa, ahubwo no ku badandaza n'abadandaza.",bamako,positive
1732,Hari n'uwundi mugenzi yasavye incuro zitatu kugira ngo ahe ico gifi c'ivyibu.,Parmezan Cheese None None,neutral
1734,"Mu vy'ukuri, serivisi ni nziza kandi ni nziza cane.",Ikiciro:Agaciro,positive
1738,"Mu vy'ukuri, serivisi ni nziza kandi ni nziza cane.",Ahumada,positive
1742,"Naricwa n'inzara, nca ndicwa n'intuntu n'intuntu!",Amasra Amasra,negative
1745,"Hari ku musi wa mbere w'indwi, yariko arategura isinema yo muri ako karere, maze asanga iryo buye ry'agaciro ridasanzwe.",Ifunguro rya saa sita,neutral
1747,"Kandi si abantu batobato, ni abantu b'incahagati, ni abantu b'imfungurwa z'ukuri, kandi bafise ubukuru.",Burgers None,positive
1751,"Kandi si abantu batobato, ni abantu b'incahagati, ni abantu b'imfungurwa z'ukuri, kandi bafise ubukuru.",Patties None None,positive
1755,"Ku giciro c'amafaranga uhembwa, wokwitega ko n'imiburiburi uzoza uri kumwe n'abandi barimyi bo mu Buyapani.",Nutrizione,negative
1757,"Ku giciro c'amafaranga uhembwa, wokwitega ko n'imiburiburi uzoza uri kumwe n'abandi barimyi bo mu Buyapani.",Ikiciro:: Ikiciro,negative
1759,Ibifungurwa vyari bike cane kandi biri munsi y'urugero.,Nutri Portion,negative
1762,Uwo mushingantahe yaradusavye ko dufungura imfungurwa z'indya z'indya!!!!,Ifunguro rya saa sita,neutral
1764,Uwo mushingantahe yaradusavye ko dufungura imfungurwa z'indya z'indya!!!!,Soy Sauce None None,neutral
1766,Uwo mushingantahe yaradusavye ko dufungura imfungurwa z'indya z'indya!!!!,Ishika Ashikawa,negative
1768,"Ni vyiza ko uja ku mugoroba, uhejeje kugura canke ukaja kugura isupu isanzwe canke iy'igifaransa ku gikombe c'umuvinyu.",soho soho,neutral
1772,"Ni vyiza ko uja ku mugoroba, uhejeje kugura canke ukaja kugura isupu isanzwe canke iy'igifaransa ku gikombe c'umuvinyu.",Icaro,positive
1776,"Ni vyiza ko uja ku mugoroba, uhejeje kugura canke ukaja kugura isupu isanzwe canke iy'igifaransa ku gikombe c'umuvinyu.",Icupa ry'umuvinyu,neutral
1778,"Ni vyiza ko uja ku mugoroba, uhejeje kugura canke ukaja kugura isupu isanzwe canke iy'igifaransa ku gikombe c'umuvinyu.",Divya Franse,neutral
1782,"Ibiciro vy'ibifungurwa ni vyiza cane, kandi ibiciro biratumvikana.",Ibiciro,positive
1786,"Ibiciro vy'ibifungurwa ni vyiza cane, kandi ibiciro biratumvikana.",Nutrizione,positive
1790,"Aho hantu ni heza, kandi nimba ukunda ibifungurwa vy'impwemu, ni ho hantu ho kuba!",Nutri Soul Nutrizione,positive
1794,"Aho hantu ni heza, kandi nimba ukunda ibifungurwa vy'impwemu, ni ho hantu ho kuba!",Icaro,positive
1798,"Abo banyeshure barakundana cane, mbere n'igihe naca ntangura kunyikura hanze.",Abakozi ba Leta,positive
1801,"Abo banyeshure barakundana cane, mbere n'igihe naca ntangura kunyikura hanze.",vyara,neutral
1803,Basukuye mu mishatsi n'iy'imisumo.,Iesha Ewa,positive
1805,Basukuye mu mishatsi n'iy'imisumo.,Freya Swimwear,positive
1807,"Mu vy'ukuri, iyo migufu ni yo nziza kuruta izindi zose nari maze kuronka!",Iesha Ewa,negative
1811,"Mu vy'ukuri, iyo migufu ni yo nziza kuruta izindi zose nari maze kuronka!",Freya Swimwear,positive
1815,Barafise kandi n'inkoko nziza cane ivanze n'iy',Inkoko ivanze na avocado,positive
1819,Barafise kandi n'inkoko nziza cane ivanze n'iy',Nusi Tuna,positive
1823,"Abenshi muri bo usanga bakozwe mu buryo bw'ubuto bw'imigati yitwa Mayonaise, ikaba ari nziza cane.",Eshika Sandwiches,positive
1826,"Abenshi muri bo usanga bakozwe mu buryo bw'ubuto bw'imigati yitwa Mayonaise, ikaba ari nziza cane.",Amaya Mayonaise,positive
1828,"Si ivyo gusa, mu isupu, isupu, ibiribwa n'ibindi, n'ibindi, ariko ivyo biribwa vyazo ntivyari vy'ukuri!",Home Sorbets None None,positive
1832,"Si ivyo gusa, mu isupu, isupu, ibiribwa n'ibindi, n'ibindi, ariko ivyo biribwa vyazo ntivyari vy'ukuri!",soho soho,positive
1836,"Si ivyo gusa, mu isupu, isupu, ibiribwa n'ibindi, n'ibindi, ariko ivyo biribwa vyazo ntivyari vy'ukuri!",Eshika Sandwiches,positive
1840,"Si ivyo gusa, mu isupu, isupu, ibiribwa n'ibindi, n'ibindi, ariko ivyo biribwa vyazo ntivyari vy'ukuri!",Pizza None,positive
1844,Ega shika nai no naka de shika shika nai yo!,Pizza na soy cane,positive
1847,Ega shika nai no naka de shika shika nai yo!,Peanut Butter Sorbet,positive
1850,"Ni vyiza cane ko ikawa iguma imera neza (ariko n'imiburiburi iguma imera neza, kandi ikawa irashobora kuba nziza cane, kandi ikawa irashobora kuba nziza cane.",Desserts Swimwear,positive
1854,"Ni vyiza cane ko ikawa iguma imera neza (ariko n'imiburiburi iguma imera neza, kandi ikawa irashobora kuba nziza cane, kandi ikawa irashobora kuba nziza cane.",cafetera,positive
1858,"""Umuziki urandemereye cane, rimwe na rimwe urandemereye cane.",umuzika,negative
1861,"Casablanca servces ziraryoshe cane falafel, tabouleh, humus hamwe n'ibindi bihimbaye mediterane, ivyo vyose bikaba bitaboneka cane.",Mediterane Delights Swimwear,positive
1864,"Casablanca servces ziraryoshe cane falafel, tabouleh, humus hamwe n'ibindi bihimbaye mediterane, ivyo vyose bikaba bitaboneka cane.",Eshika Eshika,positive
1867,"Casablanca servces ziraryoshe cane falafel, tabouleh, humus hamwe n'ibindi bihimbaye mediterane, ivyo vyose bikaba bitaboneka cane.",Humus Humus,positive
1870,"Casablanca servces ziraryoshe cane falafel, tabouleh, humus hamwe n'ibindi bihimbaye mediterane, ivyo vyose bikaba bitaboneka cane.",Tavya Leh,positive
1873,"Hari indya ziryoshe cane, ariko ni nziza ku mfungurwa zawo, kandi ku muvuduko ushimishije.",Ifunguro rya saa sita,neutral
1877,"Hari indya ziryoshe cane, ariko ni nziza ku mfungurwa zawo, kandi ku muvuduko ushimishije.",Serivisi yo gutanga,positive
1881,Urafise kandi n'ibindi bisho mu gihe utoba ufise ibishobishobisho vya mediterane.,Asagiri Eshika Wrap,positive
1884,Urafise kandi n'ibindi bisho mu gihe utoba ufise ibishobishobisho vya mediterane.,jadivya,neutral
1887,Vyatwaye imyaka 100 kugira ngo yehova aronke ico ahinduye kugira ngo aronke ico ashikirije (n'imiburiburi uno mwaka) Ni vyiza kurindira.,Pizza None,positive
1890,Issho ni issho ni ikimashita.,Les vrais mozzarella,neutral
1892,Issho ni issho ni ikimashita.,Shoba Shoba,positive
1895,Umukate na wo nyene uragaserutse.,Umukate,positive
1898,Bariko barafungura umukate wa Focakia kandi bategerezwa gupfa.,Nusom,neutral
1900,Bariko barafungura umukate wa Focakia kandi bategerezwa gupfa.,Imigati y'imyumbati,neutral
1903,"""Kuririmba ni ikintu ciza ntari bwigere nkora mu buzima bwanje.",Inge Rings None,positive
1906,"Ibinyobwa biryoshe cane, n'ibinyobwa/canke ibinyobwa.",Ahumada Ahumada,neutral
1910,"Ibinyobwa biryoshe cane, n'ibinyobwa/canke ibinyobwa.",Ikirere,positive
1914,"Ibinyobwa biryoshe cane, n'ibinyobwa/canke ibinyobwa.",vyara to ega,neutral
1918,10.000 000 Shirasu Shirasu - Haruko Haruno.,Billie Nuhei,negative
1920,10.000 000 Shirasu Shirasu - Haruko Haruno.,Asian Fusion None None,neutral
1922,10.000 000 Shirasu Shirasu - Haruko Haruno.,Hibiki,negative
1924,10.000 000 Shirasu Shirasu - Haruko Haruno.,Billie None,negative
1926,"Abo banyeshure bari abantu b'umutima mwiza, b'umutima mwiza kandi b'umutima mwiza.",Barovyi waiters,positive
1929,"Mu myaka irenga 25 ishize, nta muntu n'umwe ndi mu Rwanda, ubu si ngombwa ngo ngende ku rushi kugira ngo agere ku rushi... Hanshika",Pizza None,positive
1932,"Nari nzi indya z'abahindi, kandi ivyo si vyo.",Indira Arya,negative
1934,"Ndahanura inyama z'ingurube, inyama z'ingurube n'inyama z'inkoko.",Eko,positive
1937,"Ndahanura inyama z'ingurube, inyama z'ingurube n'inyama z'inkoko.",Frica Rice None,positive
1940,"Ndahanura inyama z'ingurube, inyama z'ingurube n'inyama z'inkoko.",Orange / Intake / Intake,positive
1943,Niwame ujana n'imwe mu mfungurwa zawe ziryoshe.,Nutrizione,neutral
1945,Niwame ujana n'imwe mu mfungurwa zawe ziryoshe.,Freya Swimwear Concoctions,positive
1948,"Ego ni ko, ni nk'ibifungurwa vyayo, ariko n'ibifungurwa vyabo ni nk'ibifungurwa.",Nutrizione,positive
1951,"I'm the biggrus, but nuts.",Esha Shrimp,positive
1954,"Glechik ishobora kuba ari nto cane ku buryo ishobora kuba ari nto cane ku buryo ishobora kuba ari nziza cane ku rushi, ariko ni nziza cane, kandi ivyo kurya ni vyiza cane.",Nutrizione,positive
1957,"Esha ezi e ezi e e ezi e ezi ezi Salade - iciza; Kubera ko wari umusi w'amavukiro menshi, ni ho abavyeyi banje bazokwiha akamo k'uruhamo.",Salade None,positive
1961,"Esha ezi e ezi e e ezi e ezi ezi Salade - iciza; Kubera ko wari umusi w'amavukiro menshi, ni ho abavyeyi banje bazokwiha akamo k'uruhamo.",Shika Shika,positive
1965,"Esha ezi e ezi e e ezi e ezi ezi Salade - iciza; Kubera ko wari umusi w'amavukiro menshi, ni ho abavyeyi banje bazokwiha akamo k'uruhamo.",Rabbit Stew None None,positive
1969,"Esha ezi e ezi e e ezi e ezi ezi Salade - iciza; Kubera ko wari umusi w'amavukiro menshi, ni ho abavyeyi banje bazokwiha akamo k'uruhamo.",Odessa Stew None None,positive
1973,"Kugira ngo ufungure neza wongere ufungure neza, fungura neza.",kuriya,positive
1976,Nutrisi Cheap,Nutrizione,positive
1979,Isupu y'imyumbati twayutse nk'iy'umusozo w'imyumbati.,sohoho soho soho,negative
1982,Isupu y'imyumbati twayutse nk'iy'umusozo w'imyumbati.,Starter None None,neutral
1985,Inkoko n'ivyuma vy,Eko no egai e ekisho,neutral
1988,Inkoko n'ivyuma vy,Salade ya salade y'iy'iy'i,neutral
1991,"Inkoko yari nziza cane, ikongera ikama, ariko inkoko yari nziza cane.",Intake Intake,positive
