nso,aspect,polarities
ye ke ye nngwe ya dihotele tša ka tšeo ke di ratago kudu mo lefelong leo dijo di tura eupša di le mpe kudu (kimono shrimp special special) eupša e na le tikologo ye kgolo.,(kimono,positive
ye ke ye nngwe ya dihotele tša ka tšeo ke di ratago kudu ka mo lefelong leo dijo di tura eupša di le botse kudu (kimono shrimp special e be e se ye kgahlišago) eupša e na le tikologo ye kgolo.,dijo,positive
"dijo di a kgahliša, eupša dijo ga di na mohola.",dijo,positive
"lefelo le le sa išegego, eupša dijo di bose kudu.",dijo,positive
"le ge go le bjalo, ga go na selo se se kgahlišago kudu, eupša go bonala go le bonolo go re bona, le ge e le gore dijo ga di kgahliše.",kgahlišago,positive
"le ge go le bjalo, le ge go le bjalo, ga go na selo se se kgahlišago le go re botša gore dijo di a kgahliša, le ge e le gore ga di kgahliše.",dijo,positive
"lefelo le ke lebotse, le lebotse, le le botse eupša le sa amogelege, eupša dijo ga di fele.",felo,positive
"lefelo le ga se la swanela go ba le maemo a godimo, e sego go fiša, eupša go a kgahliša, eupša dijo ga di a swanela go ba tša maemo a godimo.",dijo,positive
"lefelo le ga se la swanela go ba le maemo a godimo, ga se a hlweka, eupša le ge e le gore dijo di a kgahliša.",dijo,positive
"ga go na selo se se kgahlišago kudu, go dira gore go be le dijo tše botse, go dira gore ke boele morago!",kgahlišago,positive
"10le ge go le bjalo, go se be le dijo tše di kgahlišago, ga se go dira gore ke boele morago!",go,positive
"ga go na selo se se kgahlišago kudu, go se be le dijo tše dintši tšeo ke di bolelago ka tšona!",kgahlišago,positive
"recommende a dit... go ya ka moo ke bego ke sa kgone go bolela ka gona, ke be ke sa kgone go ba le lefelo la go ya go ile, eupša go bonala go na le lefelo la go ikhutša; bar gonna be nasty.",felo,positive
"recommende a dit... go ya ka moo ke bego ke sa kgone go bolela ka gona, ke be ke sa nyake go ba le lefelo la go ba le lefelo le le sa tlwaelegago, eupša go bonala go na le lefelo leo le sa tlwaelegago; bar gonna be nice.",bar,positive
"ga se fela dijo tša nnete, eupša bašomi ba mono ga se ba bannyane, eupša ke bafsa eupša ba bannyane le ba bannyane le ba bagolo ka seo ba se dirago ge go tšwetšwa dijo le beine.",dijo,positive
"ga se fela dijo tša nnete, eupša bašomi ba ka ntle ga sekepe, ke ba nnyane eupša ba na le thebe gomme ba tseba seo ba se dirago ge go tlwaetša dijo le beine.",tlwaetša,positive
"ga se fela dijo tša nnete, eupša bašomi ba ka ntle ga sekepe, ke ba bannyane eupša ba bannyane le hip and hip hop tšeo di sa dirego ge go tšwetšwa dijo le beine.",dijo,positive
"le ge e le gore ke ile ka leka go emiša ka moo go kgonegago ka moo go ka kgonegago dijo tše di sa tura, eupša go lefela bašomi ba babotse bao ba nago le bokgoni.",kgonegago,positive
le ge e le gore ke ile ka leka go emiša ka moo go kgonegago ka moo go ka kgonegago dijo tše di nago le theko e tlase le go lefela bašomi ba ba nago le bokgoni.,dijo,positive
na ba ka phela bjang ka dijo tše di sa tlwaelelego kudu?,dijo,neutral
na ba ka phela bjang ka dijo tšeo di lego ka tlase ga theko ya godimo?,dijo,negative
"dinonyana di a kgahliša, le ge e le ka gare ga lefelo le le šabišago le le šomago gabotse!",felo,positive
"dibjana di a kgahliša, eupša ga se lefelo le le šašago kudukudu!",dibjana,positive
"go godiša india go bonala kudu ka mo go delectable roti canai appetizer, panpane ya fried e bego e šomišwa ka pungent curry dipping sauce, mola kgogo ya manko ga e tšwelele ka go makatša, e foreše ka tatso e bose.",kgogo,positive
"go godišwa go india ga go moo go hwetšwago ka gare ga roti canai appetizer, le ge go bonala ka pan pan ya fried e be e apešitšwego ka pote ya curry, gomme kgogo ya manko e fana ka tšie ya go makatša, e foreše ye e hlwekilego ka bose.",go,positive
"batho bao ba ratago kudu ba akaretša big mac, chicken mcnuggets, sandwich ya filet-o-fish le fries ya mcdonald's french; le ge go le bjalo, go na le mehuta ye mebe ye e sa tlwaelegago ya go swana le di-swikiri.","mcnuggets,",positive
"batho bao ba ratago kudu ba akaretša big mac, chicken mcnuggets, sandwich ya filet-o-fish le fries ya mcdonald's french; le ge go le bjalo, go na le mehuta ye mebe ya go swana le di-swikiri tše di šupilwego.",sandwich,positive
"batho bao ba ratago kudu ba akaretša big mac, chicken mcnuggets, sandwich ya filet-o-fish le fries ya mcdonald's french; go na le mehuta ye mebe ya go swana le di-salate tše di šupilwego ka gare le tšona di a hwetšagala.",go,neutral
"batho bao ba ratago kudu ba akaretša big mac, chicken mcnuggets, sandwich ya filet-o-fish le fries ya mcdonald's french; le ge go le bjalo, go na le mehuta ye mekaone ya go swana le di-swikiri tša go swana le di-swikiri.",ratago,positive
"batho bao ba ratago kudu ba akaretša big mac, chicken mcnuggets, sandwich ya filet-o-fish le fries ya mcdonald's french; le ge go le bjalo, go na le mehuta ye mebe ya go swana le di-swikiri tše di šupilwego.",big mac,positive
"go na le moo, dithekišo di a fokotšega, di fokotšegile ka afrika.",fokotšegile,negative
"dithekišo di a kgahliša, eupša theko ya tšona e ya godimo kudu go ya ka afrika.",dithekišo,negative
"dijo tša gagwe ga di na mohola (eupša ga di na theko ya go feta r30, bogolo bja r12 go ya go 14).",go,positive
"dijo tša gagwe di a kgahliša (le ge e le gore ga di na mohola wa go feta r30, bogolo bja r12 go ya go 14).",dijo,positive
"ke lefelo le lebotse, le le telele le le sa itekanelago go nwa meetse.",lefelo,positive
"ntlo ye e na le lefelo le le botse, eupša lefelo le le telele le sa itekanela go nwa.",lefelo,positive
"ke lefelo le le nnyane, le lennyane, eupša lefelo le letelele la go nwa.",go,positive
"ka moka ga tšona di a šwala, eupša le ge go le bjalo, go na le dilo tše botse kudu.","šwala,",positive
"ka moka ga bona ba na le maatla, eupša go na le dilo tše di sa lokago.",eupša,positive
"e na le mmino o mobe, di-tapas tše botse, kgetho ye e kgahlišago ya beine (gagolo se-spain) eupša e le morekiši wa tikologo ya fase.",di-tapas,positive
"e na le mmino o mobe, di-tapas, kgetho ye e kgahlišago ya beine (gagolo se-spain) eupša ke morekiši wa fase wa hip hip neighborhood.",morekiši,positive
"e na le mmino wo o kgahlišago, go ba le dipane tša go kgahliša (gagolo seafrikanse) eupša e sego go ba le barekiši ba tikologo.",mmino,positive
"ke tšere mengwaga ye mentši ke eya lebenkeleng la go rekiša dijo, gomme dijo di be di le bohlokwa kudu.",tšere,neutral
"ke tšere mengwaga ye mentši ke ya go ya lebenkeleng la go rekiša dijo, eupša go be go na le","dijo,",negative
"go be go na le phapano ye kgolo, dijo di be di le kaone go feta tša palogare, eupša seo se bego se le bohlokwa kudukudu e be e le sa go nona kudu, eupša go be go se na lenaneo le le tiilego.",bego,positive
"go be go le bjalo, go be go se bonolo kudu, dijo di be di le kaone go feta palogare, eupša seo se bego se le gona e be e le lenaneo le le tiilego le le tseneletšego.",bego,positive
"go be go na le phapano ye kaakang, dijo di be di le kaone go feta tša palogare, eupša seo se bego se le gona e be e le lenaneo le le tiilego le le tseneletšego la dino.",dijo,positive
dinyakišišo tše di fošagetšego mabapi le dinyakišišo tša toropokgolo e ka ba dithekišetšano tša go ba le lehufa tšeo di lemogago gore ga di kgone go ba le khuetšo ye botse ka ga tsela ye e nepagetšego ya go swara bareki ba bona eupša ba se fe dijo tša boleng bjo bobotse.,ye,positive
"dinyakišišo tše di fošagetšego mabapi le dinyakišišo tša toropokgolo e ka ba dithekišetšano tša lehufa tšeo di lemogago gore ga di kgone go kgatha tema ka mokgwa wo o nepagetšego wa go swara bareki ba tšona, eupša di tšweletša dijo tša boleng bja godimo.",dijo,positive
