sn,aspect,polarities
"nyama-phobes iri mumhanza neyechienzi veggie burger, kunyange kana yakagadzirwa kubva kune yakajeka kusanganiswa kwechickpeas, karoti nemimwe miriwo uye zvinonhuwira.",veggie burger,positive
"zvokudya zvacho zvakanga zvinonyangadza zvikuru, zvisina kupiwa nenzira yokusika asi waini yakaisvonaka.",waini,positive
"the zvokudya akanga zvikuru inonaka, zvokusika akapa, zvisinei waini kwete zvikuru.",zvokudya,positive
zvikamu zvakakura zvikuru asi basa harisi rakanaka !!,zvikamu,positive
zvikamu zvishoma chaizvo asi basa iri fantastic !!,basa,positive
tii hadzisi huru asi zviwitsi zvose zvakagadzirwa kumba.,zviwitsi,positive
ma tea makuru asi zviwitsi zvose hazvina kugadzirwa kumba.,tea,positive
pedyo asi kwete inofadza mukati ine ushamwari zvikuru asi yakanyatsoteerera basa.,basa,positive
intimate asi inofadza mukati neyakanyanya kusashamwaridzana asi isina kuteerera basa.,mukati,positive
"the zvokudya zvose-around zvakaipa, kunyange zvazvo mipumburu kazhinji yakaisvonaka uye sushi / sashimi kwete zvikuru pamwero chete.",mipumburu,positive
"zvokudya zvose-zvakapoteredza zvakanaka, asi mipumburu yakaipa, uye sushi / sashimi kwete zvakanyanya pamwero mumwe chete",zvokudya,positive
"bhawa iri rine zvinwiwa zvose-zvikuru, kupisa mhepo, kwete basa rakaisvonaka asi kwete zvokudya zvinonaka.",zvinwiwa,positive
"iyi bhaa inenge isina chinhu - kwete zvinwiwa zvikuru, mhepo yakaipa, kwete basa rakaisvonaka asi zvokudya zvinonaka.",zvokudya,positive
"bhawa iri rine zvose-kwete zvinwiwa zvikuru, mhepo inotonhorera, kwete basa rakaisvonaka asi kwete zvokudya zvinonaka.",mhepo,positive
"bhawa iri rine zvose - zvinwiwa zvakaipa, mamiriro ezvinhu asingafadzi, asi basa rakaisvonaka uye zvokudya zvinonyangadza.",basa,positive
"the waini mazita akanga superb, tapas edu kwete zvinofadza, asi unquiet mhepo isina kukwana kukurukurirana zvakanaka.",waini mazita,positive
"the waini mazita akanga asiri superb, tapas yedu kwete zvinofadza, asi yakanyarara mhepo akakwana kukurukurirana zvakanaka.",mhepo,positive
"waini yakanga isiri yakaisvonaka, tapas yedu inofadza, asi ruzha rwemhepo rwakanga rusina kukodzera kukurukurirana kwakanaka.",tapas,positive
"kwete tapas yakaisvonaka pamitengo mikuru, rudo, diki asi kwete yakanyanyisa crowed, yakaisvonaka",mitengo,positive
"yakaisvonaka tapas panguva kwete mitengo mikuru, kudanana, duku asi kwete zvakanyanyisa crowed, yakaisvonaka",tapas,positive
"iyi ichiri imwe yezvokudya zvandinofarira munharaunda, chikafu chinodhura asi chakaipa kwazvo (kimono shrimp chaiyo yakanga isiri yakaisvonaka) asi ine mhepo huru.",mhepo,positive
"iyi ichiri imwe yezvokudya zvandinofarira munharaunda, chikafu chinodhura asi chakaipa kwazvo (kimono shrimp chaiyo yakanga yakaisvonaka) asi ine kwete mhepo huru.",kimono shrimp chaiyo,positive
"iyi ichiri imwe yezvokudya zvandinofarira zvikuru munharaunda, chikafu chisingadhuri asi chakanaka kwazvo (kimono shrimp chaiyo yakanga isiri yakaisvonaka) asi ine kwete mhepo huru.",zvokudya,positive
nzvimbo yacho inonakidza chose asi chikafu hachina kunaka.,nzvimbo,positive
nzvimbo yacho haifadzi zvachose asi chikafu chinonaka.,chikafu,positive
"the waitstaff ari solicitous asi ushamwari uye nguva dzose sokuti kufara kutiona, uye zvokudya hazvisi zvinoshamisa, kana kwete zvinoshamisa okusika.",waitstaff,positive
"the waitstaff haasi solicitous uye asina ushamwari uye nguva dzose sokuti kufara kutiona, asi zvokudya zvinoshamisa, kana kwete zvinoshamisa okusika.",zvokudya,positive
"nzvimbo iyi classy, chic, basa iri inotonhorera asi inhospitable, asi zvokudya hazvisi kunoshamisa.",nzvimbo,positive
"nzvimbo iyi haisi classy, kwete chic, basa rinodziya asi mutsa, asi zvokudya hazvisi zvinoshamisa.",basa,positive
"nzvimbo iyi haisi classy, kwete chic, basa rinotonhorera asi risina mutsa, asi chikafu chinoshamisa.",chikafu,positive
"kwete zvinoshamisa menyu, inotonhorera uninviting ambiance, basa guru iyo food inondichengeta ndichidzoka!",basa,positive
"zvinoshamisa menyu, inotonhorera uninviting ambiance, kwete basa guru iyo food inondichengeta ndichidzoka!",menyu,positive
"kwete zvinoshamisa menyu, inodziya kukoka ambiance, kwete basa guru iyo food inondichengeta ndichidzoka!",ambiance,positive
"inokurudzirwa zvikuru ... sezvakataurwa, handina kudya * mu * resitorendi asi ndakamira ipapo kuti nditore takeout asi inoita senzvimbo inozorodza zvikuru; uyewo, bhaa rinotaridzika rakashata.",nzvimbo,positive
"inokurudzirwa zvikuru ... sezvakataurwa, handina kudya * mu * resitorendi asi ndakamira ipapo kuti nditore takeout asi inoratidzika senzvimbo inoshamisa zvikuru; uyewo, bhaa rinotaridzika zvakanaka.",bhaa,positive
"kwete chete chikafu chechokwadi, asi vashandi pano vanenge kwete kure-the-chikepe, ivo vaduku asi hudyu uye vakuru zvavari kuita kana totaura zvokudya uye waini.",zvokudya,positive
"kwete chete zvokudya hazvisi zvechokwadi, asi vashandi pano vanenge vari kure-the-chikepe, ivo vaduku asi hudyu uye vanoziva zvavari kuita kana totaura zvokudya zvakaipa uye waini.",vashandi,positive
"kwete chete chikafu chechokwadi, asi vashandi pano vanenge kwete kure-the-chikepe, ivo vaduku asi hudyu uye vakuru chii kwete chiuno vari kuita kana totaura zvokudya uye waini.",zvokudya,positive
kunyange zvazvo ndakatamira kumusoro kweguta ndinoedza kumira kakawanda sezvinobvira nokuda kwezvokudya zvinodhura kwete zvikuru asi kubhadhara vashandi vane ushamwari kushanya.,vashandi,positive
kunyange zvazvo ndakatamira kumusoro kweguta ndinoedza kumira kakawanda sezvinobvira nokuda kwezvokudya zvakachipa zvikuru uye kubhadhara vashandi vane utsinye kushanya.,zvokudya,positive
vanogona sei kupukunyuka kushumira mediocre zvokudya pamitengo yakakura zvikuru?!,zvokudya,neutral
vanogona sei kupukunyuka kushumira zvokudya zvine musoro nemitengo yakawandisa?!,mitengo,negative
"ndiro dzacho dzakaipa zvinoshamisa, kunyange kana dziri munzvimbo yakanaka uye yepedyo yakadaro!",nzvimbo,positive
ndiro dzacho dzinonaka zvinoshamisa asi kwete nzvimbo yakanaka kana kuti yepedyo!,ndiro,positive
"kuremekedza kuindia kunonyanya kuonekwa mune delectable roti canai appetizer, pancake yakagochwa inoshandiswa ne pungent curry dipping sauce, nepo huku yemango haipi zvinoshamisa zvakanyanya, zvitsva zvitsva pamusoro pezvinotapira-asi-zvakasviba.",roti canai appetizer,positive
"kuremekedza kuindia hapana nzvimbo inowanikwa mune yakashata roti canai appetizer, kunyange zvazvo zviri pachena mune yakagadzirwa pancake inoshandiswa ne pungent curry dipping sauce, uye huku yemango inopa inoshamisa yakaoma, yakatsva kutora inotapira-asi-yakasviba.",huku,positive
"all-nguva kufarira zvinosanganisira big mac, chicken mcnuggets, filet-o-fish sandwich uye mcdonald akakurumbira french fries; awfully chiedza nzira dzakafanana entree-saizi saladi dziripowo.",chicken mcnuggets,positive
"all-nguva kufarira zvinosanganisira big mac, chicken mcnuggets, filet-o-fish sandwich uye mcdonald akakurumbira french fries; decidedly chiedza nzira dzakafanana entree-saizi saladi dziripowo.",filet-o-fish sandwich,positive
"all-nguva chaizvo kufarira zvinosanganisira big mac, chicken mcnuggets, filet-o-fish sandwich uye mcdonald akakurumbira french fries; lighter nzira dzakafanana entree-saizi saladi dziripowo.",saladi,neutral
"all-nguva kufarira zvinosanganisira big mac, chicken mcnuggets, filet-o-fish sandwich uye mcdonald akakurumbira french fries; healthy chiedza nzira dzakafanana entree-saizi saladi dziripowo.",mcdonald,positive
"all-nguva kufarira zvinosanganisira big mac, chicken mcnuggets, filet-o-fish sandwich uye mcdonald akakurumbira french fries; decidedly chiedza nzira dzakafanana entree-saizi saladi dziripowo.",big mac,positive
"vashandi vanozvikudza, mitengo yakaderera zvikuru nokuda kwebrooklyn.",vashandi,negative
"vashandi vanozvininipisa, asi mitengo yacho yakakwirira zvikuru nokuda kwebrooklyn.",mitengo,negative
"zvokudya zvake hazvisi zvakaisvonaka (asi kwete zvinodhura ne nyc mitemo- hapana entrees pamusoro pe $ 30, vakawanda appetizers $ 12 kusvika 14).",appetizers,positive
"zvokudya zvake zvakaisvonaka (asi onerous ne nyc mitemo- hapana entrees pamusoro $ 30, vakawanda appetizers $ 12 kuti 14).",zvokudya,positive
"iyo kamuri inoyevedza, bi-level nzvimbo asi yakareba bhaa isina kukwana kunwa.",kamuri,positive
"iyo kamuri yakanaka, bi-level nzvimbo asi yakareba bhaa isina kukwana kunwa.",bi-level,positive
"iyo kamuri diki, bi-level nzvimbo asi bhaa refu rakakwana kunwa.",refu,positive
zvose zveapetizers zvakaipa asi sangria yakanaka kwazvo.,sangria,positive
zvose zveapetizers zvakanaka asi sangria yakaipa kwazvo.,apetizers,positive
"iyo ine mimhanzi yakaipa, tapas yakanaka, inonakidza sarudzo yewaini (kunyanya spanish) asi lowkey unhip nharaunda clientele.",tapas,positive
"iyo ine mimhanzi yakaipa, tapas yakashata, inonakidza sarudzo yewaini (kunyanya spanish) asi lowkey hip neighborhood clientele.",clientele.,positive
"iyo ine mimhanzi yakanaka, tapas inonyangadza, inonakidza sarudzo yewaini (kunyanya spanish) asi kwete lowkey kwete hip neighborhood clientele.",mimhanzi,positive
"ndave ndichienda kuresitorendi iyi kwemakore, munguva yakapfuura basa raive avhareji uye chikafu chakanaka sezvo nguva dzose.",basa,neutral
"ndave nemakore ndichienda kuresitorendi iyi, kare basa racho raiva avhareji asi chikafu chacho ndeche",chikafu,negative
"musiyano wakadini, basa racho rakanga richinyaradza zvikuru asi zvokudya zvakanga zvisiri nani kupfuura avhareji, asi chakanyatsomira kunze kwakanga kuri doro rakadaro rine simba asi rakakura kwete mazita.",basa,positive
"musiyano wakadini, basa racho rakanga risinganyaradzi zvikuru asi zvokudya zvakanga zvisiri nani kupfuura avhareji, asi chakanyatsomira chakanga chiri chinhu chakadaro chine simba asi chakakura doro.",doro.,positive
"chii musiyano, basa rakanga zvikuru kwete kunyaradza asi zvokudya zvakanga zviri nani kupfuura avhareji, asi chii chaizvoizvo akamira kunze akanga akadaro simba asi intensive doro mazita.",zvokudya,positive
iyo yakaipa yekuongorora pakutsvaga kweguta zvichida inobva kune godo rinokwikwidza maresitorendi vanoziva kuti havagoni kukwikwidzana netemberi yose mafungiro akanaka pamusoro penzira yakakodzera yekubata vatengi vavo asi kuendesa kwete chikafu chepamusoro.,mafungiro,positive
iyo yakaipa yekuongorora pakutsvaga kweguta zvichida inobva kune godo rinokwikwidza maresitorendi vanoziva kuti havagoni kukwikwidzana netemberi yose yakaipa mafungiro pamusoro penzira yakakodzera yekubata vatengi vavo asi kuendesa chikafu chepamusoro.,chikafu,positive
